"sex"	"age_group"	"cancer_site"	"Model"	"# Joinpoints"	"# Observations"	"# Parameters"	"D.F."	"SSE"	"BIC"	"BIC3"	"Weight"	"WBIC"
Male	20-49	Pancreas	2	1	19	4	15	       0.0850219	      -4.7894039	      -4.6344334	       0.1557351	      -4.7652695
Male	20-49	Pancreas	3	2	19	6	13	       0.0618059	      -4.7983722	      -4.4884312	       0.5587414	      -4.6251953
Male	20-49	Pancreas	4	3	19	8	11	       0.0603204	      -4.5127596	      -4.0478481	       0.3365879	      -4.3562760
Male	50+	Bladder	1	0	19	2	17	       0.0148326	      -6.8454235	      -6.8454235	       0.0000000	      -6.8454235
Male	50+	Bladder	2	1	19	4	15	       0.0091985	      -7.0132668	      -6.8582964	       0.3798441	      -6.9544022
Male	50+	Bladder	3	2	19	6	13	       0.0053136	      -7.2521060	      -6.9421650	       0.7321054	      -7.0251966
Male	50+	Bladder	4	3	19	8	11	       0.0038778	      -7.2571712	      -6.7922598	       0.7321054	      -6.9168071
Male	50+	Brain and CNS	1	0	19	2	17	       0.0176722	      -6.6702611	      -6.6702611	       0.0000000	      -6.6702611
Male	50+	Brain and CNS	2	1	19	4	15	       0.0108606	      -6.8471664	      -6.6921959	       0.3854385	      -6.7874348
Male	50+	Brain and CNS	3	2	19	6	13	       0.0101650	      -6.6034201	      -6.2934792	       0.1849728	      -6.5460895
Male	50+	Brain and CNS	4	3	19	8	11	       0.0099835	      -6.3115009	      -5.8465895	       0.2171336	      -6.2105530
Male	50+	Breast	1	0	19	2	17	       0.0869421	      -5.0770111	      -5.0770111	       0.0000000	      -5.0770111
Male	50+	Breast	2	1	19	4	15	       0.0841651	      -4.7995325	      -4.6445621	       0.0319411	      -4.7945826
Male	50+	Breast	3	2	19	6	13	       0.0722893	      -4.6416955	      -4.3317545	       0.2656979	      -4.5593448
Male	50+	Breast	4	3	19	8	11	       0.0562198	      -4.5831607	      -4.1182493	       0.3437963	      -4.4233259
Male	50+	Colorectum	1	0	19	2	17	       0.0274244	      -6.2308202	      -6.2308202	       0.0000000	      -6.2308202
Male	50+	Colorectum	2	1	19	4	15	       0.0055052	      -7.5266198	      -7.3716493	       0.7992593	      -7.4027582
Male	50+	Colorectum	3	2	19	6	13	       0.0020793	      -8.1903611	      -7.8804202	       0.9038411	      -7.9102238
Male	50+	Colorectum	4	3	19	8	11	       0.0015672	      -8.1631649	      -7.6982534	       0.9038411	      -7.7429588
Male	50+	Gallbladder	1	0	19	2	17	       0.0724175	      -5.2598059	      -5.2598059	       0.0000000	      -5.2598059
Male	50+	Gallbladder	2	1	19	4	15	       0.0551849	      -5.2216231	      -5.0666526	       0.2379614	      -5.1847461
Male	50+	Gallbladder	3	2	19	6	13	       0.0359994	      -5.3388684	      -5.0289275	       0.8313396	      -5.0812022
Male	50+	Gallbladder	4	3	19	8	11	       0.0323195	      -5.1367609	      -4.6718495	       0.8313396	      -4.7502616
Male	50+	Hodgkin Lymphoma	1	0	19	2	17	       0.0677683	      -5.3261591	      -5.3261591	       0.0000000	      -5.3261591
Male	50+	Hodgkin Lymphoma	2	1	19	4	15	       0.0372050	      -5.6158684	      -5.4608979	       0.4509964	      -5.5459773
Male	50+	Hodgkin Lymphoma	3	2	19	6	13	       0.0319846	      -5.4571165	      -5.1471756	       0.5220473	      -5.2953127
Male	50+	Hodgkin Lymphoma	4	3	19	8	11	       0.0275928	      -5.2948771	      -4.8299657	       0.5220473	      -5.0521713
Male	50+	Kidney	1	0	19	2	17	       0.0401645	      -5.8492701	      -5.8492701	       0.0000000	      -5.8492701
Male	50+	Kidney	2	1	19	4	15	       0.0160124	      -6.4589511	      -6.3039806	       0.6013303	      -6.3657626
Male	50+	Kidney	3	2	19	6	13	       0.0123864	      -6.4057712	      -6.0958302	       0.4542055	      -6.2649943
Male	50+	Kidney	4	3	19	8	11	       0.0072976	      -6.6248850	      -6.1599736	       0.8360944	      -6.2361752
Male	50+	Larynx	1	0	19	2	17	       0.0251341	      -6.3180270	      -6.3180270	       0.0000000	      -6.3180270
Male	50+	Larynx	2	1	19	4	15	       0.0083263	      -7.1128906	      -6.9579201	       0.6687244	      -7.0092580
Male	50+	Larynx	3	2	19	6	13	       0.0059943	      -7.1315660	      -6.8216251	       0.7582480	      -6.8965539
Male	50+	Larynx	4	3	19	8	11	       0.0053956	      -6.9268513	      -6.4619399	       0.4657138	      -6.7103356
Male	50+	Leukaemia	1	0	19	2	17	       0.0899282	      -5.0432416	      -5.0432416	       0.0000000	      -5.0432416
Male	50+	Leukaemia	2	1	19	4	15	       0.0208945	      -6.1928245	      -6.0378540	       0.7676531	      -6.0738609
Male	50+	Leukaemia	3	2	19	6	13	       0.0170322	      -6.0872654	      -5.7773245	       0.7896728	      -5.8425135
Male	50+	Leukaemia	4	3	19	8	11	       0.0135533	      -6.0057990	      -5.5408876	       0.8754217	      -5.5988055
Male	50+	Liver	1	0	19	2	17	       0.0475733	      -5.6799811	      -5.6799811	       0.0000000	      -5.6799811
Male	50+	Liver	2	1	19	4	15	       0.0124302	      -6.7121847	      -6.5572143	       0.7387153	      -6.5977057
Male	50+	Liver	3	2	19	6	13	       0.0106619	      -6.5556954	      -6.2457545	       0.7820019	      -6.3133210
Male	50+	Liver	4	3	19	8	11	       0.0101162	      -6.2982961	      -5.8333847	       0.8161527	      -5.9188575
Male	50+	Lung	1	0	19	2	17	       0.0052695	      -7.8803210	      -7.8803210	       0.0000000	      -7.8803210
Male	50+	Lung	2	1	19	4	15	       0.0034094	      -8.0057891	      -7.8508186	       0.3530004	      -7.9510845
Male	50+	Lung	3	2	19	6	13	       0.0018201	      -8.3234569	      -8.0135160	       0.5941004	      -8.1393209
Male	50+	Lung	4	3	19	8	11	       0.0015411	      -8.1799206	      -7.7150092	       0.7711438	      -7.8214070
Male	50+	Melanoma	1	0	19	2	17	       0.0699645	      -5.2942660	      -5.2942660	       0.0000000	      -5.2942660
Male	50+	Melanoma	2	1	19	4	15	       0.0119223	      -6.7539023	      -6.5989318	       0.8295950	      -6.6253396
Male	50+	Melanoma	3	2	19	6	13	       0.0068082	      -7.0042378	      -6.6942969	       0.7088704	      -6.7845299
Male	50+	Melanoma	4	3	19	8	11	       0.0055535	      -6.8980091	      -6.4330977	       0.6878826	      -6.5782046
Male	50+	Multiple Myeloma	1	0	19	2	17	       0.0392887	      -5.8713176	      -5.8713176	       0.0000000	      -5.8713176
Male	50+	Multiple Myeloma	2	1	19	4	15	       0.0369855	      -5.6217870	      -5.4668165	       0.0586218	      -5.6127023
Male	50+	Multiple Myeloma	3	2	19	6	13	       0.0247810	      -5.7122958	      -5.4023549	       0.4322311	      -5.5783297
Male	50+	Multiple Myeloma	4	3	19	8	11	       0.0232379	      -5.4666459	      -5.0017344	       0.4661710	      -5.2499177
Male	50+	Non-Hodgkin Lymphoma	1	0	19	2	17	       0.0406491	      -5.8372754	      -5.8372754	       0.0000000	      -5.8372754
Male	50+	Non-Hodgkin Lymphoma	2	1	19	4	15	       0.0049533	      -7.6322487	      -7.4772782	       0.8781439	      -7.4961623
Male	50+	Non-Hodgkin Lymphoma	3	2	19	6	13	       0.0033570	      -7.7113195	      -7.4013786	       0.8981950	      -7.4329321
Male	50+	Non-Hodgkin Lymphoma	4	3	19	8	11	       0.0030020	      -7.5131491	      -7.0482377	       0.9083924	      -7.0908271
Male	50+	Oesophagus	1	0	19	2	17	       0.0079679	      -7.4668318	      -7.4668318	       0.0000000	      -7.4668318
Male	50+	Oesophagus	2	1	19	4	15	       0.0033963	      -8.0096372	      -7.8546667	       0.5737575	      -7.9207217
Male	50+	Oesophagus	3	2	19	6	13	       0.0029328	      -7.8464187	      -7.5364778	       0.4517591	      -7.7064001
Male	50+	Oesophagus	4	3	19	8	11	       0.0027132	      -7.6142880	      -7.1493766	       0.4352659	      -7.4119279
Male	50+	Oral	1	0	19	2	17	       0.0239580	      -6.3659493	      -6.3659493	       0.0000000	      -6.3659493
Male	50+	Oral	2	1	19	4	15	       0.0143324	      -6.5697863	      -6.4148158	       0.4017688	      -6.5075240
Male	50+	Oral	3	2	19	6	13	       0.0120206	      -6.4357506	      -6.1258097	       0.5609001	      -6.2619047
Male	50+	Oral	4	3	19	8	11	       0.0111654	      -6.1996140	      -5.7347025	       0.5674696	      -5.9357908
Male	50+	Pancreas	1	0	19	2	17	       0.0056689	      -7.8072555	      -7.8072555	       0.0000000	      -7.8072555
Male	50+	Pancreas	2	1	19	4	15	       0.0046435	      -7.6968475	      -7.5418771	       0.1808869	      -7.6688154
Male	50+	Pancreas	3	2	19	6	13	       0.0045700	      -7.4028527	      -7.0929118	       0.2543808	      -7.3240097
Male	50+	Pancreas	4	3	19	8	11	       0.0043966	      -7.1315928	      -6.6666814	       0.8294347	      -6.7459792
