"sex"	"age_group"	"cancer_site"	"Model"	"#Obs"	"#Param"	"DF"	"SSE"	"MSE"	"Auto Corr"	"Segment"	"Joinpoint"	"Joinpoint 95% LCL"	"Joinpoint 95% UCL"	"Intercept Estimate"	"Intercept Std Error"	"Intercept Test Statistic"	"Intercept P-Value"	"Slope Estimate"	"Slope Std Error"	"Slope Test Statistic"	"Slope P-Value"	"SlopeChg Estimate"	"SlopeChg Std Error"	"SlopeChg Test Statistic"	"SlopeChg P-Value"	"Covar-Int vs Int"	"Covar-Int vs Slope"	"Covar-Slope vs Slope"	"Corr-Int vs Int"	"Corr-Int vs Slope"	"Corr-Slope vs Slope"
Women	50+	Colorectum	2	19	6	13	0.001986	0.000153	Uncorrelated	0	NA	NA	NA	-14.377502	2.763689	-5.202287	0.000293	0.009659	0.001378	7.009047	0.000022	NA	NA	NA	NA	7.637974	0.000000	0.000016	1.000000	0.000000	1.000000
Women	50+	Colorectum	2	19	6	13	0.001986	0.000153	Uncorrelated	1	2011	2008	2012	34.097473	7.971729	4.277299	0.001305	-0.014446	0.003958	-3.649697	0.003823	-0.024105	0.004191	-5.751335	0.000128	0.000002	0.000000	1276.654699	1.000000	0.000000	1.000000
Women	50+	Colorectum	2	19	6	13	0.001986	0.000153	Uncorrelated	2	2017	2013	2017	-38.617047	35.730305	-1.080793	0.302915	0.021605	0.017701	1.220510	0.247790	0.036051	0.018139	1.987525	0.072332	63.548465	0.000000	0.000313	1.000000	0.000000	1.000000
Women	50+	Endometrium	1	19	4	15	0.005055	0.000337	Uncorrelated	0	NA	NA	NA	-55.613925	4.140222	-13.432594	0.000000	0.029749	0.002064	14.410367	0.000000	NA	NA	NA	NA	17.141440	0.000000	34.007280	1.000000	0.000000	1.000000
Women	50+	Endometrium	1	19	4	15	0.005055	0.000337	Uncorrelated	1	2011	2009	2013	-1.850885	5.831576	-0.317390	0.755632	0.003015	0.002893	1.041950	0.315095	-0.026734	0.003554	-7.521616	0.000003	0.000004	0.000000	0.000008	1.000000	0.000000	1.000000
Women	50+	Gallbladder	0	19	2	17	0.036759	0.002162	Uncorrelated	0	NA	NA	NA	-63.310022	3.914868	-16.171686	0.000000	0.032559	0.001948	16.716682	0.000000	NA	NA	NA	NA	15.326194	-0.007625	0.000004	1.000000	-0.999996	1.000000
Women	50+	Hodgkin Lymphoma	1	19	4	15	0.057372	0.003825	Uncorrelated	0	NA	NA	NA	-69.850355	9.383813	-7.443707	0.000003	0.035260	0.004676	7.541333	0.000003	NA	NA	NA	NA	88.055953	0.000000	1618.623590	1.000000	0.000000	1.000000
Women	50+	Hodgkin Lymphoma	1	19	4	15	0.057372	0.003825	Uncorrelated	1	2014	2008	2016	28.691952	40.232121	0.713160	0.487465	-0.013669	0.019947	-0.685277	0.504358	-0.048929	0.020487	-2.388259	0.031571	0.000022	0.000000	0.000398	1.000000	0.000000	1.000000
Women	50+	Kidney	1	19	4	15	0.014756	0.000984	Uncorrelated	0	NA	NA	NA	-84.868687	4.551766	-18.645222	0.000000	0.043841	0.002268	19.330769	0.000000	NA	NA	NA	NA	20.718574	0.000000	380.843898	1.000000	0.000000	1.000000
Women	50+	Kidney	1	19	4	15	0.014756	0.000984	Uncorrelated	1	2014	2012	2015	17.098290	19.515222	0.876151	0.395732	-0.006788	0.009675	-0.701579	0.494440	-0.050629	0.009938	-5.094689	0.000163	0.000005	0.000000	0.000094	1.000000	0.000000	1.000000
Women	50+	Larynx	0	19	2	17	0.093975	0.005528	Uncorrelated	0	NA	NA	NA	20.861722	6.259526	3.332796	0.003941	-0.009834	0.003114	-3.157924	0.005744	NA	NA	NA	NA	39.181662	-0.019493	0.000010	1.000000	-0.999996	1.000000
Women	50+	Leukaemia	1	19	4	15	0.022065	0.001471	Uncorrelated	0	NA	NA	NA	-33.460219	5.277386	-6.340301	0.000018	0.018312	0.002629	6.965808	0.000007	NA	NA	NA	NA	27.850807	0.000000	1279.863153	1.000000	0.000000	1.000000
Women	50+	Leukaemia	1	19	4	15	0.022065	0.001471	Uncorrelated	1	2015	2013	2017	92.283478	35.775175	2.579540	0.021829	-0.044092	0.017732	-2.486512	0.026139	-0.062404	0.017926	-3.481146	0.003670	0.000007	0.000000	0.000314	1.000000	0.000000	1.000000
Women	50+	Liver	2	19	6	13	0.023935	0.001841	Uncorrelated	0	NA	NA	NA	26.147924	126.358661	0.206934	0.839842	-0.011962	0.063132	-0.189474	0.853172	NA	NA	NA	NA	15966.511217	0.000000	0.000033	1.000000	0.000000	1.000000
Women	50+	Liver	2	19	6	13	0.023935	0.001841	Uncorrelated	1	2003	2003	2014	-112.709962	11.572384	-9.739563	0.000001	0.057363	0.005763	9.953455	0.000001	0.069325	0.063394	1.093549	0.297522	0.003986	0.000000	463.049622	1.000000	0.000000	1.000000
Women	50+	Liver	2	19	6	13	0.023935	0.001841	Uncorrelated	2	2013	2009	2017	-12.155894	21.518588	-0.564902	0.583477	0.007411	0.010671	0.694460	0.501798	-0.049952	0.012128	-4.118748	0.001704	133.920081	0.000000	0.000114	1.000000	0.000000	1.000000
Women	50+	Lung	1	19	4	15	0.002975	0.000198	Uncorrelated	0	NA	NA	NA	-40.869566	2.712126	-15.069199	0.000000	0.022856	0.001352	16.905532	0.000000	NA	NA	NA	NA	7.355627	0.000000	29.185889	1.000000	0.000000	1.000000
Women	50+	Lung	1	19	4	15	0.002975	0.000198	Uncorrelated	1	2012	2010	2014	-4.112715	5.402397	-0.761276	0.459124	0.004588	0.002680	1.711929	0.108962	-0.018269	0.003002	-6.086553	0.000028	0.000002	0.000000	0.000007	1.000000	0.000000	1.000000
Women	50+	Melanoma	1	19	4	15	0.006282	0.000419	Uncorrelated	0	NA	NA	NA	-85.589259	3.551973	-24.096258	0.000000	0.044416	0.001770	25.090651	0.000000	NA	NA	NA	NA	12.616512	0.000000	104.124867	1.000000	0.000000	1.000000
Women	50+	Melanoma	1	19	4	15	0.006282	0.000419	Uncorrelated	1	2013	2007	2015	-34.434476	10.204159	-3.374553	0.004537	0.019004	0.005060	3.755492	0.002130	-0.025412	0.005361	-4.740172	0.000316	0.000003	0.000000	0.000026	1.000000	0.000000	1.000000
Women	50+	Multiple Myeloma	0	19	2	17	0.050212	0.002954	Uncorrelated	0	NA	NA	NA	-46.268234	4.575490	-10.112191	0.000000	0.024518	0.002276	10.770703	0.000000	NA	NA	NA	NA	20.935112	-0.010415	0.000005	1.000000	-0.999996	1.000000
Women	50+	Non-Hodgkin Lymphoma	1	19	4	15	0.006547	0.000436	Uncorrelated	0	NA	NA	NA	-43.136339	4.754531	-9.072679	0.000000	0.023358	0.002371	9.852774	0.000000	NA	NA	NA	NA	22.605569	0.000000	44.847687	1.000000	0.000000	1.000000
Women	50+	Non-Hodgkin Lymphoma	1	19	4	15	0.006547	0.000436	Uncorrelated	1	2011	2009	2013	32.022390	6.696842	4.781715	0.000292	-0.014015	0.003323	-4.218118	0.000860	-0.037374	0.004082	-9.156357	0.000000	0.000006	0.000000	0.000011	1.000000	0.000000	1.000000
Women	50+	Oesophagus	1	19	4	15	0.005961	0.000397	Uncorrelated	0	NA	NA	NA	13.844058	3.391681	4.081769	0.001121	-0.005317	0.001690	-3.145301	0.007158	NA	NA	NA	NA	11.503498	0.000000	94.939086	1.000000	0.000000	1.000000
Women	50+	Oesophagus	1	19	4	15	0.005961	0.000397	Uncorrelated	1	2013	2010	2016	39.685689	9.743669	4.072972	0.001141	-0.018154	0.004832	-3.757063	0.002124	-0.012837	0.005119	-2.507740	0.025089	0.000003	0.000000	0.000023	1.000000	0.000000	1.000000
Women	50+	Oral	1	19	4	15	0.010783	0.000719	Uncorrelated	0	NA	NA	NA	-69.115242	6.113390	-11.305551	0.000000	0.035846	0.003048	11.759383	0.000000	NA	NA	NA	NA	37.373537	0.000000	74.146184	1.000000	0.000000	1.000000
Women	50+	Oral	1	19	4	15	0.010783	0.000719	Uncorrelated	1	2011	2008	2014	-29.179196	8.610818	-3.388667	0.004411	0.015987	0.004272	3.742117	0.002187	-0.019859	0.005248	-3.783851	0.002014	0.000009	0.000000	0.000018	1.000000	0.000000	1.000000
Women	50+	Ovary	0	19	2	17	0.009154	0.000538	Uncorrelated	0	NA	NA	NA	30.209452	1.953613	15.463375	0.000000	-0.013086	0.000972	-13.463263	0.000000	NA	NA	NA	NA	3.816604	-0.001899	0.000001	1.000000	-0.999996	1.000000
Women	50+	Pancreas	1	19	4	15	0.003479	0.000232	Uncorrelated	0	NA	NA	NA	-24.536147	2.583551	-9.497064	0.000000	0.014015	0.001288	10.884324	0.000000	NA	NA	NA	NA	6.674735	0.000000	55.087003	1.000000	0.000000	1.000000
Women	50+	Pancreas	1	19	4	15	0.003479	0.000232	Uncorrelated	1	2013	2007	2015	7.215832	7.422062	0.972214	0.347443	-0.001759	0.003681	-0.477883	0.640109	-0.015773	0.003899	-4.045119	0.001205	0.000002	0.000000	0.000014	1.000000	0.000000	1.000000
