"sex"	"age_group"	"cancer_site"	"year"	"Rate"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
Men	20-49	Stomach	2002	2.32	2.02	NA	-1.4024*	0	0
Men	20-49	Stomach	2003	2.08	1.99	NA	-1.4024*	0	0
Men	20-49	Stomach	2004	1.91	1.97	NA	-1.4024*	0	0
Men	20-49	Stomach	2005	1.71	1.94	NA	-1.4024*	0	0
Men	20-49	Stomach	2006	1.89	1.91	NA	-1.4024*	0	0
Men	20-49	Stomach	2007	1.67	1.88	NA	-1.4024*	0	0
Men	20-49	Stomach	2008	1.81	1.86	NA	-1.4024*	0	0
Men	20-49	Stomach	2009	1.89	1.83	NA	-1.4024*	0	0
Men	20-49	Stomach	2010	1.95	1.81	NA	-1.4024*	0	0
Men	20-49	Stomach	2011	1.75	1.78	NA	-1.4024*	0	0
Men	20-49	Stomach	2012	1.79	1.76	NA	-1.4024*	0	0
Men	20-49	Stomach	2013	1.65	1.73	NA	-1.4024*	0	0
Men	20-49	Stomach	2014	1.73	1.71	NA	-1.4024*	0	0
Men	20-49	Stomach	2015	1.78	1.68	NA	-1.4024*	0	0
Men	20-49	Stomach	2016	1.54	1.66	NA	-1.4024*	0	0
Men	20-49	Stomach	2017	1.44	1.64	NA	-1.4024*	0	0
Men	20-49	Stomach	2018	1.58	1.61	NA	-1.4024*	0	0
Men	20-49	Stomach	2019	1.91	1.59	NA	-1.4024*	0	0
Men	20-49	Testis	2001	13.35	12.83	NA	0.7884*	0	0
Men	20-49	Testis	2002	12.20	12.93	NA	0.7884*	0	0
Men	20-49	Testis	2003	12.43	13.03	NA	0.7884*	0	0
Men	20-49	Testis	2004	12.93	13.13	NA	0.7884*	0	0
Men	20-49	Testis	2005	13.69	13.24	NA	0.7884*	0	0
Men	20-49	Testis	2006	13.50	13.34	NA	0.7884*	0	0
Men	20-49	Testis	2007	13.05	13.45	NA	0.7884*	0	0
Men	20-49	Testis	2008	14.00	13.55	NA	0.7884*	0	0
Men	20-49	Testis	2009	13.95	13.66	NA	0.7884*	0	0
Men	20-49	Testis	2010	14.30	13.77	NA	0.7884*	0	0
Men	20-49	Testis	2011	13.58	13.88	NA	0.7884*	0	0
Men	20-49	Testis	2012	14.11	13.99	NA	0.7884*	0	0
Men	20-49	Testis	2013	14.57	14.10	NA	0.7884*	0	0
Men	20-49	Testis	2014	14.78	14.21	NA	0.7884*	0	0
Men	20-49	Testis	2015	14.19	14.32	NA	0.7884*	0	0
Men	20-49	Testis	2016	14.44	14.43	NA	0.7884*	0	0
Men	20-49	Testis	2017	13.35	14.55	NA	0.7884*	0	0
Men	20-49	Testis	2018	15.08	14.66	NA	0.7884*	0	0
Men	20-49	Testis	2019	14.52	14.78	NA	0.7884*	0	0
Men	20-49	Thyroid	2001	1.17	1.11	NA	7.4880*	1	1
Men	20-49	Thyroid	2002	1.12	1.19	NA	7.4880*	1	1
Men	20-49	Thyroid	2003	1.47	1.28	NA	7.4880*	1	1
Men	20-49	Thyroid	2004	1.34	1.38	NA	7.4880*	1	1
Men	20-49	Thyroid	2005	1.52	1.48	NA	7.4880*	1	1
Men	20-49	Thyroid	2006	1.43	1.59	NA	7.4880*	1	1
Men	20-49	Thyroid	2007	1.62	1.71	NA	7.4880*	1	1
Men	20-49	Thyroid	2008	1.69	1.84	NA	7.4880*	1	1
Men	20-49	Thyroid	2009	2.05	1.98	NA	7.4880*	1	1
Men	20-49	Thyroid	2010	2.15	2.13	NA	7.4880*	1	1
Men	20-49	Thyroid	2011	2.42	2.29	NA	7.4880*	1	1
Men	20-49	Thyroid	2012	2.50	2.46	Joinpoint 1	NA	1	1
Men	20-49	Thyroid	2013	2.56	2.55	NA	3.7932*	1	1
Men	20-49	Thyroid	2014	2.72	2.65	NA	3.7932*	1	1
Men	20-49	Thyroid	2015	2.79	2.75	NA	3.7932*	1	1
Men	20-49	Thyroid	2016	2.76	2.85	NA	3.7932*	1	1
Men	20-49	Thyroid	2017	2.86	2.96	NA	3.7932*	1	1
Men	20-49	Thyroid	2018	3.13	3.07	NA	3.7932*	1	1
Men	20-49	Thyroid	2019	3.22	3.19	NA	3.7932*	1	1
Men	50+	Bladder	2001	96.32	94.91	NA	-3.4433*	2	2
Men	50+	Bladder	2002	89.55	91.64	NA	-3.4433*	2	2
Men	50+	Bladder	2003	88.65	88.48	NA	-3.4433*	2	2
Men	50+	Bladder	2004	84.54	85.44	Joinpoint 1	NA	2	2
Men	50+	Bladder	2005	88.37	85.82	NA	0.4482	2	2
Men	50+	Bladder	2006	85.11	86.20	NA	0.4482	2	2
Men	50+	Bladder	2007	87.04	86.59	NA	0.4482	2	2
Men	50+	Bladder	2008	86.71	86.98	Joinpoint 2	NA	2	2
Men	50+	Bladder	2009	85.43	85.02	NA	-2.2519*	2	2
Men	50+	Bladder	2010	81.27	83.11	NA	-2.2519*	2	2
Men	50+	Bladder	2011	81.78	81.23	NA	-2.2519*	2	2
Men	50+	Bladder	2012	81.52	79.40	NA	-2.2519*	2	2
Men	50+	Bladder	2013	79.08	77.62	NA	-2.2519*	2	2
Men	50+	Bladder	2014	75.17	75.87	NA	-2.2519*	2	2
Men	50+	Bladder	2015	72.56	74.16	NA	-2.2519*	2	2
Men	50+	Bladder	2016	70.38	72.49	NA	-2.2519*	2	2
Men	50+	Bladder	2017	70.86	70.86	NA	-2.2519*	2	2
Men	50+	Bladder	2018	69.54	69.26	NA	-2.2519*	2	2
Men	50+	Bladder	2019	69.10	67.70	NA	-2.2519*	2	2
Men	50+	Brain and CNS	2001	19.82	19.85	NA	0.8531*	1	1
Men	50+	Brain and CNS	2002	20.07	20.01	NA	0.8531*	1	1
Men	50+	Brain and CNS	2003	19.98	20.19	NA	0.8531*	1	1
Men	50+	Brain and CNS	2004	20.12	20.36	NA	0.8531*	1	1
Men	50+	Brain and CNS	2005	21.10	20.53	NA	0.8531*	1	1
Men	50+	Brain and CNS	2006	20.34	20.71	NA	0.8531*	1	1
Men	50+	Brain and CNS	2007	20.89	20.88	NA	0.8531*	1	1
Men	50+	Brain and CNS	2008	21.32	21.06	NA	0.8531*	1	1
Men	50+	Brain and CNS	2009	22.00	21.24	NA	0.8531*	1	1
Men	50+	Brain and CNS	2010	21.13	21.42	NA	0.8531*	1	1
Men	50+	Brain and CNS	2011	20.79	21.60	NA	0.8531*	1	1
Men	50+	Brain and CNS	2012	22.09	21.79	NA	0.8531*	1	1
Men	50+	Brain and CNS	2013	22.79	21.98	Joinpoint 1	NA	1	1
Men	50+	Brain and CNS	2014	20.58	21.77	NA	-0.9267	1	1
Men	50+	Brain and CNS	2015	21.46	21.57	NA	-0.9267	1	1
Men	50+	Brain and CNS	2016	21.82	21.37	NA	-0.9267	1	1
Men	50+	Brain and CNS	2017	21.78	21.17	NA	-0.9267	1	1
Men	50+	Brain and CNS	2018	20.44	20.98	NA	-0.9267	1	1
Men	50+	Brain and CNS	2019	20.85	20.78	NA	-0.9267	1	1
Men	50+	Breast	2001	3.25	3.40	NA	-0.1519	0	0
Men	50+	Breast	2002	3.51	3.39	NA	-0.1519	0	0
Men	50+	Breast	2003	3.80	3.39	NA	-0.1519	0	0
Men	50+	Breast	2004	3.50	3.38	NA	-0.1519	0	0
Men	50+	Breast	2005	2.96	3.38	NA	-0.1519	0	0
Men	50+	Breast	2006	3.35	3.37	NA	-0.1519	0	0
Men	50+	Breast	2007	3.06	3.37	NA	-0.1519	0	0
Men	50+	Breast	2008	3.34	3.36	NA	-0.1519	0	0
Men	50+	Breast	2009	3.30	3.36	NA	-0.1519	0	0
Men	50+	Breast	2010	3.79	3.35	NA	-0.1519	0	0
Men	50+	Breast	2011	3.41	3.35	NA	-0.1519	0	0
Men	50+	Breast	2012	3.24	3.34	NA	-0.1519	0	0
Men	50+	Breast	2013	3.17	3.34	NA	-0.1519	0	0
Men	50+	Breast	2014	3.72	3.33	NA	-0.1519	0	0
Men	50+	Breast	2015	3.31	3.33	NA	-0.1519	0	0
Men	50+	Breast	2016	3.21	3.32	NA	-0.1519	0	0
Men	50+	Breast	2017	3.27	3.32	NA	-0.1519	0	0
Men	50+	Breast	2018	3.34	3.31	NA	-0.1519	0	0
Men	50+	Breast	2019	3.26	3.31	NA	-0.1519	0	0
Men	50+	Colorectum	2001	218.91	215.78	NA	0.8854*	2	2
Men	50+	Colorectum	2002	215.57	217.69	NA	0.8854*	2	2
Men	50+	Colorectum	2003	217.99	219.62	NA	0.8854*	2	2
Men	50+	Colorectum	2004	222.22	221.57	NA	0.8854*	2	2
Men	50+	Colorectum	2005	223.20	223.53	NA	0.8854*	2	2
Men	50+	Colorectum	2006	224.47	225.51	NA	0.8854*	2	2
Men	50+	Colorectum	2007	225.67	227.50	NA	0.8854*	2	2
Men	50+	Colorectum	2008	233.30	229.52	NA	0.8854*	2	2
Men	50+	Colorectum	2009	231.96	231.55	NA	0.8854*	2	2
Men	50+	Colorectum	2010	232.47	233.60	NA	0.8854*	2	2
Men	50+	Colorectum	2011	232.40	235.67	Joinpoint 1	NA	2	2
Men	50+	Colorectum	2012	233.21	228.20	NA	-3.1675	2	2
Men	50+	Colorectum	2013	221.19	220.98	NA	-3.1675	2	2
Men	50+	Colorectum	2014	212.72	213.98	Joinpoint 2	NA	2	2
Men	50+	Colorectum	2015	214.01	212.73	NA	-0.5842	2	2
Men	50+	Colorectum	2016	212.34	211.48	NA	-0.5842	2	2
Men	50+	Colorectum	2017	206.04	210.25	NA	-0.5842	2	2
Men	50+	Colorectum	2018	207.83	209.02	NA	-0.5842	2	2
Men	50+	Colorectum	2019	210.70	207.80	NA	-0.5842	2	2
Men	50+	Gallbladder	2001	6.35	5.94	NA	2.6834*	0	0
Men	50+	Gallbladder	2002	5.78	6.10	NA	2.6834*	0	0
Men	50+	Gallbladder	2003	5.88	6.27	NA	2.6834*	0	0
Men	50+	Gallbladder	2004	5.94	6.44	NA	2.6834*	0	0
Men	50+	Gallbladder	2005	6.07	6.61	NA	2.6834*	0	0
Men	50+	Gallbladder	2006	7.24	6.79	NA	2.6834*	0	0
Men	50+	Gallbladder	2007	7.23	6.97	NA	2.6834*	0	0
Men	50+	Gallbladder	2008	7.84	7.15	NA	2.6834*	0	0
Men	50+	Gallbladder	2009	7.01	7.35	NA	2.6834*	0	0
Men	50+	Gallbladder	2010	8.09	7.54	NA	2.6834*	0	0
Men	50+	Gallbladder	2011	8.03	7.75	NA	2.6834*	0	0
Men	50+	Gallbladder	2012	8.01	7.95	NA	2.6834*	0	0
Men	50+	Gallbladder	2013	9.30	8.17	NA	2.6834*	0	0
Men	50+	Gallbladder	2014	8.20	8.39	NA	2.6834*	0	0
Men	50+	Gallbladder	2015	8.41	8.61	NA	2.6834*	0	0
Men	50+	Gallbladder	2016	8.58	8.84	NA	2.6834*	0	0
Men	50+	Gallbladder	2017	8.36	9.08	NA	2.6834*	0	0
Men	50+	Gallbladder	2018	9.54	9.32	NA	2.6834*	0	0
Men	50+	Gallbladder	2019	9.22	9.57	NA	2.6834*	0	0
Men	50+	Hodgkin Lymphoma	2001	3.17	3.19	NA	3.2796*	1	1
Men	50+	Hodgkin Lymphoma	2002	3.38	3.29	NA	3.2796*	1	1
Men	50+	Hodgkin Lymphoma	2003	3.27	3.40	NA	3.2796*	1	1
Men	50+	Hodgkin Lymphoma	2004	3.42	3.51	NA	3.2796*	1	1
Men	50+	Hodgkin Lymphoma	2005	3.92	3.63	NA	3.2796*	1	1
Men	50+	Hodgkin Lymphoma	2006	3.69	3.75	NA	3.2796*	1	1
Men	50+	Hodgkin Lymphoma	2007	3.92	3.87	NA	3.2796*	1	1
Men	50+	Hodgkin Lymphoma	2008	3.91	4.00	NA	3.2796*	1	1
Men	50+	Hodgkin Lymphoma	2009	4.40	4.13	NA	3.2796*	1	1
Men	50+	Hodgkin Lymphoma	2010	4.20	4.26	NA	3.2796*	1	1
Men	50+	Hodgkin Lymphoma	2011	3.99	4.40	NA	3.2796*	1	1
Men	50+	Hodgkin Lymphoma	2012	4.48	4.55	NA	3.2796*	1	1
Men	50+	Hodgkin Lymphoma	2013	4.66	4.70	NA	3.2796*	1	1
Men	50+	Hodgkin Lymphoma	2014	5.26	4.85	Joinpoint 1	NA	1	1
Men	50+	Hodgkin Lymphoma	2015	4.93	4.81	NA	-0.7859	1	1
Men	50+	Hodgkin Lymphoma	2016	4.46	4.78	NA	-0.7859	1	1
Men	50+	Hodgkin Lymphoma	2017	4.79	4.74	NA	-0.7859	1	1
Men	50+	Hodgkin Lymphoma	2018	4.81	4.70	NA	-0.7859	1	1
Men	50+	Hodgkin Lymphoma	2019	4.66	4.66	NA	-0.7859	1	1
Men	50+	Kaposi Sarcoma	2001	0.19	0.15	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2002	0.04	0.17	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2003	0.18	0.19	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2004	0.35	0.20	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2005	0.20	0.22	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2006	0.17	0.24	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2007	0.34	0.27	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2008	0.63	0.29	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2009	0.49	0.32	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2010	0.44	0.35	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2011	0.35	0.38	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2012	0.48	0.42	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2013	0.69	0.46	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2014	0.61	0.50	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2015	0.54	0.55	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2016	0.59	0.60	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2017	0.39	0.66	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2018	0.56	0.72	NA	9.5254*	0	0
Men	50+	Kaposi Sarcoma	2019	0.60	0.79	NA	9.5254*	0	0
Men	50+	Kidney	2001	36.68	35.98	NA	3.8707*	1	1
Men	50+	Kidney	2002	38.16	37.37	NA	3.8707*	1	1
Men	50+	Kidney	2003	37.61	38.82	NA	3.8707*	1	1
Men	50+	Kidney	2004	40.07	40.32	NA	3.8707*	1	1
Men	50+	Kidney	2005	41.59	41.88	NA	3.8707*	1	1
Men	50+	Kidney	2006	44.60	43.50	NA	3.8707*	1	1
Men	50+	Kidney	2007	46.07	45.18	NA	3.8707*	1	1
Men	50+	Kidney	2008	47.44	46.93	NA	3.8707*	1	1
Men	50+	Kidney	2009	47.34	48.75	NA	3.8707*	1	1
Men	50+	Kidney	2010	48.30	50.64	NA	3.8707*	1	1
Men	50+	Kidney	2011	50.83	52.60	NA	3.8707*	1	1
Men	50+	Kidney	2012	53.11	54.63	NA	3.8707*	1	1
Men	50+	Kidney	2013	60.35	56.75	NA	3.8707*	1	1
Men	50+	Kidney	2014	61.16	58.94	Joinpoint 1	NA	1	1
Men	50+	Kidney	2015	59.33	58.97	NA	0.0494	1	1
Men	50+	Kidney	2016	59.77	59.00	NA	0.0494	1	1
Men	50+	Kidney	2017	56.02	59.03	NA	0.0494	1	1
Men	50+	Kidney	2018	58.46	59.06	NA	0.0494	1	1
Men	50+	Kidney	2019	61.08	59.09	NA	0.0494	1	1
Men	50+	Larynx	2001	19.69	18.59	NA	-0.5916*	1	1
Men	50+	Larynx	2002	17.67	18.48	NA	-0.5916*	1	1
Men	50+	Larynx	2003	17.76	18.37	NA	-0.5916*	1	1
Men	50+	Larynx	2004	18.48	18.26	NA	-0.5916*	1	1
Men	50+	Larynx	2005	18.09	18.16	NA	-0.5916*	1	1
Men	50+	Larynx	2006	17.86	18.05	NA	-0.5916*	1	1
Men	50+	Larynx	2007	18.18	17.94	NA	-0.5916*	1	1
Men	50+	Larynx	2008	18.07	17.84	NA	-0.5916*	1	1
Men	50+	Larynx	2009	17.67	17.73	NA	-0.5916*	1	1
Men	50+	Larynx	2010	17.76	17.63	NA	-0.5916*	1	1
Men	50+	Larynx	2011	17.47	17.52	NA	-0.5916*	1	1
Men	50+	Larynx	2012	17.25	17.42	Joinpoint 1	NA	1	1
Men	50+	Larynx	2013	16.82	16.91	NA	-2.9339*	1	1
Men	50+	Larynx	2014	16.58	16.41	NA	-2.9339*	1	1
Men	50+	Larynx	2015	16.04	15.93	NA	-2.9339*	1	1
Men	50+	Larynx	2016	15.42	15.46	NA	-2.9339*	1	1
Men	50+	Larynx	2017	15.31	15.01	NA	-2.9339*	1	1
Men	50+	Larynx	2018	14.05	14.57	NA	-2.9339*	1	1
Men	50+	Larynx	2019	14.33	14.14	NA	-2.9339*	1	1
Men	50+	Leukaemia	2001	44.50	41.82	NA	2.0398*	1	1
Men	50+	Leukaemia	2002	42.46	42.67	NA	2.0398*	1	1
Men	50+	Leukaemia	2003	43.60	43.54	NA	2.0398*	1	1
Men	50+	Leukaemia	2004	44.43	44.43	NA	2.0398*	1	1
Men	50+	Leukaemia	2005	43.85	45.33	NA	2.0398*	1	1
Men	50+	Leukaemia	2006	46.83	46.26	NA	2.0398*	1	1
Men	50+	Leukaemia	2007	44.05	47.20	NA	2.0398*	1	1
Men	50+	Leukaemia	2008	47.61	48.16	NA	2.0398*	1	1
Men	50+	Leukaemia	2009	50.66	49.15	NA	2.0398*	1	1
Men	50+	Leukaemia	2010	48.51	50.15	NA	2.0398*	1	1
Men	50+	Leukaemia	2011	49.33	51.17	NA	2.0398*	1	1
Men	50+	Leukaemia	2012	52.17	52.22	NA	2.0398*	1	1
Men	50+	Leukaemia	2013	57.96	53.28	NA	2.0398*	1	1
Men	50+	Leukaemia	2014	54.02	54.37	NA	2.0398*	1	1
Men	50+	Leukaemia	2015	54.92	55.48	Joinpoint 1	NA	1	1
Men	50+	Leukaemia	2016	52.91	52.71	NA	-4.9868*	1	1
Men	50+	Leukaemia	2017	52.23	50.08	NA	-4.9868*	1	1
Men	50+	Leukaemia	2018	46.02	47.58	NA	-4.9868*	1	1
Men	50+	Leukaemia	2019	45.35	45.21	NA	-4.9868*	1	1
Men	50+	Liver	2001	16.88	16.80	NA	5.7165*	1	1
Men	50+	Liver	2002	18.80	17.76	NA	5.7165*	1	1
Men	50+	Liver	2003	18.41	18.78	NA	5.7165*	1	1
Men	50+	Liver	2004	18.74	19.85	NA	5.7165*	1	1
Men	50+	Liver	2005	20.86	20.99	NA	5.7165*	1	1
Men	50+	Liver	2006	22.87	22.19	NA	5.7165*	1	1
Men	50+	Liver	2007	23.50	23.46	NA	5.7165*	1	1
Men	50+	Liver	2008	24.42	24.80	NA	5.7165*	1	1
Men	50+	Liver	2009	26.13	26.21	NA	5.7165*	1	1
Men	50+	Liver	2010	27.74	27.71	NA	5.7165*	1	1
Men	50+	Liver	2011	28.39	29.30	NA	5.7165*	1	1
Men	50+	Liver	2012	30.99	30.97	NA	5.7165*	1	1
Men	50+	Liver	2013	34.54	32.74	NA	5.7165*	1	1
Men	50+	Liver	2014	34.61	34.61	Joinpoint 1	NA	1	1
Men	50+	Liver	2015	34.20	35.13	NA	1.4863	1	1
Men	50+	Liver	2016	36.62	35.65	NA	1.4863	1	1
Men	50+	Liver	2017	35.73	36.18	NA	1.4863	1	1
Men	50+	Liver	2018	35.94	36.72	NA	1.4863	1	1
Men	50+	Liver	2019	37.99	37.26	NA	1.4863	1	1
Men	50+	Lung	2001	272.54	270.42	NA	-3.0459	2	2
Men	50+	Lung	2002	258.13	262.19	NA	-3.0459	2	2
Men	50+	Lung	2003	251.68	254.20	Joinpoint 1	NA	2	2
Men	50+	Lung	2004	255.62	252.78	NA	-0.5603*	2	2
Men	50+	Lung	2005	249.74	251.36	NA	-0.5603*	2	2
Men	50+	Lung	2006	254.95	249.95	NA	-0.5603*	2	2
Men	50+	Lung	2007	248.78	248.55	NA	-0.5603*	2	2
Men	50+	Lung	2008	250.95	247.16	NA	-0.5603*	2	2
Men	50+	Lung	2009	241.85	245.77	NA	-0.5603*	2	2
Men	50+	Lung	2010	241.78	244.39	NA	-0.5603*	2	2
Men	50+	Lung	2011	242.40	243.03	NA	-0.5603*	2	2
Men	50+	Lung	2012	244.15	241.66	NA	-0.5603*	2	2
Men	50+	Lung	2013	239.76	240.31	Joinpoint 2	NA	2	2
Men	50+	Lung	2014	234.64	235.81	NA	-1.8720*	2	2
Men	50+	Lung	2015	229.86	231.40	NA	-1.8720*	2	2
Men	50+	Lung	2016	231.03	227.07	NA	-1.8720*	2	2
Men	50+	Lung	2017	222.48	222.81	NA	-1.8720*	2	2
Men	50+	Lung	2018	217.29	218.64	NA	-1.8720*	2	2
Men	50+	Lung	2019	214.67	214.55	NA	-1.8720*	2	2
Men	50+	Melanoma	2001	28.79	28.01	NA	7.7684*	2	2
Men	50+	Melanoma	2002	30.09	30.18	NA	7.7684*	2	2
Men	50+	Melanoma	2003	31.89	32.53	NA	7.7684*	2	2
Men	50+	Melanoma	2004	34.44	35.06	NA	7.7684*	2	2
Men	50+	Melanoma	2005	37.52	37.78	NA	7.7684*	2	2
Men	50+	Melanoma	2006	41.48	40.71	NA	7.7684*	2	2
Men	50+	Melanoma	2007	43.00	43.88	NA	7.7684*	2	2
Men	50+	Melanoma	2008	49.01	47.28	Joinpoint 1	NA	2	2
Men	50+	Melanoma	2009	48.71	49.63	NA	4.9576*	2	2
Men	50+	Melanoma	2010	52.72	52.09	NA	4.9576*	2	2
Men	50+	Melanoma	2011	54.65	54.67	NA	4.9576*	2	2
Men	50+	Melanoma	2012	55.98	57.38	NA	4.9576*	2	2
Men	50+	Melanoma	2013	60.88	60.23	NA	4.9576*	2	2
Men	50+	Melanoma	2014	63.31	63.21	Joinpoint 2	NA	2	2
Men	50+	Melanoma	2015	66.11	64.48	NA	2.0058*	2	2
Men	50+	Melanoma	2016	64.99	65.77	NA	2.0058*	2	2
Men	50+	Melanoma	2017	65.33	67.09	NA	2.0058*	2	2
Men	50+	Melanoma	2018	69.52	68.44	NA	2.0058*	2	2
Men	50+	Melanoma	2019	70.04	69.81	NA	2.0058*	2	2
Men	50+	MultipleMyeloma	2001	25.59	24.87	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2002	25.90	25.51	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2003	26.89	26.17	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2004	26.95	26.84	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2005	26.46	27.54	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2006	27.58	28.25	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2007	27.89	28.98	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2008	30.48	29.73	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2009	30.73	30.50	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2010	29.79	31.28	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2011	29.90	32.09	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2012	31.05	32.92	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2013	38.68	33.77	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2014	36.36	34.64	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2015	36.13	35.54	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2016	36.67	36.46	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2017	37.87	37.40	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2018	37.06	38.36	NA	2.5835*	0	0
Men	50+	MultipleMyeloma	2019	38.91	39.36	NA	2.5835*	0	0
Men	50+	Non-Hodgkin Lymphoma	2001	51.42	49.66	NA	2.5552*	1	1
Men	50+	Non-Hodgkin Lymphoma	2002	50.48	50.93	NA	2.5552*	1	1
Men	50+	Non-Hodgkin Lymphoma	2003	51.51	52.23	NA	2.5552*	1	1
Men	50+	Non-Hodgkin Lymphoma	2004	53.87	53.56	NA	2.5552*	1	1
Men	50+	Non-Hodgkin Lymphoma	2005	53.73	54.93	NA	2.5552*	1	1
Men	50+	Non-Hodgkin Lymphoma	2006	56.37	56.33	NA	2.5552*	1	1
Men	50+	Non-Hodgkin Lymphoma	2007	56.78	57.77	NA	2.5552*	1	1
Men	50+	Non-Hodgkin Lymphoma	2008	58.52	59.25	NA	2.5552*	1	1
Men	50+	Non-Hodgkin Lymphoma	2009	62.34	60.76	NA	2.5552*	1	1
Men	50+	Non-Hodgkin Lymphoma	2010	61.49	62.32	NA	2.5552*	1	1
Men	50+	Non-Hodgkin Lymphoma	2011	64.51	63.91	Joinpoint 1	NA	1	1
Men	50+	Non-Hodgkin Lymphoma	2012	64.44	63.45	NA	-0.7218*	1	1
Men	50+	Non-Hodgkin Lymphoma	2013	63.13	62.99	NA	-0.7218*	1	1
Men	50+	Non-Hodgkin Lymphoma	2014	62.48	62.53	NA	-0.7218*	1	1
Men	50+	Non-Hodgkin Lymphoma	2015	61.68	62.08	NA	-0.7218*	1	1
Men	50+	Non-Hodgkin Lymphoma	2016	62.45	61.64	NA	-0.7218*	1	1
Men	50+	Non-Hodgkin Lymphoma	2017	60.80	61.19	NA	-0.7218*	1	1
Men	50+	Non-Hodgkin Lymphoma	2018	59.30	60.75	NA	-0.7218*	1	1
Men	50+	Non-Hodgkin Lymphoma	2019	61.45	60.31	NA	-0.7218*	1	1
Men	50+	Oesophagus	2001	53.08	53.12	NA	0.6170*	1	1
Men	50+	Oesophagus	2002	53.48	53.45	NA	0.6170*	1	1
Men	50+	Oesophagus	2003	53.92	53.78	NA	0.6170*	1	1
Men	50+	Oesophagus	2004	53.81	54.11	NA	0.6170*	1	1
Men	50+	Oesophagus	2005	54.36	54.44	NA	0.6170*	1	1
Men	50+	Oesophagus	2006	54.39	54.78	NA	0.6170*	1	1
Men	50+	Oesophagus	2007	54.85	55.12	NA	0.6170*	1	1
Men	50+	Oesophagus	2008	57.39	55.46	NA	0.6170*	1	1
Men	50+	Oesophagus	2009	55.23	55.80	NA	0.6170*	1	1
Men	50+	Oesophagus	2010	56.33	56.15	NA	0.6170*	1	1
Men	50+	Oesophagus	2011	55.89	56.49	NA	0.6170*	1	1
Men	50+	Oesophagus	2012	57.75	56.84	Joinpoint 1	NA	1	1
Men	50+	Oesophagus	2013	55.96	56.61	NA	-0.3977	1	1
Men	50+	Oesophagus	2014	54.73	56.39	NA	-0.3977	1	1
Men	50+	Oesophagus	2015	57.28	56.16	NA	-0.3977	1	1
Men	50+	Oesophagus	2016	56.48	55.94	NA	-0.3977	1	1
Men	50+	Oesophagus	2017	55.48	55.72	NA	-0.3977	1	1
Men	50+	Oesophagus	2018	56.15	55.50	NA	-0.3977	1	1
Men	50+	Oesophagus	2019	54.70	55.28	NA	-0.3977	1	1
Men	50+	Oral	2001	31.04	29.34	NA	3.5129*	1	1
Men	50+	Oral	2002	29.11	30.37	NA	3.5129*	1	1
Men	50+	Oral	2003	32.40	31.43	NA	3.5129*	1	1
Men	50+	Oral	2004	31.55	32.54	NA	3.5129*	1	1
Men	50+	Oral	2005	32.26	33.68	NA	3.5129*	1	1
Men	50+	Oral	2006	35.70	34.86	NA	3.5129*	1	1
Men	50+	Oral	2007	34.76	36.09	NA	3.5129*	1	1
Men	50+	Oral	2008	37.90	37.36	NA	3.5129*	1	1
Men	50+	Oral	2009	39.66	38.67	NA	3.5129*	1	1
Men	50+	Oral	2010	39.95	40.03	NA	3.5129*	1	1
Men	50+	Oral	2011	40.99	41.43	NA	3.5129*	1	1
Men	50+	Oral	2012	43.80	42.89	NA	3.5129*	1	1
