"age_group"	"sex"	"level"	"variable"	"year"	"value"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
50+	Men	Obese	"bmi"	2006	0.29	0.29	NA	2.4044*	3	3
50+	Men	Obese	"bmi"	2007	0.30	0.30	NA	2.4044*	3	3
50+	Men	Obese	"bmi"	2008	0.31	0.30	NA	2.4044*	3	3
50+	Men	Obese	"bmi"	2009	0.31	0.31	Joinpoint 3	NA	3	3
50+	Men	Obese	"bmi"	2010	0.31	0.31	NA	0.5030*	3	3
50+	Men	Obese	"bmi"	2011	0.31	0.31	NA	0.5030*	3	3
50+	Men	Obese	"bmi"	2012	0.31	0.32	NA	0.5030*	3	3
50+	Men	Obese	"bmi"	2013	0.31	0.32	NA	0.5030*	3	3
50+	Men	Obese	"bmi"	2014	0.32	0.32	NA	0.5030*	3	3
50+	Men	Obese	"bmi"	2015	0.32	0.32	NA	0.5030*	3	3
50+	Men	Obese	"bmi"	2016	0.33	0.32	NA	0.5030*	3	3
50+	Men	Obese	"bmi"	2017	0.32	0.32	NA	0.5030*	3	3
50+	Men	Obese	"bmi"	2018	0.33	0.33	NA	0.5030*	3	3
50+	Men	Obese	"bmi"	2019	0.33	0.33	NA	0.5030*	3	3
20-49	Women	Obese	"bmi"	1995	0.15	0.15	NA	4.5669*	2	2
20-49	Women	Obese	"bmi"	1996	0.16	0.16	NA	4.5669*	2	2
20-49	Women	Obese	"bmi"	1997	0.17	0.17	NA	4.5669*	2	2
20-49	Women	Obese	"bmi"	1998	0.17	0.17	NA	4.5669*	2	2
20-49	Women	Obese	"bmi"	1999	0.18	0.18	NA	4.5669*	2	2
20-49	Women	Obese	"bmi"	2000	0.19	0.19	NA	4.5669*	2	2
20-49	Women	Obese	"bmi"	2001	0.20	0.20	NA	4.5669*	2	2
20-49	Women	Obese	"bmi"	2002	0.21	0.21	Joinpoint 1	NA	2	2
20-49	Women	Obese	"bmi"	2003	0.21	0.21	NA	1.0404*	2	2
20-49	Women	Obese	"bmi"	2004	0.21	0.21	NA	1.0404*	2	2
20-49	Women	Obese	"bmi"	2005	0.22	0.21	NA	1.0404*	2	2
20-49	Women	Obese	"bmi"	2006	0.22	0.22	NA	1.0404*	2	2
20-49	Women	Obese	"bmi"	2007	0.22	0.22	NA	1.0404*	2	2
20-49	Women	Obese	"bmi"	2008	0.22	0.22	NA	1.0404*	2	2
20-49	Women	Obese	"bmi"	2009	0.23	0.22	NA	1.0404*	2	2
20-49	Women	Obese	"bmi"	2010	0.23	0.23	NA	1.0404*	2	2
20-49	Women	Obese	"bmi"	2011	0.23	0.23	NA	1.0404*	2	2
20-49	Women	Obese	"bmi"	2012	0.23	0.23	NA	1.0404*	2	2
20-49	Women	Obese	"bmi"	2013	0.23	0.23	Joinpoint 2	NA	2	2
20-49	Women	Obese	"bmi"	2014	0.24	0.24	NA	3.2314*	2	2
20-49	Women	Obese	"bmi"	2015	0.24	0.25	NA	3.2314*	2	2
20-49	Women	Obese	"bmi"	2016	0.26	0.26	NA	3.2314*	2	2
20-49	Women	Obese	"bmi"	2017	0.27	0.26	NA	3.2314*	2	2
20-49	Women	Obese	"bmi"	2018	0.28	0.27	NA	3.2314*	2	2
20-49	Women	Obese	"bmi"	2019	0.28	0.28	NA	3.2314*	2	2
50+	Women	Obese	"bmi"	1995	0.23	0.23	NA	5.1696*	3	3
50+	Women	Obese	"bmi"	1996	0.24	0.24	NA	5.1696*	3	3
50+	Women	Obese	"bmi"	1997	0.25	0.25	NA	5.1696*	3	3
50+	Women	Obese	"bmi"	1998	0.27	0.27	Joinpoint 1	NA	3	3
50+	Women	Obese	"bmi"	1999	0.27	0.27	NA	1.2845*	3	3
50+	Women	Obese	"bmi"	2000	0.28	0.27	NA	1.2845*	3	3
50+	Women	Obese	"bmi"	2001	0.28	0.28	NA	1.2845*	3	3
50+	Women	Obese	"bmi"	2002	0.28	0.28	NA	1.2845*	3	3
50+	Women	Obese	"bmi"	2003	0.28	0.28	NA	1.2845*	3	3
50+	Women	Obese	"bmi"	2004	0.28	0.29	NA	1.2845*	3	3
50+	Women	Obese	"bmi"	2005	0.29	0.29	NA	1.2845*	3	3
50+	Women	Obese	"bmi"	2006	0.30	0.30	NA	1.2845*	3	3
50+	Women	Obese	"bmi"	2007	0.30	0.30	NA	1.2845*	3	3
50+	Women	Obese	"bmi"	2008	0.30	0.30	NA	1.2845*	3	3
50+	Women	Obese	"bmi"	2009	0.30	0.31	NA	1.2845*	3	3
50+	Women	Obese	"bmi"	2010	0.31	0.31	Joinpoint 2	NA	3	3
50+	Women	Obese	"bmi"	2011	0.31	0.31	NA	-1.1269	3	3
50+	Women	Obese	"bmi"	2012	0.30	0.30	NA	-1.1269	3	3
50+	Women	Obese	"bmi"	2013	0.30	0.30	Joinpoint 3	NA	3	3
50+	Women	Obese	"bmi"	2014	0.30	0.31	NA	1.8998*	3	3
50+	Women	Obese	"bmi"	2015	0.32	0.31	NA	1.8998*	3	3
50+	Women	Obese	"bmi"	2016	0.32	0.32	NA	1.8998*	3	3
50+	Women	Obese	"bmi"	2017	0.33	0.32	NA	1.8998*	3	3
50+	Women	Obese	"bmi"	2018	0.33	0.33	NA	1.8998*	3	3
50+	Women	Obese	"bmi"	2019	0.33	0.34	NA	1.8998*	3	3
20-49	Men	Overweight	"bmi"	1995	0.43	0.44	NA	-0.2589*	2	2
20-49	Men	Overweight	"bmi"	1996	0.44	0.44	NA	-0.2589*	2	2
20-49	Men	Overweight	"bmi"	1997	0.44	0.43	NA	-0.2589*	2	2
20-49	Men	Overweight	"bmi"	1998	0.43	0.43	NA	-0.2589*	2	2
20-49	Men	Overweight	"bmi"	1999	0.43	0.43	NA	-0.2589*	2	2
20-49	Men	Overweight	"bmi"	2000	0.43	0.43	NA	-0.2589*	2	2
20-49	Men	Overweight	"bmi"	2001	0.43	0.43	NA	-0.2589*	2	2
20-49	Men	Overweight	"bmi"	2002	0.43	0.43	NA	-0.2589*	2	2
20-49	Men	Overweight	"bmi"	2003	0.43	0.43	NA	-0.2589*	2	2
20-49	Men	Overweight	"bmi"	2004	0.43	0.43	NA	-0.2589*	2	2
20-49	Men	Overweight	"bmi"	2005	0.43	0.43	NA	-0.2589*	2	2
20-49	Men	Overweight	"bmi"	2006	0.42	0.42	NA	-0.2589*	2	2
20-49	Men	Overweight	"bmi"	2007	0.42	0.42	NA	-0.2589*	2	2
20-49	Men	Overweight	"bmi"	2008	0.42	0.42	NA	-0.2589*	2	2
20-49	Men	Overweight	"bmi"	2009	0.42	0.42	NA	-0.2589*	2	2
20-49	Men	Overweight	"bmi"	2010	0.42	0.42	NA	-0.2589*	2	2
20-49	Men	Overweight	"bmi"	2011	0.42	0.42	Joinpoint 1	NA	2	2
20-49	Men	Overweight	"bmi"	2012	0.41	0.41	NA	-1.7709*	2	2
20-49	Men	Overweight	"bmi"	2013	0.40	0.40	NA	-1.7709*	2	2
20-49	Men	Overweight	"bmi"	2014	0.40	0.40	NA	-1.7709*	2	2
20-49	Men	Overweight	"bmi"	2015	0.39	0.39	Joinpoint 2	NA	2	2
20-49	Men	Overweight	"bmi"	2016	0.39	0.39	NA	0.3894	2	2
20-49	Men	Overweight	"bmi"	2017	0.39	0.39	NA	0.3894	2	2
20-49	Men	Overweight	"bmi"	2018	0.40	0.39	NA	0.3894	2	2
20-49	Men	Overweight	"bmi"	2019	0.40	0.40	NA	0.3894	2	2
50+	Men	Overweight	"bmi"	1995	0.50	0.50	NA	0.7432	2	2
50+	Men	Overweight	"bmi"	1996	0.50	0.51	NA	0.7432	2	2
50+	Men	Overweight	"bmi"	1997	0.51	0.51	NA	0.7432	2	2
50+	Men	Overweight	"bmi"	1998	0.51	0.51	NA	0.7432	2	2
50+	Men	Overweight	"bmi"	1999	0.52	0.52	Joinpoint 1	NA	2	2
50+	Men	Overweight	"bmi"	2000	0.51	0.51	NA	-1.1608*	2	2
50+	Men	Overweight	"bmi"	2001	0.51	0.51	NA	-1.1608*	2	2
50+	Men	Overweight	"bmi"	2002	0.50	0.50	NA	-1.1608*	2	2
50+	Men	Overweight	"bmi"	2003	0.49	0.49	NA	-1.1608*	2	2
50+	Men	Overweight	"bmi"	2004	0.49	0.49	NA	-1.1608*	2	2
50+	Men	Overweight	"bmi"	2005	0.48	0.48	NA	-1.1608*	2	2
50+	Men	Overweight	"bmi"	2006	0.48	0.48	NA	-1.1608*	2	2
50+	Men	Overweight	"bmi"	2007	0.47	0.47	Joinpoint 2	NA	2	2
50+	Men	Overweight	"bmi"	2008	0.47	0.47	NA	-0.2409*	2	2
50+	Men	Overweight	"bmi"	2009	0.47	0.47	NA	-0.2409*	2	2
50+	Men	Overweight	"bmi"	2010	0.47	0.47	NA	-0.2409*	2	2
50+	Men	Overweight	"bmi"	2011	0.47	0.47	NA	-0.2409*	2	2
50+	Men	Overweight	"bmi"	2012	0.46	0.47	NA	-0.2409*	2	2
50+	Men	Overweight	"bmi"	2013	0.47	0.46	NA	-0.2409*	2	2
50+	Men	Overweight	"bmi"	2014	0.47	0.46	NA	-0.2409*	2	2
50+	Men	Overweight	"bmi"	2015	0.47	0.46	NA	-0.2409*	2	2
50+	Men	Overweight	"bmi"	2016	0.45	0.46	NA	-0.2409*	2	2
50+	Men	Overweight	"bmi"	2017	0.46	0.46	NA	-0.2409*	2	2
50+	Men	Overweight	"bmi"	2018	0.46	0.46	NA	-0.2409*	2	2
50+	Men	Overweight	"bmi"	2019	0.46	0.46	NA	-0.2409*	2	2
20-49	Women	Overweight	"bmi"	1995	0.29	0.29	NA	0.3498*	4	4
20-49	Women	Overweight	"bmi"	1996	0.29	0.29	NA	0.3498*	4	4
20-49	Women	Overweight	"bmi"	1997	0.29	0.29	NA	0.3498*	4	4
20-49	Women	Overweight	"bmi"	1998	0.29	0.29	NA	0.3498*	4	4
20-49	Women	Overweight	"bmi"	1999	0.29	0.29	NA	0.3498*	4	4
20-49	Women	Overweight	"bmi"	2000	0.29	0.29	NA	0.3498*	4	4
20-49	Women	Overweight	"bmi"	2001	0.29	0.29	NA	0.3498*	4	4
20-49	Women	Overweight	"bmi"	2002	0.29	0.30	NA	0.3498*	4	4
20-49	Women	Overweight	"bmi"	2003	0.30	0.30	Joinpoint 1	NA	4	4
20-49	Women	Overweight	"bmi"	2004	0.29	0.30	NA	-0.4236*	4	4
20-49	Women	Overweight	"bmi"	2005	0.29	0.29	NA	-0.4236*	4	4
20-49	Women	Overweight	"bmi"	2006	0.29	0.29	NA	-0.4236*	4	4
20-49	Women	Overweight	"bmi"	2007	0.29	0.29	NA	-0.4236*	4	4
20-49	Women	Overweight	"bmi"	2008	0.29	0.29	NA	-0.4236*	4	4
20-49	Women	Overweight	"bmi"	2009	0.29	0.29	Joinpoint 2	NA	4	4
20-49	Women	Overweight	"bmi"	2010	0.29	0.29	NA	0.8142*	4	4
20-49	Women	Overweight	"bmi"	2011	0.29	0.29	NA	0.8142*	4	4
20-49	Women	Overweight	"bmi"	2012	0.30	0.30	NA	0.8142*	4	4
20-49	Women	Overweight	"bmi"	2013	0.30	0.30	Joinpoint 3	NA	4	4
20-49	Women	Overweight	"bmi"	2014	0.30	0.29	NA	-1.8778*	4	4
20-49	Women	Overweight	"bmi"	2015	0.29	0.29	NA	-1.8778*	4	4
20-49	Women	Overweight	"bmi"	2016	0.28	0.28	Joinpoint 4	NA	4	4
20-49	Women	Overweight	"bmi"	2017	0.28	0.28	NA	0.8202*	4	4
20-49	Women	Overweight	"bmi"	2018	0.29	0.29	NA	0.8202*	4	4
20-49	Women	Overweight	"bmi"	2019	0.29	0.29	NA	0.8202*	4	4
50+	Women	Overweight	"bmi"	1995	0.41	0.41	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	1996	0.41	0.40	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	1997	0.40	0.40	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	1998	0.39	0.40	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	1999	0.40	0.40	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	2000	0.40	0.40	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	2001	0.40	0.39	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	2002	0.39	0.39	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	2003	0.39	0.39	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	2004	0.39	0.39	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	2005	0.39	0.39	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	2006	0.38	0.38	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	2007	0.37	0.38	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	2008	0.38	0.38	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	2009	0.38	0.38	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	2010	0.38	0.38	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	2011	0.38	0.38	NA	-0.4815*	1	1
50+	Women	Overweight	"bmi"	2012	0.38	0.37	Joinpoint 1	NA	1	1
50+	Women	Overweight	"bmi"	2013	0.37	0.37	NA	-1.2869*	1	1
50+	Women	Overweight	"bmi"	2014	0.36	0.36	NA	-1.2869*	1	1
50+	Women	Overweight	"bmi"	2015	0.36	0.36	NA	-1.2869*	1	1
50+	Women	Overweight	"bmi"	2016	0.36	0.35	NA	-1.2869*	1	1
50+	Women	Overweight	"bmi"	2017	0.35	0.35	NA	-1.2869*	1	1
50+	Women	Overweight	"bmi"	2018	0.35	0.35	NA	-1.2869*	1	1
50+	Women	Overweight	"bmi"	2019	0.34	0.34	NA	-1.2869*	1	1
20-49	Men	Underweight	"bmi"	1995	0.01	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	1996	0.01	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	1997	0.01	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	1998	0.01	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	1999	0.01	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	2000	0.01	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	2001	0.01	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	2002	0.01	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	2003	0.01	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	2004	0.01	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	2005	0.01	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	2006	0.01	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	2007	0.01	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	2008	0.02	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	2009	0.02	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	2010	0.02	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	2011	0.01	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	2012	0.01	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	2013	0.01	0.01	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	2014	0.02	0.02	NA	3.1693*	1	1
20-49	Men	Underweight	"bmi"	2015	0.02	0.02	Joinpoint 1	NA	1	1
20-49	Men	Underweight	"bmi"	2016	0.01	0.01	NA	-8.6900	1	1
20-49	Men	Underweight	"bmi"	2017	0.01	0.01	NA	-8.6900	1	1
20-49	Men	Underweight	"bmi"	2018	0.01	0.01	NA	-8.6900	1	1
20-49	Men	Underweight	"bmi"	2019	0.01	0.01	NA	-8.6900	1	1
50+	Men	Underweight	"bmi"	1995	0.01	0.01	NA	-5.3313*	2	2
50+	Men	Underweight	"bmi"	1996	0.01	0.01	NA	-5.3313*	2	2
50+	Men	Underweight	"bmi"	1997	0.01	0.01	NA	-5.3313*	2	2
50+	Men	Underweight	"bmi"	1998	0.01	0.01	NA	-5.3313*	2	2
50+	Men	Underweight	"bmi"	1999	0.01	0.01	NA	-5.3313*	2	2
50+	Men	Underweight	"bmi"	2000	0.01	0.01	NA	-5.3313*	2	2
50+	Men	Underweight	"bmi"	2001	0.01	0.00	NA	-5.3313*	2	2
50+	Men	Underweight	"bmi"	2002	0.00	0.00	NA	-5.3313*	2	2
50+	Men	Underweight	"bmi"	2003	0.00	0.00	NA	-5.3313*	2	2
50+	Men	Underweight	"bmi"	2004	0.00	0.00	NA	-5.3313*	2	2
50+	Men	Underweight	"bmi"	2005	0.00	0.00	NA	-5.3313*	2	2
50+	Men	Underweight	"bmi"	2006	0.00	0.00	NA	-5.3313*	2	2
50+	Men	Underweight	"bmi"	2007	0.00	0.00	NA	-5.3313*	2	2
50+	Men	Underweight	"bmi"	2008	0.00	0.00	NA	-5.3313*	2	2
50+	Men	Underweight	"bmi"	2009	0.00	0.00	NA	-5.3313*	2	2
50+	Men	Underweight	"bmi"	2010	0.00	0.00	Joinpoint 1	NA	2	2
50+	Men	Underweight	"bmi"	2011	0.00	0.00	NA	11.3428	2	2
50+	Men	Underweight	"bmi"	2012	0.00	0.00	NA	11.3428	2	2
50+	Men	Underweight	"bmi"	2013	0.00	0.00	NA	11.3428	2	2
50+	Men	Underweight	"bmi"	2014	0.00	0.00	Joinpoint 2	NA	2	2
50+	Men	Underweight	"bmi"	2015	0.00	0.00	NA	-5.4850	2	2
50+	Men	Underweight	"bmi"	2016	0.00	0.00	NA	-5.4850	2	2
50+	Men	Underweight	"bmi"	2017	0.00	0.00	NA	-5.4850	2	2
50+	Men	Underweight	"bmi"	2018	0.00	0.00	NA	-5.4850	2	2
50+	Men	Underweight	"bmi"	2019	0.00	0.00	NA	-5.4850	2	2
20-49	Women	Underweight	"bmi"	1995	0.02	0.02	NA	-1.5108	4	4
20-49	Women	Underweight	"bmi"	1996	0.02	0.02	NA	-1.5108	4	4
20-49	Women	Underweight	"bmi"	1997	0.02	0.02	NA	-1.5108	4	4
20-49	Women	Underweight	"bmi"	1998	0.02	0.02	NA	-1.5108	4	4
20-49	Women	Underweight	"bmi"	1999	0.02	0.02	NA	-1.5108	4	4
20-49	Women	Underweight	"bmi"	2000	0.02	0.02	NA	-1.5108	4	4
20-49	Women	Underweight	"bmi"	2001	0.02	0.02	Joinpoint 1	NA	4	4
20-49	Women	Underweight	"bmi"	2002	0.02	0.02	NA	2.6161*	4	4
20-49	Women	Underweight	"bmi"	2003	0.02	0.02	NA	2.6161*	4	4
20-49	Women	Underweight	"bmi"	2004	0.02	0.02	NA	2.6161*	4	4
20-49	Women	Underweight	"bmi"	2005	0.02	0.02	NA	2.6161*	4	4
20-49	Women	Underweight	"bmi"	2006	0.02	0.02	NA	2.6161*	4	4
20-49	Women	Underweight	"bmi"	2007	0.02	0.02	NA	2.6161*	4	4
20-49	Women	Underweight	"bmi"	2008	0.02	0.02	NA	2.6161*	4	4
20-49	Women	Underweight	"bmi"	2009	0.02	0.02	NA	2.6161*	4	4
20-49	Women	Underweight	"bmi"	2010	0.02	0.02	Joinpoint 2	NA	4	4
20-49	Women	Underweight	"bmi"	2011	0.02	0.02	NA	-3.8941	4	4
20-49	Women	Underweight	"bmi"	2012	0.02	0.02	NA	-3.8941	4	4
20-49	Women	Underweight	"bmi"	2013	0.02	0.02	Joinpoint 3	NA	4	4
20-49	Women	Underweight	"bmi"	2014	0.02	0.02	NA	10.9775	4	4
20-49	Women	Underweight	"bmi"	2015	0.02	0.02	NA	10.9775	4	4
20-49	Women	Underweight	"bmi"	2016	0.03	0.03	Joinpoint 4	NA	4	4
20-49	Women	Underweight	"bmi"	2017	0.02	0.02	NA	-8.0464*	4	4
20-49	Women	Underweight	"bmi"	2018	0.02	0.02	NA	-8.0464*	4	4
20-49	Women	Underweight	"bmi"	2019	0.02	0.02	NA	-8.0464*	4	4
50+	Women	Underweight	"bmi"	1995	0.02	0.02	NA	-9.0348*	3	3
50+	Women	Underweight	"bmi"	1996	0.02	0.02	NA	-9.0348*	3	3
50+	Women	Underweight	"bmi"	1997	0.02	0.02	NA	-9.0348*	3	3
50+	Women	Underweight	"bmi"	1998	0.01	0.01	NA	-9.0348*	3	3
50+	Women	Underweight	"bmi"	1999	0.01	0.01	NA	-9.0348*	3	3
50+	Women	Underweight	"bmi"	2000	0.01	0.01	Joinpoint 1	NA	3	3
50+	Women	Underweight	"bmi"	2001	0.01	0.01	NA	0.8270	3	3
50+	Women	Underweight	"bmi"	2002	0.01	0.01	NA	0.8270	3	3
50+	Women	Underweight	"bmi"	2003	0.01	0.01	NA	0.8270	3	3
50+	Women	Underweight	"bmi"	2004	0.01	0.01	NA	0.8270	3	3
50+	Women	Underweight	"bmi"	2005	0.01	0.01	NA	0.8270	3	3
50+	Women	Underweight	"bmi"	2006	0.01	0.01	NA	0.8270	3	3
50+	Women	Underweight	"bmi"	2007	0.01	0.01	NA	0.8270	3	3
50+	Women	Underweight	"bmi"	2008	0.01	0.01	NA	0.8270	3	3
50+	Women	Underweight	"bmi"	2009	0.01	0.01	NA	0.8270	3	3
50+	Women	Underweight	"bmi"	2010	0.01	0.01	NA	0.8270	3	3
50+	Women	Underweight	"bmi"	2011	0.01	0.01	NA	0.8270	3	3
50+	Women	Underweight	"bmi"	2012	0.01	0.01	Joinpoint 2	NA	3	3
50+	Women	Underweight	"bmi"	2013	0.01	0.01	NA	-12.0033*	3	3
50+	Women	Underweight	"bmi"	2014	0.01	0.01	NA	-12.0033*	3	3
50+	Women	Underweight	"bmi"	2015	0.01	0.01	NA	-12.0033*	3	3
50+	Women	Underweight	"bmi"	2016	0.01	0.01	Joinpoint 3	NA	3	3
50+	Women	Underweight	"bmi"	2017	0.01	0.01	NA	21.4142*	3	3
50+	Women	Underweight	"bmi"	2018	0.01	0.01	NA	21.4142*	3	3
50+	Women	Underweight	"bmi"	2019	0.01	0.01	NA	21.4142*	3	3
20-49	Men	Below Recommendations	"physical_activity_old"	2003	0.57	0.56	NA	-1.8635*	0	0
20-49	Men	Below Recommendations	"physical_activity_old"	2004	0.55	0.55	NA	-1.8635*	0	0
20-49	Men	Below Recommendations	"physical_activity_old"	2006	0.52	0.53	NA	-1.8635*	0	0
20-49	Men	Below Recommendations	"physical_activity_old"	2008	0.48	0.51	NA	-1.8635*	0	0
20-49	Men	Below Recommendations	"physical_activity_old"	2012	0.49	0.47	NA	-1.8635*	0	0
50+	Men	Below Recommendations	"physical_activity_old"	2003	0.75	0.75	NA	-0.7305*	0	0
50+	Men	Below Recommendations	"physical_activity_old"	2004	0.75	0.75	NA	-0.7305*	0	0
50+	Men	Below Recommendations	"physical_activity_old"	2006	0.73	0.74	NA	-0.7305*	0	0
50+	Men	Below Recommendations	"physical_activity_old"	2008	0.73	0.72	NA	-0.7305*	0	0
50+	Men	Below Recommendations	"physical_activity_old"	2012	0.70	0.70	NA	-0.7305*	0	0
20-49	Women	Below Recommendations	"physical_activity_old"	2003	0.70	0.68	NA	-1.4434*	0	0
20-49	Women	Below Recommendations	"physical_activity_old"	2004	0.67	0.67	NA	-1.4434*	0	0
20-49	Women	Below Recommendations	"physical_activity_old"	2006	0.64	0.65	NA	-1.4434*	0	0
20-49	Women	Below Recommendations	"physical_activity_old"	2008	0.62	0.63	NA	-1.4434*	0	0
20-49	Women	Below Recommendations	"physical_activity_old"	2012	0.61	0.60	NA	-1.4434*	0	0
50+	Women	Below Recommendations	"physical_activity_old"	2003	0.83	0.84	NA	-1.2478*	0	0
50+	Women	Below Recommendations	"physical_activity_old"	2004	0.85	0.83	NA	-1.2478*	0	0
50+	Women	Below Recommendations	"physical_activity_old"	2006	0.81	0.81	NA	-1.2478*	0	0
50+	Women	Below Recommendations	"physical_activity_old"	2008	0.79	0.79	NA	-1.2478*	0	0
50+	Women	Below Recommendations	"physical_activity_old"	2012	0.75	0.75	NA	-1.2478*	0	0
20-49	Men	Meets Recommendations	"physical_activity_old"	2003	0.43	0.44	NA	2.0840*	0	0
20-49	Men	Meets Recommendations	"physical_activity_old"	2004	0.45	0.45	NA	2.0840*	0	0
20-49	Men	Meets Recommendations	"physical_activity_old"	2006	0.48	0.47	NA	2.0840*	0	0
20-49	Men	Meets Recommendations	"physical_activity_old"	2008	0.52	0.49	NA	2.0840*	0	0
20-49	Men	Meets Recommendations	"physical_activity_old"	2012	0.51	0.53	NA	2.0840*	0	0
50+	Men	Meets Recommendations	"physical_activity_old"	2003	0.25	0.25	NA	1.9742*	0	0
50+	Men	Meets Recommendations	"physical_activity_old"	2004	0.25	0.25	NA	1.9742*	0	0
50+	Men	Meets Recommendations	"physical_activity_old"	2006	0.27	0.26	NA	1.9742*	0	0
50+	Men	Meets Recommendations	"physical_activity_old"	2008	0.27	0.27	NA	1.9742*	0	0
50+	Men	Meets Recommendations	"physical_activity_old"	2012	0.30	0.30	NA	1.9742*	0	0
20-49	Women	Meets Recommendations	"physical_activity_old"	2003	0.30	0.32	NA	2.7421*	0	0
20-49	Women	Meets Recommendations	"physical_activity_old"	2004	0.33	0.33	NA	2.7421*	0	0
20-49	Women	Meets Recommendations	"physical_activity_old"	2006	0.36	0.34	NA	2.7421*	0	0
20-49	Women	Meets Recommendations	"physical_activity_old"	2008	0.38	0.36	NA	2.7421*	0	0
20-49	Women	Meets Recommendations	"physical_activity_old"	2012	0.39	0.40	NA	2.7421*	0	0
50+	Women	Meets Recommendations	"physical_activity_old"	2003	0.17	0.16	NA	5.0915*	0	0
50+	Women	Meets Recommendations	"physical_activity_old"	2004	0.15	0.17	NA	5.0915*	0	0
50+	Women	Meets Recommendations	"physical_activity_old"	2006	0.19	0.19	NA	5.0915*	0	0
50+	Women	Meets Recommendations	"physical_activity_old"	2008	0.21	0.21	NA	5.0915*	0	0
50+	Women	Meets Recommendations	"physical_activity_old"	2012	0.25	0.25	NA	5.0915*	0	0
20-49	Men	Current	"smoking_status"	1995	0.36	0.36	NA	-1.0370*	4	4
20-49	Men	Current	"smoking_status"	1996	0.35	0.35	NA	-1.0370*	4	4
20-49	Men	Current	"smoking_status"	1997	0.35	0.35	NA	-1.0370*	4	4
20-49	Men	Current	"smoking_status"	1998	0.34	0.35	NA	-1.0370*	4	4
20-49	Men	Current	"smoking_status"	1999	0.34	0.34	NA	-1.0370*	4	4
20-49	Men	Current	"smoking_status"	2000	0.34	0.34	NA	-1.0370*	4	4
20-49	Men	Current	"smoking_status"	2001	0.34	0.34	NA	-1.0370*	4	4
20-49	Men	Current	"smoking_status"	2002	0.33	0.33	NA	-1.0370*	4	4
20-49	Men	Current	"smoking_status"	2003	0.33	0.33	Joinpoint 1	NA	4	4
20-49	Men	Current	"smoking_status"	2004	0.32	0.32	NA	-2.0194*	4	4
20-49	Men	Current	"smoking_status"	2005	0.31	0.32	NA	-2.0194*	4	4
20-49	Men	Current	"smoking_status"	2006	0.31	0.31	NA	-2.0194*	4	4
20-49	Men	Current	"smoking_status"	2007	0.30	0.30	NA	-2.0194*	4	4
20-49	Men	Current	"smoking_status"	2008	0.30	0.30	NA	-2.0194*	4	4
20-49	Men	Current	"smoking_status"	2009	0.29	0.29	NA	-2.0194*	4	4
20-49	Men	Current	"smoking_status"	2010	0.29	0.28	Joinpoint 2	NA	4	4
20-49	Men	Current	"smoking_status"	2011	0.28	0.28	NA	-0.0052	4	4
20-49	Men	Current	"smoking_status"	2012	0.29	0.28	NA	-0.0052	4	4
20-49	Men	Current	"smoking_status"	2013	0.28	0.28	Joinpoint 3	NA	4	4
20-49	Men	Current	"smoking_status"	2014	0.27	0.27	NA	-4.2680*	4	4
20-49	Men	Current	"smoking_status"	2015	0.26	0.26	NA	-4.2680*	4	4
