"Sex"	"Cancer Type"	"Year"	"ASR (Europe)"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
Men	Pancreatic Cancer (C25)	2010	17.98	18.05	NA	1.1368*	1	1
Men	Pancreatic Cancer (C25)	2011	18.18	18.26	NA	1.1368*	1	1
Men	Pancreatic Cancer (C25)	2012	18.63	18.47	NA	1.1368*	1	1
Men	Pancreatic Cancer (C25)	2013	18.83	18.68	NA	1.1368*	1	1
Men	Pancreatic Cancer (C25)	2014	18.91	18.89	NA	1.1368*	1	1
Men	Pancreatic Cancer (C25)	2015	19.03	19.10	NA	1.1368*	1	1
Men	Pancreatic Cancer (C25)	2016	19.28	19.32	NA	1.1368*	1	1
Men	Pancreatic Cancer (C25)	2017	19.42	19.54	NA	1.1368*	1	1
Men	Prostate Cancer (C61)	1994	123.91	125.29	NA	1.0723	3	3
Men	Prostate Cancer (C61)	1995	128.65	126.63	NA	1.0723	3	3
Men	Prostate Cancer (C61)	1996	128.40	127.99	NA	1.0723	3	3
Men	Prostate Cancer (C61)	1997	128.13	129.36	NA	1.0723	3	3
Men	Prostate Cancer (C61)	1998	130.64	130.75	Joinpoint 1	NA	3	3
Men	Prostate Cancer (C61)	1999	137.10	138.57	NA	5.9839*	3	3
Men	Prostate Cancer (C61)	2000	148.91	146.86	NA	5.9839*	3	3
Men	Prostate Cancer (C61)	2001	157.87	155.65	NA	5.9839*	3	3
Men	Prostate Cancer (C61)	2002	163.51	164.97	Joinpoint 2	NA	3	3
Men	Prostate Cancer (C61)	2003	167.05	166.51	NA	0.9359*	3	3
Men	Prostate Cancer (C61)	2004	167.67	168.07	NA	0.9359*	3	3
Men	Prostate Cancer (C61)	2005	170.39	169.64	NA	0.9359*	3	3
Men	Prostate Cancer (C61)	2006	169.44	171.23	NA	0.9359*	3	3
Men	Prostate Cancer (C61)	2007	171.16	172.83	NA	0.9359*	3	3
Men	Prostate Cancer (C61)	2008	174.40	174.45	NA	0.9359*	3	3
Men	Prostate Cancer (C61)	2009	176.79	176.08	NA	0.9359*	3	3
Men	Prostate Cancer (C61)	2010	178.56	177.73	NA	0.9359*	3	3
Men	Prostate Cancer (C61)	2011	177.93	179.39	NA	0.9359*	3	3
Men	Prostate Cancer (C61)	2012	182.55	181.07	NA	0.9359*	3	3
Men	Prostate Cancer (C61)	2013	184.01	182.77	Joinpoint 3	NA	3	3
Men	Prostate Cancer (C61)	2014	184.00	182.32	NA	-0.2450	3	3
Men	Prostate Cancer (C61)	2015	179.33	181.87	NA	-0.2450	3	3
Men	Prostate Cancer (C61)	2016	177.13	181.43	NA	-0.2450	3	3
Men	Prostate Cancer (C61)	2017	185.14	180.98	NA	-0.2450	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	1994	473.76	472.37	NA	0.9038*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	1995	475.72	476.64	NA	0.9038*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	1996	479.64	480.95	NA	0.9038*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	1997	484.80	485.30	NA	0.9038*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	1998	491.30	489.68	NA	0.9038*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	1999	493.11	494.11	Joinpoint 1	NA	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2000	496.53	494.99	NA	0.1775	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2001	494.98	495.86	NA	0.1775	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2002	497.67	496.75	Joinpoint 2	NA	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2003	500.33	502.18	NA	1.0942*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2004	506.99	507.68	NA	1.0942*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2005	512.59	513.23	NA	1.0942*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2006	518.28	518.85	NA	1.0942*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2007	526.80	524.52	NA	1.0942*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2008	532.39	530.26	NA	1.0942*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2009	538.10	536.06	NA	1.0942*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2010	540.96	541.93	NA	1.0942*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2011	545.76	547.86	NA	1.0942*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2012	553.54	553.85	NA	1.0942*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2013	558.18	559.91	Joinpoint 3	NA	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2014	559.92	558.09	NA	-0.3252*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2015	557.23	556.28	NA	-0.3252*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2016	553.39	554.47	NA	-0.3252*	3	3
Women	All Cancers Combined excluding Non-Melanoma Skin Cancer (C00-C97 (excl. C44))	2017	552.55	552.67	NA	-0.3252*	3	3
Women	Bowel Cancer (C18-C20)	1994	57.48	57.43	NA	0.3641*	4	4
Women	Bowel Cancer (C18-C20)	1995	57.70	57.64	NA	0.3641*	4	4
Women	Bowel Cancer (C18-C20)	1996	57.59	57.85	NA	0.3641*	4	4
Women	Bowel Cancer (C18-C20)	1997	58.22	58.06	NA	0.3641*	4	4
Women	Bowel Cancer (C18-C20)	1998	58.08	58.27	Joinpoint 1	NA	4	4
Women	Bowel Cancer (C18-C20)	1999	57.97	57.66	NA	-1.0472*	4	4
Women	Bowel Cancer (C18-C20)	2000	57.23	57.06	NA	-1.0472*	4	4
Women	Bowel Cancer (C18-C20)	2001	56.29	56.46	NA	-1.0472*	4	4
Women	Bowel Cancer (C18-C20)	2002	55.48	55.87	NA	-1.0472*	4	4
Women	Bowel Cancer (C18-C20)	2003	55.60	55.29	Joinpoint 2	NA	4	4
Women	Bowel Cancer (C18-C20)	2004	56.06	56.14	NA	1.5491*	4	4
Women	Bowel Cancer (C18-C20)	2005	57.02	57.01	NA	1.5491*	4	4
Women	Bowel Cancer (C18-C20)	2006	57.91	57.90	NA	1.5491*	4	4
Women	Bowel Cancer (C18-C20)	2007	58.97	58.79	NA	1.5491*	4	4
Women	Bowel Cancer (C18-C20)	2008	59.62	59.70	Joinpoint 3	NA	4	4
Women	Bowel Cancer (C18-C20)	2009	59.76	59.88	NA	0.2911	4	4
Women	Bowel Cancer (C18-C20)	2010	60.13	60.05	NA	0.2911	4	4
Women	Bowel Cancer (C18-C20)	2011	60.26	60.23	Joinpoint 4	NA	4	4
Women	Bowel Cancer (C18-C20)	2012	59.82	59.58	NA	-1.0781*	4	4
Women	Bowel Cancer (C18-C20)	2013	58.78	58.94	NA	-1.0781*	4	4
Women	Bowel Cancer (C18-C20)	2014	58.08	58.30	NA	-1.0781*	4	4
Women	Bowel Cancer (C18-C20)	2015	57.63	57.67	NA	-1.0781*	4	4
Women	Bowel Cancer (C18-C20)	2016	56.99	57.05	NA	-1.0781*	4	4
Women	Bowel Cancer (C18-C20)	2017	56.63	56.43	NA	-1.0781*	4	4
Women	Breast Cancer (C50)	1994	136.82	135.80	NA	2.0217*	3	3
Women	Breast Cancer (C50)	1995	137.99	138.55	NA	2.0217*	3	3
Women	Breast Cancer (C50)	1996	140.35	141.35	NA	2.0217*	3	3
Women	Breast Cancer (C50)	1997	143.67	144.20	NA	2.0217*	3	3
Women	Breast Cancer (C50)	1998	148.24	147.12	Joinpoint 1	NA	3	3
Women	Breast Cancer (C50)	1999	149.90	148.99	NA	1.2713*	3	3
Women	Breast Cancer (C50)	2000	151.24	150.88	NA	1.2713*	3	3
Women	Breast Cancer (C50)	2001	151.05	152.80	NA	1.2713*	3	3
Women	Breast Cancer (C50)	2002	154.15	154.74	NA	1.2713*	3	3
Women	Breast Cancer (C50)	2003	156.86	156.71	NA	1.2713*	3	3
Women	Breast Cancer (C50)	2004	160.24	158.70	Joinpoint 2	NA	3	3
Women	Breast Cancer (C50)	2005	160.75	159.83	NA	0.7111*	3	3
Women	Breast Cancer (C50)	2006	160.80	160.97	NA	0.7111*	3	3
Women	Breast Cancer (C50)	2007	161.98	162.11	NA	0.7111*	3	3
Women	Breast Cancer (C50)	2008	162.78	163.27	NA	0.7111*	3	3
Women	Breast Cancer (C50)	2009	164.62	164.43	NA	0.7111*	3	3
Women	Breast Cancer (C50)	2010	164.32	165.60	NA	0.7111*	3	3
Women	Breast Cancer (C50)	2011	165.17	166.77	NA	0.7111*	3	3
Women	Breast Cancer (C50)	2012	167.17	167.96	NA	0.7111*	3	3
Women	Breast Cancer (C50)	2013	170.11	169.15	NA	0.7111*	3	3
Women	Breast Cancer (C50)	2014	171.81	170.36	Joinpoint 3	NA	3	3
Women	Breast Cancer (C50)	2015	170.81	169.91	NA	-0.2628	3	3
Women	Breast Cancer (C50)	2016	168.77	169.46	NA	-0.2628	3	3
Women	Breast Cancer (C50)	2017	169.18	169.02	NA	-0.2628	3	3
Women	Lung Cancer (C33-C34)	1994	53.27	52.96	NA	0.6628*	3	3
Women	Lung Cancer (C33-C34)	1995	53.42	53.31	NA	0.6628*	3	3
Women	Lung Cancer (C33-C34)	1996	53.40	53.67	NA	0.6628*	3	3
Women	Lung Cancer (C33-C34)	1997	53.69	54.02	NA	0.6628*	3	3
Women	Lung Cancer (C33-C34)	1998	54.17	54.38	NA	0.6628*	3	3
Women	Lung Cancer (C33-C34)	1999	54.89	54.74	NA	0.6628*	3	3
Women	Lung Cancer (C33-C34)	2000	55.30	55.10	NA	0.6628*	3	3
Women	Lung Cancer (C33-C34)	2001	55.55	55.47	NA	0.6628*	3	3
Women	Lung Cancer (C33-C34)	2002	55.71	55.84	NA	0.6628*	3	3
Women	Lung Cancer (C33-C34)	2003	56.40	56.21	Joinpoint 1	NA	3	3
Women	Lung Cancer (C33-C34)	2004	57.53	57.64	NA	2.5491*	3	3
Women	Lung Cancer (C33-C34)	2005	59.09	59.11	NA	2.5491*	3	3
Women	Lung Cancer (C33-C34)	2006	60.56	60.62	NA	2.5491*	3	3
Women	Lung Cancer (C33-C34)	2007	62.41	62.16	Joinpoint 2	NA	3	3
Women	Lung Cancer (C33-C34)	2008	63.39	63.31	NA	1.8456*	3	3
Women	Lung Cancer (C33-C34)	2009	64.39	64.48	NA	1.8456*	3	3
Women	Lung Cancer (C33-C34)	2010	65.16	65.67	NA	1.8456*	3	3
Women	Lung Cancer (C33-C34)	2011	66.95	66.88	NA	1.8456*	3	3
Women	Lung Cancer (C33-C34)	2012	68.46	68.11	NA	1.8456*	3	3
Women	Lung Cancer (C33-C34)	2013	69.44	69.37	Joinpoint 3	NA	3	3
Women	Lung Cancer (C33-C34)	2014	69.54	69.65	NA	0.4043*	3	3
Women	Lung Cancer (C33-C34)	2015	69.83	69.93	NA	0.4043*	3	3
Women	Lung Cancer (C33-C34)	2016	70.28	70.22	NA	0.4043*	3	3
Women	Lung Cancer (C33-C34)	2017	70.53	70.50	NA	0.4043*	3	3
Women	Oesophageal Cancer (C15)	1994	9.96	9.97	NA	-1.3542	4	4
Women	Oesophageal Cancer (C15)	1995	9.86	9.83	NA	-1.3542	4	4
Women	Oesophageal Cancer (C15)	1996	9.73	9.70	Joinpoint 1	NA	4	4
Women	Oesophageal Cancer (C15)	1997	9.73	9.81	NA	1.1036	4	4
Women	Oesophageal Cancer (C15)	1998	9.93	9.92	NA	1.1036	4	4
Women	Oesophageal Cancer (C15)	1999	10.01	10.02	Joinpoint 2	NA	4	4
Women	Oesophageal Cancer (C15)	2000	10.04	9.94	NA	-0.8836*	4	4
Women	Oesophageal Cancer (C15)	2001	9.87	9.85	NA	-0.8836*	4	4
Women	Oesophageal Cancer (C15)	2002	9.73	9.76	NA	-0.8836*	4	4
Women	Oesophageal Cancer (C15)	2003	9.59	9.68	NA	-0.8836*	4	4
Women	Oesophageal Cancer (C15)	2004	9.53	9.59	NA	-0.8836*	4	4
Women	Oesophageal Cancer (C15)	2005	9.51	9.50	NA	-0.8836*	4	4
Women	Oesophageal Cancer (C15)	2006	9.51	9.42	NA	-0.8836*	4	4
Women	Oesophageal Cancer (C15)	2007	9.39	9.34	NA	-0.8836*	4	4
Women	Oesophageal Cancer (C15)	2008	9.22	9.26	NA	-0.8836*	4	4
Women	Oesophageal Cancer (C15)	2009	9.18	9.17	Joinpoint 3	NA	4	4
Women	Oesophageal Cancer (C15)	2010	9.10	9.17	NA	-0.0567	4	4
Women	Oesophageal Cancer (C15)	2011	9.18	9.16	NA	-0.0567	4	4
Women	Oesophageal Cancer (C15)	2012	9.18	9.16	NA	-0.0567	4	4
Women	Oesophageal Cancer (C15)	2013	9.20	9.15	NA	-0.0567	4	4
Women	Oesophageal Cancer (C15)	2014	9.13	9.15	Joinpoint 4	NA	4	4
Women	Oesophageal Cancer (C15)	2015	8.86	8.89	NA	-2.8024*	4	4
Women	Oesophageal Cancer (C15)	2016	8.63	8.64	NA	-2.8024*	4	4
Women	Oesophageal Cancer (C15)	2017	8.42	8.40	NA	-2.8024*	4	4
Women	Pancreatic Cancer (C25)	1994	12.77	12.74	NA	-0.5685	3	3
Women	Pancreatic Cancer (C25)	1995	12.65	12.66	NA	-0.5685	3	3
Women	Pancreatic Cancer (C25)	1996	12.54	12.59	NA	-0.5685	3	3
Women	Pancreatic Cancer (C25)	1997	12.48	12.52	Joinpoint 1	NA	3	3
Women	Pancreatic Cancer (C25)	1998	12.67	12.63	NA	0.8774*	3	3
Women	Pancreatic Cancer (C25)	1999	12.76	12.74	NA	0.8774*	3	3
Women	Pancreatic Cancer (C25)	2000	13.01	12.85	NA	0.8774*	3	3
Women	Pancreatic Cancer (C25)	2001	12.87	12.97	NA	0.8774*	3	3
Women	Pancreatic Cancer (C25)	2002	12.96	13.08	Joinpoint 2	NA	3	3
Women	Pancreatic Cancer (C25)	2003	13.15	13.26	NA	1.4121*	3	3
Women	Pancreatic Cancer (C25)	2004	13.48	13.45	NA	1.4121*	3	3
Women	Pancreatic Cancer (C25)	2005	13.73	13.64	NA	1.4121*	3	3
Women	Pancreatic Cancer (C25)	2006	13.89	13.83	NA	1.4121*	3	3
Women	Pancreatic Cancer (C25)	2007	14.09	14.03	NA	1.4121*	3	3
Women	Pancreatic Cancer (C25)	2008	14.28	14.23	NA	1.4121*	3	3
Women	Pancreatic Cancer (C25)	2009	14.46	14.43	NA	1.4121*	3	3
Women	Pancreatic Cancer (C25)	2010	14.66	14.63	NA	1.4121*	3	3
Women	Pancreatic Cancer (C25)	2011	14.78	14.84	NA	1.4121*	3	3
Women	Pancreatic Cancer (C25)	2012	15.12	15.05	NA	1.4121*	3	3
Women	Pancreatic Cancer (C25)	2013	15.21	15.26	NA	1.4121*	3	3
Women	Pancreatic Cancer (C25)	2014	15.40	15.48	Joinpoint 3	NA	3	3
Women	Pancreatic Cancer (C25)	2015	15.27	15.35	NA	-0.8186	3	3
Women	Pancreatic Cancer (C25)	2016	15.30	15.22	NA	-0.8186	3	3
Women	Pancreatic Cancer (C25)	2017	15.08	15.10	NA	-0.8186	3	3
