"Sex"	"Cancer label"	"incmort"	"Year"	"ASR (World)"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
2	Breast	"Mortality"	2012	17.59	16.67	NA	-2.1861*	0	0
2	Breast	"Mortality"	2013	16.36	16.31	NA	-2.1861*	0	0
2	Breast	"Mortality"	2014	15.43	15.95	NA	-2.1861*	0	0
2	Breast	"Mortality"	2015	15.36	15.60	NA	-2.1861*	0	0
2	Breast	"Mortality"	2016	15.59	15.26	NA	-2.1861*	0	0
2	Breast	"Mortality"	2017	14.32	14.93	NA	-2.1861*	0	0
2	Breast	"Mortality"	2018	15.18	14.60	NA	-2.1861*	0	0
2	Colorectum	"Incidence"	1993	28.62	28.80	NA	-0.6295	1	1
2	Colorectum	"Incidence"	1994	28.99	28.62	NA	-0.6295	1	1
2	Colorectum	"Incidence"	1995	28.27	28.44	NA	-0.6295	1	1
2	Colorectum	"Incidence"	1996	30.19	28.26	NA	-0.6295	1	1
2	Colorectum	"Incidence"	1997	26.81	28.08	NA	-0.6295	1	1
2	Colorectum	"Incidence"	1998	26.34	27.91	NA	-0.6295	1	1
2	Colorectum	"Incidence"	1999	27.49	27.73	NA	-0.6295	1	1
2	Colorectum	"Incidence"	2000	27.85	27.56	NA	-0.6295	1	1
2	Colorectum	"Incidence"	2001	28.75	27.38	NA	-0.6295	1	1
2	Colorectum	"Incidence"	2002	27.56	27.21	NA	-0.6295	1	1
2	Colorectum	"Incidence"	2003	26.10	27.04	NA	-0.6295	1	1
2	Colorectum	"Incidence"	2004	26.59	26.87	Joinpoint 1	NA	1	1
2	Colorectum	"Incidence"	2005	26.31	27.18	NA	1.1631*	1	1
2	Colorectum	"Incidence"	2006	27.12	27.50	NA	1.1631*	1	1
2	Colorectum	"Incidence"	2007	28.27	27.82	NA	1.1631*	1	1
2	Colorectum	"Incidence"	2008	29.17	28.14	NA	1.1631*	1	1
2	Colorectum	"Incidence"	2009	29.72	28.47	NA	1.1631*	1	1
2	Colorectum	"Incidence"	2010	29.34	28.80	NA	1.1631*	1	1
2	Colorectum	"Incidence"	2011	29.42	29.13	NA	1.1631*	1	1
2	Colorectum	"Incidence"	2012	29.73	29.47	NA	1.1631*	1	1
2	Colorectum	"Incidence"	2013	27.91	29.82	NA	1.1631*	1	1
2	Colorectum	"Mortality"	1998	12.16	11.71	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	1999	12.11	11.57	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	2000	11.00	11.42	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	2001	11.35	11.28	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	2002	10.64	11.13	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	2003	11.70	10.99	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	2004	10.11	10.86	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	2005	10.35	10.72	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	2006	10.29	10.58	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	2007	10.34	10.45	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	2008	10.69	10.32	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	2009	10.34	10.19	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	2010	9.93	10.06	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	2011	9.85	9.94	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	2012	10.65	9.81	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	2013	9.29	9.69	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	2014	9.77	9.57	NA	-1.2578*	1	1
2	Colorectum	"Mortality"	2015	9.23	9.45	Joinpoint 1	NA	1	1
2	Colorectum	"Mortality"	2016	9.97	9.80	NA	3.7109	1	1
2	Colorectum	"Mortality"	2017	10.08	10.16	NA	3.7109	1	1
2	Colorectum	"Mortality"	2018	10.53	10.54	NA	3.7109	1	1
2	Lung	"Incidence"	1993	34.17	34.11	NA	0.7006*	0	0
2	Lung	"Incidence"	1994	34.10	34.35	NA	0.7006*	0	0
2	Lung	"Incidence"	1995	34.39	34.59	NA	0.7006*	0	0
2	Lung	"Incidence"	1996	38.04	34.84	NA	0.7006*	0	0
2	Lung	"Incidence"	1997	36.07	35.08	NA	0.7006*	0	0
2	Lung	"Incidence"	1998	35.78	35.33	NA	0.7006*	0	0
2	Lung	"Incidence"	1999	34.08	35.57	NA	0.7006*	0	0
2	Lung	"Incidence"	2000	35.79	35.82	NA	0.7006*	0	0
2	Lung	"Incidence"	2001	32.71	36.07	NA	0.7006*	0	0
2	Lung	"Incidence"	2002	35.80	36.33	NA	0.7006*	0	0
2	Lung	"Incidence"	2003	35.27	36.58	NA	0.7006*	0	0
2	Lung	"Incidence"	2004	37.12	36.84	NA	0.7006*	0	0
2	Lung	"Incidence"	2005	36.44	37.09	NA	0.7006*	0	0
2	Lung	"Incidence"	2006	37.84	37.35	NA	0.7006*	0	0
2	Lung	"Incidence"	2007	38.98	37.62	NA	0.7006*	0	0
2	Lung	"Incidence"	2008	38.83	37.88	NA	0.7006*	0	0
2	Lung	"Incidence"	2009	38.48	38.14	NA	0.7006*	0	0
2	Lung	"Incidence"	2010	38.17	38.41	NA	0.7006*	0	0
2	Lung	"Incidence"	2011	39.03	38.68	NA	0.7006*	0	0
2	Lung	"Incidence"	2012	38.85	38.95	NA	0.7006*	0	0
2	Lung	"Incidence"	2013	39.36	39.23	NA	0.7006*	0	0
2	Lung	"Mortality"	1998	28.79	28.59	NA	0.4957*	1	1
2	Lung	"Mortality"	1999	29.02	28.73	NA	0.4957*	1	1
2	Lung	"Mortality"	2000	29.73	28.88	NA	0.4957*	1	1
2	Lung	"Mortality"	2001	27.96	29.02	NA	0.4957*	1	1
2	Lung	"Mortality"	2002	29.39	29.16	NA	0.4957*	1	1
2	Lung	"Mortality"	2003	28.27	29.31	NA	0.4957*	1	1
2	Lung	"Mortality"	2004	29.03	29.45	NA	0.4957*	1	1
2	Lung	"Mortality"	2005	29.34	29.60	NA	0.4957*	1	1
2	Lung	"Mortality"	2006	30.76	29.74	NA	0.4957*	1	1
2	Lung	"Mortality"	2007	30.01	29.89	NA	0.4957*	1	1
2	Lung	"Mortality"	2008	30.52	30.04	NA	0.4957*	1	1
2	Lung	"Mortality"	2009	29.96	30.19	NA	0.4957*	1	1
2	Lung	"Mortality"	2010	29.83	30.34	Joinpoint 1	NA	1	1
2	Lung	"Mortality"	2011	29.54	29.78	NA	-1.8548*	1	1
2	Lung	"Mortality"	2012	30.40	29.22	NA	-1.8548*	1	1
2	Lung	"Mortality"	2013	28.68	28.68	NA	-1.8548*	1	1
2	Lung	"Mortality"	2014	28.21	28.15	NA	-1.8548*	1	1
2	Lung	"Mortality"	2015	27.44	27.63	NA	-1.8548*	1	1
2	Lung	"Mortality"	2016	26.18	27.12	NA	-1.8548*	1	1
2	Lung	"Mortality"	2017	26.89	26.61	NA	-1.8548*	1	1
2	Lung	"Mortality"	2018	26.43	26.12	NA	-1.8548*	1	1
2	Oesophagus	"Incidence"	1993	5.88	5.39	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	1994	5.35	5.33	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	1995	5.42	5.26	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	1996	5.63	5.19	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	1997	5.10	5.12	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	1998	4.60	5.06	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	1999	5.32	4.99	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	2000	4.51	4.93	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	2001	4.31	4.87	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	2002	4.77	4.81	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	2003	4.43	4.74	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	2004	5.13	4.68	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	2005	4.68	4.62	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	2006	4.42	4.57	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	2007	4.31	4.51	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	2008	4.15	4.45	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	2009	4.36	4.39	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	2010	4.75	4.34	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	2011	4.22	4.28	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	2012	4.28	4.23	NA	-1.2755*	0	0
2	Oesophagus	"Incidence"	2013	4.55	4.17	NA	-1.2755*	0	0
2	Oesophagus	"Mortality"	1998	3.78	4.35	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	1999	5.10	4.29	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2000	4.13	4.24	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2001	3.86	4.18	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2002	4.37	4.13	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2003	3.72	4.08	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2004	4.13	4.02	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2005	4.34	3.97	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2006	3.82	3.92	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2007	4.09	3.87	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2008	4.18	3.82	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2009	3.40	3.77	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2010	3.62	3.72	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2011	3.72	3.67	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2012	3.57	3.63	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2013	3.65	3.58	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2014	3.83	3.53	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2015	3.33	3.49	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2016	3.43	3.44	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2017	3.32	3.40	NA	-1.2883*	0	0
2	Oesophagus	"Mortality"	2018	3.31	3.36	NA	-1.2883*	0	0
2	Pancreas	"Incidence"	1993	5.38	5.23	NA	0.2562	0	0
2	Pancreas	"Incidence"	1994	5.30	5.24	NA	0.2562	0	0
2	Pancreas	"Incidence"	1995	4.86	5.26	NA	0.2562	0	0
2	Pancreas	"Incidence"	1996	5.55	5.27	NA	0.2562	0	0
2	Pancreas	"Incidence"	1997	5.31	5.28	NA	0.2562	0	0
2	Pancreas	"Incidence"	1998	5.86	5.30	NA	0.2562	0	0
2	Pancreas	"Incidence"	1999	5.38	5.31	NA	0.2562	0	0
2	Pancreas	"Incidence"	2000	4.99	5.33	NA	0.2562	0	0
2	Pancreas	"Incidence"	2001	5.08	5.34	NA	0.2562	0	0
2	Pancreas	"Incidence"	2002	5.04	5.35	NA	0.2562	0	0
2	Pancreas	"Incidence"	2003	5.83	5.37	NA	0.2562	0	0
2	Pancreas	"Incidence"	2004	5.02	5.38	NA	0.2562	0	0
2	Pancreas	"Incidence"	2005	5.61	5.39	NA	0.2562	0	0
2	Pancreas	"Incidence"	2006	5.10	5.41	NA	0.2562	0	0
2	Pancreas	"Incidence"	2007	5.24	5.42	NA	0.2562	0	0
2	Pancreas	"Incidence"	2008	5.28	5.44	NA	0.2562	0	0
2	Pancreas	"Incidence"	2009	5.72	5.45	NA	0.2562	0	0
2	Pancreas	"Incidence"	2010	5.36	5.46	NA	0.2562	0	0
2	Pancreas	"Incidence"	2011	6.05	5.48	NA	0.2562	0	0
2	Pancreas	"Incidence"	2012	5.40	5.49	NA	0.2562	0	0
2	Pancreas	"Incidence"	2013	5.51	5.51	NA	0.2562	0	0
2	Pancreas	"Mortality"	1998	5.44	5.08	NA	-0.2385	0	0
2	Pancreas	"Mortality"	1999	5.02	5.06	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2000	4.97	5.05	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2001	4.91	5.04	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2002	4.43	5.03	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2003	5.29	5.02	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2004	5.16	5.00	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2005	4.98	4.99	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2006	4.63	4.98	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2007	5.50	4.97	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2008	4.71	4.96	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2009	5.50	4.94	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2010	4.65	4.93	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2011	4.70	4.92	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2012	5.15	4.91	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2013	5.43	4.90	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2014	4.38	4.89	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2015	4.93	4.87	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2016	4.96	4.86	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2017	4.78	4.85	NA	-0.2385	0	0
2	Pancreas	"Mortality"	2018	4.77	4.84	NA	-0.2385	0	0
