"Country"	"Cancer_Site"	"Sex"	"Year"	"ASR"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
Scotland	Colorectal	Women	2009	27.46	27.18	NA	-1.1057*	1	1
Scotland	Colorectal	Women	2010	26.58	26.88	NA	-1.1057*	1	1
Scotland	Colorectal	Women	2011	25.65	26.59	NA	-1.1057*	1	1
Scotland	Colorectal	Women	2012	28.29	26.29	NA	-1.1057*	1	1
Scotland	Colorectal	Women	2013	25.17	26.00	NA	-1.1057*	1	1
Scotland	Colorectal	Women	2014	25.86	25.71	NA	-1.1057*	1	1
Scotland	Colorectal	Women	2015	25.03	25.43	Joinpoint 1	NA	1	1
Scotland	Colorectal	Women	2016	26.11	25.92	NA	1.9361	1	1
Scotland	Colorectal	Women	2017	27.15	26.42	NA	1.9361	1	1
Scotland	Colorectal	Women	2018	27.06	26.94	NA	1.9361	1	1
Scotland	Colorectal	Women	2019	26.95	27.46	NA	1.9361	1	1
Wales	Colorectal	Men	2002	42.80	46.38	NA	-1.5492*	0	0
Wales	Colorectal	Men	2003	46.40	45.66	NA	-1.5492*	0	0
Wales	Colorectal	Men	2004	47.20	44.96	NA	-1.5492*	0	0
Wales	Colorectal	Men	2005	46.60	44.26	NA	-1.5492*	0	0
Wales	Colorectal	Men	2006	42.10	43.57	NA	-1.5492*	0	0
Wales	Colorectal	Men	2007	43.50	42.90	NA	-1.5492*	0	0
Wales	Colorectal	Men	2008	40.80	42.23	NA	-1.5492*	0	0
Wales	Colorectal	Men	2009	45.80	41.58	NA	-1.5492*	0	0
Wales	Colorectal	Men	2010	40.50	40.93	NA	-1.5492*	0	0
Wales	Colorectal	Men	2011	38.60	40.30	NA	-1.5492*	0	0
Wales	Colorectal	Men	2012	40.10	39.68	NA	-1.5492*	0	0
Wales	Colorectal	Men	2013	36.60	39.06	NA	-1.5492*	0	0
Wales	Colorectal	Men	2014	39.20	38.46	NA	-1.5492*	0	0
Wales	Colorectal	Men	2015	38.60	37.86	NA	-1.5492*	0	0
Wales	Colorectal	Men	2016	37.50	37.27	NA	-1.5492*	0	0
Wales	Colorectal	Men	2017	35.40	36.70	NA	-1.5492*	0	0
Wales	Colorectal	Men	2018	35.70	36.13	NA	-1.5492*	0	0
Wales	Colorectal	Men	2019	36.80	35.57	NA	-1.5492*	0	0
Wales	Colorectal	Women	2002	25.20	25.67	NA	-0.8488*	0	0
Wales	Colorectal	Women	2003	26.90	25.45	NA	-0.8488*	0	0
Wales	Colorectal	Women	2004	24.50	25.23	NA	-0.8488*	0	0
Wales	Colorectal	Women	2005	24.80	25.02	NA	-0.8488*	0	0
Wales	Colorectal	Women	2006	24.90	24.81	NA	-0.8488*	0	0
Wales	Colorectal	Women	2007	26.50	24.60	NA	-0.8488*	0	0
Wales	Colorectal	Women	2008	25.00	24.39	NA	-0.8488*	0	0
Wales	Colorectal	Women	2009	24.10	24.18	NA	-0.8488*	0	0
Wales	Colorectal	Women	2010	23.20	23.97	NA	-0.8488*	0	0
Wales	Colorectal	Women	2011	21.40	23.77	NA	-0.8488*	0	0
Wales	Colorectal	Women	2012	22.80	23.57	NA	-0.8488*	0	0
Wales	Colorectal	Women	2013	24.20	23.37	NA	-0.8488*	0	0
Wales	Colorectal	Women	2014	22.60	23.17	NA	-0.8488*	0	0
Wales	Colorectal	Women	2015	23.70	22.97	NA	-0.8488*	0	0
Wales	Colorectal	Women	2016	21.80	22.78	NA	-0.8488*	0	0
Wales	Colorectal	Women	2017	23.50	22.59	NA	-0.8488*	0	0
Wales	Colorectal	Women	2018	22.80	22.39	NA	-0.8488*	0	0
Wales	Colorectal	Women	2019	22.60	22.20	NA	-0.8488*	0	0
England	Lung	Men	2001	95.70	96.02	NA	-2.9598*	3	3
England	Lung	Men	2002	93.40	93.18	NA	-2.9598*	3	3
England	Lung	Men	2003	90.90	90.42	NA	-2.9598*	3	3
England	Lung	Men	2004	87.60	87.74	Joinpoint 1	NA	3	3
England	Lung	Men	2005	86.40	86.67	NA	-1.2215*	3	3
England	Lung	Men	2006	85.80	85.61	NA	-1.2215*	3	3
England	Lung	Men	2007	84.10	84.57	NA	-1.2215*	3	3
England	Lung	Men	2008	84.00	83.54	Joinpoint 2	NA	3	3
England	Lung	Men	2009	81.80	81.53	NA	-2.4031*	3	3
England	Lung	Men	2010	79.00	79.57	NA	-2.4031*	3	3
England	Lung	Men	2011	77.60	77.66	NA	-2.4031*	3	3
England	Lung	Men	2012	75.30	75.79	NA	-2.4031*	3	3
England	Lung	Men	2013	74.50	73.97	NA	-2.4031*	3	3
England	Lung	Men	2014	72.90	72.19	NA	-2.4031*	3	3
England	Lung	Men	2015	70.10	70.46	NA	-2.4031*	3	3
England	Lung	Men	2016	68.90	68.76	Joinpoint 3	NA	3	3
England	Lung	Men	2017	65.80	66.19	NA	-3.7500*	3	3
England	Lung	Men	2018	63.60	63.70	NA	-3.7500*	3	3
England	Lung	Men	2019	61.50	61.31	NA	-3.7500*	3	3
England	Lung	Women	2001	44.70	45.10	NA	0.2790	3	3
England	Lung	Women	2002	45.50	45.22	NA	0.2790	3	3
England	Lung	Women	2003	46.00	45.35	NA	0.2790	3	3
England	Lung	Women	2004	45.00	45.48	Joinpoint 1	NA	3	3
England	Lung	Women	2005	46.50	46.62	NA	2.5227*	3	3
England	Lung	Women	2006	47.90	47.80	NA	2.5227*	3	3
England	Lung	Women	2007	48.60	49.00	Joinpoint 2	NA	3	3
England	Lung	Women	2008	49.50	48.92	NA	-0.1749	3	3
England	Lung	Women	2009	48.60	48.83	NA	-0.1749	3	3
England	Lung	Women	2010	48.70	48.75	NA	-0.1749	3	3
England	Lung	Women	2011	48.70	48.66	NA	-0.1749	3	3
England	Lung	Women	2012	48.80	48.58	NA	-0.1749	3	3
England	Lung	Women	2013	48.40	48.49	NA	-0.1749	3	3
England	Lung	Women	2014	48.40	48.41	NA	-0.1749	3	3
England	Lung	Women	2015	48.10	48.32	Joinpoint 3	NA	3	3
England	Lung	Women	2016	47.10	47.06	NA	-2.6212*	3	3
England	Lung	Women	2017	46.10	45.82	NA	-2.6212*	3	3
England	Lung	Women	2018	44.50	44.62	NA	-2.6212*	3	3
England	Lung	Women	2019	43.40	43.45	NA	-2.6212*	3	3
Nothern Ireland	Lung	Men	2000	93.70	97.29	NA	-0.3248	1	1
Nothern Ireland	Lung	Men	2001	101.70	96.97	NA	-0.3248	1	1
Nothern Ireland	Lung	Men	2002	96.50	96.66	NA	-0.3248	1	1
Nothern Ireland	Lung	Men	2003	94.40	96.34	NA	-0.3248	1	1
Nothern Ireland	Lung	Men	2004	98.60	96.03	NA	-0.3248	1	1
Nothern Ireland	Lung	Men	2005	96.20	95.72	NA	-0.3248	1	1
Nothern Ireland	Lung	Men	2006	96.70	95.41	NA	-0.3248	1	1
Nothern Ireland	Lung	Men	2007	88.80	95.10	NA	-0.3248	1	1
Nothern Ireland	Lung	Men	2008	98.60	94.79	Joinpoint 1	NA	1	1
Nothern Ireland	Lung	Men	2009	89.80	92.91	NA	-1.9802*	1	1
Nothern Ireland	Lung	Men	2010	90.80	91.07	NA	-1.9802*	1	1
Nothern Ireland	Lung	Men	2011	92.20	89.27	NA	-1.9802*	1	1
Nothern Ireland	Lung	Men	2012	88.40	87.50	NA	-1.9802*	1	1
Nothern Ireland	Lung	Men	2013	86.70	85.77	NA	-1.9802*	1	1
Nothern Ireland	Lung	Men	2014	79.70	84.07	NA	-1.9802*	1	1
Nothern Ireland	Lung	Men	2015	83.50	82.41	NA	-1.9802*	1	1
Nothern Ireland	Lung	Men	2016	83.90	80.77	NA	-1.9802*	1	1
Nothern Ireland	Lung	Men	2017	80.00	79.17	NA	-1.9802*	1	1
Nothern Ireland	Lung	Men	2018	78.40	77.61	NA	-1.9802*	1	1
Nothern Ireland	Lung	Men	2019	73.20	76.07	NA	-1.9802*	1	1
Nothern Ireland	Lung	Women	2000	49.10	43.49	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2001	39.80	44.06	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2002	45.90	44.63	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2003	47.10	45.22	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2004	45.90	45.81	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2005	44.60	46.40	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2006	45.30	47.01	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2007	46.10	47.62	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2008	48.30	48.25	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2009	51.10	48.88	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2010	47.10	49.51	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2011	46.30	50.16	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2012	51.90	50.81	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2013	49.50	51.48	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2014	54.60	52.15	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2015	52.40	52.83	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2016	60.00	53.52	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2017	54.00	54.22	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2018	53.90	54.93	NA	1.3053*	0	0
Nothern Ireland	Lung	Women	2019	55.20	55.64	NA	1.3053*	0	0
Scotland	Lung	Men	2000	131.82	135.04	NA	-2.3563*	0	0
Scotland	Lung	Men	2001	131.43	131.86	NA	-2.3563*	0	0
Scotland	Lung	Men	2002	131.58	128.75	NA	-2.3563*	0	0
Scotland	Lung	Men	2003	123.82	125.72	NA	-2.3563*	0	0
Scotland	Lung	Men	2004	118.83	122.76	NA	-2.3563*	0	0
Scotland	Lung	Men	2005	120.04	119.86	NA	-2.3563*	0	0
Scotland	Lung	Men	2006	116.94	117.04	NA	-2.3563*	0	0
Scotland	Lung	Men	2007	118.84	114.28	NA	-2.3563*	0	0
Scotland	Lung	Men	2008	109.47	111.59	NA	-2.3563*	0	0
Scotland	Lung	Men	2009	111.89	108.96	NA	-2.3563*	0	0
Scotland	Lung	Men	2010	106.02	106.39	NA	-2.3563*	0	0
Scotland	Lung	Men	2011	108.46	103.88	NA	-2.3563*	0	0
Scotland	Lung	Men	2012	100.38	101.44	NA	-2.3563*	0	0
Scotland	Lung	Men	2013	100.90	99.05	NA	-2.3563*	0	0
Scotland	Lung	Men	2014	97.56	96.71	NA	-2.3563*	0	0
Scotland	Lung	Men	2015	94.14	94.43	NA	-2.3563*	0	0
Scotland	Lung	Men	2016	92.99	92.21	NA	-2.3563*	0	0
Scotland	Lung	Men	2017	88.79	90.04	NA	-2.3563*	0	0
Scotland	Lung	Men	2018	84.80	87.91	NA	-2.3563*	0	0
Scotland	Lung	Men	2019	85.36	85.84	NA	-2.3563*	0	0
Scotland	Lung	Women	2000	70.68	68.04	NA	1.1531*	1	1
Scotland	Lung	Women	2001	66.90	68.82	NA	1.1531*	1	1
Scotland	Lung	Women	2002	69.82	69.61	NA	1.1531*	1	1
Scotland	Lung	Women	2003	68.68	70.42	NA	1.1531*	1	1
Scotland	Lung	Women	2004	70.60	71.23	NA	1.1531*	1	1
Scotland	Lung	Women	2005	71.73	72.05	NA	1.1531*	1	1
Scotland	Lung	Women	2006	74.73	72.88	NA	1.1531*	1	1
Scotland	Lung	Women	2007	73.14	73.72	NA	1.1531*	1	1
Scotland	Lung	Women	2008	75.72	74.57	NA	1.1531*	1	1
Scotland	Lung	Women	2009	74.21	75.43	Joinpoint 1	NA	1	1
Scotland	Lung	Women	2010	73.63	74.68	NA	-1.0010*	1	1
Scotland	Lung	Women	2011	73.74	73.93	NA	-1.0010*	1	1
Scotland	Lung	Women	2012	76.85	73.19	NA	-1.0010*	1	1
Scotland	Lung	Women	2013	72.52	72.46	NA	-1.0010*	1	1
Scotland	Lung	Women	2014	71.79	71.73	NA	-1.0010*	1	1
Scotland	Lung	Women	2015	70.23	71.01	NA	-1.0010*	1	1
Scotland	Lung	Women	2016	68.45	70.30	NA	-1.0010*	1	1
Scotland	Lung	Women	2017	70.43	69.60	NA	-1.0010*	1	1
Scotland	Lung	Women	2018	68.22	68.90	NA	-1.0010*	1	1
Scotland	Lung	Women	2019	68.98	68.21	NA	-1.0010*	1	1
Wales	Lung	Men	2002	94.20	92.83	NA	-0.3337	1	1
Wales	Lung	Men	2003	91.00	92.52	NA	-0.3337	1	1
Wales	Lung	Men	2004	92.80	92.21	NA	-0.3337	1	1
Wales	Lung	Men	2005	90.40	91.90	NA	-0.3337	1	1
Wales	Lung	Men	2006	92.20	91.59	NA	-0.3337	1	1
Wales	Lung	Men	2007	90.90	91.29	Joinpoint 1	NA	1	1
Wales	Lung	Men	2008	94.60	88.96	NA	-2.5479*	1	1
Wales	Lung	Men	2009	85.00	86.70	NA	-2.5479*	1	1
Wales	Lung	Men	2010	80.20	84.49	NA	-2.5479*	1	1
Wales	Lung	Men	2011	87.50	82.33	NA	-2.5479*	1	1
Wales	Lung	Men	2012	77.60	80.24	NA	-2.5479*	1	1
Wales	Lung	Men	2013	75.20	78.19	NA	-2.5479*	1	1
Wales	Lung	Men	2014	77.20	76.20	NA	-2.5479*	1	1
Wales	Lung	Men	2015	73.80	74.26	NA	-2.5479*	1	1
Wales	Lung	Men	2016	74.60	72.37	NA	-2.5479*	1	1
Wales	Lung	Men	2017	68.80	70.52	NA	-2.5479*	1	1
Wales	Lung	Men	2018	69.10	68.73	NA	-2.5479*	1	1
Wales	Lung	Men	2019	67.90	66.97	NA	-2.5479*	1	1
Wales	Lung	Women	2002	44.70	44.32	NA	3.8794*	1	1
Wales	Lung	Women	2003	44.60	46.04	NA	3.8794*	1	1
Wales	Lung	Women	2004	49.30	47.83	NA	3.8794*	1	1
Wales	Lung	Women	2005	49.70	49.68	NA	3.8794*	1	1
Wales	Lung	Women	2006	50.50	51.61	Joinpoint 1	NA	1	1
Wales	Lung	Women	2007	50.60	51.52	NA	-0.1763	1	1
Wales	Lung	Women	2008	54.30	51.43	NA	-0.1763	1	1
Wales	Lung	Women	2009	51.30	51.34	NA	-0.1763	1	1
Wales	Lung	Women	2010	50.90	51.25	NA	-0.1763	1	1
Wales	Lung	Women	2011	48.90	51.15	NA	-0.1763	1	1
Wales	Lung	Women	2012	51.80	51.06	NA	-0.1763	1	1
Wales	Lung	Women	2013	49.70	50.97	NA	-0.1763	1	1
Wales	Lung	Women	2014	53.70	50.88	NA	-0.1763	1	1
Wales	Lung	Women	2015	49.70	50.79	NA	-0.1763	1	1
Wales	Lung	Women	2016	52.10	50.71	NA	-0.1763	1	1
Wales	Lung	Women	2017	51.40	50.62	NA	-0.1763	1	1
Wales	Lung	Women	2018	49.90	50.53	NA	-0.1763	1	1
Wales	Lung	Women	2019	49.40	50.44	NA	-0.1763	1	1
England	Oesophageal	Men	2001	20.90	20.99	NA	0.5945	1	1
England	Oesophageal	Men	2002	21.10	21.12	NA	0.5945	1	1
England	Oesophageal	Men	2003	21.60	21.24	NA	0.5945	1	1
England	Oesophageal	Men	2004	21.10	21.37	NA	0.5945	1	1
England	Oesophageal	Men	2005	21.60	21.50	Joinpoint 1	NA	1	1
England	Oesophageal	Men	2006	21.20	21.30	NA	-0.9086*	1	1
England	Oesophageal	Men	2007	20.50	21.11	NA	-0.9086*	1	1
England	Oesophageal	Men	2008	20.90	20.92	NA	-0.9086*	1	1
England	Oesophageal	Men	2009	21.20	20.73	NA	-0.9086*	1	1
England	Oesophageal	Men	2010	20.70	20.54	NA	-0.9086*	1	1
England	Oesophageal	Men	2011	20.20	20.35	NA	-0.9086*	1	1
England	Oesophageal	Men	2012	20.60	20.17	NA	-0.9086*	1	1
England	Oesophageal	Men	2013	20.10	19.98	NA	-0.9086*	1	1
England	Oesophageal	Men	2014	19.30	19.80	NA	-0.9086*	1	1
England	Oesophageal	Men	2015	19.90	19.62	NA	-0.9086*	1	1
England	Oesophageal	Men	2016	19.60	19.44	NA	-0.9086*	1	1
England	Oesophageal	Men	2017	19.30	19.27	NA	-0.9086*	1	1
England	Oesophageal	Men	2018	19.10	19.09	NA	-0.9086*	1	1
England	Oesophageal	Men	2019	18.60	18.92	NA	-0.9086*	1	1
England	Oesophageal	Women	2001	8.40	8.79	NA	-1.4137*	0	0
England	Oesophageal	Women	2002	8.90	8.67	NA	-1.4137*	0	0
England	Oesophageal	Women	2003	8.70	8.54	NA	-1.4137*	0	0
England	Oesophageal	Women	2004	8.40	8.42	NA	-1.4137*	0	0
England	Oesophageal	Women	2005	8.40	8.30	NA	-1.4137*	0	0
England	Oesophageal	Women	2006	8.30	8.19	NA	-1.4137*	0	0
England	Oesophageal	Women	2007	8.10	8.07	NA	-1.4137*	0	0
England	Oesophageal	Women	2008	8.00	7.96	NA	-1.4137*	0	0
England	Oesophageal	Women	2009	7.80	7.84	NA	-1.4137*	0	0
England	Oesophageal	Women	2010	7.70	7.73	NA	-1.4137*	0	0
England	Oesophageal	Women	2011	7.50	7.62	NA	-1.4137*	0	0
England	Oesophageal	Women	2012	7.40	7.52	NA	-1.4137*	0	0
England	Oesophageal	Women	2013	7.40	7.41	NA	-1.4137*	0	0
England	Oesophageal	Women	2014	7.40	7.30	NA	-1.4137*	0	0
England	Oesophageal	Women	2015	7.20	7.20	NA	-1.4137*	0	0
England	Oesophageal	Women	2016	7.20	7.10	NA	-1.4137*	0	0
England	Oesophageal	Women	2017	6.70	7.00	NA	-1.4137*	0	0
England	Oesophageal	Women	2018	6.80	6.90	NA	-1.4137*	0	0
England	Oesophageal	Women	2019	7.10	6.80	NA	-1.4137*	0	0
Nothern Ireland	Oesophageal	Men	2000	18.00	18.71	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2001	17.60	18.68	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2002	21.70	18.64	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2003	19.40	18.61	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2004	16.60	18.57	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2005	20.00	18.54	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2006	20.00	18.51	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2007	20.00	18.47	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2008	17.50	18.44	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2009	20.30	18.41	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2010	14.10	18.37	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2011	15.20	18.34	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2012	18.20	18.30	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2013	18.00	18.27	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2014	19.80	18.24	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2015	17.20	18.20	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2016	23.30	18.17	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2017	17.50	18.14	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2018	17.50	18.11	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Men	2019	18.20	18.07	NA	-0.1824	0	0
Nothern Ireland	Oesophageal	Women	2000	9.40	8.51	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2001	8.90	8.33	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2002	7.50	8.16	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2003	7.00	7.99	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2004	6.80	7.83	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2005	8.00	7.66	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2006	6.10	7.51	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2007	7.30	7.35	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2008	8.80	7.20	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2009	7.20	7.05	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2010	8.30	6.90	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2011	6.30	6.76	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2012	6.70	6.62	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2013	6.40	6.49	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2014	7.30	6.35	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2015	7.10	6.22	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2016	6.80	6.09	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2017	5.30	5.97	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2018	5.40	5.84	NA	-2.0655*	0	0
Nothern Ireland	Oesophageal	Women	2019	4.90	5.72	NA	-2.0655*	0	0
Scotland	Oesophageal	Men	2000	24.51	24.88	NA	3.4082	1	1
Scotland	Oesophageal	Men	2001	26.77	25.72	NA	3.4082	1	1
Scotland	Oesophageal	Men	2002	25.67	26.60	NA	3.4082	1	1
Scotland	Oesophageal	Men	2003	28.24	27.51	Joinpoint 1	NA	1	1
Scotland	Oesophageal	Men	2004	28.42	27.22	NA	-1.0461*	1	1
Scotland	Oesophageal	Men	2005	26.60	26.94	NA	-1.0461*	1	1
Scotland	Oesophageal	Men	2006	25.81	26.65	NA	-1.0461*	1	1
Scotland	Oesophageal	Men	2007	25.26	26.38	NA	-1.0461*	1	1
Scotland	Oesophageal	Men	2008	25.90	26.10	NA	-1.0461*	1	1
Scotland	Oesophageal	Men	2009	25.20	25.83	NA	-1.0461*	1	1
Scotland	Oesophageal	Men	2010	25.97	25.56	NA	-1.0461*	1	1
Scotland	Oesophageal	Men	2011	25.94	25.29	NA	-1.0461*	1	1
Scotland	Oesophageal	Men	2012	24.88	25.02	NA	-1.0461*	1	1
Scotland	Oesophageal	Men	2013	25.33	24.76	NA	-1.0461*	1	1
Scotland	Oesophageal	Men	2014	24.13	24.50	NA	-1.0461*	1	1
Scotland	Oesophageal	Men	2015	24.84	24.25	NA	-1.0461*	1	1
Scotland	Oesophageal	Men	2016	24.17	23.99	NA	-1.0461*	1	1
Scotland	Oesophageal	Men	2017	23.76	23.74	NA	-1.0461*	1	1
Scotland	Oesophageal	Men	2018	24.81	23.49	NA	-1.0461*	1	1
Scotland	Oesophageal	Men	2019	21.70	23.25	NA	-1.0461*	1	1
Scotland	Oesophageal	Women	2000	11.40	11.67	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2001	11.17	11.55	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2002	11.95	11.43	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2003	10.86	11.31	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2004	11.42	11.19	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2005	11.85	11.07	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2006	10.64	10.96	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2007	11.50	10.84	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2008	11.73	10.73	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2009	9.12	10.62	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2010	10.33	10.50	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2011	10.49	10.39	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2012	10.16	10.29	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2013	10.37	10.18	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2014	11.07	10.07	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2015	9.27	9.97	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2016	9.22	9.86	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2017	9.53	9.76	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2018	9.70	9.66	NA	-1.0473*	0	0
Scotland	Oesophageal	Women	2019	10.17	9.55	NA	-1.0473*	0	0
Wales	Oesophageal	Men	2002	23.00	22.88	NA	-0.6136	0	0
Wales	Oesophageal	Men	2003	23.50	22.74	NA	-0.6136	0	0
Wales	Oesophageal	Men	2004	20.20	22.60	NA	-0.6136	0	0
Wales	Oesophageal	Men	2005	21.50	22.46	NA	-0.6136	0	0
Wales	Oesophageal	Men	2006	22.80	22.32	NA	-0.6136	0	0
Wales	Oesophageal	Men	2007	25.00	22.19	NA	-0.6136	0	0
Wales	Oesophageal	Men	2008	24.40	22.05	NA	-0.6136	0	0
Wales	Oesophageal	Men	2009	21.00	21.92	NA	-0.6136	0	0
Wales	Oesophageal	Men	2010	22.60	21.78	NA	-0.6136	0	0
Wales	Oesophageal	Men	2011	22.70	21.65	NA	-0.6136	0	0
Wales	Oesophageal	Men	2012	18.20	21.51	NA	-0.6136	0	0
Wales	Oesophageal	Men	2013	20.90	21.38	NA	-0.6136	0	0
Wales	Oesophageal	Men	2014	20.00	21.25	NA	-0.6136	0	0
Wales	Oesophageal	Men	2015	22.60	21.12	NA	-0.6136	0	0
Wales	Oesophageal	Men	2016	20.90	20.99	NA	-0.6136	0	0
Wales	Oesophageal	Men	2017	20.00	20.86	NA	-0.6136	0	0
Wales	Oesophageal	Men	2018	21.10	20.73	NA	-0.6136	0	0
Wales	Oesophageal	Men	2019	21.60	20.61	NA	-0.6136	0	0
Wales	Oesophageal	Women	2002	9.60	9.60	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2003	9.60	9.48	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2004	9.70	9.36	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2005	8.80	9.24	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2006	8.80	9.12	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2007	9.50	9.01	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2008	9.70	8.89	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2009	9.20	8.78	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2010	8.50	8.67	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2011	7.70	8.56	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2012	8.40	8.45	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2013	6.90	8.34	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2014	8.90	8.23	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2015	8.70	8.13	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2016	7.50	8.02	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2017	8.10	7.92	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2018	8.30	7.82	NA	-1.2765*	0	0
Wales	Oesophageal	Women	2019	7.80	7.72	NA	-1.2765*	0	0
England	Pancreatic	Men	2001	15.80	15.75	NA	0.5392*	0	0
England	Pancreatic	Men	2002	15.80	15.84	NA	0.5392*	0	0
England	Pancreatic	Men	2003	16.00	15.92	NA	0.5392*	0	0
England	Pancreatic	Men	2004	15.80	16.01	NA	0.5392*	0	0
England	Pancreatic	Men	2005	15.80	16.09	NA	0.5392*	0	0
England	Pancreatic	Men	2006	16.40	16.18	NA	0.5392*	0	0
England	Pancreatic	Men	2007	16.30	16.27	NA	0.5392*	0	0
England	Pancreatic	Men	2008	16.40	16.36	NA	0.5392*	0	0
England	Pancreatic	Men	2009	16.60	16.44	NA	0.5392*	0	0
England	Pancreatic	Men	2010	16.00	16.53	NA	0.5392*	0	0
