"Sex"	"Cancer Type"	"Year"	"ASR (Europe)"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
Men	All Cancers Combined (C00-C97)	2014	338.52	339.29	NA	-1.2593*	5	5
Men	All Cancers Combined (C00-C97)	2015	334.78	335.02	NA	-1.2593*	5	5
Men	All Cancers Combined (C00-C97)	2016	330.72	330.80	NA	-1.2593*	5	5
Men	All Cancers Combined (C00-C97)	2017	327.22	326.63	NA	-1.2593*	5	5
Men	Bowel Cancer (C18-C20)	1976	56.03	55.91	NA	-1.1533*	4	4
Men	Bowel Cancer (C18-C20)	1977	55.22	55.26	NA	-1.1533*	4	4
Men	Bowel Cancer (C18-C20)	1978	54.50	54.62	NA	-1.1533*	4	4
Men	Bowel Cancer (C18-C20)	1979	53.74	53.99	NA	-1.1533*	4	4
Men	Bowel Cancer (C18-C20)	1980	53.83	53.37	NA	-1.1533*	4	4
Men	Bowel Cancer (C18-C20)	1981	52.89	52.76	Joinpoint 1	NA	4	4
Men	Bowel Cancer (C18-C20)	1982	52.98	53.34	NA	1.0996	4	4
Men	Bowel Cancer (C18-C20)	1983	53.77	53.92	NA	1.0996	4	4
Men	Bowel Cancer (C18-C20)	1984	54.82	54.52	Joinpoint 2	NA	4	4
Men	Bowel Cancer (C18-C20)	1985	54.83	54.39	NA	-0.2340	4	4
Men	Bowel Cancer (C18-C20)	1986	54.09	54.26	NA	-0.2340	4	4
Men	Bowel Cancer (C18-C20)	1987	53.68	54.13	NA	-0.2340	4	4
Men	Bowel Cancer (C18-C20)	1988	53.81	54.01	NA	-0.2340	4	4
Men	Bowel Cancer (C18-C20)	1989	53.98	53.88	NA	-0.2340	4	4
Men	Bowel Cancer (C18-C20)	1990	53.65	53.76	NA	-0.2340	4	4
Men	Bowel Cancer (C18-C20)	1991	53.73	53.63	Joinpoint 3	NA	4	4
Men	Bowel Cancer (C18-C20)	1992	52.44	52.14	NA	-2.7770*	4	4
Men	Bowel Cancer (C18-C20)	1993	50.99	50.69	NA	-2.7770*	4	4
Men	Bowel Cancer (C18-C20)	1994	48.85	49.28	NA	-2.7770*	4	4
Men	Bowel Cancer (C18-C20)	1995	47.72	47.92	NA	-2.7770*	4	4
Men	Bowel Cancer (C18-C20)	1996	47.04	46.58	Joinpoint 4	NA	4	4
Men	Bowel Cancer (C18-C20)	1997	46.35	45.82	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	1998	45.25	45.06	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	1999	43.98	44.31	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2000	42.89	43.58	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2001	42.39	42.86	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2002	41.96	42.15	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2003	41.62	41.46	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2004	41.14	40.77	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2005	40.46	40.10	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2006	39.38	39.43	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2007	38.81	38.78	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2008	38.09	38.14	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2009	37.63	37.51	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2010	36.75	36.89	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2011	36.48	36.28	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2012	35.82	35.68	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2013	35.09	35.09	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2014	33.96	34.51	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2015	33.50	33.94	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2016	33.46	33.38	NA	-1.6528*	4	4
Men	Bowel Cancer (C18-C20)	2017	33.37	32.83	NA	-1.6528*	4	4
Men	Breast Cancer (C50)	1976	0.64	0.60	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1977	0.64	0.60	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1978	0.64	0.60	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1979	0.54	0.59	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1980	0.53	0.59	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1981	0.55	0.59	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1982	0.57	0.59	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1983	0.59	0.58	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1984	0.58	0.58	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1985	0.62	0.58	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1986	0.61	0.58	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1987	0.60	0.57	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1988	0.53	0.57	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1989	0.53	0.57	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1990	0.56	0.57	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1991	0.61	0.57	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1992	0.58	0.56	NA	-0.3943	2	2
Men	Breast Cancer (C50)	1993	0.57	0.56	Joinpoint 1	NA	2	2
Men	Breast Cancer (C50)	1994	0.51	0.52	NA	-7.1865	2	2
Men	Breast Cancer (C50)	1995	0.47	0.48	NA	-7.1865	2	2
Men	Breast Cancer (C50)	1996	0.43	0.45	Joinpoint 2	NA	2	2
Men	Breast Cancer (C50)	1997	0.42	0.44	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	1998	0.41	0.43	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	1999	0.41	0.42	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2000	0.41	0.42	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2001	0.44	0.41	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2002	0.44	0.40	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2003	0.42	0.39	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2004	0.42	0.39	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2005	0.39	0.38	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2006	0.41	0.37	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2007	0.37	0.37	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2008	0.36	0.36	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2009	0.33	0.35	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2010	0.33	0.35	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2011	0.32	0.34	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2012	0.34	0.33	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2013	0.33	0.33	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2014	0.33	0.32	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2015	0.30	0.32	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2016	0.30	0.31	NA	-1.8246*	2	2
Men	Breast Cancer (C50)	2017	0.31	0.30	NA	-1.8246*	2	2
Men	Lung Cancer (C33-C34)	1976	165.58	165.85	NA	0.4367*	7	7
Men	Lung Cancer (C33-C34)	1977	166.77	166.58	NA	0.4367*	7	7
Men	Lung Cancer (C33-C34)	1978	167.73	167.30	NA	0.4367*	7	7
Men	Lung Cancer (C33-C34)	1979	168.41	168.03	Joinpoint 1	NA	7	7
Men	Lung Cancer (C33-C34)	1980	166.81	166.66	NA	-0.8158*	7	7
Men	Lung Cancer (C33-C34)	1981	164.22	165.30	NA	-0.8158*	7	7
Men	Lung Cancer (C33-C34)	1982	163.15	163.95	NA	-0.8158*	7	7
Men	Lung Cancer (C33-C34)	1983	162.76	162.62	NA	-0.8158*	7	7
Men	Lung Cancer (C33-C34)	1984	162.72	161.29	NA	-0.8158*	7	7
Men	Lung Cancer (C33-C34)	1985	159.63	159.97	Joinpoint 2	NA	7	7
Men	Lung Cancer (C33-C34)	1986	156.47	156.50	NA	-2.1713*	7	7
Men	Lung Cancer (C33-C34)	1987	152.95	153.10	NA	-2.1713*	7	7
Men	Lung Cancer (C33-C34)	1988	149.74	149.78	NA	-2.1713*	7	7
Men	Lung Cancer (C33-C34)	1989	146.60	146.53	NA	-2.1713*	7	7
Men	Lung Cancer (C33-C34)	1990	142.94	143.34	NA	-2.1713*	7	7
Men	Lung Cancer (C33-C34)	1991	139.80	140.23	Joinpoint 3	NA	7	7
Men	Lung Cancer (C33-C34)	1992	135.50	135.12	NA	-3.6466*	7	7
Men	Lung Cancer (C33-C34)	1993	130.89	130.19	NA	-3.6466*	7	7
Men	Lung Cancer (C33-C34)	1994	125.59	125.44	NA	-3.6466*	7	7
Men	Lung Cancer (C33-C34)	1995	120.83	120.87	NA	-3.6466*	7	7
Men	Lung Cancer (C33-C34)	1996	115.97	116.46	NA	-3.6466*	7	7
Men	Lung Cancer (C33-C34)	1997	112.27	112.21	NA	-3.6466*	7	7
Men	Lung Cancer (C33-C34)	1998	108.41	108.12	Joinpoint 4	NA	7	7
Men	Lung Cancer (C33-C34)	1999	105.15	105.11	NA	-2.7879*	7	7
Men	Lung Cancer (C33-C34)	2000	101.84	102.18	NA	-2.7879*	7	7
Men	Lung Cancer (C33-C34)	2001	99.19	99.33	NA	-2.7879*	7	7
Men	Lung Cancer (C33-C34)	2002	96.64	96.56	NA	-2.7879*	7	7
Men	Lung Cancer (C33-C34)	2003	93.83	93.87	NA	-2.7879*	7	7
Men	Lung Cancer (C33-C34)	2004	91.48	91.25	Joinpoint 5	NA	7	7
Men	Lung Cancer (C33-C34)	2005	89.91	90.06	NA	-1.3070*	7	7
Men	Lung Cancer (C33-C34)	2006	88.80	88.88	NA	-1.3070*	7	7
Men	Lung Cancer (C33-C34)	2007	87.95	87.72	NA	-1.3070*	7	7
Men	Lung Cancer (C33-C34)	2008	86.53	86.57	Joinpoint 6	NA	7	7
Men	Lung Cancer (C33-C34)	2009	84.47	84.47	NA	-2.4258*	7	7
Men	Lung Cancer (C33-C34)	2010	82.45	82.42	NA	-2.4258*	7	7
Men	Lung Cancer (C33-C34)	2011	80.13	80.42	NA	-2.4258*	7	7
Men	Lung Cancer (C33-C34)	2012	78.61	78.47	NA	-2.4258*	7	7
Men	Lung Cancer (C33-C34)	2013	76.73	76.57	NA	-2.4258*	7	7
Men	Lung Cancer (C33-C34)	2014	74.70	74.71	NA	-2.4258*	7	7
Men	Lung Cancer (C33-C34)	2015	72.91	72.90	Joinpoint 7	NA	7	7
Men	Lung Cancer (C33-C34)	2016	70.50	70.63	NA	-3.1140*	7	7
Men	Lung Cancer (C33-C34)	2017	68.49	68.43	NA	-3.1140*	7	7
Men	Oesophageal Cancer (C15)	1976	13.35	13.35	NA	1.7497*	4	4
Men	Oesophageal Cancer (C15)	1977	13.65	13.59	NA	1.7497*	4	4
Men	Oesophageal Cancer (C15)	1978	13.74	13.82	NA	1.7497*	4	4
Men	Oesophageal Cancer (C15)	1979	14.07	14.07	NA	1.7497*	4	4
Men	Oesophageal Cancer (C15)	1980	14.29	14.31	NA	1.7497*	4	4
Men	Oesophageal Cancer (C15)	1981	14.64	14.56	Joinpoint 1	NA	4	4
Men	Oesophageal Cancer (C15)	1982	15.09	15.03	NA	3.1901*	4	4
Men	Oesophageal Cancer (C15)	1983	15.37	15.51	NA	3.1901*	4	4
Men	Oesophageal Cancer (C15)	1984	16.04	16.00	NA	3.1901*	4	4
Men	Oesophageal Cancer (C15)	1985	16.39	16.51	NA	3.1901*	4	4
Men	Oesophageal Cancer (C15)	1986	17.14	17.04	NA	3.1901*	4	4
Men	Oesophageal Cancer (C15)	1987	17.62	17.58	Joinpoint 2	NA	4	4
Men	Oesophageal Cancer (C15)	1988	18.03	17.97	NA	2.1928*	4	4
Men	Oesophageal Cancer (C15)	1989	18.34	18.36	NA	2.1928*	4	4
Men	Oesophageal Cancer (C15)	1990	18.65	18.76	NA	2.1928*	4	4
Men	Oesophageal Cancer (C15)	1991	19.12	19.17	NA	2.1928*	4	4
Men	Oesophageal Cancer (C15)	1992	19.56	19.59	NA	2.1928*	4	4
Men	Oesophageal Cancer (C15)	1993	20.15	20.02	NA	2.1928*	4	4
Men	Oesophageal Cancer (C15)	1994	20.54	20.46	Joinpoint 3	NA	4	4
Men	Oesophageal Cancer (C15)	1995	20.75	20.61	NA	0.7093*	4	4
Men	Oesophageal Cancer (C15)	1996	20.69	20.75	NA	0.7093*	4	4
Men	Oesophageal Cancer (C15)	1997	20.95	20.90	NA	0.7093*	4	4
Men	Oesophageal Cancer (C15)	1998	21.01	21.05	NA	0.7093*	4	4
Men	Oesophageal Cancer (C15)	1999	21.07	21.20	NA	0.7093*	4	4
Men	Oesophageal Cancer (C15)	2000	21.14	21.35	NA	0.7093*	4	4
Men	Oesophageal Cancer (C15)	2001	21.35	21.50	NA	0.7093*	4	4
Men	Oesophageal Cancer (C15)	2002	21.78	21.65	NA	0.7093*	4	4
Men	Oesophageal Cancer (C15)	2003	21.79	21.81	NA	0.7093*	4	4
Men	Oesophageal Cancer (C15)	2004	21.93	21.96	Joinpoint 4	NA	4	4
Men	Oesophageal Cancer (C15)	2005	21.76	21.79	NA	-0.7896*	4	4
Men	Oesophageal Cancer (C15)	2006	21.59	21.62	NA	-0.7896*	4	4
Men	Oesophageal Cancer (C15)	2007	21.43	21.45	NA	-0.7896*	4	4
Men	Oesophageal Cancer (C15)	2008	21.37	21.28	NA	-0.7896*	4	4
Men	Oesophageal Cancer (C15)	2009	21.37	21.11	NA	-0.7896*	4	4
Men	Oesophageal Cancer (C15)	2010	21.12	20.94	NA	-0.7896*	4	4
Men	Oesophageal Cancer (C15)	2011	20.87	20.78	NA	-0.7896*	4	4
Men	Oesophageal Cancer (C15)	2012	20.65	20.61	NA	-0.7896*	4	4
Men	Oesophageal Cancer (C15)	2013	20.33	20.45	NA	-0.7896*	4	4
Men	Oesophageal Cancer (C15)	2014	20.14	20.29	NA	-0.7896*	4	4
Men	Oesophageal Cancer (C15)	2015	20.03	20.13	NA	-0.7896*	4	4
Men	Oesophageal Cancer (C15)	2016	19.98	19.97	NA	-0.7896*	4	4
Men	Oesophageal Cancer (C15)	2017	19.82	19.81	NA	-0.7896*	4	4
Men	Pancreatic Cancer (C25)	1976	19.81	19.64	NA	1.2345	5	5
Men	Pancreatic Cancer (C25)	1977	19.63	19.88	NA	1.2345	5	5
Men	Pancreatic Cancer (C25)	1978	20.11	20.13	NA	1.2345	5	5
Men	Pancreatic Cancer (C25)	1979	20.41	20.37	Joinpoint 1	NA	5	5
Men	Pancreatic Cancer (C25)	1980	20.12	19.94	NA	-2.1548	5	5
Men	Pancreatic Cancer (C25)	1981	19.31	19.51	NA	-2.1548	5	5
Men	Pancreatic Cancer (C25)	1982	18.85	19.09	Joinpoint 2	NA	5	5
Men	Pancreatic Cancer (C25)	1983	18.95	18.95	NA	-0.7212*	5	5
Men	Pancreatic Cancer (C25)	1984	19.18	18.81	NA	-0.7212*	5	5
Men	Pancreatic Cancer (C25)	1985	18.92	18.68	NA	-0.7212*	5	5
Men	Pancreatic Cancer (C25)	1986	18.47	18.54	NA	-0.7212*	5	5
Men	Pancreatic Cancer (C25)	1987	18.21	18.41	NA	-0.7212*	5	5
Men	Pancreatic Cancer (C25)	1988	18.15	18.27	NA	-0.7212*	5	5
Men	Pancreatic Cancer (C25)	1989	18.19	18.14	NA	-0.7212*	5	5
Men	Pancreatic Cancer (C25)	1990	18.07	18.01	NA	-0.7212*	5	5
Men	Pancreatic Cancer (C25)	1991	17.86	17.88	Joinpoint 3	NA	5	5
Men	Pancreatic Cancer (C25)	1992	17.47	17.42	NA	-2.5699*	5	5
Men	Pancreatic Cancer (C25)	1993	16.95	16.97	NA	-2.5699*	5	5
Men	Pancreatic Cancer (C25)	1994	16.43	16.54	NA	-2.5699*	5	5
Men	Pancreatic Cancer (C25)	1995	16.21	16.11	Joinpoint 4	NA	5	5
Men	Pancreatic Cancer (C25)	1996	16.11	16.08	NA	-0.2133	5	5
Men	Pancreatic Cancer (C25)	1997	16.15	16.04	NA	-0.2133	5	5
Men	Pancreatic Cancer (C25)	1998	15.84	16.01	NA	-0.2133	5	5
Men	Pancreatic Cancer (C25)	1999	15.95	15.98	NA	-0.2133	5	5
Men	Pancreatic Cancer (C25)	2000	15.85	15.94	NA	-0.2133	5	5
Men	Pancreatic Cancer (C25)	2001	16.03	15.91	NA	-0.2133	5	5
Men	Pancreatic Cancer (C25)	2002	15.94	15.87	Joinpoint 5	NA	5	5
Men	Pancreatic Cancer (C25)	2003	15.99	15.96	NA	0.5360*	5	5
Men	Pancreatic Cancer (C25)	2004	15.93	16.04	NA	0.5360*	5	5
Men	Pancreatic Cancer (C25)	2005	16.01	16.13	NA	0.5360*	5	5
Men	Pancreatic Cancer (C25)	2006	16.21	16.22	NA	0.5360*	5	5
Men	Pancreatic Cancer (C25)	2007	16.41	16.30	NA	0.5360*	5	5
Men	Pancreatic Cancer (C25)	2008	16.52	16.39	NA	0.5360*	5	5
Men	Pancreatic Cancer (C25)	2009	16.40	16.48	NA	0.5360*	5	5
Men	Pancreatic Cancer (C25)	2010	16.58	16.57	NA	0.5360*	5	5
Men	Pancreatic Cancer (C25)	2011	16.78	16.66	NA	0.5360*	5	5
Men	Pancreatic Cancer (C25)	2012	16.89	16.75	NA	0.5360*	5	5
Men	Pancreatic Cancer (C25)	2013	16.83	16.84	NA	0.5360*	5	5
Men	Pancreatic Cancer (C25)	2014	16.65	16.93	NA	0.5360*	5	5
Men	Pancreatic Cancer (C25)	2015	16.94	17.02	NA	0.5360*	5	5
Men	Pancreatic Cancer (C25)	2016	17.05	17.11	NA	0.5360*	5	5
Men	Pancreatic Cancer (C25)	2017	17.36	17.20	NA	0.5360*	5	5
Men	Prostate Cancer (C61)	1976	40.33	40.05	NA	1.0018*	7	7
Men	Prostate Cancer (C61)	1977	40.52	40.45	NA	1.0018*	7	7
Men	Prostate Cancer (C61)	1978	40.68	40.85	NA	1.0018*	7	7
Men	Prostate Cancer (C61)	1979	40.96	41.26	NA	1.0018*	7	7
Men	Prostate Cancer (C61)	1980	41.50	41.68	NA	1.0018*	7	7
Men	Prostate Cancer (C61)	1981	41.92	42.09	NA	1.0018*	7	7
Men	Prostate Cancer (C61)	1982	42.72	42.51	Joinpoint 1	NA	7	7
Men	Prostate Cancer (C61)	1983	45.40	45.20	NA	6.3107*	7	7
Men	Prostate Cancer (C61)	1984	48.50	48.05	NA	6.3107*	7	7
Men	Prostate Cancer (C61)	1985	50.99	51.08	Joinpoint 2	NA	7	7
Men	Prostate Cancer (C61)	1986	52.25	52.38	NA	2.5327*	7	7
Men	Prostate Cancer (C61)	1987	53.21	53.70	NA	2.5327*	7	7
Men	Prostate Cancer (C61)	1988	55.02	55.06	NA	2.5327*	7	7
Men	Prostate Cancer (C61)	1989	56.45	56.46	NA	2.5327*	7	7
Men	Prostate Cancer (C61)	1990	58.36	57.89	NA	2.5327*	7	7
Men	Prostate Cancer (C61)	1991	59.70	59.35	NA	2.5327*	7	7
Men	Prostate Cancer (C61)	1992	60.48	60.86	Joinpoint 3	NA	7	7
Men	Prostate Cancer (C61)	1993	60.38	60.53	NA	-0.5350	7	7
Men	Prostate Cancer (C61)	1994	60.30	60.21	NA	-0.5350	7	7
Men	Prostate Cancer (C61)	1995	59.82	59.88	Joinpoint 4	NA	7	7
Men	Prostate Cancer (C61)	1996	58.73	58.62	NA	-2.1204*	7	7
Men	Prostate Cancer (C61)	1997	57.30	57.37	NA	-2.1204*	7	7
Men	Prostate Cancer (C61)	1998	56.17	56.16	NA	-2.1204*	7	7
Men	Prostate Cancer (C61)	1999	55.08	54.97	Joinpoint 5	NA	7	7
Men	Prostate Cancer (C61)	2000	55.17	55.31	NA	0.6353	7	7
Men	Prostate Cancer (C61)	2001	55.40	55.67	NA	0.6353	7	7
Men	Prostate Cancer (C61)	2002	56.48	56.02	NA	0.6353	7	7
Men	Prostate Cancer (C61)	2003	56.21	56.38	Joinpoint 6	NA	7	7
Men	Prostate Cancer (C61)	2004	55.36	55.22	NA	-2.0436*	7	7
Men	Prostate Cancer (C61)	2005	53.92	54.09	NA	-2.0436*	7	7
Men	Prostate Cancer (C61)	2006	52.92	52.99	NA	-2.0436*	7	7
Men	Prostate Cancer (C61)	2007	52.09	51.91	Joinpoint 7	NA	7	7
Men	Prostate Cancer (C61)	2008	51.36	51.35	NA	-1.0632*	7	7
Men	Prostate Cancer (C61)	2009	50.81	50.81	NA	-1.0632*	7	7
Men	Prostate Cancer (C61)	2010	50.50	50.27	NA	-1.0632*	7	7
Men	Prostate Cancer (C61)	2011	50.01	49.73	NA	-1.0632*	7	7
Men	Prostate Cancer (C61)	2012	48.97	49.20	NA	-1.0632*	7	7
Men	Prostate Cancer (C61)	2013	48.30	48.68	NA	-1.0632*	7	7
Men	Prostate Cancer (C61)	2014	47.71	48.16	NA	-1.0632*	7	7
Men	Prostate Cancer (C61)	2015	47.51	47.65	NA	-1.0632*	7	7
Men	Prostate Cancer (C61)	2016	47.44	47.15	NA	-1.0632*	7	7
Men	Prostate Cancer (C61)	2017	46.96	46.64	NA	-1.0632*	7	7
Women	All Cancers Combined (C00-C97)	1976	264.55	264.67	NA	0.5187*	6	6
Women	All Cancers Combined (C00-C97)	1977	266.04	266.04	NA	0.5187*	6	6
Women	All Cancers Combined (C00-C97)	1978	267.19	267.42	NA	0.5187*	6	6
Women	All Cancers Combined (C00-C97)	1979	269.08	268.81	NA	0.5187*	6	6
Women	All Cancers Combined (C00-C97)	1980	270.68	270.20	NA	0.5187*	6	6
Women	All Cancers Combined (C00-C97)	1981	271.51	271.60	NA	0.5187*	6	6
Women	All Cancers Combined (C00-C97)	1982	272.60	273.01	Joinpoint 1	NA	6	6
Women	All Cancers Combined (C00-C97)	1983	277.43	277.45	NA	1.6269*	6	6
Women	All Cancers Combined (C00-C97)	1984	282.35	281.97	NA	1.6269*	6	6
Women	All Cancers Combined (C00-C97)	1985	286.10	286.56	Joinpoint 2	NA	6	6
Women	All Cancers Combined (C00-C97)	1986	286.78	287.14	NA	0.2044	6	6
Women	All Cancers Combined (C00-C97)	1987	287.52	287.73	NA	0.2044	6	6
Women	All Cancers Combined (C00-C97)	1988	289.71	288.32	NA	0.2044	6	6
Women	All Cancers Combined (C00-C97)	1989	289.22	288.91	NA	0.2044	6	6
Women	All Cancers Combined (C00-C97)	1990	288.27	289.50	Joinpoint 3	NA	6	6
Women	All Cancers Combined (C00-C97)	1991	286.13	286.22	NA	-1.1326*	6	6
Women	All Cancers Combined (C00-C97)	1992	283.49	282.97	NA	-1.1326*	6	6
Women	All Cancers Combined (C00-C97)	1993	280.20	279.77	NA	-1.1326*	6	6
Women	All Cancers Combined (C00-C97)	1994	275.93	276.60	NA	-1.1326*	6	6
Women	All Cancers Combined (C00-C97)	1995	273.48	273.47	NA	-1.1326*	6	6
Women	All Cancers Combined (C00-C97)	1996	270.29	270.37	NA	-1.1326*	6	6
Women	All Cancers Combined (C00-C97)	1997	267.64	267.31	NA	-1.1326*	6	6
Women	All Cancers Combined (C00-C97)	1998	264.28	264.28	NA	-1.1326*	6	6
Women	All Cancers Combined (C00-C97)	1999	261.23	261.29	Joinpoint 4	NA	6	6
Women	All Cancers Combined (C00-C97)	2000	260.16	260.39	NA	-0.3437	6	6
Women	All Cancers Combined (C00-C97)	2001	259.66	259.50	NA	-0.3437	6	6
Women	All Cancers Combined (C00-C97)	2002	259.48	258.60	Joinpoint 5	NA	6	6
Women	All Cancers Combined (C00-C97)	2003	256.60	256.57	NA	-0.7849*	6	6
Women	All Cancers Combined (C00-C97)	2004	254.04	254.56	NA	-0.7849*	6	6
Women	All Cancers Combined (C00-C97)	2005	251.44	252.56	NA	-0.7849*	6	6
Women	All Cancers Combined (C00-C97)	2006	250.55	250.58	NA	-0.7849*	6	6
Women	All Cancers Combined (C00-C97)	2007	249.31	248.61	NA	-0.7849*	6	6
Women	All Cancers Combined (C00-C97)	2008	247.09	246.66	NA	-0.7849*	6	6
Women	All Cancers Combined (C00-C97)	2009	244.42	244.73	NA	-0.7849*	6	6
Women	All Cancers Combined (C00-C97)	2010	241.95	242.80	NA	-0.7849*	6	6
Women	All Cancers Combined (C00-C97)	2011	241.37	240.90	NA	-0.7849*	6	6
Women	All Cancers Combined (C00-C97)	2012	239.59	239.01	Joinpoint 6	NA	6	6
Women	All Cancers Combined (C00-C97)	2013	237.47	236.60	NA	-1.0066*	6	6
Women	All Cancers Combined (C00-C97)	2014	233.02	234.22	NA	-1.0066*	6	6
Women	All Cancers Combined (C00-C97)	2015	231.48	231.86	NA	-1.0066*	6	6
Women	All Cancers Combined (C00-C97)	2016	229.15	229.53	NA	-1.0066*	6	6
Women	All Cancers Combined (C00-C97)	2017	228.04	227.22	NA	-1.0066*	6	6
Women	Bowel Cancer (C18-C20)	1976	43.14	43.14	NA	-1.8462*	5	5
Women	Bowel Cancer (C18-C20)	1977	42.38	42.34	NA	-1.8462*	5	5
Women	Bowel Cancer (C18-C20)	1978	41.29	41.56	NA	-1.8462*	5	5
Women	Bowel Cancer (C18-C20)	1979	41.00	40.80	NA	-1.8462*	5	5
Women	Bowel Cancer (C18-C20)	1980	40.23	40.04	NA	-1.8462*	5	5
Women	Bowel Cancer (C18-C20)	1981	39.21	39.30	NA	-1.8462*	5	5
Women	Bowel Cancer (C18-C20)	1982	38.53	38.58	Joinpoint 1	NA	5	5
Women	Bowel Cancer (C18-C20)	1983	38.56	38.70	NA	0.3281	5	5
Women	Bowel Cancer (C18-C20)	1984	39.10	38.83	NA	0.3281	5	5
Women	Bowel Cancer (C18-C20)	1985	38.80	38.96	Joinpoint 2	NA	5	5
Women	Bowel Cancer (C18-C20)	1986	38.30	38.35	NA	-1.5686*	5	5
Women	Bowel Cancer (C18-C20)	1987	37.59	37.75	NA	-1.5686*	5	5
Women	Bowel Cancer (C18-C20)	1988	37.38	37.15	NA	-1.5686*	5	5
Women	Bowel Cancer (C18-C20)	1989	36.70	36.57	NA	-1.5686*	5	5
Women	Bowel Cancer (C18-C20)	1990	36.11	36.00	NA	-1.5686*	5	5
Women	Bowel Cancer (C18-C20)	1991	35.45	35.43	Joinpoint 3	NA	5	5
Women	Bowel Cancer (C18-C20)	1992	34.41	34.34	NA	-3.0792*	5	5
Women	Bowel Cancer (C18-C20)	1993	33.28	33.28	NA	-3.0792*	5	5
Women	Bowel Cancer (C18-C20)	1994	31.97	32.26	NA	-3.0792*	5	5
Women	Bowel Cancer (C18-C20)	1995	31.23	31.27	NA	-3.0792*	5	5
Women	Bowel Cancer (C18-C20)	1996	30.26	30.30	NA	-3.0792*	5	5
Women	Bowel Cancer (C18-C20)	1997	29.32	29.37	NA	-3.0792*	5	5
Women	Bowel Cancer (C18-C20)	1998	28.49	28.47	NA	-3.0792*	5	5
Women	Bowel Cancer (C18-C20)	1999	27.55	27.59	NA	-3.0792*	5	5
Women	Bowel Cancer (C18-C20)	2000	26.71	26.74	NA	-3.0792*	5	5
Women	Bowel Cancer (C18-C20)	2001	25.92	25.92	Joinpoint 4	NA	5	5
Women	Bowel Cancer (C18-C20)	2002	25.55	25.57	NA	-1.3452*	5	5
Women	Bowel Cancer (C18-C20)	2003	25.25	25.22	NA	-1.3452*	5	5
Women	Bowel Cancer (C18-C20)	2004	24.88	24.88	NA	-1.3452*	5	5
