"Year","Cancer Type","Geography","Sex","ASR (Europe)"
2014,"Bowel Cancer (C18-C20)","UK","Women",58.0847549583639
2015,"Bowel Cancer (C18-C20)","UK","Women",57.6267045501599
2016,"Bowel Cancer (C18-C20)","UK","Women",56.986063299647
2017,"Bowel Cancer (C18-C20)","UK","Women",56.6315712198199
1994,"Breast Cancer (C50)","UK","Women",136.820467727152
1995,"Breast Cancer (C50)","UK","Women",137.993346395844
1996,"Breast Cancer (C50)","UK","Women",140.346637015712
1997,"Breast Cancer (C50)","UK","Women",143.665769704384
1998,"Breast Cancer (C50)","UK","Women",148.23854752273
1999,"Breast Cancer (C50)","UK","Women",149.90153647515
2000,"Breast Cancer (C50)","UK","Women",151.242835867988
2001,"Breast Cancer (C50)","UK","Women",151.052744672026
2002,"Breast Cancer (C50)","UK","Women",154.148059659114
2003,"Breast Cancer (C50)","UK","Women",156.860819446663
2004,"Breast Cancer (C50)","UK","Women",160.23882732837
2005,"Breast Cancer (C50)","UK","Women",160.74648327135
2006,"Breast Cancer (C50)","UK","Women",160.80192034322
2007,"Breast Cancer (C50)","UK","Women",161.981252677047
2008,"Breast Cancer (C50)","UK","Women",162.776296646491
2009,"Breast Cancer (C50)","UK","Women",164.61503464888
2010,"Breast Cancer (C50)","UK","Women",164.317360847092
2011,"Breast Cancer (C50)","UK","Women",165.169988924937
2012,"Breast Cancer (C50)","UK","Women",167.17286486324
2013,"Breast Cancer (C50)","UK","Women",170.109831049397
2014,"Breast Cancer (C50)","UK","Women",171.805629767916
2015,"Breast Cancer (C50)","UK","Women",170.81341334891
2016,"Breast Cancer (C50)","UK","Women",168.766628962915
2017,"Breast Cancer (C50)","UK","Women",169.183175568719
1994,"Lung Cancer (C33-C34)","UK","Women",53.2686867194632
1995,"Lung Cancer (C33-C34)","UK","Women",53.4246357139068
1996,"Lung Cancer (C33-C34)","UK","Women",53.4035863597136
1997,"Lung Cancer (C33-C34)","UK","Women",53.6911095946908
1998,"Lung Cancer (C33-C34)","UK","Women",54.1680787857826
1999,"Lung Cancer (C33-C34)","UK","Women",54.8935990069361
2000,"Lung Cancer (C33-C34)","UK","Women",55.3046940279793
2001,"Lung Cancer (C33-C34)","UK","Women",55.5514094166791
2002,"Lung Cancer (C33-C34)","UK","Women",55.7140819051542
2003,"Lung Cancer (C33-C34)","UK","Women",56.3958291359782
2004,"Lung Cancer (C33-C34)","UK","Women",57.5330694529134
2005,"Lung Cancer (C33-C34)","UK","Women",59.0856205260811
2006,"Lung Cancer (C33-C34)","UK","Women",60.558189696265
2007,"Lung Cancer (C33-C34)","UK","Women",62.4085891536455
2008,"Lung Cancer (C33-C34)","UK","Women",63.3865616337548
2009,"Lung Cancer (C33-C34)","UK","Women",64.3865631996629
2010,"Lung Cancer (C33-C34)","UK","Women",65.1617317022272
2011,"Lung Cancer (C33-C34)","UK","Women",66.9462154009619
2012,"Lung Cancer (C33-C34)","UK","Women",68.4570268207001
2013,"Lung Cancer (C33-C34)","UK","Women",69.4394935898529
2014,"Lung Cancer (C33-C34)","UK","Women",69.5365595691859
2015,"Lung Cancer (C33-C34)","UK","Women",69.8302994383228
2016,"Lung Cancer (C33-C34)","UK","Women",70.2757067460413
2017,"Lung Cancer (C33-C34)","UK","Women",70.5335700699962
1994,"Oesophageal Cancer (C15)","UK","Women",9.95508379911001
1995,"Oesophageal Cancer (C15)","UK","Women",9.85933748470841
1996,"Oesophageal Cancer (C15)","UK","Women",9.73478128781789
1997,"Oesophageal Cancer (C15)","UK","Women",9.72913196979386
1998,"Oesophageal Cancer (C15)","UK","Women",9.9283472410432
1999,"Oesophageal Cancer (C15)","UK","Women",10.0054797697101
2000,"Oesophageal Cancer (C15)","UK","Women",10.0366979489308
2001,"Oesophageal Cancer (C15)","UK","Women",9.87058584063193
2002,"Oesophageal Cancer (C15)","UK","Women",9.72816749638178
2003,"Oesophageal Cancer (C15)","UK","Women",9.58690039842035
2004,"Oesophageal Cancer (C15)","UK","Women",9.53438339973358
2005,"Oesophageal Cancer (C15)","UK","Women",9.51307055623752
2006,"Oesophageal Cancer (C15)","UK","Women",9.50637183263077
2007,"Oesophageal Cancer (C15)","UK","Women",9.38562805915969
2008,"Oesophageal Cancer (C15)","UK","Women",9.21657558577423
2009,"Oesophageal Cancer (C15)","UK","Women",9.18459274637362
2010,"Oesophageal Cancer (C15)","UK","Women",9.10461400956609
2011,"Oesophageal Cancer (C15)","UK","Women",9.18132210698004
2012,"Oesophageal Cancer (C15)","UK","Women",9.18295524322542
2013,"Oesophageal Cancer (C15)","UK","Women",9.19916185150426
2014,"Oesophageal Cancer (C15)","UK","Women",9.12598785910026
2015,"Oesophageal Cancer (C15)","UK","Women",8.85913414711801
2016,"Oesophageal Cancer (C15)","UK","Women",8.63245210746967
2017,"Oesophageal Cancer (C15)","UK","Women",8.41594348981022
1994,"Pancreatic Cancer (C25)","UK","Women",12.7670978610861
1995,"Pancreatic Cancer (C25)","UK","Women",12.645380943774
1996,"Pancreatic Cancer (C25)","UK","Women",12.5409957582482
1997,"Pancreatic Cancer (C25)","UK","Women",12.4809975615984
1998,"Pancreatic Cancer (C25)","UK","Women",12.6652185909833
1999,"Pancreatic Cancer (C25)","UK","Women",12.7586445434015
2000,"Pancreatic Cancer (C25)","UK","Women",13.0110563361981
2001,"Pancreatic Cancer (C25)","UK","Women",12.872849421639
2002,"Pancreatic Cancer (C25)","UK","Women",12.9637336294338
2003,"Pancreatic Cancer (C25)","UK","Women",13.1471664344338
2004,"Pancreatic Cancer (C25)","UK","Women",13.4751843253856
2005,"Pancreatic Cancer (C25)","UK","Women",13.7289317910378
2006,"Pancreatic Cancer (C25)","UK","Women",13.8917067841087
2007,"Pancreatic Cancer (C25)","UK","Women",14.0905007781157
2008,"Pancreatic Cancer (C25)","UK","Women",14.280316349171
2009,"Pancreatic Cancer (C25)","UK","Women",14.4638621204509
2010,"Pancreatic Cancer (C25)","UK","Women",14.6556686381371
2011,"Pancreatic Cancer (C25)","UK","Women",14.782733737153
2012,"Pancreatic Cancer (C25)","UK","Women",15.1229862602391
2013,"Pancreatic Cancer (C25)","UK","Women",15.209876874219
2014,"Pancreatic Cancer (C25)","UK","Women",15.3995033799204
2015,"Pancreatic Cancer (C25)","UK","Women",15.2726846203566
2016,"Pancreatic Cancer (C25)","UK","Women",15.2982503023758
2017,"Pancreatic Cancer (C25)","UK","Women",15.0765866052754
