"age_group"	"sex"	"level"	"year"	"value"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
2-10 years	Boys	Overweight including obese	2000	26.16	28.14	NA	3.4456*	1	1
2-10 years	Boys	Overweight including obese	2001	29.52	29.11	NA	3.4456*	1	1
2-10 years	Boys	Overweight including obese	2002	29.02	30.11	NA	3.4456*	1	1
2-10 years	Boys	Overweight including obese	2003	30.51	31.15	Joinpoint 1	NA	1	1
2-10 years	Boys	Overweight including obese	2004	30.74	30.77	NA	-1.2135*	1	1
2-10 years	Boys	Overweight including obese	2005	33.62	30.40	NA	-1.2135*	1	1
2-10 years	Boys	Overweight including obese	2006	29.82	30.03	NA	-1.2135*	1	1
2-10 years	Boys	Overweight including obese	2007	29.80	29.66	NA	-1.2135*	1	1
2-10 years	Boys	Overweight including obese	2008	28.29	29.30	NA	-1.2135*	1	1
2-10 years	Boys	Overweight including obese	2009	29.95	28.95	NA	-1.2135*	1	1
2-10 years	Boys	Overweight including obese	2010	29.60	28.60	NA	-1.2135*	1	1
2-10 years	Boys	Overweight including obese	2011	27.35	28.25	NA	-1.2135*	1	1
2-10 years	Boys	Overweight including obese	2012	23.96	27.91	NA	-1.2135*	1	1
2-10 years	Boys	Overweight including obese	2013	26.42	27.57	NA	-1.2135*	1	1
2-10 years	Boys	Overweight including obese	2014	30.35	27.23	NA	-1.2135*	1	1
2-10 years	Boys	Overweight including obese	2015	28.44	26.90	NA	-1.2135*	1	1
2-10 years	Boys	Overweight including obese	2016	21.49	26.58	NA	-1.2135*	1	1
2-10 years	Boys	Overweight including obese	2017	28.50	26.25	NA	-1.2135*	1	1
2-10 years	Boys	Overweight including obese	2018	27.54	25.94	NA	-1.2135*	1	1
2-10 years	Boys	Overweight including obese	2019	26.35	25.62	NA	-1.2135*	1	1
2-10 years	Girls	Obese	1995	10.58	10.45	NA	3.9248*	1	1
2-10 years	Girls	Obese	1996	10.74	10.86	NA	3.9248*	1	1
2-10 years	Girls	Obese	1997	10.82	11.28	NA	3.9248*	1	1
2-10 years	Girls	Obese	1998	11.97	11.73	NA	3.9248*	1	1
2-10 years	Girls	Obese	1999	13.17	12.19	NA	3.9248*	1	1
2-10 years	Girls	Obese	2000	11.77	12.66	NA	3.9248*	1	1
2-10 years	Girls	Obese	2001	12.98	13.16	NA	3.9248*	1	1
2-10 years	Girls	Obese	2002	16.06	13.68	NA	3.9248*	1	1
2-10 years	Girls	Obese	2003	12.70	14.21	NA	3.9248*	1	1
2-10 years	Girls	Obese	2004	12.84	14.77	NA	3.9248*	1	1
2-10 years	Girls	Obese	2005	17.38	15.35	Joinpoint 1	NA	1	1
2-10 years	Girls	Obese	2006	13.51	14.96	NA	-2.5360*	1	1
2-10 years	Girls	Obese	2007	14.63	14.58	NA	-2.5360*	1	1
2-10 years	Girls	Obese	2008	13.30	14.21	NA	-2.5360*	1	1
2-10 years	Girls	Obese	2009	15.17	13.85	NA	-2.5360*	1	1
2-10 years	Girls	Obese	2010	13.86	13.50	NA	-2.5360*	1	1
2-10 years	Girls	Obese	2011	15.52	13.16	NA	-2.5360*	1	1
2-10 years	Girls	Obese	2012	10.30	12.83	NA	-2.5360*	1	1
2-10 years	Girls	Obese	2013	12.00	12.50	NA	-2.5360*	1	1
2-10 years	Girls	Obese	2014	14.05	12.18	NA	-2.5360*	1	1
2-10 years	Girls	Obese	2015	11.43	11.87	NA	-2.5360*	1	1
2-10 years	Girls	Obese	2016	13.94	11.57	NA	-2.5360*	1	1
2-10 years	Girls	Obese	2017	11.63	11.28	NA	-2.5360*	1	1
2-10 years	Girls	Obese	2018	12.38	10.99	NA	-2.5360*	1	1
2-10 years	Girls	Obese	2019	7.95	10.72	NA	-2.5360*	1	1
2-10 years	Girls	Overweight	1995	12.79	13.02	NA	-0.2498	0	0
2-10 years	Girls	Overweight	1996	11.28	12.99	NA	-0.2498	0	0
2-10 years	Girls	Overweight	1997	12.07	12.96	NA	-0.2498	0	0
2-10 years	Girls	Overweight	1998	12.64	12.92	NA	-0.2498	0	0
2-10 years	Girls	Overweight	1999	13.62	12.89	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2000	11.74	12.86	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2001	14.51	12.83	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2002	13.50	12.80	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2003	14.17	12.76	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2004	15.06	12.73	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2005	12.83	12.70	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2006	13.16	12.67	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2007	13.93	12.64	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2008	13.00	12.61	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2009	11.51	12.57	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2010	12.97	12.54	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2011	8.74	12.51	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2012	12.46	12.48	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2013	12.81	12.45	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2014	14.07	12.42	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2015	12.03	12.39	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2016	11.57	12.36	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2017	12.37	12.33	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2018	10.48	12.29	NA	-0.2498	0	0
2-10 years	Girls	Overweight	2019	14.62	12.26	NA	-0.2498	0	0
2-10 years	Girls	Overweight including obese	1995	23.38	22.47	NA	2.7642*	1	1
2-10 years	Girls	Overweight including obese	1996	22.02	23.09	NA	2.7642*	1	1
2-10 years	Girls	Overweight including obese	1997	22.89	23.73	NA	2.7642*	1	1
2-10 years	Girls	Overweight including obese	1998	24.61	24.38	NA	2.7642*	1	1
2-10 years	Girls	Overweight including obese	1999	26.79	25.05	NA	2.7642*	1	1
2-10 years	Girls	Overweight including obese	2000	23.51	25.75	NA	2.7642*	1	1
2-10 years	Girls	Overweight including obese	2001	27.50	26.46	NA	2.7642*	1	1
2-10 years	Girls	Overweight including obese	2002	29.57	27.19	NA	2.7642*	1	1
2-10 years	Girls	Overweight including obese	2003	26.87	27.94	NA	2.7642*	1	1
2-10 years	Girls	Overweight including obese	2004	27.90	28.71	Joinpoint 1	NA	1	1
2-10 years	Girls	Overweight including obese	2005	30.21	28.29	NA	-1.4876*	1	1
2-10 years	Girls	Overweight including obese	2006	26.67	27.87	NA	-1.4876*	1	1
2-10 years	Girls	Overweight including obese	2007	28.56	27.45	NA	-1.4876*	1	1
2-10 years	Girls	Overweight including obese	2008	26.30	27.04	NA	-1.4876*	1	1
2-10 years	Girls	Overweight including obese	2009	26.68	26.64	NA	-1.4876*	1	1
2-10 years	Girls	Overweight including obese	2010	26.83	26.24	NA	-1.4876*	1	1
2-10 years	Girls	Overweight including obese	2011	24.25	25.85	NA	-1.4876*	1	1
2-10 years	Girls	Overweight including obese	2012	22.76	25.47	NA	-1.4876*	1	1
2-10 years	Girls	Overweight including obese	2013	24.81	25.09	NA	-1.4876*	1	1
2-10 years	Girls	Overweight including obese	2014	28.12	24.72	NA	-1.4876*	1	1
2-10 years	Girls	Overweight including obese	2015	23.46	24.35	NA	-1.4876*	1	1
2-10 years	Girls	Overweight including obese	2016	25.51	23.99	NA	-1.4876*	1	1
2-10 years	Girls	Overweight including obese	2017	24.00	23.63	NA	-1.4876*	1	1
2-10 years	Girls	Overweight including obese	2018	22.86	23.28	NA	-1.4876*	1	1
2-10 years	Girls	Overweight including obese	2019	22.56	22.93	NA	-1.4876*	1	1
2-15 years	All children	Obese	1995	11.68	11.75	NA	5.0608*	2	2
2-15 years	All children	Obese	1996	12.24	12.34	NA	5.0608*	2	2
2-15 years	All children	Obese	1997	12.77	12.97	NA	5.0608*	2	2
2-15 years	All children	Obese	1998	13.69	13.62	NA	5.0608*	2	2
2-15 years	All children	Obese	1999	15.54	14.31	NA	5.0608*	2	2
2-15 years	All children	Obese	2000	14.50	15.04	NA	5.0608*	2	2
2-15 years	All children	Obese	2001	15.19	15.80	NA	5.0608*	2	2
2-15 years	All children	Obese	2002	17.35	16.60	NA	5.0608*	2	2
2-15 years	All children	Obese	2003	16.90	17.44	NA	5.0608*	2	2
2-15 years	All children	Obese	2004	18.92	18.32	Joinpoint 1	NA	2	2
2-15 years	All children	Obese	2005	18.64	17.85	NA	-2.5761*	2	2
2-15 years	All children	Obese	2006	16.33	17.39	NA	-2.5761*	2	2
2-15 years	All children	Obese	2007	16.79	16.94	NA	-2.5761*	2	2
2-15 years	All children	Obese	2008	16.04	16.50	NA	-2.5761*	2	2
2-15 years	All children	Obese	2009	15.66	16.08	NA	-2.5761*	2	2
2-15 years	All children	Obese	2010	15.97	15.67	NA	-2.5761*	2	2
2-15 years	All children	Obese	2011	16.26	15.26	NA	-2.5761*	2	2
2-15 years	All children	Obese	2012	13.72	14.87	Joinpoint 2	NA	2	2
2-15 years	All children	Obese	2013	15.23	15.06	NA	1.2820	2	2
2-15 years	All children	Obese	2014	17.11	15.25	NA	1.2820	2	2
2-15 years	All children	Obese	2015	14.02	15.45	NA	1.2820	2	2
2-15 years	All children	Obese	2016	15.97	15.65	NA	1.2820	2	2
2-15 years	All children	Obese	2017	16.93	15.85	NA	1.2820	2	2
2-15 years	All children	Obese	2018	15.04	16.05	NA	1.2820	2	2
2-15 years	All children	Obese	2019	16.32	16.26	NA	1.2820	2	2
2-15 years	All children	Overweight	1995	13.32	13.19	NA	1.3533*	1	1
2-15 years	All children	Overweight	1996	13.36	13.37	NA	1.3533*	1	1
2-15 years	All children	Overweight	1997	13.16	13.55	NA	1.3533*	1	1
2-15 years	All children	Overweight	1998	14.30	13.73	NA	1.3533*	1	1
2-15 years	All children	Overweight	1999	14.13	13.92	NA	1.3533*	1	1
2-15 years	All children	Overweight	2000	12.72	14.11	NA	1.3533*	1	1
2-15 years	All children	Overweight	2001	15.54	14.30	NA	1.3533*	1	1
2-15 years	All children	Overweight	2002	14.05	14.49	NA	1.3533*	1	1
2-15 years	All children	Overweight	2003	15.02	14.69	NA	1.3533*	1	1
2-15 years	All children	Overweight	2004	15.37	14.89	Joinpoint 1	NA	1	1
2-15 years	All children	Overweight	2005	14.78	14.76	NA	-0.8694*	1	1
2-15 years	All children	Overweight	2006	13.97	14.63	NA	-0.8694*	1	1
2-15 years	All children	Overweight	2007	14.30	14.50	NA	-0.8694*	1	1
2-15 years	All children	Overweight	2008	14.29	14.37	NA	-0.8694*	1	1
2-15 years	All children	Overweight	2009	14.17	14.25	NA	-0.8694*	1	1
2-15 years	All children	Overweight	2010	14.32	14.13	NA	-0.8694*	1	1
2-15 years	All children	Overweight	2011	13.71	14.00	NA	-0.8694*	1	1
2-15 years	All children	Overweight	2012	14.22	13.88	NA	-0.8694*	1	1
2-15 years	All children	Overweight	2013	14.24	13.76	NA	-0.8694*	1	1
2-15 years	All children	Overweight	2014	14.13	13.64	NA	-0.8694*	1	1
2-15 years	All children	Overweight	2015	14.21	13.52	NA	-0.8694*	1	1
2-15 years	All children	Overweight	2016	11.75	13.40	NA	-0.8694*	1	1
2-15 years	All children	Overweight	2017	13.03	13.29	NA	-0.8694*	1	1
2-15 years	All children	Overweight	2018	13.19	13.17	NA	-0.8694*	1	1
2-15 years	All children	Overweight	2019	13.66	13.06	NA	-0.8694*	1	1
2-15 years	All children	Overweight including obese	1995	25.00	24.86	NA	3.3050*	1	1
2-15 years	All children	Overweight including obese	1996	25.60	25.68	NA	3.3050*	1	1
2-15 years	All children	Overweight including obese	1997	25.93	26.53	NA	3.3050*	1	1
2-15 years	All children	Overweight including obese	1998	27.99	27.41	NA	3.3050*	1	1
2-15 years	All children	Overweight including obese	1999	29.67	28.31	NA	3.3050*	1	1
2-15 years	All children	Overweight including obese	2000	27.22	29.25	NA	3.3050*	1	1
2-15 years	All children	Overweight including obese	2001	30.73	30.22	NA	3.3050*	1	1
2-15 years	All children	Overweight including obese	2002	31.40	31.21	NA	3.3050*	1	1
2-15 years	All children	Overweight including obese	2003	31.92	32.25	Joinpoint 1	NA	1	1
2-15 years	All children	Overweight including obese	2004	34.29	31.98	NA	-0.8184*	1	1
2-15 years	All children	Overweight including obese	2005	33.43	31.72	NA	-0.8184*	1	1
2-15 years	All children	Overweight including obese	2006	30.29	31.46	NA	-0.8184*	1	1
2-15 years	All children	Overweight including obese	2007	31.09	31.20	NA	-0.8184*	1	1
2-15 years	All children	Overweight including obese	2008	30.33	30.95	NA	-0.8184*	1	1
2-15 years	All children	Overweight including obese	2009	29.83	30.69	NA	-0.8184*	1	1
2-15 years	All children	Overweight including obese	2010	30.30	30.44	NA	-0.8184*	1	1
2-15 years	All children	Overweight including obese	2011	29.97	30.19	NA	-0.8184*	1	1
2-15 years	All children	Overweight including obese	2012	27.94	29.95	NA	-0.8184*	1	1
2-15 years	All children	Overweight including obese	2013	29.47	29.70	NA	-0.8184*	1	1
2-15 years	All children	Overweight including obese	2014	31.23	29.46	NA	-0.8184*	1	1
2-15 years	All children	Overweight including obese	2015	28.23	29.22	NA	-0.8184*	1	1
2-15 years	All children	Overweight including obese	2016	27.71	28.98	NA	-0.8184*	1	1
2-15 years	All children	Overweight including obese	2017	29.96	28.74	NA	-0.8184*	1	1
2-15 years	All children	Overweight including obese	2018	28.23	28.51	NA	-0.8184*	1	1
2-15 years	All children	Overweight including obese	2019	29.98	28.27	NA	-0.8184*	1	1
2-15 years	Boys	Obese	1995	11.12	11.59	NA	5.6418*	2	2
2-15 years	Boys	Obese	1996	12.11	12.24	NA	5.6418*	2	2
2-15 years	Boys	Obese	1997	12.94	12.93	NA	5.6418*	2	2
2-15 years	Boys	Obese	1998	13.40	13.66	NA	5.6418*	2	2
2-15 years	Boys	Obese	1999	17.03	14.43	NA	5.6418*	2	2
2-15 years	Boys	Obese	2000	14.66	15.25	NA	5.6418*	2	2
2-15 years	Boys	Obese	2001	15.61	16.11	NA	5.6418*	2	2
2-15 years	Boys	Obese	2002	17.28	17.02	NA	5.6418*	2	2
2-15 years	Boys	Obese	2003	17.41	17.98	NA	5.6418*	2	2
2-15 years	Boys	Obese	2004	19.36	18.99	Joinpoint 1	NA	2	2
2-15 years	Boys	Obese	2005	18.47	18.48	NA	-2.6842	2	2
2-15 years	Boys	Obese	2006	17.62	17.98	NA	-2.6842	2	2
2-15 years	Boys	Obese	2007	17.13	17.50	NA	-2.6842	2	2
2-15 years	Boys	Obese	2008	16.85	17.03	NA	-2.6842	2	2
2-15 years	Boys	Obese	2009	16.05	16.57	NA	-2.6842	2	2
2-15 years	Boys	Obese	2010	17.07	16.13	NA	-2.6842	2	2
2-15 years	Boys	Obese	2011	16.62	15.70	NA	-2.6842	2	2
2-15 years	Boys	Obese	2012	14.04	15.28	Joinpoint 2	NA	2	2
2-15 years	Boys	Obese	2013	15.69	15.68	NA	2.6261	2	2
2-15 years	Boys	Obese	2014	18.57	16.09	NA	2.6261	2	2
2-15 years	Boys	Obese	2015	15.38	16.51	NA	2.6261	2	2
2-15 years	Boys	Obese	2016	15.85	16.94	NA	2.6261	2	2
2-15 years	Boys	Obese	2017	17.97	17.39	NA	2.6261	2	2
2-15 years	Boys	Obese	2018	16.31	17.85	NA	2.6261	2	2
2-15 years	Boys	Obese	2019	19.86	18.31	NA	2.6261	2	2
2-15 years	Boys	Overweight	1995	13.35	14.55	NA	-0.3557	0	0
2-15 years	Boys	Overweight	1996	14.58	14.49	NA	-0.3557	0	0
2-15 years	Boys	Overweight	1997	13.13	14.44	NA	-0.3557	0	0
2-15 years	Boys	Overweight	1998	14.80	14.39	NA	-0.3557	0	0
2-15 years	Boys	Overweight	1999	14.61	14.34	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2000	12.58	14.29	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2001	15.31	14.24	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2002	13.88	14.19	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2003	14.85	14.14	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2004	13.91	14.09	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2005	16.09	14.04	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2006	13.50	13.99	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2007	14.28	13.94	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2008	14.56	13.89	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2009	15.37	13.84	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2010	14.29	13.79	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2011	14.81	13.74	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2012	13.85	13.69	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2013	14.17	13.64	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2014	13.17	13.59	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2015	14.95	13.55	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2016	10.11	13.50	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2017	13.48	13.45	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2018	14.10	13.40	NA	-0.3557	0	0
2-15 years	Boys	Overweight	2019	12.11	13.35	NA	-0.3557	0	0
2-15 years	Boys	Overweight including obese	1995	24.46	25.21	NA	3.2431*	1	1
2-15 years	Boys	Overweight including obese	1996	26.69	26.03	NA	3.2431*	1	1
2-15 years	Boys	Overweight including obese	1997	26.07	26.87	NA	3.2431*	1	1
2-15 years	Boys	Overweight including obese	1998	28.20	27.74	NA	3.2431*	1	1
2-15 years	Boys	Overweight including obese	1999	31.64	28.64	NA	3.2431*	1	1
2-15 years	Boys	Overweight including obese	2000	27.24	29.57	NA	3.2431*	1	1
2-15 years	Boys	Overweight including obese	2001	30.92	30.53	NA	3.2431*	1	1
2-15 years	Boys	Overweight including obese	2002	31.16	31.52	NA	3.2431*	1	1
2-15 years	Boys	Overweight including obese	2003	32.26	32.54	Joinpoint 1	NA	1	1
2-15 years	Boys	Overweight including obese	2004	33.27	32.35	NA	-0.6100	1	1
2-15 years	Boys	Overweight including obese	2005	34.56	32.15	NA	-0.6100	1	1
2-15 years	Boys	Overweight including obese	2006	31.11	31.95	NA	-0.6100	1	1
2-15 years	Boys	Overweight including obese	2007	31.41	31.76	NA	-0.6100	1	1
2-15 years	Boys	Overweight including obese	2008	31.40	31.56	NA	-0.6100	1	1
2-15 years	Boys	Overweight including obese	2009	31.42	31.37	NA	-0.6100	1	1
2-15 years	Boys	Overweight including obese	2010	31.36	31.18	NA	-0.6100	1	1
2-15 years	Boys	Overweight including obese	2011	31.43	30.99	NA	-0.6100	1	1
2-15 years	Boys	Overweight including obese	2012	27.89	30.80	NA	-0.6100	1	1
2-15 years	Boys	Overweight including obese	2013	29.85	30.61	NA	-0.6100	1	1
2-15 years	Boys	Overweight including obese	2014	31.74	30.43	NA	-0.6100	1	1
2-15 years	Boys	Overweight including obese	2015	30.33	30.24	NA	-0.6100	1	1
2-15 years	Boys	Overweight including obese	2016	25.96	30.06	NA	-0.6100	1	1
2-15 years	Boys	Overweight including obese	2017	31.45	29.87	NA	-0.6100	1	1
2-15 years	Boys	Overweight including obese	2018	30.41	29.69	NA	-0.6100	1	1
2-15 years	Boys	Overweight including obese	2019	31.97	29.51	NA	-0.6100	1	1
2-15 years	Girls	Obese	1995	12.24	12.02	NA	4.0774*	1	1
2-15 years	Girls	Obese	1996	12.38	12.50	NA	4.0774*	1	1
2-15 years	Girls	Obese	1997	12.60	13.01	NA	4.0774*	1	1
2-15 years	Girls	Obese	1998	14.00	13.55	NA	4.0774*	1	1
2-15 years	Girls	Obese	1999	14.00	14.10	NA	4.0774*	1	1
2-15 years	Girls	Obese	2000	14.33	14.67	NA	4.0774*	1	1
2-15 years	Girls	Obese	2001	14.77	15.27	NA	4.0774*	1	1
2-15 years	Girls	Obese	2002	17.43	15.89	NA	4.0774*	1	1
2-15 years	Girls	Obese	2003	16.37	16.54	NA	4.0774*	1	1
2-15 years	Girls	Obese	2004	18.46	17.22	Joinpoint 1	NA	1	1
2-15 years	Girls	Obese	2005	18.82	16.94	NA	-1.6267*	1	1
2-15 years	Girls	Obese	2006	14.97	16.66	NA	-1.6267*	1	1
2-15 years	Girls	Obese	2007	16.44	16.39	NA	-1.6267*	1	1
2-15 years	Girls	Obese	2008	15.20	16.12	NA	-1.6267*	1	1
2-15 years	Girls	Obese	2009	15.26	15.86	NA	-1.6267*	1	1
2-15 years	Girls	Obese	2010	14.85	15.60	NA	-1.6267*	1	1
2-15 years	Girls	Obese	2011	15.88	15.35	NA	-1.6267*	1	1
2-15 years	Girls	Obese	2012	13.55	15.10	NA	-1.6267*	1	1
2-15 years	Girls	Obese	2013	14.75	14.85	NA	-1.6267*	1	1
2-15 years	Girls	Obese	2014	15.59	14.61	NA	-1.6267*	1	1
2-15 years	Girls	Obese	2015	12.60	14.37	NA	-1.6267*	1	1
2-15 years	Girls	Obese	2016	16.08	14.14	NA	-1.6267*	1	1
2-15 years	Girls	Obese	2017	15.88	13.91	NA	-1.6267*	1	1
2-15 years	Girls	Obese	2018	13.71	13.68	NA	-1.6267*	1	1
2-15 years	Girls	Obese	2019	12.62	13.46	NA	-1.6267*	1	1
2-15 years	Girls	Overweight	1995	13.29	12.64	NA	2.0201	1	1
2-15 years	Girls	Overweight	1996	12.07	12.90	NA	2.0201	1	1
2-15 years	Girls	Overweight	1997	13.20	13.16	NA	2.0201	1	1
2-15 years	Girls	Overweight	1998	13.77	13.42	NA	2.0201	1	1
2-15 years	Girls	Overweight	1999	13.65	13.69	NA	2.0201	1	1
2-15 years	Girls	Overweight	2000	12.86	13.97	NA	2.0201	1	1
2-15 years	Girls	Overweight	2001	15.78	14.25	NA	2.0201	1	1
2-15 years	Girls	Overweight	2002	14.21	14.54	NA	2.0201	1	1
2-15 years	Girls	Overweight	2003	15.20	14.84	Joinpoint 1	NA	1	1
2-15 years	Girls	Overweight	2004	16.92	14.73	NA	-0.6962	1	1
2-15 years	Girls	Overweight	2005	13.46	14.63	NA	-0.6962	1	1
2-15 years	Girls	Overweight	2006	14.46	14.53	NA	-0.6962	1	1
2-15 years	Girls	Overweight	2007	14.33	14.43	NA	-0.6962	1	1
2-15 years	Girls	Overweight	2008	14.00	14.33	NA	-0.6962	1	1
2-15 years	Girls	Overweight	2009	12.92	14.23	NA	-0.6962	1	1
2-15 years	Girls	Overweight	2010	14.35	14.13	NA	-0.6962	1	1
2-15 years	Girls	Overweight	2011	12.58	14.03	NA	-0.6962	1	1
2-15 years	Girls	Overweight	2012	14.61	13.93	NA	-0.6962	1	1
2-15 years	Girls	Overweight	2013	14.32	13.83	NA	-0.6962	1	1
2-15 years	Girls	Overweight	2014	15.12	13.74	NA	-0.6962	1	1
2-15 years	Girls	Overweight	2015	13.43	13.64	NA	-0.6962	1	1
2-15 years	Girls	Overweight	2016	13.42	13.55	NA	-0.6962	1	1
2-15 years	Girls	Overweight	2017	12.57	13.45	NA	-0.6962	1	1
2-15 years	Girls	Overweight	2018	12.24	13.36	NA	-0.6962	1	1
2-15 years	Girls	Overweight	2019	15.28	13.27	NA	-0.6962	1	1
2-15 years	Girls	Overweight including obese	1995	25.53	24.46	NA	3.3978*	1	1
2-15 years	Girls	Overweight including obese	1996	24.45	25.29	NA	3.3978*	1	1
2-15 years	Girls	Overweight including obese	1997	25.80	26.15	NA	3.3978*	1	1
2-15 years	Girls	Overweight including obese	1998	27.76	27.04	NA	3.3978*	1	1
2-15 years	Girls	Overweight including obese	1999	27.65	27.95	NA	3.3978*	1	1
2-15 years	Girls	Overweight including obese	2000	27.20	28.90	NA	3.3978*	1	1
2-15 years	Girls	Overweight including obese	2001	30.55	29.89	NA	3.3978*	1	1
2-15 years	Girls	Overweight including obese	2002	31.65	30.90	NA	3.3978*	1	1
2-15 years	Girls	Overweight including obese	2003	31.57	31.95	Joinpoint 1	NA	1	1
2-15 years	Girls	Overweight including obese	2004	35.38	31.61	NA	-1.0648*	1	1
2-15 years	Girls	Overweight including obese	2005	32.28	31.27	NA	-1.0648*	1	1
2-15 years	Girls	Overweight including obese	2006	29.43	30.94	NA	-1.0648*	1	1
2-15 years	Girls	Overweight including obese	2007	30.77	30.61	NA	-1.0648*	1	1
2-15 years	Girls	Overweight including obese	2008	29.20	30.29	NA	-1.0648*	1	1
2-15 years	Girls	Overweight including obese	2009	28.18	29.96	NA	-1.0648*	1	1
2-15 years	Girls	Overweight including obese	2010	29.20	29.64	NA	-1.0648*	1	1
2-15 years	Girls	Overweight including obese	2011	28.46	29.33	NA	-1.0648*	1	1
2-15 years	Girls	Overweight including obese	2012	27.99	29.02	NA	-1.0648*	1	1
2-15 years	Girls	Overweight including obese	2013	29.06	28.71	NA	-1.0648*	1	1
2-15 years	Girls	Overweight including obese	2014	30.71	28.40	NA	-1.0648*	1	1
2-15 years	Girls	Overweight including obese	2015	26.03	28.10	NA	-1.0648*	1	1
2-15 years	Girls	Overweight including obese	2016	29.50	27.80	NA	-1.0648*	1	1
2-15 years	Girls	Overweight including obese	2017	28.45	27.50	NA	-1.0648*	1	1
2-15 years	Girls	Overweight including obese	2018	25.95	27.21	NA	-1.0648*	1	1
2-15 years	Girls	Overweight including obese	2019	27.90	26.92	NA	-1.0648*	1	1
