"","year","age_group","variable","sex","cancer_site","PAF","count","attributable","rate_type","incidence_rate"
"273",2007,"20-49","BMI","Men","Thyroid",0.0785222103561713,175,14,"Rate",1.6
"274",2008,"20-49","BMI","Men","Thyroid",0.0807391222996452,182,15,"Rate",1.7
"275",2009,"20-49","BMI","Men","Thyroid",0.0839028155668745,219,19,"Rate",2
"276",2010,"20-49","BMI","Men","Thyroid",0.0871628866230559,232,21,"Rate",2.1
"277",2011,"20-49","BMI","Men","Thyroid",0.0888276106610028,262,24,"Rate",2.4
"278",2012,"20-49","BMI","Men","Thyroid",0.0889632458878327,270,25,"Rate",2.5
"279",2013,"20-49","BMI","Men","Thyroid",0.0896549341078058,276,25,"Rate",2.5
"280",2014,"20-49","BMI","Men","Thyroid",0.0902678243771562,292,27,"Rate",2.7
"281",2015,"20-49","BMI","Men","Thyroid",0.0918610455859963,301,28,"Rate",2.7
"282",2016,"20-49","BMI","Men","Thyroid",0.0910125994601325,301,28,"Rate",2.7
"283",2017,"20-49","BMI","Men","Thyroid",0.0908819005821827,306,28,"Rate",2.8
"284",2018,"20-49","BMI","Men","Thyroid",0.0880777339737145,337,30,"Rate",3.1
"285",2019,"20-49","BMI","Men","Thyroid",0.0909290336608932,345,32,"Rate",3.1
"286",2005,"20-49","BMI","Men","Thyroid",0.0753262390975823,161,13,"attributable_rate",0.112989358646373
"287",2006,"20-49","BMI","Men","Thyroid",0.0764331638036476,152,12,"attributable_rate",0.107006429325107
"288",2007,"20-49","BMI","Men","Thyroid",0.0785222103561713,175,14,"attributable_rate",0.125635536569874
"289",2008,"20-49","BMI","Men","Thyroid",0.0807391222996452,182,15,"attributable_rate",0.137256507909397
"290",2009,"20-49","BMI","Men","Thyroid",0.0839028155668745,219,19,"attributable_rate",0.167805631133749
"291",2010,"20-49","BMI","Men","Thyroid",0.0871628866230559,232,21,"attributable_rate",0.183042061908417
"292",2011,"20-49","BMI","Men","Thyroid",0.0888276106610028,262,24,"attributable_rate",0.213186265586407
"293",2012,"20-49","BMI","Men","Thyroid",0.0889632458878327,270,25,"attributable_rate",0.222408114719582
"294",2013,"20-49","BMI","Men","Thyroid",0.0896549341078058,276,25,"attributable_rate",0.224137335269515
"295",2014,"20-49","BMI","Men","Thyroid",0.0902678243771562,292,27,"attributable_rate",0.243723125818322
"296",2015,"20-49","BMI","Men","Thyroid",0.0918610455859963,301,28,"attributable_rate",0.24802482308219
"297",2016,"20-49","BMI","Men","Thyroid",0.0910125994601325,301,28,"attributable_rate",0.245734018542358
"298",2017,"20-49","BMI","Men","Thyroid",0.0908819005821827,306,28,"attributable_rate",0.254469321630112
"299",2018,"20-49","BMI","Men","Thyroid",0.0880777339737145,337,30,"attributable_rate",0.273040975318515
"300",2019,"20-49","BMI","Men","Thyroid",0.0909290336608932,345,32,"attributable_rate",0.281880004348769
"301",2005,"20-49","BMI","Men","Thyroid",0.0753262390975823,161,13,"non_attributable_rate",1.38701064135363
"302",2006,"20-49","BMI","Men","Thyroid",0.0764331638036476,152,12,"non_attributable_rate",1.29299357067489
"303",2007,"20-49","BMI","Men","Thyroid",0.0785222103561713,175,14,"non_attributable_rate",1.47436446343013
"304",2008,"20-49","BMI","Men","Thyroid",0.0807391222996452,182,15,"non_attributable_rate",1.5627434920906
"305",2009,"20-49","BMI","Men","Thyroid",0.0839028155668745,219,19,"non_attributable_rate",1.83219436886625
"306",2010,"20-49","BMI","Men","Thyroid",0.0871628866230559,232,21,"non_attributable_rate",1.91695793809158
"307",2011,"20-49","BMI","Men","Thyroid",0.0888276106610028,262,24,"non_attributable_rate",2.18681373441359
"308",2012,"20-49","BMI","Men","Thyroid",0.0889632458878327,270,25,"non_attributable_rate",2.27759188528042
"309",2013,"20-49","BMI","Men","Thyroid",0.0896549341078058,276,25,"non_attributable_rate",2.27586266473049
"310",2014,"20-49","BMI","Men","Thyroid",0.0902678243771562,292,27,"non_attributable_rate",2.45627687418168
"311",2015,"20-49","BMI","Men","Thyroid",0.0918610455859963,301,28,"non_attributable_rate",2.45197517691781
"312",2016,"20-49","BMI","Men","Thyroid",0.0910125994601325,301,28,"non_attributable_rate",2.45426598145764
"313",2017,"20-49","BMI","Men","Thyroid",0.0908819005821827,306,28,"non_attributable_rate",2.54553067836989
"314",2018,"20-49","BMI","Men","Thyroid",0.0880777339737145,337,30,"non_attributable_rate",2.82695902468148
"315",2019,"20-49","BMI","Men","Thyroid",0.0909290336608932,345,32,"non_attributable_rate",2.81811999565123
"316",2005,"20-49","BMI","Women","Colorectum",0.118336330460279,779,93,"Rate",7.3
"317",2006,"20-49","BMI","Women","Colorectum",0.119838394945091,817,98,"Rate",7.6
"318",2007,"20-49","BMI","Women","Colorectum",0.123557097742307,824,102,"Rate",7.6
"319",2008,"20-49","BMI","Women","Colorectum",0.126172335487432,808,102,"Rate",7.4
"320",2009,"20-49","BMI","Women","Colorectum",0.127518096145781,890,114,"Rate",8.1
"321",2010,"20-49","BMI","Women","Colorectum",0.130957701383834,919,121,"Rate",8.4
"322",2011,"20-49","BMI","Women","Colorectum",0.135161742687548,960,130,"Rate",8.7
"323",2012,"20-49","BMI","Women","Colorectum",0.138557161154267,1091,152,"Rate",9.9
"324",2013,"20-49","BMI","Women","Colorectum",0.139687382752447,1086,152,"Rate",9.9
"325",2014,"20-49","BMI","Women","Colorectum",0.140031519309476,1067,150,"Rate",9.7
"326",2015,"20-49","BMI","Women","Colorectum",0.140677873601113,1190,168,"Rate",10.8
"327",2016,"20-49","BMI","Women","Colorectum",0.140903759555775,1195,169,"Rate",10.9
"328",2017,"20-49","BMI","Women","Colorectum",0.141179575520154,1127,160,"Rate",10.3
"329",2018,"20-49","BMI","Women","Colorectum",0.141615356358366,1154,164,"Rate",10.5
"330",2019,"20-49","BMI","Women","Colorectum",0.143174650340875,1219,175,"Rate",11.2
"331",2005,"20-49","BMI","Women","Colorectum",0.118336330460279,779,93,"attributable_rate",0.863855212360036
"332",2006,"20-49","BMI","Women","Colorectum",0.119838394945091,817,98,"attributable_rate",0.910771801582694
"333",2007,"20-49","BMI","Women","Colorectum",0.123557097742307,824,102,"attributable_rate",0.939033942841536
"334",2008,"20-49","BMI","Women","Colorectum",0.126172335487432,808,102,"attributable_rate",0.933675282606995
"335",2009,"20-49","BMI","Women","Colorectum",0.127518096145781,890,114,"attributable_rate",1.03289657878082
"336",2010,"20-49","BMI","Women","Colorectum",0.130957701383834,919,121,"attributable_rate",1.1000446916242
"337",2011,"20-49","BMI","Women","Colorectum",0.135161742687548,960,130,"attributable_rate",1.17590716138167
"338",2012,"20-49","BMI","Women","Colorectum",0.138557161154267,1091,152,"attributable_rate",1.37171589542725
"339",2013,"20-49","BMI","Women","Colorectum",0.139687382752447,1086,152,"attributable_rate",1.38290508924922
"340",2014,"20-49","BMI","Women","Colorectum",0.140031519309476,1067,150,"attributable_rate",1.35830573730192
"341",2015,"20-49","BMI","Women","Colorectum",0.140677873601113,1190,168,"attributable_rate",1.51932103489202
"342",2016,"20-49","BMI","Women","Colorectum",0.140903759555775,1195,169,"attributable_rate",1.53585097915794
"343",2017,"20-49","BMI","Women","Colorectum",0.141179575520154,1127,160,"attributable_rate",1.45414962785759
"344",2018,"20-49","BMI","Women","Colorectum",0.141615356358366,1154,164,"attributable_rate",1.48696124176284
"345",2019,"20-49","BMI","Women","Colorectum",0.143174650340875,1219,175,"attributable_rate",1.6035560838178
"346",2005,"20-49","BMI","Women","Colorectum",0.118336330460279,779,93,"non_attributable_rate",6.43614478763996
"347",2006,"20-49","BMI","Women","Colorectum",0.119838394945091,817,98,"non_attributable_rate",6.68922819841731
"348",2007,"20-49","BMI","Women","Colorectum",0.123557097742307,824,102,"non_attributable_rate",6.66096605715846
"349",2008,"20-49","BMI","Women","Colorectum",0.126172335487432,808,102,"non_attributable_rate",6.46632471739301
"350",2009,"20-49","BMI","Women","Colorectum",0.127518096145781,890,114,"non_attributable_rate",7.06710342121918
"351",2010,"20-49","BMI","Women","Colorectum",0.130957701383834,919,121,"non_attributable_rate",7.2999553083758
"352",2011,"20-49","BMI","Women","Colorectum",0.135161742687548,960,130,"non_attributable_rate",7.52409283861833
"353",2012,"20-49","BMI","Women","Colorectum",0.138557161154267,1091,152,"non_attributable_rate",8.52828410457276
"354",2013,"20-49","BMI","Women","Colorectum",0.139687382752447,1086,152,"non_attributable_rate",8.51709491075078
"355",2014,"20-49","BMI","Women","Colorectum",0.140031519309476,1067,150,"non_attributable_rate",8.34169426269808
"356",2015,"20-49","BMI","Women","Colorectum",0.140677873601113,1190,168,"non_attributable_rate",9.28067896510798
"357",2016,"20-49","BMI","Women","Colorectum",0.140903759555775,1195,169,"non_attributable_rate",9.36414902084206
"358",2017,"20-49","BMI","Women","Colorectum",0.141179575520154,1127,160,"non_attributable_rate",8.84585037214241
"359",2018,"20-49","BMI","Women","Colorectum",0.141615356358366,1154,164,"non_attributable_rate",9.01303875823716
"360",2019,"20-49","BMI","Women","Colorectum",0.143174650340875,1219,175,"non_attributable_rate",9.5964439161822
"361",2005,"20-49","BMI","Women","Endometrium",0.250698555999272,361,91,"Rate",3.4
"362",2006,"20-49","BMI","Women","Endometrium",0.254234220151586,392,100,"Rate",3.6
"363",2007,"20-49","BMI","Women","Endometrium",0.263007631108604,424,112,"Rate",3.9
"364",2008,"20-49","BMI","Women","Endometrium",0.269060486272329,462,125,"Rate",4.2
"365",2009,"20-49","BMI","Women","Endometrium",0.272096060502737,427,117,"Rate",3.9
"366",2010,"20-49","BMI","Women","Endometrium",0.279849487411022,442,124,"Rate",4
"367",2011,"20-49","BMI","Women","Endometrium",0.288954717619633,436,126,"Rate",3.9
"368",2012,"20-49","BMI","Women","Endometrium",0.296625303242537,463,138,"Rate",4.2
"369",2013,"20-49","BMI","Women","Endometrium",0.298189375097042,499,149,"Rate",4.5
"370",2014,"20-49","BMI","Women","Endometrium",0.300058556926652,528,159,"Rate",4.8
"371",2015,"20-49","BMI","Women","Endometrium",0.30141503450689,455,138,"Rate",4.1
"372",2016,"20-49","BMI","Women","Endometrium",0.302250415826735,494,150,"Rate",4.5
"373",2017,"20-49","BMI","Women","Endometrium",0.302654756068972,517,157,"Rate",4.7
"374",2018,"20-49","BMI","Women","Endometrium",0.30388452781591,537,164,"Rate",4.9
"375",2019,"20-49","BMI","Women","Endometrium",0.3081173435496,543,168,"Rate",5
"376",2005,"20-49","BMI","Women","Endometrium",0.250698555999272,361,91,"attributable_rate",0.852375090397523
"377",2006,"20-49","BMI","Women","Endometrium",0.254234220151586,392,100,"attributable_rate",0.915243192545708
"378",2007,"20-49","BMI","Women","Endometrium",0.263007631108604,424,112,"attributable_rate",1.02572976132356
"379",2008,"20-49","BMI","Women","Endometrium",0.269060486272329,462,125,"attributable_rate",1.13005404234378
"380",2009,"20-49","BMI","Women","Endometrium",0.272096060502737,427,117,"attributable_rate",1.06117463596067
"381",2010,"20-49","BMI","Women","Endometrium",0.279849487411022,442,124,"attributable_rate",1.11939794964409
"382",2011,"20-49","BMI","Women","Endometrium",0.288954717619633,436,126,"attributable_rate",1.12692339871657
"383",2012,"20-49","BMI","Women","Endometrium",0.296625303242537,463,138,"attributable_rate",1.24582627361865
"384",2013,"20-49","BMI","Women","Endometrium",0.298189375097042,499,149,"attributable_rate",1.34185218793669
"385",2014,"20-49","BMI","Women","Endometrium",0.300058556926652,528,159,"attributable_rate",1.44028107324793
"386",2015,"20-49","BMI","Women","Endometrium",0.30141503450689,455,138,"attributable_rate",1.23580164147825
"387",2016,"20-49","BMI","Women","Endometrium",0.302250415826735,494,150,"attributable_rate",1.36012687122031
"388",2017,"20-49","BMI","Women","Endometrium",0.302654756068972,517,157,"attributable_rate",1.42247735352417
"389",2018,"20-49","BMI","Women","Endometrium",0.30388452781591,537,164,"attributable_rate",1.48903418629796
"390",2019,"20-49","BMI","Women","Endometrium",0.3081173435496,543,168,"attributable_rate",1.540586717748
"391",2005,"20-49","BMI","Women","Endometrium",0.250698555999272,361,91,"non_attributable_rate",2.54762490960248
"392",2006,"20-49","BMI","Women","Endometrium",0.254234220151586,392,100,"non_attributable_rate",2.68475680745429
"393",2007,"20-49","BMI","Women","Endometrium",0.263007631108604,424,112,"non_attributable_rate",2.87427023867644
"394",2008,"20-49","BMI","Women","Endometrium",0.269060486272329,462,125,"non_attributable_rate",3.06994595765622
"395",2009,"20-49","BMI","Women","Endometrium",0.272096060502737,427,117,"non_attributable_rate",2.83882536403933
"396",2010,"20-49","BMI","Women","Endometrium",0.279849487411022,442,124,"non_attributable_rate",2.88060205035591
"397",2011,"20-49","BMI","Women","Endometrium",0.288954717619633,436,126,"non_attributable_rate",2.77307660128343
"398",2012,"20-49","BMI","Women","Endometrium",0.296625303242537,463,138,"non_attributable_rate",2.95417372638135
"399",2013,"20-49","BMI","Women","Endometrium",0.298189375097042,499,149,"non_attributable_rate",3.15814781206331
"400",2014,"20-49","BMI","Women","Endometrium",0.300058556926652,528,159,"non_attributable_rate",3.35971892675207
"401",2015,"20-49","BMI","Women","Endometrium",0.30141503450689,455,138,"non_attributable_rate",2.86419835852175
"402",2016,"20-49","BMI","Women","Endometrium",0.302250415826735,494,150,"non_attributable_rate",3.13987312877969
"403",2017,"20-49","BMI","Women","Endometrium",0.302654756068972,517,157,"non_attributable_rate",3.27752264647583
"404",2018,"20-49","BMI","Women","Endometrium",0.30388452781591,537,164,"non_attributable_rate",3.41096581370204
"405",2019,"20-49","BMI","Women","Endometrium",0.3081173435496,543,168,"non_attributable_rate",3.459413282252
"406",2005,"20-49","BMI","Women","Gallbladder",0.151602472370689,27,5,"Rate",0.2
"407",2006,"20-49","BMI","Women","Gallbladder",0.153829666818806,27,5,"Rate",0.2
"408",2007,"20-49","BMI","Women","Gallbladder",0.159376574445359,29,5,"Rate",0.3
"409",2008,"20-49","BMI","Women","Gallbladder",0.163244565394566,28,5,"Rate",0.2
"410",2009,"20-49","BMI","Women","Gallbladder",0.165205033209914,28,5,"Rate",0.3
"411",2010,"20-49","BMI","Women","Gallbladder",0.170232373376432,38,7,"Rate",0.3
"412",2011,"20-49","BMI","Women","Gallbladder",0.176240266234042,40,8,"Rate",0.3
"413",2012,"20-49","BMI","Women","Gallbladder",0.181270559270996,33,6,"Rate",0.3
"414",2013,"20-49","BMI","Women","Gallbladder",0.182481316878521,37,7,"Rate",0.4
"415",2014,"20-49","BMI","Women","Gallbladder",0.183512371697068,32,6,"Rate",0.3
"416",2015,"20-49","BMI","Women","Gallbladder",0.184426118753611,35,7,"Rate",0.4
"417",2016,"20-49","BMI","Women","Gallbladder",0.184918066060831,41,8,"Rate",0.3
"418",2017,"20-49","BMI","Women","Gallbladder",0.185225160236942,42,8,"Rate",0.3
"419",2018,"20-49","BMI","Women","Gallbladder",0.185992984818572,35,7,"Rate",0.3
"420",2019,"20-49","BMI","Women","Gallbladder",0.18866646657086,41,8,"Rate",0.4
"421",2005,"20-49","BMI","Women","Gallbladder",0.151602472370689,27,5,"attributable_rate",0.0303204944741378
"422",2006,"20-49","BMI","Women","Gallbladder",0.153829666818806,27,5,"attributable_rate",0.0307659333637612
"423",2007,"20-49","BMI","Women","Gallbladder",0.159376574445359,29,5,"attributable_rate",0.0478129723336076
"424",2008,"20-49","BMI","Women","Gallbladder",0.163244565394566,28,5,"attributable_rate",0.0326489130789132
"425",2009,"20-49","BMI","Women","Gallbladder",0.165205033209914,28,5,"attributable_rate",0.0495615099629742
"426",2010,"20-49","BMI","Women","Gallbladder",0.170232373376432,38,7,"attributable_rate",0.0510697120129295
"427",2011,"20-49","BMI","Women","Gallbladder",0.176240266234042,40,8,"attributable_rate",0.0528720798702127
"428",2012,"20-49","BMI","Women","Gallbladder",0.181270559270996,33,6,"attributable_rate",0.0543811677812988
"429",2013,"20-49","BMI","Women","Gallbladder",0.182481316878521,37,7,"attributable_rate",0.0729925267514082
"430",2014,"20-49","BMI","Women","Gallbladder",0.183512371697068,32,6,"attributable_rate",0.0550537115091205
"431",2015,"20-49","BMI","Women","Gallbladder",0.184426118753611,35,7,"attributable_rate",0.0737704475014442
"432",2016,"20-49","BMI","Women","Gallbladder",0.184918066060831,41,8,"attributable_rate",0.0554754198182494
"433",2017,"20-49","BMI","Women","Gallbladder",0.185225160236942,42,8,"attributable_rate",0.0555675480710826
"434",2018,"20-49","BMI","Women","Gallbladder",0.185992984818572,35,7,"attributable_rate",0.0557978954455715
"435",2019,"20-49","BMI","Women","Gallbladder",0.18866646657086,41,8,"attributable_rate",0.075466586628344
"436",2005,"20-49","BMI","Women","Gallbladder",0.151602472370689,27,5,"non_attributable_rate",0.169679505525862
"437",2006,"20-49","BMI","Women","Gallbladder",0.153829666818806,27,5,"non_attributable_rate",0.169234066636239
"438",2007,"20-49","BMI","Women","Gallbladder",0.159376574445359,29,5,"non_attributable_rate",0.252187027666392
"439",2008,"20-49","BMI","Women","Gallbladder",0.163244565394566,28,5,"non_attributable_rate",0.167351086921087
"440",2009,"20-49","BMI","Women","Gallbladder",0.165205033209914,28,5,"non_attributable_rate",0.250438490037026
"441",2010,"20-49","BMI","Women","Gallbladder",0.170232373376432,38,7,"non_attributable_rate",0.248930287987071
"442",2011,"20-49","BMI","Women","Gallbladder",0.176240266234042,40,8,"non_attributable_rate",0.247127920129787
"443",2012,"20-49","BMI","Women","Gallbladder",0.181270559270996,33,6,"non_attributable_rate",0.245618832218701
"444",2013,"20-49","BMI","Women","Gallbladder",0.182481316878521,37,7,"non_attributable_rate",0.327007473248592
"445",2014,"20-49","BMI","Women","Gallbladder",0.183512371697068,32,6,"non_attributable_rate",0.24494628849088
"446",2015,"20-49","BMI","Women","Gallbladder",0.184426118753611,35,7,"non_attributable_rate",0.326229552498556
"447",2016,"20-49","BMI","Women","Gallbladder",0.184918066060831,41,8,"non_attributable_rate",0.244524580181751
"448",2017,"20-49","BMI","Women","Gallbladder",0.185225160236942,42,8,"non_attributable_rate",0.244432451928917
"449",2018,"20-49","BMI","Women","Gallbladder",0.185992984818572,35,7,"non_attributable_rate",0.244202104554428
"450",2019,"20-49","BMI","Women","Gallbladder",0.18866646657086,41,8,"non_attributable_rate",0.324533413371656
"451",2005,"20-49","BMI","Women","Kidney",0.203614566791732,205,42,"Rate",1.9
"452",2006,"20-49","BMI","Women","Kidney",0.206123782695694,176,37,"Rate",1.6
"453",2007,"20-49","BMI","Women","Kidney",0.212328560227428,196,42,"Rate",1.8
"454",2008,"20-49","BMI","Women","Kidney",0.216657244243157,241,53,"Rate",2.2
"455",2009,"20-49","BMI","Women","Kidney",0.218864470700793,241,53,"Rate",2.2
"456",2010,"20-49","BMI","Women","Kidney",0.224494770053042,216,49,"Rate",2
"457",2011,"20-49","BMI","Women","Kidney",0.231275877407433,261,61,"Rate",2.4
"458",2012,"20-49","BMI","Women","Kidney",0.236806675616332,271,65,"Rate",2.4
"459",2013,"20-49","BMI","Women","Kidney",0.238426169813381,318,76,"Rate",2.9
"460",2014,"20-49","BMI","Women","Kidney",0.239226945759096,321,77,"Rate",2.9
"461",2015,"20-49","BMI","Women","Kidney",0.240254306046166,328,79,"Rate",3
"462",2016,"20-49","BMI","Women","Kidney",0.240693419181723,341,83,"Rate",3.1
"463",2017,"20-49","BMI","Women","Kidney",0.241092867445374,322,78,"Rate",2.9
"464",2018,"20-49","BMI","Women","Kidney",0.24185508019315,319,78,"Rate",2.9
"465",2019,"20-49","BMI","Women","Kidney",0.244544387897286,344,85,"Rate",3.1
"466",2005,"20-49","BMI","Women","Kidney",0.203614566791732,205,42,"attributable_rate",0.386867676904291
"467",2006,"20-49","BMI","Women","Kidney",0.206123782695694,176,37,"attributable_rate",0.329798052313111
"468",2007,"20-49","BMI","Women","Kidney",0.212328560227428,196,42,"attributable_rate",0.38219140840937
"469",2008,"20-49","BMI","Women","Kidney",0.216657244243157,241,53,"attributable_rate",0.476645937334945
"470",2009,"20-49","BMI","Women","Kidney",0.218864470700793,241,53,"attributable_rate",0.481501835541745
"471",2010,"20-49","BMI","Women","Kidney",0.224494770053042,216,49,"attributable_rate",0.448989540106084
"472",2011,"20-49","BMI","Women","Kidney",0.231275877407433,261,61,"attributable_rate",0.55506210577784
"473",2012,"20-49","BMI","Women","Kidney",0.236806675616332,271,65,"attributable_rate",0.568336021479196
"474",2013,"20-49","BMI","Women","Kidney",0.238426169813381,318,76,"attributable_rate",0.691435892458804
"475",2014,"20-49","BMI","Women","Kidney",0.239226945759096,321,77,"attributable_rate",0.693758142701379
"476",2015,"20-49","BMI","Women","Kidney",0.240254306046166,328,79,"attributable_rate",0.720762918138497
"477",2016,"20-49","BMI","Women","Kidney",0.240693419181723,341,83,"attributable_rate",0.746149599463343
"478",2017,"20-49","BMI","Women","Kidney",0.241092867445374,322,78,"attributable_rate",0.699169315591583
"479",2018,"20-49","BMI","Women","Kidney",0.24185508019315,319,78,"attributable_rate",0.701379732560136
"480",2019,"20-49","BMI","Women","Kidney",0.244544387897286,344,85,"attributable_rate",0.758087602481587
"481",2005,"20-49","BMI","Women","Kidney",0.203614566791732,205,42,"non_attributable_rate",1.51313232309571
"482",2006,"20-49","BMI","Women","Kidney",0.206123782695694,176,37,"non_attributable_rate",1.27020194768689
"483",2007,"20-49","BMI","Women","Kidney",0.212328560227428,196,42,"non_attributable_rate",1.41780859159063
"484",2008,"20-49","BMI","Women","Kidney",0.216657244243157,241,53,"non_attributable_rate",1.72335406266505
"485",2009,"20-49","BMI","Women","Kidney",0.218864470700793,241,53,"non_attributable_rate",1.71849816445826
"486",2010,"20-49","BMI","Women","Kidney",0.224494770053042,216,49,"non_attributable_rate",1.55101045989392
"487",2011,"20-49","BMI","Women","Kidney",0.231275877407433,261,61,"non_attributable_rate",1.84493789422216
"488",2012,"20-49","BMI","Women","Kidney",0.236806675616332,271,65,"non_attributable_rate",1.8316639785208
"489",2013,"20-49","BMI","Women","Kidney",0.238426169813381,318,76,"non_attributable_rate",2.2085641075412
"490",2014,"20-49","BMI","Women","Kidney",0.239226945759096,321,77,"non_attributable_rate",2.20624185729862
"491",2015,"20-49","BMI","Women","Kidney",0.240254306046166,328,79,"non_attributable_rate",2.2792370818615
"492",2016,"20-49","BMI","Women","Kidney",0.240693419181723,341,83,"non_attributable_rate",2.35385040053666
"493",2017,"20-49","BMI","Women","Kidney",0.241092867445374,322,78,"non_attributable_rate",2.20083068440842
"494",2018,"20-49","BMI","Women","Kidney",0.24185508019315,319,78,"non_attributable_rate",2.19862026743986
"495",2019,"20-49","BMI","Women","Kidney",0.244544387897286,344,85,"non_attributable_rate",2.34191239751841
"496",2005,"20-49","BMI","Women","Liver",0.152099673935024,49,8,"Rate",0.5
"497",2006,"20-49","BMI","Women","Liver",0.154543363092152,59,10,"Rate",0.5
"498",2007,"20-49","BMI","Women","Liver",0.16064748690451,62,10,"Rate",0.6
"499",2008,"20-49","BMI","Women","Liver",0.164891195911507,72,12,"Rate",0.7
"500",2009,"20-49","BMI","Women","Liver",0.167029057394793,76,13,"Rate",0.7
"501",2010,"20-49","BMI","Women","Liver",0.172521475279254,61,11,"Rate",0.6
"502",2011,"20-49","BMI","Women","Liver",0.17902670760743,66,12,"Rate",0.6
"503",2012,"20-49","BMI","Women","Liver",0.184560928979129,66,13,"Rate",0.6
"504",2013,"20-49","BMI","Women","Liver",0.185684341068996,73,14,"Rate",0.7
"505",2014,"20-49","BMI","Women","Liver",0.187054156494663,80,15,"Rate",0.7
"506",2015,"20-49","BMI","Women","Liver",0.188040251459475,79,15,"Rate",0.7
"507",2016,"20-49","BMI","Women","Liver",0.188652476314734,66,13,"Rate",0.6
"508",2017,"20-49","BMI","Women","Liver",0.188944933562877,75,15,"Rate",0.7
"509",2018,"20-49","BMI","Women","Liver",0.189845078692195,82,16,"Rate",0.7
"510",2019,"20-49","BMI","Women","Liver",0.192951128740648,89,18,"Rate",0.8
"511",2005,"20-49","BMI","Women","Liver",0.152099673935024,49,8,"attributable_rate",0.0760498369675118
"512",2006,"20-49","BMI","Women","Liver",0.154543363092152,59,10,"attributable_rate",0.0772716815460762
"513",2007,"20-49","BMI","Women","Liver",0.16064748690451,62,10,"attributable_rate",0.0963884921427059
"514",2008,"20-49","BMI","Women","Liver",0.164891195911507,72,12,"attributable_rate",0.115423837138055
"515",2009,"20-49","BMI","Women","Liver",0.167029057394793,76,13,"attributable_rate",0.116920340176355
"516",2010,"20-49","BMI","Women","Liver",0.172521475279254,61,11,"attributable_rate",0.103512885167552
"517",2011,"20-49","BMI","Women","Liver",0.17902670760743,66,12,"attributable_rate",0.107416024564458
"518",2012,"20-49","BMI","Women","Liver",0.184560928979129,66,13,"attributable_rate",0.110736557387478
"519",2013,"20-49","BMI","Women","Liver",0.185684341068996,73,14,"attributable_rate",0.129979038748297
"520",2014,"20-49","BMI","Women","Liver",0.187054156494663,80,15,"attributable_rate",0.130937909546264
"521",2015,"20-49","BMI","Women","Liver",0.188040251459475,79,15,"attributable_rate",0.131628176021633
"522",2016,"20-49","BMI","Women","Liver",0.188652476314734,66,13,"attributable_rate",0.11319148578884
"523",2017,"20-49","BMI","Women","Liver",0.188944933562877,75,15,"attributable_rate",0.132261453494014
"524",2018,"20-49","BMI","Women","Liver",0.189845078692195,82,16,"attributable_rate",0.132891555084536
"525",2019,"20-49","BMI","Women","Liver",0.192951128740648,89,18,"attributable_rate",0.154360902992519
"526",2005,"20-49","BMI","Women","Liver",0.152099673935024,49,8,"non_attributable_rate",0.423950163032488
"527",2006,"20-49","BMI","Women","Liver",0.154543363092152,59,10,"non_attributable_rate",0.422728318453924
"528",2007,"20-49","BMI","Women","Liver",0.16064748690451,62,10,"non_attributable_rate",0.503611507857294
"529",2008,"20-49","BMI","Women","Liver",0.164891195911507,72,12,"non_attributable_rate",0.584576162861945
"530",2009,"20-49","BMI","Women","Liver",0.167029057394793,76,13,"non_attributable_rate",0.583079659823645
"531",2010,"20-49","BMI","Women","Liver",0.172521475279254,61,11,"non_attributable_rate",0.496487114832448
"532",2011,"20-49","BMI","Women","Liver",0.17902670760743,66,12,"non_attributable_rate",0.492583975435542
"533",2012,"20-49","BMI","Women","Liver",0.184560928979129,66,13,"non_attributable_rate",0.489263442612522
"534",2013,"20-49","BMI","Women","Liver",0.185684341068996,73,14,"non_attributable_rate",0.570020961251703
"535",2014,"20-49","BMI","Women","Liver",0.187054156494663,80,15,"non_attributable_rate",0.569062090453736
"536",2015,"20-49","BMI","Women","Liver",0.188040251459475,79,15,"non_attributable_rate",0.568371823978367
"537",2016,"20-49","BMI","Women","Liver",0.188652476314734,66,13,"non_attributable_rate",0.48680851421116
"538",2017,"20-49","BMI","Women","Liver",0.188944933562877,75,15,"non_attributable_rate",0.567738546505986
"539",2018,"20-49","BMI","Women","Liver",0.189845078692195,82,16,"non_attributable_rate",0.567108444915464
"540",2019,"20-49","BMI","Women","Liver",0.192951128740648,89,18,"non_attributable_rate",0.645639097007481
"541",2005,"20-49","BMI","Women","MultipleMyeloma",0.062737435941659,65,5,"Rate",0.6
"542",2006,"20-49","BMI","Women","MultipleMyeloma",0.0635196726056101,76,5,"Rate",0.7
"543",2007,"20-49","BMI","Women","MultipleMyeloma",0.065453323280905,77,6,"Rate",0.7
"544",2008,"20-49","BMI","Women","MultipleMyeloma",0.0668212863341347,101,7,"Rate",0.9
"545",2009,"20-49","BMI","Women","MultipleMyeloma",0.0675312554899736,90,7,"Rate",0.8
"546",2010,"20-49","BMI","Women","MultipleMyeloma",0.0693454132681609,99,7,"Rate",0.9
"547",2011,"20-49","BMI","Women","MultipleMyeloma",0.0715920715441619,98,8,"Rate",0.9
"548",2012,"20-49","BMI","Women","MultipleMyeloma",0.0733786317348496,117,9,"Rate",1
"549",2013,"20-49","BMI","Women","MultipleMyeloma",0.0740579886464481,156,12,"Rate",1.4
