"year","sex","age_group","cancer_site","Rate","count"
2013,"Men","50+","Gallbladder",9.29871794871795,764
2014,"Men","50+","Gallbladder",8.20384615384615,688
2015,"Men","50+","Gallbladder",8.40897435897436,730
2016,"Men","50+","Gallbladder",8.58076923076923,756
2017,"Men","50+","Gallbladder",8.35641025641026,750
2018,"Men","50+","Gallbladder",9.54358974358974,879
2019,"Men","50+","Gallbladder",9.22051282051282,880
2001,"Men","50+","Hodgkin Lymphoma",3.16923076923077,241
2002,"Men","50+","Hodgkin Lymphoma",3.38333333333333,261
2003,"Men","50+","Hodgkin Lymphoma",3.27179487179487,250
2004,"Men","50+","Hodgkin Lymphoma",3.42179487179487,264
2005,"Men","50+","Hodgkin Lymphoma",3.92435897435897,301
2006,"Men","50+","Hodgkin Lymphoma",3.69358974358974,295
2007,"Men","50+","Hodgkin Lymphoma",3.91794871794872,318
2008,"Men","50+","Hodgkin Lymphoma",3.90769230769231,314
2009,"Men","50+","Hodgkin Lymphoma",4.3974358974359,360
2010,"Men","50+","Hodgkin Lymphoma",4.2025641025641,353
2011,"Men","50+","Hodgkin Lymphoma",3.99102564102564,339
2012,"Men","50+","Hodgkin Lymphoma",4.47820512820513,395
2013,"Men","50+","Hodgkin Lymphoma",4.66410256410256,411
2014,"Men","50+","Hodgkin Lymphoma",5.25512820512821,478
2015,"Men","50+","Hodgkin Lymphoma",4.92564102564103,454
2016,"Men","50+","Hodgkin Lymphoma",4.45769230769231,425
2017,"Men","50+","Hodgkin Lymphoma",4.78717948717949,457
2018,"Men","50+","Hodgkin Lymphoma",4.80641025641026,470
2019,"Men","50+","Hodgkin Lymphoma",4.66025641025641,461
2001,"Men","50+","Kaposi Sarcoma",0.193589743589744,19
2002,"Men","50+","Kaposi Sarcoma",0.0358974358974359,14
2003,"Men","50+","Kaposi Sarcoma",0.183333333333333,23
2004,"Men","50+","Kaposi Sarcoma",0.347435897435897,29
2005,"Men","50+","Kaposi Sarcoma",0.202564102564103,24
2006,"Men","50+","Kaposi Sarcoma",0.173076923076923,21
2007,"Men","50+","Kaposi Sarcoma",0.341025641025641,34
2008,"Men","50+","Kaposi Sarcoma",0.626923076923077,50
2009,"Men","50+","Kaposi Sarcoma",0.493589743589744,44
2010,"Men","50+","Kaposi Sarcoma",0.441025641025641,42
2011,"Men","50+","Kaposi Sarcoma",0.347435897435897,34
2012,"Men","50+","Kaposi Sarcoma",0.484615384615385,44
2013,"Men","50+","Kaposi Sarcoma",0.691025641025641,62
2014,"Men","50+","Kaposi Sarcoma",0.608974358974359,60
2015,"Men","50+","Kaposi Sarcoma",0.542307692307692,50
2016,"Men","50+","Kaposi Sarcoma",0.592307692307692,61
2017,"Men","50+","Kaposi Sarcoma",0.393589743589744,44
2018,"Men","50+","Kaposi Sarcoma",0.56025641025641,61
2019,"Men","50+","Kaposi Sarcoma",0.596153846153846,66
2001,"Men","50+","Kidney",36.6833333333333,2586
2002,"Men","50+","Kidney",38.1589743589744,2720
2003,"Men","50+","Kidney",37.6128205128205,2697
2004,"Men","50+","Kidney",40.0679487179487,2912
2005,"Men","50+","Kidney",41.5871794871795,3064
2006,"Men","50+","Kidney",44.5987179487179,3299
2007,"Men","50+","Kidney",46.074358974359,3492
2008,"Men","50+","Kidney",47.4384615384615,3649
2009,"Men","50+","Kidney",47.3358974358974,3744
2010,"Men","50+","Kidney",48.3025641025641,3882
2011,"Men","50+","Kidney",50.8320512820513,4166
2012,"Men","50+","Kidney",53.1064102564103,4439
2013,"Men","50+","Kidney",60.35,5144
2014,"Men","50+","Kidney",61.1602564102564,5324
2015,"Men","50+","Kidney",59.3269230769231,5319
2016,"Men","50+","Kidney",59.7705128205128,5446
2017,"Men","50+","Kidney",56.024358974359,5252
2018,"Men","50+","Kidney",58.4615384615385,5593
2019,"Men","50+","Kidney",61.0782051282051,5951
2001,"Men","50+","Larynx",19.6871794871795,1415
2002,"Men","50+","Larynx",17.6653846153846,1306
2003,"Men","50+","Larynx",17.7602564102564,1315
2004,"Men","50+","Larynx",18.4782051282051,1381
2005,"Men","50+","Larynx",18.0910256410256,1365
2006,"Men","50+","Larynx",17.8628205128205,1365
2007,"Men","50+","Larynx",18.1820512820513,1405
2008,"Men","50+","Larynx",18.0717948717949,1429
2009,"Men","50+","Larynx",17.6679487179487,1430
2010,"Men","50+","Larynx",17.7615384615385,1461
2011,"Men","50+","Larynx",17.4679487179487,1447
2012,"Men","50+","Larynx",17.2461538461538,1471
2013,"Men","50+","Larynx",16.8217948717949,1450
2014,"Men","50+","Larynx",16.5794871794872,1463
2015,"Men","50+","Larynx",16.0397435897436,1445
2016,"Men","50+","Larynx",15.4205128205128,1423
2017,"Men","50+","Larynx",15.3051282051282,1439
2018,"Men","50+","Larynx",14.05,1350
2019,"Men","50+","Larynx",14.3294871794872,1399
2001,"Men","50+","Leukaemia",44.5025641025641,2945
2002,"Men","50+","Leukaemia",42.4589743589744,2870
2003,"Men","50+","Leukaemia",43.6025641025641,3007
2004,"Men","50+","Leukaemia",44.4307692307692,3068
2005,"Men","50+","Leukaemia",43.8487179487179,3125
2006,"Men","50+","Leukaemia",46.8333333333333,3341
2007,"Men","50+","Leukaemia",44.0525641025641,3240
2008,"Men","50+","Leukaemia",47.6064102564103,3560
2009,"Men","50+","Leukaemia",50.6615384615385,3868
2010,"Men","50+","Leukaemia",48.5076923076923,3783
2011,"Men","50+","Leukaemia",49.3333333333333,3933
2012,"Men","50+","Leukaemia",52.1666666666667,4247
2013,"Men","50+","Leukaemia",57.9602564102564,4836
2014,"Men","50+","Leukaemia",54.0192307692308,4605
2015,"Men","50+","Leukaemia",54.9153846153846,4797
2016,"Men","50+","Leukaemia",52.9115384615385,4736
2017,"Men","50+","Leukaemia",52.2307692307692,4785
2018,"Men","50+","Leukaemia",46.0166666666667,4304
2019,"Men","50+","Leukaemia",45.3538461538462,4329
2001,"Men","50+","Liver",16.8794871794872,1144
2002,"Men","50+","Liver",18.8012820512821,1289
2003,"Men","50+","Liver",18.4128205128205,1287
2004,"Men","50+","Liver",18.7384615384615,1336
2005,"Men","50+","Liver",20.8551282051282,1514
2006,"Men","50+","Liver",22.8692307692308,1662
2007,"Men","50+","Liver",23.5038461538462,1762
2008,"Men","50+","Liver",24.4166666666667,1848
2009,"Men","50+","Liver",26.1333333333333,2017
2010,"Men","50+","Liver",27.7448717948718,2192
2011,"Men","50+","Liver",28.3897435897436,2292
2012,"Men","50+","Liver",30.9858974358974,2565
2013,"Men","50+","Liver",34.5448717948718,2899
2014,"Men","50+","Liver",34.6128205128205,2989
2015,"Men","50+","Liver",34.2,3024
2016,"Men","50+","Liver",36.6166666666667,3297
2017,"Men","50+","Liver",35.725641025641,3289
2018,"Men","50+","Liver",35.9448717948718,3377
2019,"Men","50+","Liver",37.9910256410256,3645
2001,"Men","50+","Lung",272.539743589744,18403
2002,"Men","50+","Lung",258.126923076923,17758
2003,"Men","50+","Lung",251.680769230769,17489
2004,"Men","50+","Lung",255.615384615385,17965
2005,"Men","50+","Lung",249.742307692308,17778
2006,"Men","50+","Lung",254.946153846154,18439
2007,"Men","50+","Lung",248.778205128205,18305
2008,"Men","50+","Lung",250.946153846154,18758
2009,"Men","50+","Lung",241.851282051282,18496
2010,"Men","50+","Lung",241.780769230769,18836
2011,"Men","50+","Lung",242.398717948718,19253
2012,"Men","50+","Lung",244.151282051282,19836
2013,"Men","50+","Lung",239.764102564103,19907
2014,"Men","50+","Lung",234.644871794872,20010
2015,"Men","50+","Lung",229.860256410256,19959
2016,"Men","50+","Lung",231.030769230769,20522
2017,"Men","50+","Lung",222.482051282051,20234
2018,"Men","50+","Lung",217.294871794872,20209
2019,"Men","50+","Lung",214.666666666667,20428
2001,"Men","50+","Melanoma",28.7871794871795,2046
2002,"Men","50+","Melanoma",30.0935897435897,2168
2003,"Men","50+","Melanoma",31.8897435897436,2327
2004,"Men","50+","Melanoma",34.4358974358974,2519
2005,"Men","50+","Melanoma",37.5166666666667,2817
2006,"Men","50+","Melanoma",41.4769230769231,3136
2007,"Men","50+","Melanoma",42.9987179487179,3306
2008,"Men","50+","Melanoma",49.0115384615385,3805
2009,"Men","50+","Melanoma",48.7141025641026,3853
2010,"Men","50+","Melanoma",52.7166666666667,4262
2011,"Men","50+","Melanoma",54.6474358974359,4475
2012,"Men","50+","Melanoma",55.9846153846154,4669
2013,"Men","50+","Melanoma",60.8782051282051,5173
2014,"Men","50+","Melanoma",63.3102564102564,5543
2015,"Men","50+","Melanoma",66.1089743589744,5891
2016,"Men","50+","Melanoma",64.9897435897436,5894
2017,"Men","50+","Melanoma",65.325641025641,6056
2018,"Men","50+","Melanoma",69.5179487179487,6578
2019,"Men","50+","Melanoma",70.0410256410256,6762
2001,"Men","50+","MultipleMyeloma",25.5884615384615,1722
2002,"Men","50+","MultipleMyeloma",25.8987179487179,1747
2003,"Men","50+","MultipleMyeloma",26.8910256410256,1848
2004,"Men","50+","MultipleMyeloma",26.9461538461538,1903
2005,"Men","50+","MultipleMyeloma",26.4602564102564,1886
2006,"Men","50+","MultipleMyeloma",27.5782051282051,2002
2007,"Men","50+","MultipleMyeloma",27.8897435897436,2068
2008,"Men","50+","MultipleMyeloma",30.475641025641,2305
2009,"Men","50+","MultipleMyeloma",30.7307692307692,2367
2010,"Men","50+","MultipleMyeloma",29.7884615384615,2335
2011,"Men","50+","MultipleMyeloma",29.8974358974359,2384
2012,"Men","50+","MultipleMyeloma",31.05,2542
2013,"Men","50+","MultipleMyeloma",38.6769230769231,3228
2014,"Men","50+","MultipleMyeloma",36.3628205128205,3129
2015,"Men","50+","MultipleMyeloma",36.1307692307692,3174
2016,"Men","50+","MultipleMyeloma",36.6730769230769,3274
2017,"Men","50+","MultipleMyeloma",37.8705128205128,3487
2018,"Men","50+","MultipleMyeloma",37.0589743589744,3486
2019,"Men","50+","MultipleMyeloma",38.9102564102564,3739
2001,"Men","50+","Non-Hodgkin Lymphoma",51.4179487179487,3605
2002,"Men","50+","Non-Hodgkin Lymphoma",50.4769230769231,3568
2003,"Men","50+","Non-Hodgkin Lymphoma",51.5115384615385,3687
2004,"Men","50+","Non-Hodgkin Lymphoma",53.8666666666667,3901
2005,"Men","50+","Non-Hodgkin Lymphoma",53.7333333333333,3956
2006,"Men","50+","Non-Hodgkin Lymphoma",56.3653846153846,4174
2007,"Men","50+","Non-Hodgkin Lymphoma",56.7820512820513,4299
2008,"Men","50+","Non-Hodgkin Lymphoma",58.5153846153846,4514
2009,"Men","50+","Non-Hodgkin Lymphoma",62.3423076923077,4891
2010,"Men","50+","Non-Hodgkin Lymphoma",61.4910256410256,4930
2011,"Men","50+","Non-Hodgkin Lymphoma",64.5089743589744,5251
2012,"Men","50+","Non-Hodgkin Lymphoma",64.4410256410256,5373
2013,"Men","50+","Non-Hodgkin Lymphoma",63.1282051282051,5355
2014,"Men","50+","Non-Hodgkin Lymphoma",62.4769230769231,5445
2015,"Men","50+","Non-Hodgkin Lymphoma",61.6807692307692,5492
2016,"Men","50+","Non-Hodgkin Lymphoma",62.4474358974359,5673
2017,"Men","50+","Non-Hodgkin Lymphoma",60.8025641025641,5633
2018,"Men","50+","Non-Hodgkin Lymphoma",59.3025641025641,5616
2019,"Men","50+","Non-Hodgkin Lymphoma",61.4538461538462,5936
2001,"Men","50+","Oesophagus",53.0807692307692,3636
2002,"Men","50+","Oesophagus",53.4807692307692,3698
2003,"Men","50+","Oesophagus",53.9205128205128,3777
2004,"Men","50+","Oesophagus",53.8141025641026,3813
2005,"Men","50+","Oesophagus",54.3551282051282,3948
2006,"Men","50+","Oesophagus",54.3884615384615,3988
2007,"Men","50+","Oesophagus",54.8461538461538,4113
2008,"Men","50+","Oesophagus",57.3923076923077,4393
2009,"Men","50+","Oesophagus",55.2294871794872,4312
2010,"Men","50+","Oesophagus",56.3282051282051,4468
2011,"Men","50+","Oesophagus",55.8948717948718,4530
2012,"Men","50+","Oesophagus",57.7461538461538,4776
2013,"Men","50+","Oesophagus",55.9551282051282,4747
2014,"Men","50+","Oesophagus",54.7307692307692,4769
2015,"Men","50+","Oesophagus",57.2782051282051,5077
2016,"Men","50+","Oesophagus",56.4782051282051,5076
2017,"Men","50+","Oesophagus",55.475641025641,5123
2018,"Men","50+","Oesophagus",56.1474358974359,5296
2019,"Men","50+","Oesophagus",54.6974358974359,5263
2001,"Men","50+","Oral",31.0423076923077,2285
2002,"Men","50+","Oral",29.1076923076923,2162
2003,"Men","50+","Oral",32.4025641025641,2436
2004,"Men","50+","Oral",31.5512820512821,2409
2005,"Men","50+","Oral",32.2551282051282,2501
2006,"Men","50+","Oral",35.6987179487179,2801
2007,"Men","50+","Oral",34.7602564102564,2791
2008,"Men","50+","Oral",37.9012820512821,3067
2009,"Men","50+","Oral",39.6641025641026,3269
2010,"Men","50+","Oral",39.9487179487179,3374
2011,"Men","50+","Oral",40.9897435897436,3510
2012,"Men","50+","Oral",43.7961538461538,3812
2013,"Men","50+","Oral",44.7358974358974,3994
2014,"Men","50+","Oral",44.2423076923077,4025
2015,"Men","50+","Oral",47.0666666666667,4361
2016,"Men","50+","Oral",47.125641025641,4460
2017,"Men","50+","Oral",45.974358974359,4445
2018,"Men","50+","Oral",47.5282051282051,4658
2019,"Men","50+","Oral",50.7628205128205,5045
2001,"Men","50+","Pancreas",41.0717948717949,2723
2002,"Men","50+","Pancreas",41.6679487179487,2832
2003,"Men","50+","Pancreas",40.2179487179487,2796
2004,"Men","50+","Pancreas",42.8423076923077,2988
2005,"Men","50+","Pancreas",41.9679487179487,2990
2006,"Men","50+","Pancreas",43.4448717948718,3136
2007,"Men","50+","Pancreas",42.0115384615385,3094
2008,"Men","50+","Pancreas",44.8935897435897,3366
2009,"Men","50+","Pancreas",44.274358974359,3379
2010,"Men","50+","Pancreas",44.1,3461
2011,"Men","50+","Pancreas",44.5294871794872,3542
2012,"Men","50+","Pancreas",46.2051282051282,3769
2013,"Men","50+","Pancreas",47.775641025641,3988
2014,"Men","50+","Pancreas",46.25,3969
2015,"Men","50+","Pancreas",47.0435897435897,4123
2016,"Men","50+","Pancreas",48.6820512820513,4323
2017,"Men","50+","Pancreas",49.1717948717949,4483
2018,"Men","50+","Pancreas",47.9653846153846,4473
2019,"Men","50+","Pancreas",48.1038461538462,4588
2001,"Men","50+","Prostate",423.870512820513,28055
2002,"Men","50+","Prostate",420.921794871795,28352
2003,"Men","50+","Prostate",418.778205128205,28662
2004,"Men","50+","Prostate",443.255128205128,31105
2005,"Men","50+","Prostate",424.126923076923,30292
2006,"Men","50+","Prostate",441.671794871795,31959
2007,"Men","50+","Prostate",435.310256410256,32219
2008,"Men","50+","Prostate",434.24358974359,32822
2009,"Men","50+","Prostate",465.976923076923,36072
2010,"Men","50+","Prostate",459.638461538462,36306
2011,"Men","50+","Prostate",454.073076923077,36650
2012,"Men","50+","Prostate",465.184615384615,38348
2013,"Men","50+","Prostate",498.50641025641,41960
2014,"Men","50+","Prostate",468.623076923077,40621
2015,"Men","50+","Prostate",465.939743589744,41324
2016,"Men","50+","Prostate",456.291025641026,41311
2017,"Men","50+","Prostate",450.079487179487,41649
2018,"Men","50+","Prostate",526.337179487179,49874
2019,"Men","50+","Prostate",491.165384615385,47390
2001,"Men","50+","Stomach",69.4076923076923,4589
2002,"Men","50+","Stomach",67.4205128205128,4543
2003,"Men","50+","Stomach",60.9282051282051,4135
2004,"Men","50+","Stomach",59.8269230769231,4121
2005,"Men","50+","Stomach",58.5730769230769,4090
2006,"Men","50+","Stomach",55.648717948718,3950
2007,"Men","50+","Stomach",55.7769230769231,4037
2008,"Men","50+","Stomach",53.0423076923077,3911
2009,"Men","50+","Stomach",50.9435897435897,3854
2010,"Men","50+","Stomach",47.9141025641026,3673
2011,"Men","50+","Stomach",46.3038461538462,3624
2012,"Men","50+","Stomach",45.0705128205128,3625
2013,"Men","50+","Stomach",43.3307692307692,3557
2014,"Men","50+","Stomach",39.6615384615385,3360
2015,"Men","50+","Stomach",39.6269230769231,3406
2016,"Men","50+","Stomach",38.2346153846154,3377
2017,"Men","50+","Stomach",35.851282051282,3253
2018,"Men","50+","Stomach",33.9987179487179,3149
2019,"Men","50+","Stomach",36.4166666666667,3462
2001,"Men","50+","Testis",2.9474358974359,238
2002,"Men","50+","Testis",2.70897435897436,221
2003,"Men","50+","Testis",2.23333333333333,181
2004,"Men","50+","Testis",2.62307692307692,223
2005,"Men","50+","Testis",2.72435897435897,223
2006,"Men","50+","Testis",2.96794871794872,240
2007,"Men","50+","Testis",2.70641025641026,229
2008,"Men","50+","Testis",2.93461538461538,244
2009,"Men","50+","Testis",3.4525641025641,296
2010,"Men","50+","Testis",3.17179487179487,277
2011,"Men","50+","Testis",3.20897435897436,290
2012,"Men","50+","Testis",3.28076923076923,303
2013,"Men","50+","Testis",3.52307692307692,331
2014,"Men","50+","Testis",3.53333333333333,337
2015,"Men","50+","Testis",3.36282051282051,333
2016,"Men","50+","Testis",3.47435897435897,345
2017,"Men","50+","Testis",3.17435897435897,316
2018,"Men","50+","Testis",3.80769230769231,393
2019,"Men","50+","Testis",3.48461538461538,360
2001,"Men","50+","Thyroid",2.92692307692308,211
2002,"Men","50+","Thyroid",2.83076923076923,206
2003,"Men","50+","Thyroid",2.66153846153846,201
2004,"Men","50+","Thyroid",3.11794871794872,237
2005,"Men","50+","Thyroid",3.03589743589744,231
2006,"Men","50+","Thyroid",3.58461538461538,276
2007,"Men","50+","Thyroid",3.97435897435897,314
2008,"Men","50+","Thyroid",3.64230769230769,289
2009,"Men","50+","Thyroid",4.00641025641026,325
2010,"Men","50+","Thyroid",4.87051282051282,400
2011,"Men","50+","Thyroid",4.56025641025641,383
2012,"Men","50+","Thyroid",4.98589743589744,432
2013,"Men","50+","Thyroid",5.42948717948718,476
2014,"Men","50+","Thyroid",5.83717948717949,533
2015,"Men","50+","Thyroid",5.58461538461538,518
2016,"Men","50+","Thyroid",5.59358974358974,530
2017,"Men","50+","Thyroid",6.27564102564103,605
2018,"Men","50+","Thyroid",6.32435897435897,621
2019,"Men","50+","Thyroid",5.96923076923077,593
2001,"Women","20-49","Bladder",0.816455696202532,80
2002,"Women","20-49","Bladder",0.669620253164557,67
2003,"Women","20-49","Bladder",0.510126582278481,52
2004,"Women","20-49","Bladder",0.683544303797468,72
2005,"Women","20-49","Bladder",0.810126582278481,85
2006,"Women","20-49","Bladder",0.582278481012658,64
2007,"Women","20-49","Bladder",0.706329113924051,75
2008,"Women","20-49","Bladder",0.686075949367089,75
2009,"Women","20-49","Bladder",0.627848101265823,69
2010,"Women","20-49","Bladder",0.60253164556962,68
2011,"Women","20-49","Bladder",0.610126582278481,70
2012,"Women","20-49","Bladder",0.615189873417721,70
2013,"Women","20-49","Bladder",0.70506329113924,78
2014,"Women","20-49","Bladder",0.706329113924051,76
2015,"Women","20-49","Bladder",0.581012658227848,64
2016,"Women","20-49","Bladder",0.582278481012658,66
2017,"Women","20-49","Bladder",0.458227848101266,50
2018,"Women","20-49","Bladder",0.635443037974683,67
2019,"Women","20-49","Bladder",0.659493670886076,68
2001,"Women","20-49","Brain and CNS",3.02405063291139,318
2002,"Women","20-49","Brain and CNS",2.93544303797468,310
2003,"Women","20-49","Brain and CNS",2.8873417721519,307
2004,"Women","20-49","Brain and CNS",2.77215189873418,297
2005,"Women","20-49","Brain and CNS",3.01139240506329,325
2006,"Women","20-49","Brain and CNS",2.95696202531646,323
2007,"Women","20-49","Brain and CNS",3.30253164556962,362
2008,"Women","20-49","Brain and CNS",3.47594936708861,371
2009,"Women","20-49","Brain and CNS",2.97848101265823,334
2010,"Women","20-49","Brain and CNS",3.18481012658228,357
2011,"Women","20-49","Brain and CNS",3.07215189873418,348
2012,"Women","20-49","Brain and CNS",3.05189873417722,345
2013,"Women","20-49","Brain and CNS",3.46582278481013,385
2014,"Women","20-49","Brain and CNS",3.84303797468354,428
2015,"Women","20-49","Brain and CNS",3.87721518987342,431
2016,"Women","20-49","Brain and CNS",3.94430379746835,432
2017,"Women","20-49","Brain and CNS",3.68607594936709,405
2018,"Women","20-49","Brain and CNS",3.62025316455696,398
2019,"Women","20-49","Brain and CNS",3.42025316455696,372
2001,"Women","20-49","Breast",70.4405063291139,6885
2002,"Women","20-49","Breast",68.7772151898734,6804
2003,"Women","20-49","Breast",71.4607594936709,7178
2004,"Women","20-49","Breast",72.3506329113924,7345
2005,"Women","20-49","Breast",72.9151898734177,7534
2006,"Women","20-49","Breast",72.2658227848101,7569
2007,"Women","20-49","Breast",71.046835443038,7546
2008,"Women","20-49","Breast",73.973417721519,7916
2009,"Women","20-49","Breast",75.4088607594937,8147
2010,"Women","20-49","Breast",78.9949367088608,8593
2011,"Women","20-49","Breast",77.2810126582279,8435
2012,"Women","20-49","Breast",78.9481012658228,8622
2013,"Women","20-49","Breast",81.5518987341772,8871
2014,"Women","20-49","Breast",79.7949367088608,8636
2015,"Women","20-49","Breast",80.0215189873418,8604
2016,"Women","20-49","Breast",80.5822784810127,8612
2017,"Women","20-49","Breast",79.8810126582278,8473
2018,"Women","20-49","Breast",80.0987341772152,8448
2019,"Women","20-49","Breast",81.4721518987342,8504
2001,"Women","20-49","Cervix",12.6012658227848,1315
2002,"Women","20-49","Cervix",11.8075949367089,1253
2003,"Women","20-49","Cervix",11.7949367088608,1246
2004,"Women","20-49","Cervix",11.9772151898734,1271
2005,"Women","20-49","Cervix",12.2392405063291,1310
2006,"Women","20-49","Cervix",12.9518987341772,1392
2007,"Women","20-49","Cervix",12.7784810126582,1380
2008,"Women","20-49","Cervix",13.6493670886076,1481
2009,"Women","20-49","Cervix",16.5746835443038,1803
2010,"Women","20-49","Cervix",13.1215189873418,1437
2011,"Women","20-49","Cervix",14.4,1580
2012,"Women","20-49","Cervix",14.2215189873418,1561
2013,"Women","20-49","Cervix",14.8911392405063,1642
2014,"Women","20-49","Cervix",15.0569620253165,1656
2015,"Women","20-49","Cervix",14.7063291139241,1623
2016,"Women","20-49","Cervix",14.673417721519,1616
2017,"Women","20-49","Cervix",14.626582278481,1610
2018,"Women","20-49","Cervix",14.8101265822785,1623
2019,"Women","20-49","Cervix",15.2506329113924,1655
2001,"Women","20-49","Colorectum",6.99873417721519,678
2002,"Women","20-49","Colorectum",7.12151898734177,697
2003,"Women","20-49","Colorectum",6.86582278481013,686
2004,"Women","20-49","Colorectum",6.85316455696203,692
2005,"Women","20-49","Colorectum",7.58227848101266,779
2006,"Women","20-49","Colorectum",7.85569620253164,817
2007,"Women","20-49","Colorectum",7.76582278481013,824
2008,"Women","20-49","Colorectum",7.53544303797468,808
2009,"Women","20-49","Colorectum",8.23417721518988,890
2010,"Women","20-49","Colorectum",8.39240506329114,919
2011,"Women","20-49","Colorectum",8.73037974683544,960
2012,"Women","20-49","Colorectum",9.9,1091
2013,"Women","20-49","Colorectum",9.91645569620253,1086
2014,"Women","20-49","Colorectum",9.83164556962025,1067
2015,"Women","20-49","Colorectum",10.9974683544304,1190
2016,"Women","20-49","Colorectum",11.0860759493671,1195
2017,"Women","20-49","Colorectum",10.5645569620253,1127
2018,"Women","20-49","Colorectum",10.879746835443,1154
2019,"Women","20-49","Colorectum",11.6253164556962,1219
2001,"Women","20-49","Endometrium",3.17721518987342,301
2002,"Women","20-49","Endometrium",2.81898734177215,270
2003,"Women","20-49","Endometrium",3.45696202531646,338
2004,"Women","20-49","Endometrium",3.34556962025316,337
2005,"Women","20-49","Endometrium",3.52405063291139,361
2006,"Women","20-49","Endometrium",3.78101265822785,392
2007,"Women","20-49","Endometrium",4.02405063291139,424
2008,"Women","20-49","Endometrium",4.29746835443038,462
2009,"Women","20-49","Endometrium",3.93037974683544,427
2010,"Women","20-49","Endometrium",4.05063291139241,442
2011,"Women","20-49","Endometrium",3.95949367088608,436
2012,"Women","20-49","Endometrium",4.21518987341772,463
2013,"Women","20-49","Endometrium",4.54430379746835,499
2014,"Women","20-49","Endometrium",4.85063291139241,528
2015,"Women","20-49","Endometrium",4.21645569620253,455
2016,"Women","20-49","Endometrium",4.57088607594937,494
2017,"Women","20-49","Endometrium",4.84430379746835,517
2018,"Women","20-49","Endometrium",5.07341772151899,537
2019,"Women","20-49","Endometrium",5.17721518987342,543
2001,"Women","20-49","Gallbladder",0.19493670886076,25
2002,"Women","20-49","Gallbladder",0.159493670886076,20
2003,"Women","20-49","Gallbladder",0.248101265822785,26
2004,"Women","20-49","Gallbladder",0.19493670886076,25
2005,"Women","20-49","Gallbladder",0.227848101265823,27
2006,"Women","20-49","Gallbladder",0.212658227848101,27
2007,"Women","20-49","Gallbladder",0.265822784810127,29
2008,"Women","20-49","Gallbladder",0.212658227848101,28
2009,"Women","20-49","Gallbladder",0.230379746835443,28
2010,"Women","20-49","Gallbladder",0.318987341772152,38
2011,"Women","20-49","Gallbladder",0.354430379746835,40
2012,"Women","20-49","Gallbladder",0.283544303797468,33
2013,"Women","20-49","Gallbladder",0.318987341772152,37
2014,"Women","20-49","Gallbladder",0.265822784810127,32
2015,"Women","20-49","Gallbladder",0.230379746835443,35
2016,"Women","20-49","Gallbladder",0.336708860759494,41
2017,"Women","20-49","Gallbladder",0.318987341772152,42
2018,"Women","20-49","Gallbladder",0.30126582278481,35
2019,"Women","20-49","Gallbladder",0.354430379746835,41
2001,"Women","20-49","Hodgkin Lymphoma",2.63291139240506,277
2002,"Women","20-49","Hodgkin Lymphoma",2.26075949367089,239
2003,"Women","20-49","Hodgkin Lymphoma",2.45443037974684,260
2004,"Women","20-49","Hodgkin Lymphoma",2.69746835443038,284
2005,"Women","20-49","Hodgkin Lymphoma",2.43544303797468,260
2006,"Women","20-49","Hodgkin Lymphoma",2.72025316455696,292
2007,"Women","20-49","Hodgkin Lymphoma",2.77088607594937,303
2008,"Women","20-49","Hodgkin Lymphoma",3.11645569620253,341
2009,"Women","20-49","Hodgkin Lymphoma",2.97848101265823,330
2010,"Women","20-49","Hodgkin Lymphoma",3.13291139240506,347
2011,"Women","20-49","Hodgkin Lymphoma",2.93417721518987,330
2012,"Women","20-49","Hodgkin Lymphoma",2.91772151898734,329
2013,"Women","20-49","Hodgkin Lymphoma",3.03544303797468,340
2014,"Women","20-49","Hodgkin Lymphoma",3.05696202531646,342
2015,"Women","20-49","Hodgkin Lymphoma",2.96329113924051,332
2016,"Women","20-49","Hodgkin Lymphoma",3.0379746835443,341
2017,"Women","20-49","Hodgkin Lymphoma",3.19620253164557,358
2018,"Women","20-49","Hodgkin Lymphoma",3.02911392405063,338
2019,"Women","20-49","Hodgkin Lymphoma",3.28860759493671,366
2001,"Women","20-49","Kaposi Sarcoma",0.0683544303797468,10
2002,"Women","20-49","Kaposi Sarcoma",0.0493670886075949,11
2003,"Women","20-49","Kaposi Sarcoma",0.19873417721519,22
2004,"Women","20-49","Kaposi Sarcoma",0,10
2005,"Women","20-49","Kaposi Sarcoma",0.0658227848101266,11
2006,"Women","20-49","Kaposi Sarcoma",0.164556962025316,22
2007,"Women","20-49","Kaposi Sarcoma",0.139240506329114,16
2008,"Women","20-49","Kaposi Sarcoma",0.20253164556962,22
2009,"Women","20-49","Kaposi Sarcoma",0.0683544303797468,13
2010,"Women","20-49","Kaposi Sarcoma",0.134177215189873,16
2011,"Women","20-49","Kaposi Sarcoma",0.116455696202532,16
2012,"Women","20-49","Kaposi Sarcoma",0.0354430379746835,9
2013,"Women","20-49","Kaposi Sarcoma",0.0329113924050633,6
2014,"Women","20-49","Kaposi Sarcoma",0,5
2015,"Women","20-49","Kaposi Sarcoma",0.0354430379746835,9
2016,"Women","20-49","Kaposi Sarcoma",0.0708860759493671,9
2017,"Women","20-49","Kaposi Sarcoma",0.0658227848101266,11
2018,"Women","20-49","Kaposi Sarcoma",0,4
2019,"Women","20-49","Kaposi Sarcoma",0,2
2001,"Women","20-49","Kidney",1.5,145
