"year","sex","age_group","cancer_site","Rate","count"
2002,"Men","35-49","Leukaemia",5,266
2003,"Men","35-49","Leukaemia",5.7,308
2004,"Men","35-49","Leukaemia",4.8,265
2005,"Men","35-49","Leukaemia",5.2,291
2006,"Men","35-49","Leukaemia",5,282
2007,"Men","35-49","Leukaemia",4.7,264
2008,"Men","35-49","Leukaemia",5.3,302
2009,"Men","35-49","Leukaemia",6,338
2010,"Men","35-49","Leukaemia",5.8,330
2011,"Men","35-49","Leukaemia",5.7,318
2012,"Men","35-49","Leukaemia",5.6,310
2013,"Men","35-49","Leukaemia",6,328
2014,"Men","35-49","Leukaemia",6.6,363
2015,"Men","35-49","Leukaemia",6.6,362
2016,"Men","35-49","Leukaemia",6.3,346
2017,"Men","35-49","Leukaemia",6.4,349
2018,"Men","35-49","Leukaemia",6.2,333
2019,"Men","35-49","Leukaemia",5.8,311
2001,"Men","35-49","Liver",1.5,78
2002,"Men","35-49","Liver",1.4,77
2003,"Men","35-49","Liver",1.7,91
2004,"Men","35-49","Liver",1.4,76
2005,"Men","35-49","Liver",1.7,95
2006,"Men","35-49","Liver",2,110
2007,"Men","35-49","Liver",1.6,92
2008,"Men","35-49","Liver",2.1,119
2009,"Men","35-49","Liver",2.5,141
2010,"Men","35-49","Liver",2.4,135
2011,"Men","35-49","Liver",1.8,100
2012,"Men","35-49","Liver",2.2,123
2013,"Men","35-49","Liver",2.3,128
2014,"Men","35-49","Liver",2.8,152
2015,"Men","35-49","Liver",2.2,121
2016,"Men","35-49","Liver",2.5,138
2017,"Men","35-49","Liver",2.4,131
2018,"Men","35-49","Liver",2,106
2019,"Men","35-49","Liver",2.1,113
2001,"Men","35-49","Lung",9.8,515
2002,"Men","35-49","Lung",9,478
2003,"Men","35-49","Lung",8.1,439
2004,"Men","35-49","Lung",8.8,479
2005,"Men","35-49","Lung",8.5,470
2006,"Men","35-49","Lung",8.7,488
2007,"Men","35-49","Lung",8,454
2008,"Men","35-49","Lung",8,452
2009,"Men","35-49","Lung",7.8,444
2010,"Men","35-49","Lung",8.9,502
2011,"Men","35-49","Lung",8.1,452
2012,"Men","35-49","Lung",8.4,464
2013,"Men","35-49","Lung",8.2,451
2014,"Men","35-49","Lung",8,440
2015,"Men","35-49","Lung",7.8,427
2016,"Men","35-49","Lung",8.8,480
2017,"Men","35-49","Lung",7.5,405
2018,"Men","35-49","Lung",8.4,453
2019,"Men","35-49","Lung",7.8,419
2001,"Men","35-49","Melanoma",10.4,545
2002,"Men","35-49","Melanoma",10.8,574
2003,"Men","35-49","Melanoma",10.3,559
2004,"Men","35-49","Melanoma",13.1,715
2005,"Men","35-49","Melanoma",13,720
2006,"Men","35-49","Melanoma",14,783
2007,"Men","35-49","Melanoma",12.9,727
2008,"Men","35-49","Melanoma",14,794
2009,"Men","35-49","Melanoma",14.7,835
2010,"Men","35-49","Melanoma",14,791
2011,"Men","35-49","Melanoma",14.6,819
2012,"Men","35-49","Melanoma",15.4,852
2013,"Men","35-49","Melanoma",16,880
2014,"Men","35-49","Melanoma",16.3,891
2015,"Men","35-49","Melanoma",16.6,908
2016,"Men","35-49","Melanoma",15.5,843
2017,"Men","35-49","Melanoma",15.1,821
2018,"Men","35-49","Melanoma",14.5,783
2019,"Men","35-49","Melanoma",14.1,762
2001,"Men","35-49","MultipleMyeloma",1.6,88
2002,"Men","35-49","MultipleMyeloma",1.5,84
2003,"Men","35-49","MultipleMyeloma",2.1,116
2004,"Men","35-49","MultipleMyeloma",1.7,93
2005,"Men","35-49","MultipleMyeloma",2.2,119
2006,"Men","35-49","MultipleMyeloma",1.8,103
2007,"Men","35-49","MultipleMyeloma",1.7,94
2008,"Men","35-49","MultipleMyeloma",2,118
2009,"Men","35-49","MultipleMyeloma",2.6,150
2010,"Men","35-49","MultipleMyeloma",2.1,121
2011,"Men","35-49","MultipleMyeloma",2.4,134
2012,"Men","35-49","MultipleMyeloma",2.7,148
2013,"Men","35-49","MultipleMyeloma",3.4,185
2014,"Men","35-49","MultipleMyeloma",3,166
2015,"Men","35-49","MultipleMyeloma",3.1,171
2016,"Men","35-49","MultipleMyeloma",3,165
2017,"Men","35-49","MultipleMyeloma",3.3,176
2018,"Men","35-49","MultipleMyeloma",3.1,169
2019,"Men","35-49","MultipleMyeloma",2.9,158
2001,"Men","35-49","Non-Hodgkin Lymphoma",9.4,493
2002,"Men","35-49","Non-Hodgkin Lymphoma",8.7,466
2003,"Men","35-49","Non-Hodgkin Lymphoma",9.2,498
2004,"Men","35-49","Non-Hodgkin Lymphoma",9.1,494
2005,"Men","35-49","Non-Hodgkin Lymphoma",10.4,577
2006,"Men","35-49","Non-Hodgkin Lymphoma",10.1,563
2007,"Men","35-49","Non-Hodgkin Lymphoma",10.6,600
2008,"Men","35-49","Non-Hodgkin Lymphoma",10.9,615
2009,"Men","35-49","Non-Hodgkin Lymphoma",10.9,616
2010,"Men","35-49","Non-Hodgkin Lymphoma",11.1,626
2011,"Men","35-49","Non-Hodgkin Lymphoma",11.1,619
2012,"Men","35-49","Non-Hodgkin Lymphoma",11.8,655
2013,"Men","35-49","Non-Hodgkin Lymphoma",10.9,600
2014,"Men","35-49","Non-Hodgkin Lymphoma",9.9,543
2015,"Men","35-49","Non-Hodgkin Lymphoma",9.7,534
2016,"Men","35-49","Non-Hodgkin Lymphoma",10.6,574
2017,"Men","35-49","Non-Hodgkin Lymphoma",9.6,519
2018,"Men","35-49","Non-Hodgkin Lymphoma",9.6,515
2019,"Men","35-49","Non-Hodgkin Lymphoma",9.6,517
2001,"Men","35-49","Oesophagus",3.4,180
2002,"Men","35-49","Oesophagus",3.7,196
2003,"Men","35-49","Oesophagus",3.5,191
2004,"Men","35-49","Oesophagus",3.6,196
2005,"Men","35-49","Oesophagus",3,168
2006,"Men","35-49","Oesophagus",3.3,186
2007,"Men","35-49","Oesophagus",3.6,206
2008,"Men","35-49","Oesophagus",3.4,193
2009,"Men","35-49","Oesophagus",3.7,212
2010,"Men","35-49","Oesophagus",4,226
2011,"Men","35-49","Oesophagus",3.1,173
2012,"Men","35-49","Oesophagus",3.8,209
2013,"Men","35-49","Oesophagus",3.4,185
2014,"Men","35-49","Oesophagus",3.3,180
2015,"Men","35-49","Oesophagus",3,165
2016,"Men","35-49","Oesophagus",3.7,200
2017,"Men","35-49","Oesophagus",3.3,179
2018,"Men","35-49","Oesophagus",3.1,168
2019,"Men","35-49","Oesophagus",3.2,173
2001,"Men","35-49","Oral",7.1,372
2002,"Men","35-49","Oral",7.7,409
2003,"Men","35-49","Oral",7.7,414
2004,"Men","35-49","Oral",7.6,418
2005,"Men","35-49","Oral",7.8,433
2006,"Men","35-49","Oral",8.5,476
2007,"Men","35-49","Oral",8.8,496
2008,"Men","35-49","Oral",8.9,506
2009,"Men","35-49","Oral",8.9,506
2010,"Men","35-49","Oral",9.5,537
2011,"Men","35-49","Oral",10,558
2012,"Men","35-49","Oral",10.2,564
2013,"Men","35-49","Oral",10.6,581
2014,"Men","35-49","Oral",10.4,571
2015,"Men","35-49","Oral",10.3,561
2016,"Men","35-49","Oral",10.2,555
2017,"Men","35-49","Oral",10.5,572
2018,"Men","35-49","Oral",9.7,527
2019,"Men","35-49","Oral",9.7,523
2001,"Men","35-49","Pancreas",2.9,151
2002,"Men","35-49","Pancreas",2.3,120
2003,"Men","35-49","Pancreas",2.4,130
2004,"Men","35-49","Pancreas",2.1,115
2005,"Men","35-49","Pancreas",2.5,137
2006,"Men","35-49","Pancreas",2.2,126
2007,"Men","35-49","Pancreas",2.5,143
2008,"Men","35-49","Pancreas",2.7,154
2009,"Men","35-49","Pancreas",3.1,173
2010,"Men","35-49","Pancreas",2.7,155
2011,"Men","35-49","Pancreas",2.9,161
2012,"Men","35-49","Pancreas",3.1,172
2013,"Men","35-49","Pancreas",3.2,176
2014,"Men","35-49","Pancreas",3.4,185
2015,"Men","35-49","Pancreas",2.8,153
2016,"Men","35-49","Pancreas",3.3,180
2017,"Men","35-49","Pancreas",3.1,166
2018,"Men","35-49","Pancreas",3.4,183
2019,"Men","35-49","Pancreas",3.1,166
2001,"Men","35-49","Prostate",3,155
2002,"Men","35-49","Prostate",3.2,170
2003,"Men","35-49","Prostate",3.1,170
2004,"Men","35-49","Prostate",3.9,211
2005,"Men","35-49","Prostate",4.1,226
2006,"Men","35-49","Prostate",4.3,243
2007,"Men","35-49","Prostate",4.3,242
2008,"Men","35-49","Prostate",5.3,300
2009,"Men","35-49","Prostate",6.8,384
2010,"Men","35-49","Prostate",6.4,363
2011,"Men","35-49","Prostate",7.4,412
2012,"Men","35-49","Prostate",7.4,409
2013,"Men","35-49","Prostate",7.5,414
2014,"Men","35-49","Prostate",8.7,475
2015,"Men","35-49","Prostate",8.3,453
2016,"Men","35-49","Prostate",8.6,471
2017,"Men","35-49","Prostate",9,488
2018,"Men","35-49","Prostate",9.9,534
2019,"Men","35-49","Prostate",9.9,534
2001,"Men","35-49","Stomach",3.4,177
2002,"Men","35-49","Stomach",3.8,204
2003,"Men","35-49","Stomach",3.5,189
2004,"Men","35-49","Stomach",3.1,169
2005,"Men","35-49","Stomach",2.9,159
2006,"Men","35-49","Stomach",3.2,178
2007,"Men","35-49","Stomach",2.9,164
2008,"Men","35-49","Stomach",2.8,161
2009,"Men","35-49","Stomach",3.2,183
2010,"Men","35-49","Stomach",3.5,195
2011,"Men","35-49","Stomach",2.9,163
2012,"Men","35-49","Stomach",3.1,170
2013,"Men","35-49","Stomach",3,165
2014,"Men","35-49","Stomach",3,163
2015,"Men","35-49","Stomach",3,164
2016,"Men","35-49","Stomach",2.6,144
2017,"Men","35-49","Stomach",2.5,137
2018,"Men","35-49","Stomach",2.6,140
2019,"Men","35-49","Stomach",3.2,175
2001,"Men","35-49","Testis",13.1,685
2002,"Men","35-49","Testis",12.3,653
2003,"Men","35-49","Testis",11.3,611
2004,"Men","35-49","Testis",12.4,676
2005,"Men","35-49","Testis",12.9,715
2006,"Men","35-49","Testis",12.5,701
2007,"Men","35-49","Testis",11.4,641
2008,"Men","35-49","Testis",12.9,730
2009,"Men","35-49","Testis",12.4,703
2010,"Men","35-49","Testis",12.8,723
2011,"Men","35-49","Testis",12.4,697
2012,"Men","35-49","Testis",12.7,702
2013,"Men","35-49","Testis",13.4,737
2014,"Men","35-49","Testis",13.3,725
2015,"Men","35-49","Testis",13.3,724
2016,"Men","35-49","Testis",13.2,719
2017,"Men","35-49","Testis",12.3,667
2018,"Men","35-49","Testis",14.7,796
2019,"Men","35-49","Testis",14,752
2001,"Men","35-49","Thyroid",1.4,74
2002,"Men","35-49","Thyroid",1.3,71
2003,"Men","35-49","Thyroid",1.6,87
2004,"Men","35-49","Thyroid",1.7,95
2005,"Men","35-49","Thyroid",1.9,106
2006,"Men","35-49","Thyroid",1.8,103
2007,"Men","35-49","Thyroid",2.2,122
2008,"Men","35-49","Thyroid",2.2,122
2009,"Men","35-49","Thyroid",2.6,145
2010,"Men","35-49","Thyroid",2.8,156
2011,"Men","35-49","Thyroid",3,170
2012,"Men","35-49","Thyroid",3.4,191
2013,"Men","35-49","Thyroid",3.4,188
2014,"Men","35-49","Thyroid",3.7,203
2015,"Men","35-49","Thyroid",3.7,203
2016,"Men","35-49","Thyroid",3.6,196
2017,"Men","35-49","Thyroid",3.9,209
2018,"Men","35-49","Thyroid",4.4,238
2019,"Men","35-49","Thyroid",4.2,225
2001,"Men","50-64","Bladder",29.3,1244
2002,"Men","50-64","Bladder",27.6,1184
2003,"Men","50-64","Bladder",26.8,1156
2004,"Men","50-64","Bladder",23.7,1034
2005,"Men","50-64","Bladder",24.8,1090
2006,"Men","50-64","Bladder",24.4,1091
2007,"Men","50-64","Bladder",26.4,1193
2008,"Men","50-64","Bladder",24.6,1126
2009,"Men","50-64","Bladder",23.8,1100
2010,"Men","50-64","Bladder",21.9,1024
2011,"Men","50-64","Bladder",22.4,1063
2012,"Men","50-64","Bladder",20.8,984
2013,"Men","50-64","Bladder",20.4,972
2014,"Men","50-64","Bladder",18.7,906
2015,"Men","50-64","Bladder",17.9,882
2016,"Men","50-64","Bladder",16.3,817
2017,"Men","50-64","Bladder",16.6,847
2018,"Men","50-64","Bladder",17.5,910
2019,"Men","50-64","Bladder",15.9,835
2001,"Men","50-64","Brain and CNS",15,636
2002,"Men","50-64","Brain and CNS",14.7,634
2003,"Men","50-64","Brain and CNS",15.2,653
2004,"Men","50-64","Brain and CNS",13.7,596
2005,"Men","50-64","Brain and CNS",15.1,667
2006,"Men","50-64","Brain and CNS",15.4,687
2007,"Men","50-64","Brain and CNS",15.1,684
2008,"Men","50-64","Brain and CNS",16,731
2009,"Men","50-64","Brain and CNS",16.8,779
2010,"Men","50-64","Brain and CNS",14.7,690
2011,"Men","50-64","Brain and CNS",15.1,715
2012,"Men","50-64","Brain and CNS",15,709
2013,"Men","50-64","Brain and CNS",15.3,729
2014,"Men","50-64","Brain and CNS",13.7,662
2015,"Men","50-64","Brain and CNS",14.5,715
2016,"Men","50-64","Brain and CNS",15.1,761
2017,"Men","50-64","Brain and CNS",14.6,746
2018,"Men","50-64","Brain and CNS",13.3,691
2019,"Men","50-64","Brain and CNS",14.1,740
2001,"Men","50-64","Breast",1.5,62
2002,"Men","50-64","Breast",1.4,61
2003,"Men","50-64","Breast",2,85
2004,"Men","50-64","Breast",1.5,64
2005,"Men","50-64","Breast",1.4,62
2006,"Men","50-64","Breast",1.6,70
2007,"Men","50-64","Breast",1.5,68
2008,"Men","50-64","Breast",1.7,79
2009,"Men","50-64","Breast",1.6,74
2010,"Men","50-64","Breast",1.6,77
2011,"Men","50-64","Breast",1.9,92
2012,"Men","50-64","Breast",1.5,69
2013,"Men","50-64","Breast",1.7,83
2014,"Men","50-64","Breast",1.8,86
2015,"Men","50-64","Breast",1.4,68
2016,"Men","50-64","Breast",1.5,77
2017,"Men","50-64","Breast",1.4,69
2018,"Men","50-64","Breast",1.6,83
2019,"Men","50-64","Breast",1.4,74
2001,"Men","50-64","Colorectum",86.4,3668
2002,"Men","50-64","Colorectum",86.5,3710
2003,"Men","50-64","Colorectum",88.6,3828
2004,"Men","50-64","Colorectum",87.7,3821
2005,"Men","50-64","Colorectum",89.5,3942
2006,"Men","50-64","Colorectum",91.9,4107
2007,"Men","50-64","Colorectum",90,4066
2008,"Men","50-64","Colorectum",97.4,4458
2009,"Men","50-64","Colorectum",96.8,4473
2010,"Men","50-64","Colorectum",98.8,4622
2011,"Men","50-64","Colorectum",99.7,4720
2012,"Men","50-64","Colorectum",100.1,4736
2013,"Men","50-64","Colorectum",94.8,4526
2014,"Men","50-64","Colorectum",90,4358
2015,"Men","50-64","Colorectum",90.5,4459
2016,"Men","50-64","Colorectum",93.2,4676
2017,"Men","50-64","Colorectum",89.7,4585
2018,"Men","50-64","Colorectum",95.9,4973
2019,"Men","50-64","Colorectum",96.5,5081
2001,"Men","50-64","Gallbladder",2.4,103
2002,"Men","50-64","Gallbladder",2.4,101
2003,"Men","50-64","Gallbladder",2.3,99
2004,"Men","50-64","Gallbladder",2.5,109
2005,"Men","50-64","Gallbladder",2.5,108
2006,"Men","50-64","Gallbladder",2.9,128
2007,"Men","50-64","Gallbladder",2.9,129
2008,"Men","50-64","Gallbladder",3.6,164
2009,"Men","50-64","Gallbladder",2.8,130
2010,"Men","50-64","Gallbladder",2.7,123
2011,"Men","50-64","Gallbladder",3.2,154
2012,"Men","50-64","Gallbladder",2.9,136
2013,"Men","50-64","Gallbladder",2.9,142
2014,"Men","50-64","Gallbladder",2.9,141
2015,"Men","50-64","Gallbladder",2.7,134
2016,"Men","50-64","Gallbladder",3,152
2017,"Men","50-64","Gallbladder",2.3,120
2018,"Men","50-64","Gallbladder",3.1,165
2019,"Men","50-64","Gallbladder",3.4,179
2001,"Men","50-64","Hodgkin Lymphoma",3.2,135
2002,"Men","50-64","Hodgkin Lymphoma",3.2,139
2003,"Men","50-64","Hodgkin Lymphoma",2.8,119
2004,"Men","50-64","Hodgkin Lymphoma",2.8,122
2005,"Men","50-64","Hodgkin Lymphoma",3.3,147
2006,"Men","50-64","Hodgkin Lymphoma",3.5,156
2007,"Men","50-64","Hodgkin Lymphoma",3.7,165
2008,"Men","50-64","Hodgkin Lymphoma",3.1,141
2009,"Men","50-64","Hodgkin Lymphoma",3.5,163
2010,"Men","50-64","Hodgkin Lymphoma",3.9,181
2011,"Men","50-64","Hodgkin Lymphoma",3.4,162
2012,"Men","50-64","Hodgkin Lymphoma",4.1,192
2013,"Men","50-64","Hodgkin Lymphoma",3.9,185
2014,"Men","50-64","Hodgkin Lymphoma",4.3,209
2015,"Men","50-64","Hodgkin Lymphoma",4,199
2016,"Men","50-64","Hodgkin Lymphoma",3.7,187
2017,"Men","50-64","Hodgkin Lymphoma",3.9,200
2018,"Men","50-64","Hodgkin Lymphoma",4.2,219
2019,"Men","50-64","Hodgkin Lymphoma",3.9,205
2001,"Men","50-64","Kaposi Sarcoma",0.3,11
2002,"Men","50-64","Kaposi Sarcoma",0.2,7
2003,"Men","50-64","Kaposi Sarcoma",0.4,17
2004,"Men","50-64","Kaposi Sarcoma",0.3,11
2005,"Men","50-64","Kaposi Sarcoma",0.3,14
2006,"Men","50-64","Kaposi Sarcoma",0.3,12
2007,"Men","50-64","Kaposi Sarcoma",0.4,19
2008,"Men","50-64","Kaposi Sarcoma",0.6,28
2009,"Men","50-64","Kaposi Sarcoma",0.4,20
2010,"Men","50-64","Kaposi Sarcoma",0.6,28
2011,"Men","50-64","Kaposi Sarcoma",0.5,24
2012,"Men","50-64","Kaposi Sarcoma",0.5,25
2013,"Men","50-64","Kaposi Sarcoma",0.8,36
2014,"Men","50-64","Kaposi Sarcoma",0.8,39
2015,"Men","50-64","Kaposi Sarcoma",0.5,26
2016,"Men","50-64","Kaposi Sarcoma",0.8,38
2017,"Men","50-64","Kaposi Sarcoma",0.6,30
2018,"Men","50-64","Kaposi Sarcoma",0.7,38
2019,"Men","50-64","Kaposi Sarcoma",0.8,43
2001,"Men","50-64","Kidney",20.6,873
2002,"Men","50-64","Kidney",21.6,924
2003,"Men","50-64","Kidney",21.7,937
2004,"Men","50-64","Kidney",22.9,996
2005,"Men","50-64","Kidney",23.6,1039
2006,"Men","50-64","Kidney",24.5,1092
2007,"Men","50-64","Kidney",26.7,1204
2008,"Men","50-64","Kidney",26.9,1232
2009,"Men","50-64","Kidney",27.7,1279
2010,"Men","50-64","Kidney",28.4,1329
2011,"Men","50-64","Kidney",30.6,1447
2012,"Men","50-64","Kidney",30.5,1442
2013,"Men","50-64","Kidney",34.3,1636
2014,"Men","50-64","Kidney",34.3,1662
2015,"Men","50-64","Kidney",35.1,1732
2016,"Men","50-64","Kidney",34.6,1734
2017,"Men","50-64","Kidney",35.5,1813
2018,"Men","50-64","Kidney",35.8,1857
2019,"Men","50-64","Kidney",37.5,1976
2001,"Men","50-64","Larynx",13.7,584
2002,"Men","50-64","Larynx",12.5,535
2003,"Men","50-64","Larynx",12.2,526
2004,"Men","50-64","Larynx",13,566
2005,"Men","50-64","Larynx",12.6,557
2006,"Men","50-64","Larynx",12.9,576
2007,"Men","50-64","Larynx",12,544
2008,"Men","50-64","Larynx",12.3,563
2009,"Men","50-64","Larynx",12.2,565
2010,"Men","50-64","Larynx",12.4,580
2011,"Men","50-64","Larynx",11.1,528
2012,"Men","50-64","Larynx",11.3,535
2013,"Men","50-64","Larynx",10.2,489
2014,"Men","50-64","Larynx",10.2,495
2015,"Men","50-64","Larynx",9.1,448
2016,"Men","50-64","Larynx",9.4,470
2017,"Men","50-64","Larynx",9.8,500
2018,"Men","50-64","Larynx",9.1,470
2019,"Men","50-64","Larynx",8.2,430
2001,"Men","50-64","Leukaemia",18.9,801
2002,"Men","50-64","Leukaemia",17.3,741
2003,"Men","50-64","Leukaemia",18.2,785
2004,"Men","50-64","Leukaemia",17.2,751
2005,"Men","50-64","Leukaemia",19.2,847
2006,"Men","50-64","Leukaemia",19.3,864
2007,"Men","50-64","Leukaemia",19.3,871
2008,"Men","50-64","Leukaemia",19.8,905
2009,"Men","50-64","Leukaemia",21.6,999
2010,"Men","50-64","Leukaemia",21.1,985
2011,"Men","50-64","Leukaemia",21.7,1030
2012,"Men","50-64","Leukaemia",21.5,1020
2013,"Men","50-64","Leukaemia",23.1,1101
2014,"Men","50-64","Leukaemia",22.2,1076
2015,"Men","50-64","Leukaemia",23.8,1172
2016,"Men","50-64","Leukaemia",22.1,1107
2017,"Men","50-64","Leukaemia",21.8,1114
2018,"Men","50-64","Leukaemia",19.6,1018
2019,"Men","50-64","Leukaemia",19.5,1025
2001,"Men","50-64","Liver",7.8,331
2002,"Men","50-64","Liver",7.4,318
2003,"Men","50-64","Liver",7.8,339
2004,"Men","50-64","Liver",8.2,356
2005,"Men","50-64","Liver",9.9,437
2006,"Men","50-64","Liver",10.2,454
2007,"Men","50-64","Liver",11.6,524
2008,"Men","50-64","Liver",10.8,496
2009,"Men","50-64","Liver",12,556
2010,"Men","50-64","Liver",13.3,621
2011,"Men","50-64","Liver",13.5,639
2012,"Men","50-64","Liver",14.5,687
2013,"Men","50-64","Liver",16.3,780
2014,"Men","50-64","Liver",16.4,794
2015,"Men","50-64","Liver",16.5,815
2016,"Men","50-64","Liver",16.8,845
2017,"Men","50-64","Liver",17.3,884
2018,"Men","50-64","Liver",15.2,790
2019,"Men","50-64","Liver",16.4,863
2001,"Men","50-64","Lung",99.1,4208
2002,"Men","50-64","Lung",97.2,4165
2003,"Men","50-64","Lung",93.3,4033
2004,"Men","50-64","Lung",96.4,4201
2005,"Men","50-64","Lung",93.2,4106
2006,"Men","50-64","Lung",95.9,4281
2007,"Men","50-64","Lung",92.1,4163
2008,"Men","50-64","Lung",90.6,4145
2009,"Men","50-64","Lung",88.5,4091
2010,"Men","50-64","Lung",87.6,4098
2011,"Men","50-64","Lung",87.8,4157
2012,"Men","50-64","Lung",86.4,4092
2013,"Men","50-64","Lung",82.8,3950
2014,"Men","50-64","Lung",80.6,3905
2015,"Men","50-64","Lung",76.7,3781
2016,"Men","50-64","Lung",76.8,3853
2017,"Men","50-64","Lung",74.2,3791
2018,"Men","50-64","Lung",71.3,3701
2019,"Men","50-64","Lung",70.3,3700
2001,"Men","50-64","Melanoma",20.4,865
2002,"Men","50-64","Melanoma",21.4,916
2003,"Men","50-64","Melanoma",22.4,968
2004,"Men","50-64","Melanoma",23.3,1015
2005,"Men","50-64","Melanoma",25.9,1142
2006,"Men","50-64","Melanoma",28,1250
2007,"Men","50-64","Melanoma",28.8,1300
2008,"Men","50-64","Melanoma",30,1370
2009,"Men","50-64","Melanoma",30.7,1418
2010,"Men","50-64","Melanoma",33.8,1578
2011,"Men","50-64","Melanoma",33.6,1592
2012,"Men","50-64","Melanoma",31.6,1496
2013,"Men","50-64","Melanoma",34.4,1640
2014,"Men","50-64","Melanoma",35.5,1717
2015,"Men","50-64","Melanoma",36.4,1796
2016,"Men","50-64","Melanoma",35.4,1777
2017,"Men","50-64","Melanoma",34.8,1780
2018,"Men","50-64","Melanoma",37.9,1965
2019,"Men","50-64","Melanoma",37.2,1960
2001,"Men","50-64","MultipleMyeloma",10.3,438
2002,"Men","50-64","MultipleMyeloma",10.2,439
2003,"Men","50-64","MultipleMyeloma",11,473
2004,"Men","50-64","MultipleMyeloma",11.6,503
2005,"Men","50-64","MultipleMyeloma",10.7,473
2006,"Men","50-64","MultipleMyeloma",12.5,555
2007,"Men","50-64","MultipleMyeloma",11.9,535
2008,"Men","50-64","MultipleMyeloma",13,591
2009,"Men","50-64","MultipleMyeloma",14.1,649
2010,"Men","50-64","MultipleMyeloma",11.9,560
2011,"Men","50-64","MultipleMyeloma",12.1,574
2012,"Men","50-64","MultipleMyeloma",12.4,587
2013,"Men","50-64","MultipleMyeloma",14.9,712
2014,"Men","50-64","MultipleMyeloma",14.8,718
2015,"Men","50-64","MultipleMyeloma",15.2,751
2016,"Men","50-64","MultipleMyeloma",14.5,728
2017,"Men","50-64","MultipleMyeloma",16.3,830
2018,"Men","50-64","MultipleMyeloma",16.2,841
2019,"Men","50-64","MultipleMyeloma",16.5,870
2001,"Men","50-64","Non-Hodgkin Lymphoma",29.4,1249
2002,"Men","50-64","Non-Hodgkin Lymphoma",27,1157
2003,"Men","50-64","Non-Hodgkin Lymphoma",28.2,1218
2004,"Men","50-64","Non-Hodgkin Lymphoma",30.1,1311
2005,"Men","50-64","Non-Hodgkin Lymphoma",28.9,1274
2006,"Men","50-64","Non-Hodgkin Lymphoma",30.3,1351
2007,"Men","50-64","Non-Hodgkin Lymphoma",31,1397
2008,"Men","50-64","Non-Hodgkin Lymphoma",31.2,1429
2009,"Men","50-64","Non-Hodgkin Lymphoma",32.4,1499
2010,"Men","50-64","Non-Hodgkin Lymphoma",33.9,1585
2011,"Men","50-64","Non-Hodgkin Lymphoma",34,1607
2012,"Men","50-64","Non-Hodgkin Lymphoma",32.5,1540
2013,"Men","50-64","Non-Hodgkin Lymphoma",31.7,1514
2014,"Men","50-64","Non-Hodgkin Lymphoma",31.6,1527
2015,"Men","50-64","Non-Hodgkin Lymphoma",29.9,1476
2016,"Men","50-64","Non-Hodgkin Lymphoma",30.9,1550
2017,"Men","50-64","Non-Hodgkin Lymphoma",29.6,1513
2018,"Men","50-64","Non-Hodgkin Lymphoma",28.6,1485
2019,"Men","50-64","Non-Hodgkin Lymphoma",29.1,1529
2001,"Men","50-64","Oesophagus",25.5,1085
2002,"Men","50-64","Oesophagus",25.1,1075
2003,"Men","50-64","Oesophagus",25,1079
2004,"Men","50-64","Oesophagus",25.8,1123
2005,"Men","50-64","Oesophagus",27,1190
2006,"Men","50-64","Oesophagus",27.2,1215
2007,"Men","50-64","Oesophagus",28.5,1286
2008,"Men","50-64","Oesophagus",29.6,1356
2009,"Men","50-64","Oesophagus",28.6,1320
2010,"Men","50-64","Oesophagus",28.7,1343
2011,"Men","50-64","Oesophagus",28.9,1367
2012,"Men","50-64","Oesophagus",28.1,1332
2013,"Men","50-64","Oesophagus",28.3,1349
2014,"Men","50-64","Oesophagus",27.2,1315
2015,"Men","50-64","Oesophagus",27.5,1355
2016,"Men","50-64","Oesophagus",26.4,1323
2017,"Men","50-64","Oesophagus",25.5,1305
2018,"Men","50-64","Oesophagus",26.1,1355
2019,"Men","50-64","Oesophagus",24.8,1306
2001,"Men","50-64","Oral",27,1145
2002,"Men","50-64","Oral",25.4,1087
2003,"Men","50-64","Oral",29.2,1263
2004,"Men","50-64","Oral",28.3,1234
2005,"Men","50-64","Oral",29.3,1289
2006,"Men","50-64","Oral",32.5,1451
2007,"Men","50-64","Oral",34,1536
2008,"Men","50-64","Oral",34.4,1573
2009,"Men","50-64","Oral",36.4,1680
2010,"Men","50-64","Oral",37.9,1770
2011,"Men","50-64","Oral",39.1,1853
2012,"Men","50-64","Oral",40.3,1906
2013,"Men","50-64","Oral",42.8,2043
2014,"Men","50-64","Oral",41.6,2014
2015,"Men","50-64","Oral",43.6,2147
2016,"Men","50-64","Oral",43.8,2198
2017,"Men","50-64","Oral",43.8,2238
2018,"Men","50-64","Oral",45.1,2338
2019,"Men","50-64","Oral",45.3,2382
2001,"Men","50-64","Pancreas",15.8,672
2002,"Men","50-64","Pancreas",17.1,731
2003,"Men","50-64","Pancreas",17.8,769
2004,"Men","50-64","Pancreas",16.7,728
2005,"Men","50-64","Pancreas",18.3,805
2006,"Men","50-64","Pancreas",18.8,840
2007,"Men","50-64","Pancreas",18,815
2008,"Men","50-64","Pancreas",19.5,892
2009,"Men","50-64","Pancreas",18.9,874
2010,"Men","50-64","Pancreas",19.1,893
2011,"Men","50-64","Pancreas",18.4,873
2012,"Men","50-64","Pancreas",18.5,875
2013,"Men","50-64","Pancreas",19.6,936
2014,"Men","50-64","Pancreas",18.7,904
