variable	age_group	sex	exposure	year	value	SE
Smoking	20-49	Women	Former_Smoking_women	2019	0.153974115868189	0.00810905330561527
Smoking	50+	Women	Former_Smoking_women	1995	0.278187278187278	0.00740393230701688
Smoking	50+	Women	Former_Smoking_women	1996	0.291112293773284	0.00741038219568648
Smoking	50+	Women	Former_Smoking_women	1997	0.287108371854135	0.0102530177617672
Smoking	50+	Women	Former_Smoking_women	1998	0.290169133192389	0.00737781027072359
Smoking	50+	Women	Former_Smoking_women	1999	0.286495352651722	0.0105718341445164
Smoking	50+	Women	Former_Smoking_women	2000	0.256656017039404	0.0100791253497097
Smoking	50+	Women	Former_Smoking_women	2001	0.304754481683554	0.00741942405841745
Smoking	50+	Women	Former_Smoking_women	2002	0.279708520179372	0.0106269726187416
Smoking	50+	Women	Former_Smoking_women	2003	0.286538866958655	0.00792559958349472
Smoking	50+	Women	Former_Smoking_women	2004	0.301879540487163	0.00319516300299383
Smoking	50+	Women	Former_Smoking_women	2005	0.274031922281557	0.0109115664883712
Smoking	50+	Women	Former_Smoking_women	2006	0.293688782165772	0.00811679025120584
Smoking	50+	Women	Former_Smoking_women	2007	0.289724517036714	0.0116083850423399
Smoking	50+	Women	Former_Smoking_women	2008	0.303260322481441	0.00802340762336884
Smoking	50+	Women	Former_Smoking_women	2009	0.303653801365553	0.0142971951313906
Smoking	50+	Women	Former_Smoking_women	2010	0.296274909418347	0.0105284527688796
Smoking	50+	Women	Former_Smoking_women	2011	0.305812665791828	0.0105802853166769
Smoking	50+	Women	Former_Smoking_women	2012	0.276186626674104	0.0103763387261537
Smoking	50+	Women	Former_Smoking_women	2013	0.301874583768917	0.0103234586175915
Smoking	50+	Women	Former_Smoking_women	2014	0.282328258640949	0.010488544272604
Smoking	50+	Women	Former_Smoking_women	2015	0.311732234167913	0.0107021576773056
Smoking	50+	Women	Former_Smoking_women	2016	0.28942926768315	0.0105242282986735
Smoking	50+	Women	Former_Smoking_women	2017	0.289940912470127	0.0104585174429894
Smoking	50+	Women	Former_Smoking_women	2018	0.298053851625501	0.0103633785099655
Smoking	50+	Women	Former_Smoking_women	2019	0.27818851849812	0.0101197733099187
BMI	20-49	Men	Healthy Weight	1997	0.396170839469809	0.0108368429515429
BMI	20-49	Men	Healthy Weight	1998	0.400904721515409	0.00824045143197112
BMI	20-49	Men	Healthy Weight	1999	0.384477611940299	0.0118863920151784
BMI	20-49	Men	Healthy Weight	2000	0.366272189349112	0.0117195248166518
BMI	20-49	Men	Healthy Weight	2001	0.341949548427281	0.00837125285835132
BMI	20-49	Men	Healthy Weight	2002	0.358247422680412	0.0121710904417294
BMI	20-49	Men	Healthy Weight	2003	0.364496328819573	0.00808356885570224
BMI	20-49	Men	Healthy Weight	2004	0.341376035814803	0.00326126244417265
BMI	20-49	Men	Healthy Weight	2005	0.354230522363734	0.0116403694426055
BMI	20-49	Men	Healthy Weight	2006	0.337350454525677	0.00834396083687022
BMI	20-49	Men	Healthy Weight	2007	0.373648692835231	0.0120232747651568
BMI	20-49	Men	Healthy Weight	2008	0.353683484854441	0.00826772181765922
BMI	20-49	Men	Healthy Weight	2009	0.360713981010969	0.0145420116776385
BMI	20-49	Men	Healthy Weight	2010	0.326351391709113	0.0108776660203459
BMI	20-49	Men	Healthy Weight	2011	0.374634364026987	0.0112795419078497
BMI	20-49	Men	Healthy Weight	2012	0.351376768528203	0.0113304024430864
BMI	20-49	Men	Healthy Weight	2013	0.352229593204088	0.0110248426702467
BMI	20-49	Men	Healthy Weight	2014	0.383811283869776	0.0115344083767592
BMI	20-49	Men	Healthy Weight	2015	0.351775238271592	0.0115623209118252
BMI	20-49	Men	Healthy Weight	2016	0.369615749156684	0.0119535363668642
BMI	20-49	Men	Healthy Weight	2017	0.348893248459708	0.0118901109768437
BMI	20-49	Women	Healthy Weight	1997	0.525601750547046	0.0104461639618632
BMI	20-49	Women	Healthy Weight	1998	0.513520218308112	0.00787235685202227
BMI	20-49	Women	Healthy Weight	1999	0.51019341348667	0.0114293688681506
BMI	20-49	Women	Healthy Weight	2000	0.514300306435138	0.0112949929074026
BMI	20-49	Women	Healthy Weight	2001	0.486824941299243	0.00807327545866111
BMI	20-49	Women	Healthy Weight	2002	0.467678471051152	0.0118296727452829
BMI	20-49	Women	Healthy Weight	2003	0.482934253530296	0.00857875493663527
BMI	20-49	Women	Healthy Weight	2004	0.467001713049163	0.00345134816949653
BMI	20-49	Women	Healthy Weight	2005	0.473419775377761	0.0121975049282536
BMI	20-49	Women	Healthy Weight	2006	0.477734153064324	0.00894073256499204
BMI	20-49	Women	Healthy Weight	2007	0.466831661886135	0.0126606416117403
BMI	20-49	Women	Healthy Weight	2008	0.467840272340842	0.00865496496486946
BMI	20-49	Women	Healthy Weight	2009	0.471253632652725	0.0153578276552596
BMI	20-49	Women	Healthy Weight	2010	0.457850871661721	0.0117312068418534
BMI	20-49	Women	Healthy Weight	2011	0.450778648595707	0.0117422940537565
BMI	20-49	Women	Healthy Weight	2012	0.461052599685986	0.0117857022940717
BMI	20-49	Women	Healthy Weight	2013	0.450137593252825	0.011394287038904
BMI	20-49	Women	Healthy Weight	2014	0.447465410274949	0.0119221477846421
BMI	20-49	Women	Healthy Weight	2015	0.432314230165907	0.0120451137058674
BMI	20-49	Women	Healthy Weight	2016	0.46350556998613	0.0124028481278726
BMI	20-49	Women	Healthy Weight	2017	0.402451144554453	0.0120770658924955
BMI	50+	Men	Healthy Weight	1997	0.274249825540823	0.0117853818738227
BMI	50+	Men	Healthy Weight	1998	0.252808988764045	0.00841117065258286
BMI	50+	Men	Healthy Weight	1999	0.27736131934033	0.0122576053518259
BMI	50+	Men	Healthy Weight	2000	0.233747260774288	0.0114381967084279
BMI	50+	Men	Healthy Weight	2001	0.233971997052321	0.00812642145941626
BMI	50+	Men	Healthy Weight	2002	0.237551020408163	0.0121595023096058
BMI	50+	Men	Healthy Weight	2003	0.225489380353639	0.00830700667311846
BMI	50+	Men	Healthy Weight	2004	0.224711685811927	0.00337444802001855
BMI	50+	Men	Healthy Weight	2005	0.252216002257466	0.0124648443741353
BMI	50+	Men	Healthy Weight	2006	0.22277060905896	0.00860739708330034
BMI	50+	Men	Healthy Weight	2007	0.232873987670201	0.0122639131268031
BMI	50+	Men	Healthy Weight	2008	0.220837644339671	0.00823194318950865
BMI	50+	Men	Healthy Weight	2009	0.206774162048827	0.0142872937396398
BMI	50+	Men	Healthy Weight	2010	0.199355312590035	0.0105867689018673
BMI	50+	Men	Healthy Weight	2011	0.236168065519475	0.0112720996398274
BMI	50+	Men	Healthy Weight	2012	0.217108684089593	0.0109144934805349
BMI	50+	Men	Healthy Weight	2013	0.210579255848047	0.0103649383836176
BMI	50+	Men	Healthy Weight	2014	0.208681678246314	0.0105280334336332
BMI	50+	Men	Healthy Weight	2015	0.203008230923977	0.01054678854267
BMI	50+	Men	Healthy Weight	2016	0.220695352704254	0.0110107576739177
BMI	50+	Men	Healthy Weight	2017	0.224625503979161	0.0110949663389953
BMI	50+	Women	Healthy Weight	1997	0.334097421203438	0.0112913064499167
BMI	50+	Women	Healthy Weight	1998	0.331503507166819	0.00822096732273863
BMI	50+	Women	Healthy Weight	1999	0.319714656290532	0.0118763952649778
BMI	50+	Women	Healthy Weight	2000	0.307984790874525	0.0116216811353162
BMI	50+	Women	Healthy Weight	2001	0.313320825515947	0.00820223748462616
BMI	50+	Women	Healthy Weight	2002	0.322834645669291	0.0119769145074466
BMI	50+	Women	Healthy Weight	2003	0.316415242344638	0.00888275343662583
BMI	50+	Women	Healthy Weight	2004	0.30955947852511	0.00360984177320249
BMI	50+	Women	Healthy Weight	2005	0.309558451132044	0.0127441109037927
BMI	50+	Women	Healthy Weight	2006	0.306613513184364	0.00916564414022193
BMI	50+	Women	Healthy Weight	2007	0.318292349879543	0.0131674508987389
BMI	50+	Women	Healthy Weight	2008	0.304912311662147	0.00887085542436418
BMI	50+	Women	Healthy Weight	2009	0.306309377177962	0.01586663106697
BMI	50+	Women	Healthy Weight	2010	0.299737904921841	0.0118473973853237
BMI	50+	Women	Healthy Weight	2011	0.286895133969567	0.0116539688717727
BMI	50+	Women	Healthy Weight	2012	0.310308482807069	0.0119680214992053
BMI	50+	Women	Healthy Weight	2013	0.328534959621111	0.0117213906213313
BMI	50+	Women	Healthy Weight	2014	0.317244924910452	0.0117889550532901
BMI	50+	Women	Healthy Weight	2015	0.32289783831446	0.0119148343450675
BMI	50+	Women	Healthy Weight	2016	0.320987513478293	0.0121296063508417
BMI	50+	Women	Healthy Weight	2017	0.305254347057963	0.0118601036205145
Alcohol	20-49	Men	Heavy_alcohol	2011	0.063315774484716	0.00525513667999762
Alcohol	20-49	Men	Heavy_alcohol	2012	0.0673388438493451	0.00557829926278573
Alcohol	20-49	Men	Heavy_alcohol	2013	0.0600697669624051	0.00514611308856939
Alcohol	20-49	Men	Heavy_alcohol	2014	0.0632491736461878	0.00548227020774725
Alcohol	20-49	Men	Heavy_alcohol	2015	0.0516919333583296	0.00505842029882281
Alcohol	20-49	Men	Heavy_alcohol	2016	0.0526015429523099	0.00514409655166466
Alcohol	20-49	Men	Heavy_alcohol	2017	0.0470066388898415	0.00488075991152685
Alcohol	20-49	Men	Heavy_alcohol	2018	0.0558066151721882	0.00522476476614412
Alcohol	20-49	Men	Heavy_alcohol	2019	0.0463944411688508	0.00485789534409167
Alcohol	20-49	Men	Heavy_alcohol	2005	0.0818655198264382	0.00299103898248157
Alcohol	20-49	Women	Heavy_alcohol	2011	0.0244531404365511	0.00331443956396887
Alcohol	20-49	Women	Heavy_alcohol	2012	0.0293614749230129	0.00369144420106353
Alcohol	20-49	Women	Heavy_alcohol	2013	0.0171157003233737	0.00274583552578995
Alcohol	20-49	Women	Heavy_alcohol	2014	0.0188660889257799	0.00302808072193394
Alcohol	20-49	Women	Heavy_alcohol	2015	0.0156660830445982	0.0027956383371546
Alcohol	20-49	Women	Heavy_alcohol	2016	0.021806651443024	0.00329032211010072
Alcohol	20-49	Women	Heavy_alcohol	2017	0.0192370882991181	0.00311901507665446
Alcohol	20-49	Women	Heavy_alcohol	2018	0.0224833466004783	0.0033522618719834
Alcohol	20-49	Women	Heavy_alcohol	2019	0.0194887593715576	0.0031299132088223
Alcohol	20-49	Women	Heavy_alcohol	2005	0.0166608126959795	0.00129647583849944
Alcohol	50+	Men	Heavy_alcohol	2011	0.0875711215255725	0.00681370259162473
Alcohol	50+	Men	Heavy_alcohol	2012	0.0657010579098459	0.00604454201650171
Alcohol	50+	Men	Heavy_alcohol	2013	0.0798166486397392	0.00639267335622428
Alcohol	50+	Men	Heavy_alcohol	2014	0.0803022574491488	0.00662671083072307
Alcohol	50+	Men	Heavy_alcohol	2015	0.0652558118327276	0.00598689067542403
Alcohol	50+	Men	Heavy_alcohol	2016	0.0845451349197034	0.00670231139851024
Alcohol	50+	Men	Heavy_alcohol	2017	0.0734566723896258	0.00629945754575697
Alcohol	50+	Men	Heavy_alcohol	2018	0.0745432049188296	0.00625436673276111
Alcohol	50+	Men	Heavy_alcohol	2019	0.0813591404082505	0.0064400601212219
Alcohol	50+	Men	Heavy_alcohol	2005	0.0648991247578197	0.00287648697977394
Alcohol	50+	Women	Heavy_alcohol	2011	0.0169793352149238	0.00296833590671703
Alcohol	50+	Women	Heavy_alcohol	2012	0.0214902671148224	0.00338904941836633
Alcohol	50+	Women	Heavy_alcohol	2013	0.0153690065762893	0.00278837678715165
Alcohol	50+	Women	Heavy_alcohol	2014	0.0162941148054427	0.0029703203324587
Alcohol	50+	Women	Heavy_alcohol	2015	0.0190306763080392	0.00317936589770808
Alcohol	50+	Women	Heavy_alcohol	2016	0.0206037714335167	0.00332221101242121
Alcohol	50+	Women	Heavy_alcohol	2017	0.018274143140921	0.00311021867403072
Alcohol	50+	Women	Heavy_alcohol	2018	0.0198890838672718	0.00317727117835805
Alcohol	50+	Women	Heavy_alcohol	2019	0.017995329255185	0.00301862141138009
Alcohol	50+	Women	Heavy_alcohol	2005	0.00692872678706648	0.000902093162171142
Alcohol	20-49	Men	Light_alcohol	2011	0.452708072544376	0.0107411329350686
Alcohol	20-49	Men	Light_alcohol	2012	0.458428605496774	0.0110910011445445
Alcohol	20-49	Men	Light_alcohol	2013	0.465398659255719	0.0108026704730121
Alcohol	20-49	Men	Light_alcohol	2014	0.46439624613713	0.0112327766372391
Alcohol	20-49	Men	Light_alcohol	2015	0.506777029171163	0.0114224406266999
Alcohol	20-49	Men	Light_alcohol	2016	0.475376475884007	0.0115076397254801
Alcohol	20-49	Men	Light_alcohol	2017	0.50396256968396	0.0115297336086334
Alcohol	20-49	Men	Light_alcohol	2018	0.499806804126636	0.011380553800401
Alcohol	20-49	Men	Light_alcohol	2019	0.494711603228104	0.0115471951200274
Alcohol	20-49	Men	Light_alcohol	2005	0.422803543281916	0.00538951332408693
Alcohol	20-49	Women	Light_alcohol	2011	0.593748475497255	0.0105394384382174
Alcohol	20-49	Women	Light_alcohol	2012	0.588197925168514	0.0107617926766975
Alcohol	20-49	Women	Light_alcohol	2013	0.589417211772934	0.010414484080786
Alcohol	20-49	Women	Light_alcohol	2014	0.597911626941285	0.0109129363797586
Alcohol	20-49	Women	Light_alcohol	2015	0.620935452104587	0.0109221808416053
Alcohol	20-49	Women	Light_alcohol	2016	0.605309293298619	0.0110115560406378
Alcohol	20-49	Women	Light_alcohol	2017	0.608094545922868	0.0110851607545026
Alcohol	20-49	Women	Light_alcohol	2018	0.613233782354454	0.0110124177997265
Alcohol	20-49	Women	Light_alcohol	2019	0.57250981046051	0.0112013006117126
Alcohol	20-49	Women	Light_alcohol	2005	0.621632568975449	0.00491233998043517
Alcohol	50+	Men	Light_alcohol	2011	0.455909249295931	0.0120054399392683
Alcohol	50+	Men	Light_alcohol	2012	0.43160303977512	0.0120837689215885
Alcohol	50+	Men	Light_alcohol	2013	0.43826617198716	0.0117039605261928
Alcohol	50+	Men	Light_alcohol	2014	0.45578366127326	0.0121444191182084
Alcohol	50+	Men	Light_alcohol	2015	0.454942380135473	0.0120710416338208
Alcohol	50+	Men	Light_alcohol	2016	0.457863863467025	0.0120028446488813
Alcohol	50+	Men	Light_alcohol	2017	0.48499683371797	0.0120678266431935
Alcohol	50+	Men	Light_alcohol	2018	0.47997970876778	0.0118965989818939
Alcohol	50+	Men	Light_alcohol	2019	0.430502981943252	0.0116640044355572
Alcohol	50+	Men	Light_alcohol	2005	0.501106211273102	0.00583825019260514
Alcohol	50+	Women	Light_alcohol	2011	0.571081301535193	0.0113712403883653
Alcohol	50+	Women	Light_alcohol	2012	0.562165535359925	0.0115947529800242
Alcohol	50+	Women	Light_alcohol	2013	0.595869952467878	0.0111231584401828
Alcohol	50+	Women	Light_alcohol	2014	0.571587355536624	0.0116098795471653
Alcohol	50+	Women	Light_alcohol	2015	0.575641885971806	0.0115008022516666
Alcohol	50+	Women	Light_alcohol	2016	0.564814158527768	0.0115948411796915
Alcohol	50+	Women	Light_alcohol	2017	0.591620698849432	0.0114138152725242
Alcohol	50+	Women	Light_alcohol	2018	0.588866964748723	0.0111971904070881
Alcohol	50+	Women	Light_alcohol	2019	0.580636901286071	0.0112051944059277
Alcohol	50+	Women	Light_alcohol	2005	0.641026109519299	0.00521679479006574
Alcohol	20-49	Men	Medium_alcohol	2011	0.343163661500186	0.0102449698170295
Alcohol	20-49	Men	Medium_alcohol	2012	0.34521021932975	0.0105827809073062
Alcohol	20-49	Men	Medium_alcohol	2013	0.334067151758749	0.0102149359720518
Alcohol	20-49	Men	Medium_alcohol	2014	0.322954276670148	0.0105317486635557
Alcohol	20-49	Men	Medium_alcohol	2015	0.311586588161616	0.0105813928994952
Alcohol	20-49	Men	Medium_alcohol	2016	0.305478013712897	0.0106139371471854
Alcohol	20-49	Men	Medium_alcohol	2017	0.291999941729596	0.0104850604074119
Alcohol	20-49	Men	Medium_alcohol	2018	0.290452541193128	0.0103328884049936
Alcohol	20-49	Men	Medium_alcohol	2019	0.293979817075746	0.0105219954396798
Alcohol	20-49	Men	Medium_alcohol	2005	0.392883532641743	0.00532827132886206
Alcohol	20-49	Women	Medium_alcohol	2011	0.211149366090591	0.0087581221131408
Alcohol	20-49	Women	Medium_alcohol	2012	0.193001945945411	0.00862970002424501
Alcohol	20-49	Women	Medium_alcohol	2013	0.201816789751542	0.0084968103477769
Alcohol	20-49	Women	Medium_alcohol	2014	0.18604495673669	0.00866106955905508
Alcohol	20-49	Women	Medium_alcohol	2015	0.175803521773696	0.00856956373203618
Alcohol	20-49	Women	Medium_alcohol	2016	0.172356918089941	0.00850878356359293
Alcohol	20-49	Women	Medium_alcohol	2017	0.161711284592963	0.00836050981744898
Alcohol	20-49	Women	Medium_alcohol	2018	0.150743456631306	0.00809066208764019
Alcohol	20-49	Women	Medium_alcohol	2019	0.174341384286861	0.00859042030919856
Alcohol	20-49	Women	Medium_alcohol	2005	0.218319085810332	0.00418432365273512
Alcohol	50+	Men	Medium_alcohol	2011	0.334275602566557	0.0113711079660413
Alcohol	50+	Men	Medium_alcohol	2012	0.36503146388613	0.0117456091172988
Alcohol	50+	Men	Medium_alcohol	2013	0.338574445740608	0.0111626204223675
Alcohol	50+	Men	Medium_alcohol	2014	0.331926461121323	0.0114827168409121
Alcohol	50+	Men	Medium_alcohol	2015	0.355403869572516	0.0116024649590681
Alcohol	50+	Men	Medium_alcohol	2016	0.315407452883264	0.0111947366534718
Alcohol	50+	Men	Medium_alcohol	2017	0.303587981277706	0.0111027376417888
Alcohol	50+	Men	Medium_alcohol	2018	0.319678491936448	0.0111049101197273
Alcohol	50+	Men	Medium_alcohol	2019	0.333863761281063	0.0111091297217391
Alcohol	50+	Men	Medium_alcohol	2005	0.330264855509985	0.00549156952496504
Alcohol	50+	Women	Medium_alcohol	2011	0.179124582196707	0.00881023719554146
Alcohol	50+	Women	Medium_alcohol	2012	0.191132247035202	0.00918925204575788
Alcohol	50+	Women	Medium_alcohol	2013	0.180866929713753	0.0087246622288909
Alcohol	50+	Women	Medium_alcohol	2014	0.187780071230633	0.00916256012728537
Alcohol	50+	Women	Medium_alcohol	2015	0.188754595186369	0.00910564215048309
Alcohol	50+	Women	Medium_alcohol	2016	0.191039380519646	0.00919390006868779
Alcohol	50+	Women	Medium_alcohol	2017	0.177160383040157	0.0088658055225467
Alcohol	50+	Women	Medium_alcohol	2018	0.183554517443316	0.00880958427339344
Alcohol	50+	Women	Medium_alcohol	2019	0.19163980034803	0.00893752539876597
Alcohol	50+	Women	Medium_alcohol	2005	0.136553660325054	0.00373425363455822
Smoking	20-49	Men	Never	1995	0.45495951417004	0.00792122390268371
Smoking	20-49	Men	Never	1996	0.444695259593679	0.00786998351356498
Smoking	20-49	Men	Never	1997	0.473709142586452	0.0108673756508612
Smoking	20-49	Men	Never	1998	0.466167424445039	0.00815822660641876
Smoking	20-49	Men	Never	1999	0.475346260387812	0.0117544638334897
Smoking	20-49	Men	Never	2000	0.473340587595212	0.0116460605670015
Smoking	20-49	Men	Never	2001	0.48928157589803	0.0085081433860388
Smoking	20-49	Men	Never	2002	0.489374262101535	0.0121454947335372
Smoking	20-49	Men	Never	2003	0.504372966588665	0.00810966369692796
Smoking	20-49	Men	Never	2004	0.520205898519614	0.00321358316450074
Smoking	20-49	Men	Never	2005	0.495631828093126	0.0114072279682028
Smoking	20-49	Men	Never	2006	0.526607524806924	0.00836109217429479
Smoking	20-49	Men	Never	2007	0.530686955977233	0.0118589974222188
Smoking	20-49	Men	Never	2008	0.526414655955065	0.00814126010701121
Smoking	20-49	Men	Never	2009	0.544793009967557	0.0142581562655455
Smoking	20-49	Men	Never	2010	0.538432102747166	0.0108129413776198
Smoking	20-49	Men	Never	2011	0.526640854069581	0.0106887672551267
Smoking	20-49	Men	Never	2012	0.553250731528839	0.0109881109114419
Smoking	20-49	Men	Never	2013	0.499161449372368	0.0107530418600425
Smoking	20-49	Men	Never	2014	0.534187782743009	0.0111841643779262
Smoking	20-49	Men	Never	2015	0.565517939965071	0.0112644716425293
Smoking	20-49	Men	Never	2016	0.539085907108571	0.0114092461588631
Smoking	20-49	Men	Never	2017	0.54707357131303	0.0113936429084522
Smoking	20-49	Men	Never	2018	0.554584122156348	0.011281939117656
Smoking	20-49	Men	Never	2019	0.584389831722918	0.0113522139416222
Smoking	20-49	Women	Never	1995	0.516072980017376	0.00736508628199402
Smoking	20-49	Women	Never	1996	0.510156580617859	0.00727165937177175
Smoking	20-49	Women	Never	1997	0.507815631262525	0.0100087920449766
Smoking	20-49	Women	Never	1998	0.515565509518477	0.00747908940019354
Smoking	20-49	Women	Never	1999	0.511453950444133	0.0108081317329333
Smoking	20-49	Women	Never	2000	0.542628774422735	0.0104978807721644
Smoking	20-49	Women	Never	2001	0.52405929304447	0.00754191858967415
Smoking	20-49	Women	Never	2002	0.51806640625	0.0110413287209656
Smoking	20-49	Women	Never	2003	0.552443406222314	0.00798998326167292
Smoking	20-49	Women	Never	2004	0.556251439578371	0.00315191950705732
Smoking	20-49	Women	Never	2005	0.546554986582885	0.0111267914641334
Smoking	20-49	Women	Never	2006	0.574136481467197	0.00817963973710321
Smoking	20-49	Women	Never	2007	0.579130964658705	0.0116392322122587
Smoking	20-49	Women	Never	2008	0.582995963928225	0.00792133411428849
Smoking	20-49	Women	Never	2009	0.580556458809035	0.0140627002953992
Smoking	20-49	Women	Never	2010	0.595326937097304	0.0105725208413716
Smoking	20-49	Women	Never	2011	0.597517120469085	0.0104595442099818
Smoking	20-49	Women	Never	2012	0.611936949615749	0.0105099436393641
Smoking	20-49	Women	Never	2013	0.602439354450157	0.0102833060608263
Smoking	20-49	Women	Never	2014	0.626803780466736	0.0107165579405101
Smoking	20-49	Women	Never	2015	0.60490498118514	0.0109607864974019
Smoking	20-49	Women	Never	2016	0.618270597009545	0.0108900087433378
Smoking	20-49	Women	Never	2017	0.61186364359769	0.0110148613914314
Smoking	20-49	Women	Never	2018	0.633187297479349	0.0108323009142157
Smoking	20-49	Women	Never	2019	0.663333228328422	0.0106174561074003
Smoking	50+	Men	Never	1995	0.28661995328662	0.0082598149554311
Smoking	50+	Men	Never	1996	0.298360655737705	0.00828471978503486
Smoking	50+	Men	Never	1997	0.277208706786172	0.0113258126895237
Smoking	50+	Men	Never	1998	0.296823295830576	0.00831063098209751
Smoking	50+	Men	Never	1999	0.330944625407166	0.0120103180483691
Smoking	50+	Men	Never	2000	0.331238214959145	0.0117996969117512
Smoking	50+	Men	Never	2001	0.322549647661755	0.00836605225795165
Smoking	50+	Men	Never	2002	0.355823863636364	0.0127590554324323
Smoking	50+	Men	Never	2003	0.343606903980212	0.00883240470858284
Smoking	50+	Men	Never	2004	0.358641003892579	0.00352238513130008
Smoking	50+	Men	Never	2005	0.360693742496151	0.0124748394001186
Smoking	50+	Men	Never	2006	0.386728245401684	0.00929871721548439
Smoking	50+	Men	Never	2007	0.370600247370509	0.0130652771636568
Smoking	50+	Men	Never	2008	0.400517125238173	0.00896715161544255
Smoking	50+	Men	Never	2009	0.377401579707187	0.0158693259310361
Smoking	50+	Men	Never	2010	0.397854933807575	0.0118351928510312
Smoking	50+	Men	Never	2011	0.39204097192829	0.0117576309069259
Smoking	50+	Men	Never	2012	0.43286446349501	0.01199650388031
Smoking	50+	Men	Never	2013	0.424434794728783	0.0115620402992909
Smoking	50+	Men	Never	2014	0.459181001934129	0.0120976492650177
Smoking	50+	Men	Never	2015	0.456556819517929	0.0120008855861795
Smoking	50+	Men	Never	2016	0.466527237903355	0.0119594639110734
Smoking	50+	Men	Never	2017	0.473987869603847	0.0119996193496714
Smoking	50+	Men	Never	2018	0.480336300916238	0.0118618929473142
Smoking	50+	Men	Never	2019	0.485765996155194	0.0117053531635242
Smoking	50+	Women	Never	1995	0.515697515697516	0.00825728755143301
Smoking	50+	Women	Never	1996	0.506386375731772	0.00815560507547761
Smoking	50+	Women	Never	1997	0.519260400616333	0.0113230799784922
Smoking	50+	Women	Never	1998	0.510306553911205	0.00812647408886125
Smoking	50+	Women	Never	1999	0.523236741388737	0.0116786771593002
Smoking	50+	Women	Never	2000	0.560702875399361	0.0114524334816154
Smoking	50+	Women	Never	2001	0.515718368407379	0.00805529301893104
Smoking	50+	Women	Never	2002	0.545403587443946	0.0117889349733866
Smoking	50+	Women	Never	2003	0.538412274833637	0.00873855853722063
Smoking	50+	Women	Never	2004	0.534956251441818	0.00347149892097074
Smoking	50+	Women	Never	2005	0.569509046346735	0.0121132335536279
Smoking	50+	Women	Never	2006	0.550200614812462	0.0088656903073922
Smoking	50+	Women	Never	2007	0.559024142133411	0.0127054033796909
Smoking	50+	Women	Never	2008	0.55456042103651	0.00867530247399213
Smoking	50+	Women	Never	2009	0.54495404752735	0.0154830475665004
Smoking	50+	Women	Never	2010	0.568508128056888	0.0114201089492873
Smoking	50+	Women	Never	2011	0.554112979398862	0.01141413169835
Smoking	50+	Women	Never	2012	0.582794847161876	0.0114435876308915
Smoking	50+	Women	Never	2013	0.561830943699331	0.0111575515354488
Smoking	50+	Women	Never	2014	0.581082088691169	0.0114963063223774
Smoking	50+	Women	Never	2015	0.574383435967407	0.0114238367507339
Smoking	50+	Women	Never	2016	0.592748194923128	0.0114020255270883
Smoking	50+	Women	Never	2017	0.59032210959337	0.0113353234553936
Smoking	50+	Women	Never	2018	0.577145421922699	0.0111928385562888
Smoking	50+	Women	Never	2019	0.610418354746424	0.0110129159825108
Alcohol	20-49	Men	Non-Drinker	2011	0.140812491470723	0.00750578326251245
Alcohol	20-49	Men	Non-Drinker	2012	0.129022331324131	0.00746178943405678
Alcohol	20-49	Men	Non-Drinker	2013	0.140464422023127	0.00752521027658182
Alcohol	20-49	Men	Non-Drinker	2014	0.149400303546535	0.00802896044473416
Alcohol	20-49	Men	Non-Drinker	2015	0.129944449308891	0.00768212127215241
Alcohol	20-49	Men	Non-Drinker	2016	0.166543967450786	0.00858517858364173
Alcohol	20-49	Men	Non-Drinker	2017	0.157030849696603	0.00838998605067467
Alcohol	20-49	Men	Non-Drinker	2018	0.153934039508048	0.00821415452716514
Alcohol	20-49	Men	Non-Drinker	2019	0.164914138527299	0.00857087781768621
Alcohol	20-49	Men	Non-Drinker	2005	0.102447404249903	0.00330825399594294
Alcohol	20-49	Women	Non-Drinker	2011	0.170649017975603	0.00807309000070098
Alcohol	20-49	Women	Non-Drinker	2012	0.189438653963062	0.00856852081635882
Alcohol	20-49	Women	Non-Drinker	2013	0.19165029815215	0.00833259693582186
Alcohol	20-49	Women	Non-Drinker	2014	0.197177327396246	0.00885524678186615
Alcohol	20-49	Women	Non-Drinker	2015	0.187594943077119	0.00878873607686428
Alcohol	20-49	Women	Non-Drinker	2016	0.200527137168416	0.00902027986692222
Alcohol	20-49	Women	Non-Drinker	2017	0.210957081185051	0.00926431162299969
Alcohol	20-49	Women	Non-Drinker	2018	0.213539414413762	0.00926665260353995
Alcohol	20-49	Women	Non-Drinker	2019	0.233660045881071	0.00958113309066999
Alcohol	20-49	Women	Non-Drinker	2005	0.14338753251824	0.00354987086081721
Alcohol	50+	Men	Non-Drinker	2011	0.122244026611939	0.00789594158077184
Alcohol	50+	Men	Non-Drinker	2012	0.137664438428904	0.00840588265055668
Alcohol	50+	Men	Non-Drinker	2013	0.143342733632493	0.00826589676170382
Alcohol	50+	Men	Non-Drinker	2014	0.131987620156268	0.00825355673721556
Alcohol	50+	Men	Non-Drinker	2015	0.124397938459283	0.00800028248152202
Alcohol	50+	Men	Non-Drinker	2016	0.142183548730008	0.00841363529569177
Alcohol	50+	Men	Non-Drinker	2017	0.137958512614698	0.00832708498609215
Alcohol	50+	Men	Non-Drinker	2018	0.125798594376943	0.00789668624601213
Alcohol	50+	Men	Non-Drinker	2019	0.154274116367434	0.00850893511503233
Alcohol	50+	Men	Non-Drinker	2005	0.103729808459093	0.00356028713718031
