"Cancer label"	"incmort"	"Sex"	"Year"	"ASR (World)"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
Oesophagus	"Mortality"	1	1999	8.61	7.93	Joinpoint 2	NA	2	2
Oesophagus	"Mortality"	1	2000	7.26	7.91	NA	-0.2251	2	2
Oesophagus	"Mortality"	1	2001	7.65	7.89	NA	-0.2251	2	2
Oesophagus	"Mortality"	1	2002	9.03	7.87	NA	-0.2251	2	2
Oesophagus	"Mortality"	1	2003	8.08	7.85	NA	-0.2251	2	2
Oesophagus	"Mortality"	1	2004	6.96	7.84	NA	-0.2251	2	2
Oesophagus	"Mortality"	1	2005	8.38	7.82	NA	-0.2251	2	2
Oesophagus	"Mortality"	1	2006	8.29	7.80	NA	-0.2251	2	2
Oesophagus	"Mortality"	1	2007	7.42	7.78	NA	-0.2251	2	2
Oesophagus	"Mortality"	1	2008	8.28	7.77	NA	-0.2251	2	2
Oesophagus	"Mortality"	1	2009	9.00	7.75	NA	-0.2251	2	2
Oesophagus	"Mortality"	1	2010	6.79	7.73	NA	-0.2251	2	2
Oesophagus	"Mortality"	1	2011	6.20	7.71	NA	-0.2251	2	2
Oesophagus	"Mortality"	1	2012	6.83	7.70	NA	-0.2251	2	2
Oesophagus	"Mortality"	1	2013	7.53	7.68	NA	-0.2251	2	2
Oesophagus	"Mortality"	1	2014	7.68	7.66	NA	-0.2251	2	2
Oesophagus	"Mortality"	1	2015	7.46	7.65	NA	-0.2251	2	2
Oesophagus	"Mortality"	1	2016	9.62	7.63	NA	-0.2251	2	2
Pancreas	"Incidence"	1	1993	8.06	6.15	NA	0.7430	0	0
Pancreas	"Incidence"	1	1994	5.75	6.19	NA	0.7430	0	0
Pancreas	"Incidence"	1	1995	4.76	6.24	NA	0.7430	0	0
Pancreas	"Incidence"	1	1996	7.75	6.29	NA	0.7430	0	0
Pancreas	"Incidence"	1	1997	6.86	6.33	NA	0.7430	0	0
Pancreas	"Incidence"	1	1998	6.30	6.38	NA	0.7430	0	0
Pancreas	"Incidence"	1	1999	5.44	6.43	NA	0.7430	0	0
Pancreas	"Incidence"	1	2000	5.16	6.48	NA	0.7430	0	0
Pancreas	"Incidence"	1	2001	8.02	6.52	NA	0.7430	0	0
Pancreas	"Incidence"	1	2002	6.37	6.57	NA	0.7430	0	0
Pancreas	"Incidence"	1	2003	4.63	6.62	NA	0.7430	0	0
Pancreas	"Incidence"	1	2004	6.18	6.67	NA	0.7430	0	0
Pancreas	"Incidence"	1	2005	7.91	6.72	NA	0.7430	0	0
Pancreas	"Incidence"	1	2006	8.03	6.77	NA	0.7430	0	0
Pancreas	"Incidence"	1	2007	8.01	6.82	NA	0.7430	0	0
Pancreas	"Incidence"	1	2008	7.53	6.87	NA	0.7430	0	0
Pancreas	"Incidence"	1	2009	7.58	6.92	NA	0.7430	0	0
Pancreas	"Incidence"	1	2010	5.96	6.97	NA	0.7430	0	0
Pancreas	"Incidence"	1	2011	6.22	7.03	NA	0.7430	0	0
Pancreas	"Incidence"	1	2012	7.76	7.08	NA	0.7430	0	0
Pancreas	"Incidence"	1	2013	6.87	7.13	NA	0.7430	0	0
Pancreas	"Mortality"	1	1955	5.25	5.79	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1956	5.54	5.90	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1957	7.61	6.02	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1958	5.90	6.14	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1959	7.69	6.26	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1960	5.54	6.39	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1961	7.20	6.52	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1962	6.90	6.65	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1963	5.35	6.78	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1964	7.34	6.91	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1965	8.52	7.05	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1966	6.79	7.19	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1967	5.52	7.33	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1968	7.64	7.48	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1969	7.51	7.63	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1970	9.01	7.78	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1971	7.94	7.94	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1972	8.23	8.09	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1973	5.80	8.25	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1974	8.62	8.42	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1975	9.46	8.59	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1976	9.17	8.76	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1977	8.34	8.93	NA	1.9901*	2	2
Pancreas	"Mortality"	1	1978	10.77	9.11	Joinpoint 1	NA	2	2
Pancreas	"Mortality"	1	1979	8.55	8.46	NA	-7.0741	2	2
Pancreas	"Mortality"	1	1980	8.03	7.87	NA	-7.0741	2	2
Pancreas	"Mortality"	1	1981	7.22	7.31	NA	-7.0741	2	2
Pancreas	"Mortality"	1	1982	6.39	6.79	Joinpoint 2	NA	2	2
Pancreas	"Mortality"	1	1983	7.07	6.79	NA	-0.0538	2	2
Pancreas	"Mortality"	1	1984	6.09	6.79	NA	-0.0538	2	2
Pancreas	"Mortality"	1	1985	7.57	6.78	NA	-0.0538	2	2
Pancreas	"Mortality"	1	1986	7.47	6.78	NA	-0.0538	2	2
Pancreas	"Mortality"	1	1987	5.56	6.77	NA	-0.0538	2	2
Pancreas	"Mortality"	1	1988	7.38	6.77	NA	-0.0538	2	2
Pancreas	"Mortality"	1	1989	7.01	6.77	NA	-0.0538	2	2
Pancreas	"Mortality"	1	1990	7.56	6.76	NA	-0.0538	2	2
Pancreas	"Mortality"	1	1991	7.63	6.76	NA	-0.0538	2	2
Pancreas	"Mortality"	1	1992	6.37	6.76	NA	-0.0538	2	2
Pancreas	"Mortality"	1	1993	6.34	6.75	NA	-0.0538	2	2
Pancreas	"Mortality"	1	1994	6.27	6.75	NA	-0.0538	2	2
Pancreas	"Mortality"	1	1995	5.91	6.75	NA	-0.0538	2	2
Pancreas	"Mortality"	1	1996	6.75	6.74	NA	-0.0538	2	2
Pancreas	"Mortality"	1	1997	6.77	6.74	NA	-0.0538	2	2
Pancreas	"Mortality"	1	1998	7.71	6.73	NA	-0.0538	2	2
Pancreas	"Mortality"	1	1999	6.49	6.73	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2000	6.27	6.73	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2001	6.87	6.72	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2002	8.30	6.72	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2003	5.40	6.72	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2004	5.44	6.71	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2005	6.72	6.71	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2006	6.96	6.71	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2007	8.26	6.70	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2008	8.26	6.70	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2009	7.50	6.69	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2010	5.83	6.69	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2011	5.76	6.69	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2012	6.22	6.68	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2013	7.08	6.68	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2014	5.91	6.68	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2015	6.43	6.67	NA	-0.0538	2	2
Pancreas	"Mortality"	1	2016	7.67	6.67	NA	-0.0538	2	2
Prostate	"Incidence"	1	1993	38.78	39.02	NA	-0.1775	2	2
Prostate	"Incidence"	1	1994	39.45	38.95	NA	-0.1775	2	2
Prostate	"Incidence"	1	1995	40.02	38.88	NA	-0.1775	2	2
Prostate	"Incidence"	1	1996	37.17	38.81	NA	-0.1775	2	2
Prostate	"Incidence"	1	1997	37.92	38.74	NA	-0.1775	2	2
Prostate	"Incidence"	1	1998	39.09	38.67	Joinpoint 1	NA	2	2
Prostate	"Incidence"	1	1999	39.70	41.59	NA	7.5558*	2	2
Prostate	"Incidence"	1	2000	46.44	44.74	NA	7.5558*	2	2
Prostate	"Incidence"	1	2001	45.33	48.12	NA	7.5558*	2	2
Prostate	"Incidence"	1	2002	53.34	51.75	NA	7.5558*	2	2
Prostate	"Incidence"	1	2003	61.39	55.66	NA	7.5558*	2	2
Prostate	"Incidence"	1	2004	64.14	59.87	NA	7.5558*	2	2
Prostate	"Incidence"	1	2005	62.54	64.39	NA	7.5558*	2	2
Prostate	"Incidence"	1	2006	65.40	69.26	NA	7.5558*	2	2
Prostate	"Incidence"	1	2007	71.13	74.49	Joinpoint 2	NA	2	2
Prostate	"Incidence"	1	2008	72.88	73.11	NA	-1.8510	2	2
Prostate	"Incidence"	1	2009	78.16	71.76	NA	-1.8510	2	2
Prostate	"Incidence"	1	2010	64.77	70.43	NA	-1.8510	2	2
Prostate	"Incidence"	1	2011	70.19	69.13	NA	-1.8510	2	2
Prostate	"Incidence"	1	2012	70.12	67.85	NA	-1.8510	2	2
Prostate	"Incidence"	1	2013	65.04	66.59	NA	-1.8510	2	2
Prostate	"Mortality"	1	1950	8.31	8.46	NA	5.6734	2	2
Prostate	"Mortality"	1	1951	10.00	8.94	NA	5.6734	2	2
Prostate	"Mortality"	1	1952	8.76	9.45	NA	5.6734	2	2
Prostate	"Mortality"	1	1953	9.34	9.98	NA	5.6734	2	2
Prostate	"Mortality"	1	1954	10.51	10.55	NA	5.6734	2	2
Prostate	"Mortality"	1	1955	11.53	11.15	Joinpoint 1	NA	2	2
Prostate	"Mortality"	1	1956	10.58	11.23	NA	0.7202*	2	2
Prostate	"Mortality"	1	1957	13.57	11.31	NA	0.7202*	2	2
Prostate	"Mortality"	1	1958	11.27	11.39	NA	0.7202*	2	2
Prostate	"Mortality"	1	1959	11.80	11.47	NA	0.7202*	2	2
Prostate	"Mortality"	1	1960	13.42	11.55	NA	0.7202*	2	2
Prostate	"Mortality"	1	1961	9.76	11.64	NA	0.7202*	2	2
Prostate	"Mortality"	1	1962	12.68	11.72	NA	0.7202*	2	2
Prostate	"Mortality"	1	1963	12.01	11.80	NA	0.7202*	2	2
Prostate	"Mortality"	1	1964	11.41	11.89	NA	0.7202*	2	2
Prostate	"Mortality"	1	1965	13.89	11.98	NA	0.7202*	2	2
Prostate	"Mortality"	1	1966	12.60	12.06	NA	0.7202*	2	2
Prostate	"Mortality"	1	1967	9.35	12.15	NA	0.7202*	2	2
Prostate	"Mortality"	1	1968	12.45	12.24	NA	0.7202*	2	2
Prostate	"Mortality"	1	1969	12.70	12.32	NA	0.7202*	2	2
Prostate	"Mortality"	1	1970	13.29	12.41	NA	0.7202*	2	2
Prostate	"Mortality"	1	1971	12.77	12.50	NA	0.7202*	2	2
Prostate	"Mortality"	1	1972	11.31	12.59	NA	0.7202*	2	2
Prostate	"Mortality"	1	1973	10.46	12.68	NA	0.7202*	2	2
Prostate	"Mortality"	1	1974	15.11	12.77	NA	0.7202*	2	2
Prostate	"Mortality"	1	1975	13.59	12.87	NA	0.7202*	2	2
Prostate	"Mortality"	1	1976	11.94	12.96	NA	0.7202*	2	2
Prostate	"Mortality"	1	1977	14.88	13.05	NA	0.7202*	2	2
Prostate	"Mortality"	1	1978	14.14	13.15	NA	0.7202*	2	2
Prostate	"Mortality"	1	1979	13.40	13.24	NA	0.7202*	2	2
Prostate	"Mortality"	1	1980	12.52	13.34	NA	0.7202*	2	2
Prostate	"Mortality"	1	1981	10.86	13.43	NA	0.7202*	2	2
Prostate	"Mortality"	1	1982	12.66	13.53	NA	0.7202*	2	2
Prostate	"Mortality"	1	1983	12.52	13.63	NA	0.7202*	2	2
Prostate	"Mortality"	1	1984	13.87	13.72	NA	0.7202*	2	2
Prostate	"Mortality"	1	1985	13.79	13.82	NA	0.7202*	2	2
Prostate	"Mortality"	1	1986	11.10	13.92	NA	0.7202*	2	2
Prostate	"Mortality"	1	1987	13.69	14.02	NA	0.7202*	2	2
Prostate	"Mortality"	1	1988	13.94	14.12	NA	0.7202*	2	2
Prostate	"Mortality"	1	1989	13.50	14.23	NA	0.7202*	2	2
Prostate	"Mortality"	1	1990	16.08	14.33	NA	0.7202*	2	2
Prostate	"Mortality"	1	1991	14.26	14.43	NA	0.7202*	2	2
Prostate	"Mortality"	1	1992	16.15	14.54	NA	0.7202*	2	2
Prostate	"Mortality"	1	1993	13.90	14.64	NA	0.7202*	2	2
Prostate	"Mortality"	1	1994	16.21	14.75	NA	0.7202*	2	2
Prostate	"Mortality"	1	1995	16.16	14.85	NA	0.7202*	2	2
Prostate	"Mortality"	1	1996	16.23	14.96	NA	0.7202*	2	2
Prostate	"Mortality"	1	1997	15.51	15.07	Joinpoint 2	NA	2	2
Prostate	"Mortality"	1	1998	15.77	14.92	NA	-0.9394*	2	2
Prostate	"Mortality"	1	1999	14.08	14.78	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2000	15.22	14.65	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2001	15.13	14.51	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2002	12.88	14.37	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2003	14.52	14.24	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2004	15.79	14.10	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2005	14.09	13.97	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2006	12.89	13.84	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2007	14.03	13.71	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2008	12.99	13.58	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2009	12.22	13.45	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2010	13.82	13.33	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2011	12.33	13.20	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2012	14.38	13.08	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2013	13.79	12.95	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2014	11.58	12.83	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2015	12.08	12.71	NA	-0.9394*	2	2
Prostate	"Mortality"	1	2016	14.07	12.59	NA	-0.9394*	2	2
All sites excl. non-melanoma skin cancer	"Incidence"	2	1993	247.91	245.18	NA	-0.2000	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	1994	241.90	244.69	NA	-0.2000	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	1995	242.97	244.20	NA	-0.2000	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	1996	243.90	243.71	NA	-0.2000	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	1997	241.99	243.22	NA	-0.2000	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	1998	245.14	242.73	NA	-0.2000	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	1999	240.18	242.25	NA	-0.2000	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	2000	248.04	241.76	NA	-0.2000	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	2001	234.95	241.28	Joinpoint 1	NA	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	2002	244.56	243.68	NA	0.9961*	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	2003	250.85	246.11	NA	0.9961*	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	2004	251.93	248.56	NA	0.9961*	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	2005	243.37	251.04	NA	0.9961*	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	2006	246.40	253.54	NA	0.9961*	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	2007	259.42	256.07	NA	0.9961*	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	2008	266.68	258.62	NA	0.9961*	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	2009	265.39	261.19	NA	0.9961*	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	2010	255.54	263.79	NA	0.9961*	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	2011	265.68	266.42	NA	0.9961*	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	2012	273.09	269.08	NA	0.9961*	1	1
All sites excl. non-melanoma skin cancer	"Incidence"	2	2013	269.85	271.76	NA	0.9961*	1	1
All sites excl. non-melanoma skin cancer	"Mortality"	2	1950	128.31	120.47	NA	-0.6789*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1951	110.10	119.65	NA	-0.6789*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1952	114.46	118.84	NA	-0.6789*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1953	118.36	118.03	NA	-0.6789*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1954	114.17	117.23	NA	-0.6789*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1955	123.74	116.44	NA	-0.6789*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1956	117.29	115.65	NA	-0.6789*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1957	116.78	114.86	NA	-0.6789*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1958	117.22	114.08	NA	-0.6789*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1959	113.41	113.31	NA	-0.6789*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1960	116.83	112.54	NA	-0.6789*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1961	105.42	111.77	NA	-0.6789*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1962	105.82	111.01	Joinpoint 1	NA	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1963	107.77	111.44	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1964	108.20	111.87	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1965	114.16	112.30	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1966	112.08	112.73	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1967	105.85	113.16	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1968	118.79	113.59	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1969	119.68	114.03	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1970	118.05	114.47	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1971	114.87	114.90	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1972	113.77	115.34	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1973	122.31	115.79	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1974	112.22	116.23	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1975	120.87	116.68	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1976	117.66	117.12	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1977	127.35	117.57	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1978	119.87	118.02	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1979	117.00	118.48	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1980	120.32	118.93	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1981	119.91	119.39	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1982	119.34	119.84	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1983	114.82	120.30	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1984	119.19	120.76	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1985	117.39	121.23	NA	0.3834*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1986	117.76	121.69	Joinpoint 2	NA	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1987	120.23	120.65	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1988	120.65	119.62	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1989	117.19	118.60	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1990	119.65	117.59	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1991	118.18	116.59	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1992	115.54	115.59	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1993	120.95	114.61	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1994	115.93	113.63	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1995	110.51	112.66	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1996	110.61	111.70	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1997	110.32	110.74	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1998	107.39	109.80	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	1999	108.96	108.86	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2000	111.43	107.93	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2001	106.40	107.01	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2002	102.12	106.10	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2003	106.44	105.19	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2004	103.91	104.29	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2005	100.86	103.40	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2006	102.16	102.52	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2007	98.11	101.65	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2008	101.26	100.78	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2009	98.81	99.92	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2010	99.18	99.07	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2011	95.63	98.22	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2012	96.40	97.38	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2013	94.74	96.55	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2014	100.99	95.73	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2015	94.39	94.91	NA	-0.8534*	2	2
All sites excl. non-melanoma skin cancer	"Mortality"	2	2016	99.09	94.10	NA	-0.8534*	2	2
Breast	"Incidence"	2	1993	67.75	71.74	NA	0.8656*	0	0
Breast	"Incidence"	2	1994	73.29	72.36	NA	0.8656*	0	0
Breast	"Incidence"	2	1995	75.56	72.99	NA	0.8656*	0	0
Breast	"Incidence"	2	1996	73.15	73.62	NA	0.8656*	0	0
Breast	"Incidence"	2	1997	72.32	74.26	NA	0.8656*	0	0
Breast	"Incidence"	2	1998	76.61	74.90	NA	0.8656*	0	0
Breast	"Incidence"	2	1999	75.67	75.55	NA	0.8656*	0	0
Breast	"Incidence"	2	2000	77.30	76.21	NA	0.8656*	0	0
Breast	"Incidence"	2	2001	75.20	76.86	NA	0.8656*	0	0
Breast	"Incidence"	2	2002	75.14	77.53	NA	0.8656*	0	0
Breast	"Incidence"	2	2003	81.62	78.20	NA	0.8656*	0	0
Breast	"Incidence"	2	2004	86.62	78.88	NA	0.8656*	0	0
Breast	"Incidence"	2	2005	78.87	79.56	NA	0.8656*	0	0
Breast	"Incidence"	2	2006	71.59	80.25	NA	0.8656*	0	0
Breast	"Incidence"	2	2007	83.53	80.94	NA	0.8656*	0	0
Breast	"Incidence"	2	2008	84.26	81.64	NA	0.8656*	0	0
Breast	"Incidence"	2	2009	85.97	82.35	NA	0.8656*	0	0
Breast	"Incidence"	2	2010	81.34	83.06	NA	0.8656*	0	0
Breast	"Incidence"	2	2011	84.54	83.78	NA	0.8656*	0	0
Breast	"Incidence"	2	2012	84.85	84.51	NA	0.8656*	0	0
Breast	"Incidence"	2	2013	80.79	85.24	NA	0.8656*	0	0
Breast	"Mortality"	2	1950	22.72	18.21	NA	1.1610*	1	1
Breast	"Mortality"	2	1951	17.92	18.42	NA	1.1610*	1	1
Breast	"Mortality"	2	1952	18.20	18.64	NA	1.1610*	1	1
Breast	"Mortality"	2	1953	18.22	18.85	NA	1.1610*	1	1
Breast	"Mortality"	2	1954	18.76	19.07	NA	1.1610*	1	1
Breast	"Mortality"	2	1955	19.56	19.29	NA	1.1610*	1	1
Breast	"Mortality"	2	1956	18.75	19.52	NA	1.1610*	1	1
Breast	"Mortality"	2	1957	21.23	19.75	NA	1.1610*	1	1
Breast	"Mortality"	2	1958	20.87	19.97	NA	1.1610*	1	1
Breast	"Mortality"	2	1959	17.57	20.21	NA	1.1610*	1	1
Breast	"Mortality"	2	1960	19.64	20.44	NA	1.1610*	1	1
Breast	"Mortality"	2	1961	17.90	20.68	NA	1.1610*	1	1
Breast	"Mortality"	2	1962	17.66	20.92	NA	1.1610*	1	1
Breast	"Mortality"	2	1963	19.63	21.16	NA	1.1610*	1	1
Breast	"Mortality"	2	1964	22.53	21.41	NA	1.1610*	1	1
Breast	"Mortality"	2	1965	23.07	21.66	NA	1.1610*	1	1
Breast	"Mortality"	2	1966	21.49	21.91	NA	1.1610*	1	1
Breast	"Mortality"	2	1967	20.62	22.16	NA	1.1610*	1	1
Breast	"Mortality"	2	1968	23.78	22.42	NA	1.1610*	1	1
Breast	"Mortality"	2	1969	25.74	22.68	NA	1.1610*	1	1
Breast	"Mortality"	2	1970	24.88	22.94	NA	1.1610*	1	1
Breast	"Mortality"	2	1971	23.95	23.21	NA	1.1610*	1	1
Breast	"Mortality"	2	1972	23.33	23.48	NA	1.1610*	1	1
Breast	"Mortality"	2	1973	24.53	23.75	NA	1.1610*	1	1
Breast	"Mortality"	2	1974	22.61	24.03	NA	1.1610*	1	1
Breast	"Mortality"	2	1975	23.88	24.31	NA	1.1610*	1	1
Breast	"Mortality"	2	1976	25.00	24.59	NA	1.1610*	1	1
Breast	"Mortality"	2	1977	30.47	24.87	NA	1.1610*	1	1
Breast	"Mortality"	2	1978	26.86	25.16	NA	1.1610*	1	1
Breast	"Mortality"	2	1979	24.02	25.45	NA	1.1610*	1	1
Breast	"Mortality"	2	1980	27.75	25.75	NA	1.1610*	1	1
Breast	"Mortality"	2	1981	26.70	26.05	NA	1.1610*	1	1
Breast	"Mortality"	2	1982	24.05	26.35	NA	1.1610*	1	1
Breast	"Mortality"	2	1983	24.26	26.66	NA	1.1610*	1	1
Breast	"Mortality"	2	1984	27.02	26.97	NA	1.1610*	1	1
