"Year","Sex","ASR (World)","Cancer label","incmort"
2010,2,255.5415528,"All sites excl. non-melanoma skin cancer","Incidence"
2011,2,265.678558,"All sites excl. non-melanoma skin cancer","Incidence"
2012,2,273.0874917,"All sites excl. non-melanoma skin cancer","Incidence"
2013,2,269.8467891,"All sites excl. non-melanoma skin cancer","Incidence"
1950,2,128.3072917,"All sites excl. non-melanoma skin cancer","Mortality"
1951,2,110.1002981,"All sites excl. non-melanoma skin cancer","Mortality"
1952,2,114.4625583,"All sites excl. non-melanoma skin cancer","Mortality"
1953,2,118.3647557,"All sites excl. non-melanoma skin cancer","Mortality"
1954,2,114.1686143,"All sites excl. non-melanoma skin cancer","Mortality"
1955,2,123.7369345,"All sites excl. non-melanoma skin cancer","Mortality"
1956,2,117.2922262,"All sites excl. non-melanoma skin cancer","Mortality"
1957,2,116.7825737,"All sites excl. non-melanoma skin cancer","Mortality"
1958,2,117.2190018,"All sites excl. non-melanoma skin cancer","Mortality"
1959,2,113.4104612,"All sites excl. non-melanoma skin cancer","Mortality"
1960,2,116.8276347,"All sites excl. non-melanoma skin cancer","Mortality"
1961,2,105.4196994,"All sites excl. non-melanoma skin cancer","Mortality"
1962,2,105.8220931,"All sites excl. non-melanoma skin cancer","Mortality"
1963,2,107.7671376,"All sites excl. non-melanoma skin cancer","Mortality"
1964,2,108.2036618,"All sites excl. non-melanoma skin cancer","Mortality"
1965,2,114.1580367,"All sites excl. non-melanoma skin cancer","Mortality"
1966,2,112.0820251,"All sites excl. non-melanoma skin cancer","Mortality"
1967,2,105.8495876,"All sites excl. non-melanoma skin cancer","Mortality"
1968,2,118.7907681,"All sites excl. non-melanoma skin cancer","Mortality"
1969,2,119.6796945,"All sites excl. non-melanoma skin cancer","Mortality"
1970,2,118.0476429,"All sites excl. non-melanoma skin cancer","Mortality"
1971,2,114.8669738,"All sites excl. non-melanoma skin cancer","Mortality"
1972,2,113.7678992,"All sites excl. non-melanoma skin cancer","Mortality"
1973,2,122.3136819,"All sites excl. non-melanoma skin cancer","Mortality"
1974,2,112.215922,"All sites excl. non-melanoma skin cancer","Mortality"
1975,2,120.8745268,"All sites excl. non-melanoma skin cancer","Mortality"
1976,2,117.6642538,"All sites excl. non-melanoma skin cancer","Mortality"
1977,2,127.3519892,"All sites excl. non-melanoma skin cancer","Mortality"
1978,2,119.8670014,"All sites excl. non-melanoma skin cancer","Mortality"
1979,2,117.0005726,"All sites excl. non-melanoma skin cancer","Mortality"
1980,2,120.3201817,"All sites excl. non-melanoma skin cancer","Mortality"
1981,2,119.906927,"All sites excl. non-melanoma skin cancer","Mortality"
1982,2,119.3435084,"All sites excl. non-melanoma skin cancer","Mortality"
1983,2,114.8189788,"All sites excl. non-melanoma skin cancer","Mortality"
1984,2,119.1929349,"All sites excl. non-melanoma skin cancer","Mortality"
1985,2,117.3910723,"All sites excl. non-melanoma skin cancer","Mortality"
1986,2,117.7636928,"All sites excl. non-melanoma skin cancer","Mortality"
1987,2,120.231152,"All sites excl. non-melanoma skin cancer","Mortality"
1988,2,120.6520907,"All sites excl. non-melanoma skin cancer","Mortality"
1989,2,117.1881225,"All sites excl. non-melanoma skin cancer","Mortality"
1990,2,119.6541757,"All sites excl. non-melanoma skin cancer","Mortality"
1991,2,118.1794103,"All sites excl. non-melanoma skin cancer","Mortality"
1992,2,115.5377493,"All sites excl. non-melanoma skin cancer","Mortality"
1993,2,120.9456172,"All sites excl. non-melanoma skin cancer","Mortality"
1994,2,115.9289502,"All sites excl. non-melanoma skin cancer","Mortality"
1995,2,110.5103541,"All sites excl. non-melanoma skin cancer","Mortality"
1996,2,110.614283,"All sites excl. non-melanoma skin cancer","Mortality"
1997,2,110.3240709,"All sites excl. non-melanoma skin cancer","Mortality"
1998,2,107.3919292,"All sites excl. non-melanoma skin cancer","Mortality"
1999,2,108.9602791,"All sites excl. non-melanoma skin cancer","Mortality"
2000,2,111.4250471,"All sites excl. non-melanoma skin cancer","Mortality"
2001,2,106.4015429,"All sites excl. non-melanoma skin cancer","Mortality"
2002,2,102.1237678,"All sites excl. non-melanoma skin cancer","Mortality"
2003,2,106.4415232,"All sites excl. non-melanoma skin cancer","Mortality"
2004,2,103.9101715,"All sites excl. non-melanoma skin cancer","Mortality"
2005,2,100.8554033,"All sites excl. non-melanoma skin cancer","Mortality"
2006,2,102.1594839,"All sites excl. non-melanoma skin cancer","Mortality"
2007,2,98.11115059,"All sites excl. non-melanoma skin cancer","Mortality"
2008,2,101.2559236,"All sites excl. non-melanoma skin cancer","Mortality"
2009,2,98.80927455,"All sites excl. non-melanoma skin cancer","Mortality"
2010,2,99.1844837,"All sites excl. non-melanoma skin cancer","Mortality"
2011,2,95.62501394,"All sites excl. non-melanoma skin cancer","Mortality"
2012,2,96.39509372,"All sites excl. non-melanoma skin cancer","Mortality"
2013,2,94.74024292,"All sites excl. non-melanoma skin cancer","Mortality"
2014,2,100.991955,"All sites excl. non-melanoma skin cancer","Mortality"
2015,2,94.38922829,"All sites excl. non-melanoma skin cancer","Mortality"
2016,2,99.09295133,"All sites excl. non-melanoma skin cancer","Mortality"
1993,2,67.74522794,"Breast","Incidence"
1994,2,73.28811661,"Breast","Incidence"
1995,2,75.5617235,"Breast","Incidence"
1996,2,73.14899209,"Breast","Incidence"
1997,2,72.31711107,"Breast","Incidence"
1998,2,76.61265291,"Breast","Incidence"
1999,2,75.66876041,"Breast","Incidence"
2000,2,77.2994053,"Breast","Incidence"
2001,2,75.19530112,"Breast","Incidence"
2002,2,75.14006722,"Breast","Incidence"
2003,2,81.61676881,"Breast","Incidence"
2004,2,86.62332117,"Breast","Incidence"
2005,2,78.87027098,"Breast","Incidence"
2006,2,71.58882532,"Breast","Incidence"
2007,2,83.52889191,"Breast","Incidence"
2008,2,84.26495599,"Breast","Incidence"
2009,2,85.96516656,"Breast","Incidence"
2010,2,81.33870663,"Breast","Incidence"
2011,2,84.5427033,"Breast","Incidence"
2012,2,84.85092403,"Breast","Incidence"
2013,2,80.78795418,"Breast","Incidence"
1950,2,22.71665718,"Breast","Mortality"
1951,2,17.92323096,"Breast","Mortality"
1952,2,18.20068122,"Breast","Mortality"
1953,2,18.22246437,"Breast","Mortality"
1954,2,18.75512695,"Breast","Mortality"
1955,2,19.55569971,"Breast","Mortality"
1956,2,18.75136118,"Breast","Mortality"
1957,2,21.22894697,"Breast","Mortality"
1958,2,20.86922484,"Breast","Mortality"
1959,2,17.57412537,"Breast","Mortality"
1960,2,19.63650952,"Breast","Mortality"
1961,2,17.90130857,"Breast","Mortality"
1962,2,17.6586555,"Breast","Mortality"
1963,2,19.63498454,"Breast","Mortality"
1964,2,22.53436648,"Breast","Mortality"
1965,2,23.07482294,"Breast","Mortality"
1966,2,21.49331104,"Breast","Mortality"
1967,2,20.62155001,"Breast","Mortality"
1968,2,23.78350824,"Breast","Mortality"
1969,2,25.74408286,"Breast","Mortality"
1970,2,24.8837322,"Breast","Mortality"
1971,2,23.95367727,"Breast","Mortality"
1972,2,23.33361049,"Breast","Mortality"
1973,2,24.53253322,"Breast","Mortality"
1974,2,22.61243911,"Breast","Mortality"
1975,2,23.88046221,"Breast","Mortality"
1976,2,24.99818667,"Breast","Mortality"
1977,2,30.46782844,"Breast","Mortality"
1978,2,26.85836922,"Breast","Mortality"
1979,2,24.02391227,"Breast","Mortality"
1980,2,27.74981653,"Breast","Mortality"
1981,2,26.70140044,"Breast","Mortality"
1982,2,24.04701455,"Breast","Mortality"
1983,2,24.26180978,"Breast","Mortality"
1984,2,27.02056914,"Breast","Mortality"
1985,2,27.10383598,"Breast","Mortality"
1986,2,24.95527608,"Breast","Mortality"
1987,2,27.03675758,"Breast","Mortality"
1988,2,27.14148334,"Breast","Mortality"
1989,2,24.55864842,"Breast","Mortality"
1990,2,24.43139011,"Breast","Mortality"
1991,2,27.59506573,"Breast","Mortality"
1992,2,24.28169258,"Breast","Mortality"
1993,2,27.19410173,"Breast","Mortality"
1994,2,26.06353479,"Breast","Mortality"
1995,2,25.46096764,"Breast","Mortality"
1996,2,22.50508619,"Breast","Mortality"
1997,2,19.13214489,"Breast","Mortality"
1998,2,21.60514613,"Breast","Mortality"
1999,2,20.60194414,"Breast","Mortality"
2000,2,20.72557365,"Breast","Mortality"
2001,2,21.29010669,"Breast","Mortality"
2002,2,18.31084131,"Breast","Mortality"
2003,2,18.25538146,"Breast","Mortality"
2004,2,20.85617014,"Breast","Mortality"
2005,2,18.49606252,"Breast","Mortality"
2006,2,18.66892117,"Breast","Mortality"
2007,2,17.8682225,"Breast","Mortality"
2008,2,18.68674953,"Breast","Mortality"
2009,2,18.14237411,"Breast","Mortality"
2010,2,15.97951556,"Breast","Mortality"
2011,2,18.2971826,"Breast","Mortality"
2012,2,15.66016846,"Breast","Mortality"
2013,2,16.65728477,"Breast","Mortality"
2014,2,17.3546167,"Breast","Mortality"
2015,2,15.58574131,"Breast","Mortality"
2016,2,15.18558634,"Breast","Mortality"
1993,2,29.64164745,"Colorectum","Incidence"
1994,2,28.19525104,"Colorectum","Incidence"
1995,2,31.57038846,"Colorectum","Incidence"
1996,2,29.3800612,"Colorectum","Incidence"
1997,2,27.59325815,"Colorectum","Incidence"
1998,2,29.50394262,"Colorectum","Incidence"
1999,2,27.59300146,"Colorectum","Incidence"
2000,2,27.00990488,"Colorectum","Incidence"
2001,2,26.81658827,"Colorectum","Incidence"
2002,2,27.31173127,"Colorectum","Incidence"
2003,2,26.23866746,"Colorectum","Incidence"
2004,2,28.6489721,"Colorectum","Incidence"
2005,2,24.30178929,"Colorectum","Incidence"
2006,2,26.77786682,"Colorectum","Incidence"
2007,2,29.25236233,"Colorectum","Incidence"
2008,2,28.8082608,"Colorectum","Incidence"
2009,2,25.75203611,"Colorectum","Incidence"
2010,2,29.10906524,"Colorectum","Incidence"
2011,2,30.82503799,"Colorectum","Incidence"
2012,2,29.9411661,"Colorectum","Incidence"
2013,2,29.48228509,"Colorectum","Incidence"
1955,2,20.59773814,"Colorectum","Mortality"
1956,2,18.58953851,"Colorectum","Mortality"
1957,2,20.01616207,"Colorectum","Mortality"
1958,2,17.36313671,"Colorectum","Mortality"
1959,2,20.01195276,"Colorectum","Mortality"
1960,2,19.45900608,"Colorectum","Mortality"
1961,2,17.72774577,"Colorectum","Mortality"
1962,2,15.45139164,"Colorectum","Mortality"
1963,2,15.08413425,"Colorectum","Mortality"
1964,2,17.6009826,"Colorectum","Mortality"
1965,2,18.75361925,"Colorectum","Mortality"
1966,2,18.02784984,"Colorectum","Mortality"
1967,2,16.60491269,"Colorectum","Mortality"
1968,2,22.56192095,"Colorectum","Mortality"
1969,2,19.11739271,"Colorectum","Mortality"
1970,2,18.99676825,"Colorectum","Mortality"
1971,2,18.86918729,"Colorectum","Mortality"
1972,2,17.92136815,"Colorectum","Mortality"
1973,2,18.32352712,"Colorectum","Mortality"
1974,2,20.76139387,"Colorectum","Mortality"
1975,2,20.01716365,"Colorectum","Mortality"
1976,2,19.38734222,"Colorectum","Mortality"
1977,2,18.13439012,"Colorectum","Mortality"
1978,2,17.63701646,"Colorectum","Mortality"
1979,2,18.05199249,"Colorectum","Mortality"
1980,2,16.63838292,"Colorectum","Mortality"
1981,2,17.31085483,"Colorectum","Mortality"
1982,2,17.40307809,"Colorectum","Mortality"
1983,2,14.00418505,"Colorectum","Mortality"
1984,2,15.41319106,"Colorectum","Mortality"
1985,2,15.14722949,"Colorectum","Mortality"
1986,2,15.89136973,"Colorectum","Mortality"
1987,2,16.79384071,"Colorectum","Mortality"
1988,2,15.01759061,"Colorectum","Mortality"
1989,2,13.80781569,"Colorectum","Mortality"
1990,2,14.48378206,"Colorectum","Mortality"
1991,2,13.6312872,"Colorectum","Mortality"
1992,2,14.73962821,"Colorectum","Mortality"
1993,2,13.57625749,"Colorectum","Mortality"
1994,2,13.0578945,"Colorectum","Mortality"
1995,2,13.0321806,"Colorectum","Mortality"
1996,2,11.83888555,"Colorectum","Mortality"
1997,2,12.78767318,"Colorectum","Mortality"
1998,2,11.05772828,"Colorectum","Mortality"
1999,2,10.62669181,"Colorectum","Mortality"
2000,2,11.8091948,"Colorectum","Mortality"
2001,2,9.109551287,"Colorectum","Mortality"
2002,2,9.294885961,"Colorectum","Mortality"
2003,2,11.85580426,"Colorectum","Mortality"
2004,2,10.57616943,"Colorectum","Mortality"
2005,2,10.61208578,"Colorectum","Mortality"
2006,2,8.794287574,"Colorectum","Mortality"
2007,2,9.615070311,"Colorectum","Mortality"
2008,2,9.680260219,"Colorectum","Mortality"
2009,2,9.877059087,"Colorectum","Mortality"
2010,2,8.54682106,"Colorectum","Mortality"
2011,2,8.368126517,"Colorectum","Mortality"
2012,2,8.268394445,"Colorectum","Mortality"
2013,2,9.153244233,"Colorectum","Mortality"
2014,2,9.187890467,"Colorectum","Mortality"
2015,2,8.121427186,"Colorectum","Mortality"
2016,2,9.310798107,"Colorectum","Mortality"
1993,2,24.23658405,"Lung","Incidence"
1994,2,22.66007126,"Lung","Incidence"
1995,2,23.31849201,"Lung","Incidence"
1996,2,22.12937756,"Lung","Incidence"
1997,2,22.1174702,"Lung","Incidence"
1998,2,21.68419097,"Lung","Incidence"
1999,2,23.66522421,"Lung","Incidence"
2000,2,23.45958938,"Lung","Incidence"
2001,2,21.34624306,"Lung","Incidence"
2002,2,22.97666045,"Lung","Incidence"
2003,2,23.77046701,"Lung","Incidence"
2004,2,22.68744846,"Lung","Incidence"
2005,2,24.02355932,"Lung","Incidence"
2006,2,22.79561496,"Lung","Incidence"
2007,2,26.03749536,"Lung","Incidence"
2008,2,24.03885116,"Lung","Incidence"
2009,2,26.90714281,"Lung","Incidence"
2010,2,23.94426371,"Lung","Incidence"
2011,2,26.11923135,"Lung","Incidence"
2012,2,29.5193018,"Lung","Incidence"
2013,2,29.03546753,"Lung","Incidence"
1950,2,3.419830835,"Lung","Mortality"
1951,2,3.376948727,"Lung","Mortality"
1952,2,4.516480248,"Lung","Mortality"
1953,2,5.012785728,"Lung","Mortality"
1954,2,5.804747475,"Lung","Mortality"
1955,2,4.04119923,"Lung","Mortality"
1956,2,7.747938037,"Lung","Mortality"
1957,2,4.883959447,"Lung","Mortality"
1958,2,5.276868843,"Lung","Mortality"
1959,2,7.211549093,"Lung","Mortality"
1960,2,5.978564341,"Lung","Mortality"
1961,2,4.555511496,"Lung","Mortality"
1962,2,6.38896798,"Lung","Mortality"
1963,2,6.067991048,"Lung","Mortality"
1964,2,6.76800218,"Lung","Mortality"
1965,2,5.986856865,"Lung","Mortality"
1966,2,7.003391592,"Lung","Mortality"
1967,2,7.635058898,"Lung","Mortality"
1968,2,8.793045365,"Lung","Mortality"
1969,2,9.451034977,"Lung","Mortality"
1970,2,8.435476816,"Lung","Mortality"
1971,2,9.593417801,"Lung","Mortality"
1972,2,10.36523749,"Lung","Mortality"
1973,2,10.14747982,"Lung","Mortality"
1974,2,9.729048274,"Lung","Mortality"
1975,2,12.05650756,"Lung","Mortality"
1976,2,12.63280724,"Lung","Mortality"
1977,2,13.23079531,"Lung","Mortality"
1978,2,11.47303605,"Lung","Mortality"
1979,2,14.00026397,"Lung","Mortality"
1980,2,13.14813516,"Lung","Mortality"
1981,2,15.0645559,"Lung","Mortality"
1982,2,15.45287598,"Lung","Mortality"
1983,2,13.68903967,"Lung","Mortality"
1984,2,17.33863407,"Lung","Mortality"
1985,2,13.93351381,"Lung","Mortality"
1986,2,15.79690231,"Lung","Mortality"
1987,2,15.69443472,"Lung","Mortality"
1988,2,19.59435011,"Lung","Mortality"
1989,2,15.7514298,"Lung","Mortality"
1990,2,18.368418,"Lung","Mortality"
1991,2,15.58110219,"Lung","Mortality"
1992,2,17.57610895,"Lung","Mortality"
1993,2,20.07754342,"Lung","Mortality"
1994,2,16.95621116,"Lung","Mortality"
1995,2,18.97186343,"Lung","Mortality"
1996,2,19.21833496,"Lung","Mortality"
1997,2,17.53512213,"Lung","Mortality"
1998,2,19.37816189,"Lung","Mortality"
1999,2,18.94501179,"Lung","Mortality"
2000,2,20.91379307,"Lung","Mortality"
2001,2,18.02316371,"Lung","Mortality"
2002,2,19.10395408,"Lung","Mortality"
2003,2,19.03470669,"Lung","Mortality"
2004,2,19.6324051,"Lung","Mortality"
2005,2,18.27043167,"Lung","Mortality"
2006,2,19.07801482,"Lung","Mortality"
2007,2,19.33690708,"Lung","Mortality"
2008,2,19.60842882,"Lung","Mortality"
2009,2,21.31851008,"Lung","Mortality"
2010,2,21.05528689,"Lung","Mortality"
2011,2,18.64152846,"Lung","Mortality"
2012,2,21.71157588,"Lung","Mortality"
2013,2,19.6745044,"Lung","Mortality"
2014,2,22.72743766,"Lung","Mortality"
2015,2,21.78709465,"Lung","Mortality"
2016,2,23.51267101,"Lung","Mortality"
1993,2,3.422764001,"Oesophagus","Incidence"
1994,2,2.987897521,"Oesophagus","Incidence"
1995,2,3.317200047,"Oesophagus","Incidence"
1996,2,3.353827155,"Oesophagus","Incidence"
1997,2,3.966548366,"Oesophagus","Incidence"
1998,2,2.776243842,"Oesophagus","Incidence"
1999,2,3.695792143,"Oesophagus","Incidence"
2000,2,4.049156023,"Oesophagus","Incidence"
2001,2,3.462559172,"Oesophagus","Incidence"
2002,2,3.131990666,"Oesophagus","Incidence"
2003,2,2.991962744,"Oesophagus","Incidence"
2004,2,2.514935768,"Oesophagus","Incidence"
2005,2,2.524195314,"Oesophagus","Incidence"
2006,2,3.492597761,"Oesophagus","Incidence"
2007,2,3.799902926,"Oesophagus","Incidence"
2008,2,2.953528892,"Oesophagus","Incidence"
2009,2,2.724624509,"Oesophagus","Incidence"
2010,2,3.187725881,"Oesophagus","Incidence"
2011,2,3.049416565,"Oesophagus","Incidence"
2012,2,4.166447353,"Oesophagus","Incidence"
2013,2,3.255985471,"Oesophagus","Incidence"
1950,2,3.286261907,"Oesophagus","Mortality"
1951,2,2.767436226,"Oesophagus","Mortality"
1952,2,2.925442009,"Oesophagus","Mortality"
1953,2,3.017010509,"Oesophagus","Mortality"
1954,2,3.108388182,"Oesophagus","Mortality"
1955,2,3.758485996,"Oesophagus","Mortality"
1956,2,3.383595404,"Oesophagus","Mortality"
1957,2,2.214037153,"Oesophagus","Mortality"
1958,2,2.859573927,"Oesophagus","Mortality"
1959,2,2.142425064,"Oesophagus","Mortality"
1960,2,2.193678162,"Oesophagus","Mortality"
1961,2,2.007388232,"Oesophagus","Mortality"
1962,2,1.890697429,"Oesophagus","Mortality"
1963,2,2.981777183,"Oesophagus","Mortality"
1964,2,3.103963888,"Oesophagus","Mortality"
1965,2,4.251113764,"Oesophagus","Mortality"
1966,2,3.093085839,"Oesophagus","Mortality"
1967,2,3.028395639,"Oesophagus","Mortality"
1968,2,2.899529309,"Oesophagus","Mortality"
1969,2,2.910321259,"Oesophagus","Mortality"
1970,2,2.719994777,"Oesophagus","Mortality"
1971,2,1.673854537,"Oesophagus","Mortality"
1972,2,2.108735265,"Oesophagus","Mortality"
1973,2,2.555101806,"Oesophagus","Mortality"
1974,2,2.634191629,"Oesophagus","Mortality"
1975,2,2.073562088,"Oesophagus","Mortality"
1976,2,2.932268953,"Oesophagus","Mortality"
1977,2,2.235987793,"Oesophagus","Mortality"
1978,2,3.098679947,"Oesophagus","Mortality"
1979,2,1.622391765,"Oesophagus","Mortality"
1980,2,2.457198693,"Oesophagus","Mortality"
1981,2,2.884701392,"Oesophagus","Mortality"
1982,2,1.880286672,"Oesophagus","Mortality"
1983,2,3.079684136,"Oesophagus","Mortality"
1984,2,2.094132306,"Oesophagus","Mortality"
1985,2,2.53351505,"Oesophagus","Mortality"
1986,2,3.382548148,"Oesophagus","Mortality"
1987,2,3.059077321,"Oesophagus","Mortality"
1988,2,2.067087721,"Oesophagus","Mortality"
1989,2,2.712554803,"Oesophagus","Mortality"
1990,2,2.424864809,"Oesophagus","Mortality"
1991,2,2.573291309,"Oesophagus","Mortality"
1992,2,2.738021874,"Oesophagus","Mortality"
1993,2,2.737417919,"Oesophagus","Mortality"
1994,2,3.315929371,"Oesophagus","Mortality"
1995,2,2.698253569,"Oesophagus","Mortality"
1996,2,2.839643213,"Oesophagus","Mortality"
1997,2,2.846218219,"Oesophagus","Mortality"
1998,2,3.23216706,"Oesophagus","Mortality"
1999,2,3.326187957,"Oesophagus","Mortality"
2000,2,3.181001731,"Oesophagus","Mortality"
2001,2,3.410576133,"Oesophagus","Mortality"
2002,2,2.541194608,"Oesophagus","Mortality"
2003,2,2.658743032,"Oesophagus","Mortality"
2004,2,2.457553041,"Oesophagus","Mortality"
2005,2,2.623641086,"Oesophagus","Mortality"
2006,2,2.055613607,"Oesophagus","Mortality"
2007,2,2.759797216,"Oesophagus","Mortality"
2008,2,3.203771114,"Oesophagus","Mortality"
2009,2,2.769787072,"Oesophagus","Mortality"
2010,2,2.604362259,"Oesophagus","Mortality"
2011,2,2.626879918,"Oesophagus","Mortality"
2012,2,2.254363149,"Oesophagus","Mortality"
2013,2,2.561456724,"Oesophagus","Mortality"
2014,2,2.700818195,"Oesophagus","Mortality"
2015,2,2.496249393,"Oesophagus","Mortality"
2016,2,2.697690052,"Oesophagus","Mortality"
1993,2,5.147158094,"Pancreas","Incidence"
1994,2,4.916067054,"Pancreas","Incidence"
1995,2,3.819578062,"Pancreas","Incidence"
1996,2,4.138994925,"Pancreas","Incidence"
1997,2,4.659329147,"Pancreas","Incidence"
1998,2,3.643716322,"Pancreas","Incidence"
1999,2,3.185215982,"Pancreas","Incidence"
2000,2,5.227618818,"Pancreas","Incidence"
2001,2,3.974467698,"Pancreas","Incidence"
2002,2,4.838734091,"Pancreas","Incidence"
2003,2,5.227427103,"Pancreas","Incidence"
2004,2,4.774154037,"Pancreas","Incidence"
2005,2,3.997038233,"Pancreas","Incidence"
2006,2,5.361847088,"Pancreas","Incidence"
2007,2,4.587522515,"Pancreas","Incidence"
2008,2,5.852548561,"Pancreas","Incidence"
2009,2,5.360327028,"Pancreas","Incidence"
2010,2,5.0282817,"Pancreas","Incidence"
2011,2,5.661730108,"Pancreas","Incidence"
2012,2,5.930712939,"Pancreas","Incidence"
2013,2,6.101369357,"Pancreas","Incidence"
1955,2,4.102025751,"Pancreas","Mortality"
1956,2,3.463062235,"Pancreas","Mortality"
1957,2,3.932291339,"Pancreas","Mortality"
1958,2,4.404341857,"Pancreas","Mortality"
1959,2,4.67563484,"Pancreas","Mortality"
1960,2,3.675837155,"Pancreas","Mortality"
1961,2,5.598778144,"Pancreas","Mortality"
1962,2,3.991347005,"Pancreas","Mortality"
1963,2,4.388914627,"Pancreas","Mortality"
1964,2,3.142229828,"Pancreas","Mortality"
1965,2,4.731857043,"Pancreas","Mortality"
1966,2,4.960226278,"Pancreas","Mortality"
1967,2,4.178666529,"Pancreas","Mortality"
1968,2,4.35934635,"Pancreas","Mortality"
1969,2,4.255486722,"Pancreas","Mortality"
1970,2,4.769550519,"Pancreas","Mortality"
1971,2,6.599818547,"Pancreas","Mortality"
1972,2,4.888586048,"Pancreas","Mortality"
1973,2,5.993748804,"Pancreas","Mortality"
1974,2,5.131749289,"Pancreas","Mortality"
1975,2,5.105063317,"Pancreas","Mortality"
1976,2,5.134746048,"Pancreas","Mortality"
1977,2,5.688477301,"Pancreas","Mortality"
1978,2,5.328409502,"Pancreas","Mortality"
1979,2,5.650959893,"Pancreas","Mortality"
1980,2,5.689934313,"Pancreas","Mortality"
1981,2,5.217792798,"Pancreas","Mortality"
1982,2,5.556682956,"Pancreas","Mortality"
1983,2,5.524782798,"Pancreas","Mortality"
1984,2,5.326015509,"Pancreas","Mortality"
1985,2,4.787805112,"Pancreas","Mortality"
1986,2,4.680042214,"Pancreas","Mortality"
1987,2,6.036192271,"Pancreas","Mortality"
1988,2,5.395991074,"Pancreas","Mortality"
1989,2,5.83924309,"Pancreas","Mortality"
1990,2,5.689974968,"Pancreas","Mortality"
1991,2,4.236952578,"Pancreas","Mortality"
1992,2,5.512932494,"Pancreas","Mortality"
1993,2,4.916623309,"Pancreas","Mortality"
1994,2,4.99317874,"Pancreas","Mortality"
1995,2,4.278694113,"Pancreas","Mortality"
1996,2,4.117969089,"Pancreas","Mortality"
1997,2,4.44887978,"Pancreas","Mortality"
1998,2,3.639138686,"Pancreas","Mortality"
1999,2,3.608459217,"Pancreas","Mortality"
2000,2,5.136895479,"Pancreas","Mortality"
2001,2,4.867141529,"Pancreas","Mortality"
2002,2,4.535964949,"Pancreas","Mortality"
2003,2,5.160037703,"Pancreas","Mortality"
2004,2,4.136390531,"Pancreas","Mortality"
2005,2,4.367833232,"Pancreas","Mortality"
2006,2,5.114689412,"Pancreas","Mortality"
2007,2,4.734350089,"Pancreas","Mortality"
2008,2,5.553865886,"Pancreas","Mortality"
2009,2,4.999087485,"Pancreas","Mortality"
2010,2,4.55365949,"Pancreas","Mortality"
2011,2,5.230779463,"Pancreas","Mortality"
2012,2,6.170399576,"Pancreas","Mortality"
2013,2,5.732983533,"Pancreas","Mortality"
2014,2,4.460200286,"Pancreas","Mortality"
2015,2,4.917915651,"Pancreas","Mortality"
2016,2,5.410815155,"Pancreas","Mortality"
