"age_group"	"sex"	"level"	"variable"	"year"	"value"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
0	1	6	1	2014	0.29	0.29	NA	-0.0491	0	0
0	1	6	1	2015	0.29	0.29	NA	-0.0491	0	0
0	1	6	1	2016	0.28	0.29	NA	-0.0491	0	0
0	1	6	1	2017	0.28	0.29	NA	-0.0491	0	0
0	1	6	1	2018	0.29	0.29	NA	-0.0491	0	0
0	1	6	1	2019	0.29	0.29	NA	-0.0491	0	0
1	1	6	1	1995	0.41	0.41	NA	-0.6556*	0	0
1	1	6	1	1996	0.41	0.41	NA	-0.6556*	0	0
1	1	6	1	1997	0.39	0.41	NA	-0.6556*	0	0
1	1	6	1	1998	0.39	0.40	NA	-0.6556*	0	0
1	1	6	1	1999	0.39	0.40	NA	-0.6556*	0	0
1	1	6	1	2000	0.41	0.40	NA	-0.6556*	0	0
1	1	6	1	2001	0.39	0.39	NA	-0.6556*	0	0
1	1	6	1	2002	0.39	0.39	NA	-0.6556*	0	0
1	1	6	1	2003	0.39	0.39	NA	-0.6556*	0	0
1	1	6	1	2004	0.40	0.39	NA	-0.6556*	0	0
1	1	6	1	2005	0.38	0.38	NA	-0.6556*	0	0
1	1	6	1	2006	0.38	0.38	NA	-0.6556*	0	0
1	1	6	1	2007	0.37	0.38	NA	-0.6556*	0	0
1	1	6	1	2008	0.38	0.38	NA	-0.6556*	0	0
1	1	6	1	2009	0.39	0.37	NA	-0.6556*	0	0
1	1	6	1	2010	0.37	0.37	NA	-0.6556*	0	0
1	1	6	1	2011	0.37	0.37	NA	-0.6556*	0	0
1	1	6	1	2012	0.38	0.37	NA	-0.6556*	0	0
1	1	6	1	2013	0.38	0.36	NA	-0.6556*	0	0
1	1	6	1	2014	0.36	0.36	NA	-0.6556*	0	0
1	1	6	1	2015	0.36	0.36	NA	-0.6556*	0	0
1	1	6	1	2016	0.35	0.36	NA	-0.6556*	0	0
1	1	6	1	2017	0.36	0.36	NA	-0.6556*	0	0
1	1	6	1	2018	0.34	0.35	NA	-0.6556*	0	0
1	1	6	1	2019	0.35	0.35	NA	-0.6556*	0	0
0	0	7	1	1995	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	1996	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	1997	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	1998	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	1999	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	2000	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	2001	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	2002	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	2003	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	2004	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	2005	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	2006	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	2007	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	2008	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	2009	0.02	0.01	NA	2.1713*	0	0
0	0	7	1	2010	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	2011	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	2012	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	2013	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	2014	0.02	0.01	NA	2.1713*	0	0
0	0	7	1	2015	0.02	0.01	NA	2.1713*	0	0
0	0	7	1	2016	0.02	0.01	NA	2.1713*	0	0
0	0	7	1	2017	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	2018	0.01	0.01	NA	2.1713*	0	0
0	0	7	1	2019	0.01	0.01	NA	2.1713*	0	0
1	0	7	1	1995	0.01	0.01	NA	-2.3430*	0	0
1	0	7	1	1996	0.01	0.01	NA	-2.3430*	0	0
1	0	7	1	1997	0.00	0.01	NA	-2.3430*	0	0
1	0	7	1	1998	0.01	0.01	NA	-2.3430*	0	0
1	0	7	1	1999	0.01	0.01	NA	-2.3430*	0	0
1	0	7	1	2000	0.01	0.00	NA	-2.3430*	0	0
1	0	7	1	2001	0.01	0.00	NA	-2.3430*	0	0
1	0	7	1	2002	0.00	0.00	NA	-2.3430*	0	0
1	0	7	1	2003	0.00	0.00	NA	-2.3430*	0	0
1	0	7	1	2004	0.00	0.00	NA	-2.3430*	0	0
1	0	7	1	2005	0.00	0.00	NA	-2.3430*	0	0
1	0	7	1	2006	0.00	0.00	NA	-2.3430*	0	0
1	0	7	1	2007	0.00	0.00	NA	-2.3430*	0	0
1	0	7	1	2008	0.00	0.00	NA	-2.3430*	0	0
1	0	7	1	2009	0.00	0.00	NA	-2.3430*	0	0
1	0	7	1	2010	0.00	0.00	NA	-2.3430*	0	0
1	0	7	1	2011	0.00	0.00	NA	-2.3430*	0	0
1	0	7	1	2012	0.00	0.00	NA	-2.3430*	0	0
1	0	7	1	2013	0.00	0.00	NA	-2.3430*	0	0
1	0	7	1	2014	0.01	0.00	NA	-2.3430*	0	0
1	0	7	1	2015	0.00	0.00	NA	-2.3430*	0	0
1	0	7	1	2016	0.00	0.00	NA	-2.3430*	0	0
1	0	7	1	2017	0.01	0.00	NA	-2.3430*	0	0
1	0	7	1	2018	0.00	0.00	NA	-2.3430*	0	0
1	0	7	1	2019	0.00	0.00	NA	-2.3430*	0	0
0	1	7	1	1995	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	1996	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	1997	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	1998	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	1999	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2000	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2001	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2002	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2003	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2004	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2005	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2006	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2007	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2008	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2009	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2010	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2011	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2012	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2013	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2014	0.01	0.02	NA	1.0732*	0	0
0	1	7	1	2015	0.03	0.02	NA	1.0732*	0	0
0	1	7	1	2016	0.03	0.02	NA	1.0732*	0	0
0	1	7	1	2017	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2018	0.02	0.02	NA	1.0732*	0	0
0	1	7	1	2019	0.02	0.02	NA	1.0732*	0	0
1	1	7	1	1995	0.02	0.01	NA	-1.8806*	0	0
1	1	7	1	1996	0.02	0.01	NA	-1.8806*	0	0
1	1	7	1	1997	0.02	0.01	NA	-1.8806*	0	0
1	1	7	1	1998	0.02	0.01	NA	-1.8806*	0	0
1	1	7	1	1999	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2000	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2001	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2002	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2003	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2004	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2005	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2006	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2007	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2008	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2009	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2010	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2011	0.02	0.01	NA	-1.8806*	0	0
1	1	7	1	2012	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2013	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2014	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2015	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2016	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2017	0.01	0.01	NA	-1.8806*	0	0
1	1	7	1	2018	0.02	0.01	NA	-1.8806*	0	0
1	1	7	1	2019	0.01	0.01	NA	-1.8806*	0	0
0	0	8	2	2003	0.57	0.56	NA	-1.8635*	0	0
0	0	8	2	2004	0.55	0.55	NA	-1.8635*	0	0
0	0	8	2	2006	0.52	0.53	NA	-1.8635*	0	0
0	0	8	2	2008	0.48	0.51	NA	-1.8635*	0	0
0	0	8	2	2012	0.49	0.47	NA	-1.8635*	0	0
1	0	8	2	2003	0.75	0.75	NA	-0.7305*	0	0
1	0	8	2	2004	0.75	0.75	NA	-0.7305*	0	0
1	0	8	2	2006	0.73	0.74	NA	-0.7305*	0	0
1	0	8	2	2008	0.73	0.72	NA	-0.7305*	0	0
1	0	8	2	2012	0.70	0.70	NA	-0.7305*	0	0
0	1	8	2	2003	0.70	0.68	NA	-1.4434*	0	0
0	1	8	2	2004	0.67	0.67	NA	-1.4434*	0	0
0	1	8	2	2006	0.64	0.65	NA	-1.4434*	0	0
0	1	8	2	2008	0.62	0.63	NA	-1.4434*	0	0
0	1	8	2	2012	0.61	0.60	NA	-1.4434*	0	0
1	1	8	2	2003	0.83	0.84	NA	-1.2478*	0	0
1	1	8	2	2004	0.85	0.83	NA	-1.2478*	0	0
1	1	8	2	2006	0.81	0.81	NA	-1.2478*	0	0
1	1	8	2	2008	0.79	0.79	NA	-1.2478*	0	0
1	1	8	2	2012	0.75	0.75	NA	-1.2478*	0	0
0	0	9	2	2003	0.43	0.44	NA	2.0840*	0	0
0	0	9	2	2004	0.45	0.45	NA	2.0840*	0	0
0	0	9	2	2006	0.48	0.47	NA	2.0840*	0	0
0	0	9	2	2008	0.52	0.49	NA	2.0840*	0	0
0	0	9	2	2012	0.51	0.53	NA	2.0840*	0	0
1	0	9	2	2003	0.25	0.25	NA	1.9742*	0	0
1	0	9	2	2004	0.25	0.25	NA	1.9742*	0	0
1	0	9	2	2006	0.27	0.26	NA	1.9742*	0	0
1	0	9	2	2008	0.27	0.27	NA	1.9742*	0	0
1	0	9	2	2012	0.30	0.30	NA	1.9742*	0	0
0	1	9	2	2003	0.30	0.32	NA	2.7421*	0	0
0	1	9	2	2004	0.33	0.33	NA	2.7421*	0	0
0	1	9	2	2006	0.36	0.34	NA	2.7421*	0	0
0	1	9	2	2008	0.38	0.36	NA	2.7421*	0	0
0	1	9	2	2012	0.39	0.40	NA	2.7421*	0	0
1	1	9	2	2003	0.17	0.16	NA	5.0915*	0	0
1	1	9	2	2004	0.15	0.17	NA	5.0915*	0	0
1	1	9	2	2006	0.19	0.19	NA	5.0915*	0	0
1	1	9	2	2008	0.21	0.21	NA	5.0915*	0	0
1	1	9	2	2012	0.25	0.25	NA	5.0915*	0	0
0	0	10	3	1995	0.35	0.37	NA	-1.6740*	0	0
0	0	10	3	1996	0.37	0.36	NA	-1.6740*	0	0
0	0	10	3	1997	0.34	0.36	NA	-1.6740*	0	0
0	0	10	3	1998	0.34	0.35	NA	-1.6740*	0	0
0	0	10	3	1999	0.34	0.34	NA	-1.6740*	0	0
0	0	10	3	2000	0.35	0.34	NA	-1.6740*	0	0
0	0	10	3	2001	0.33	0.33	NA	-1.6740*	0	0
0	0	10	3	2002	0.34	0.33	NA	-1.6740*	0	0
0	0	10	3	2003	0.34	0.32	NA	-1.6740*	0	0
0	0	10	3	2004	0.30	0.32	NA	-1.6740*	0	0
0	0	10	3	2005	0.33	0.31	NA	-1.6740*	0	0
0	0	10	3	2006	0.31	0.31	NA	-1.6740*	0	0
0	0	10	3	2007	0.30	0.30	NA	-1.6740*	0	0
0	0	10	3	2008	0.31	0.30	NA	-1.6740*	0	0
0	0	10	3	2009	0.28	0.29	NA	-1.6740*	0	0
0	0	10	3	2010	0.28	0.29	NA	-1.6740*	0	0
0	0	10	3	2011	0.30	0.28	NA	-1.6740*	0	0
0	0	10	3	2012	0.27	0.28	NA	-1.6740*	0	0
0	0	10	3	2013	0.30	0.27	NA	-1.6740*	0	0
0	0	10	3	2014	0.28	0.27	NA	-1.6740*	0	0
0	0	10	3	2015	0.25	0.26	NA	-1.6740*	0	0
0	0	10	3	2016	0.26	0.26	NA	-1.6740*	0	0
0	0	10	3	2017	0.25	0.25	NA	-1.6740*	0	0
0	0	10	3	2018	0.24	0.25	NA	-1.6740*	0	0
0	0	10	3	2019	0.24	0.25	NA	-1.6740*	0	0
1	0	10	3	1995	0.20	0.21	NA	-1.9416*	0	0
1	0	10	3	1996	0.21	0.21	NA	-1.9416*	0	0
1	0	10	3	1997	0.22	0.20	NA	-1.9416*	0	0
1	0	10	3	1998	0.20	0.20	NA	-1.9416*	0	0
1	0	10	3	1999	0.19	0.20	NA	-1.9416*	0	0
1	0	10	3	2000	0.19	0.19	NA	-1.9416*	0	0
1	0	10	3	2001	0.19	0.19	NA	-1.9416*	0	0
1	0	10	3	2002	0.18	0.18	NA	-1.9416*	0	0
1	0	10	3	2003	0.17	0.18	NA	-1.9416*	0	0
1	0	10	3	2004	0.16	0.18	NA	-1.9416*	0	0
1	0	10	3	2005	0.18	0.17	NA	-1.9416*	0	0
1	0	10	3	2006	0.17	0.17	NA	-1.9416*	0	0
1	0	10	3	2007	0.17	0.17	NA	-1.9416*	0	0
1	0	10	3	2008	0.15	0.16	NA	-1.9416*	0	0
1	0	10	3	2009	0.18	0.16	NA	-1.9416*	0	0
1	0	10	3	2010	0.16	0.16	NA	-1.9416*	0	0
1	0	10	3	2011	0.15	0.15	NA	-1.9416*	0	0
1	0	10	3	2012	0.16	0.15	NA	-1.9416*	0	0
1	0	10	3	2013	0.17	0.15	NA	-1.9416*	0	0
1	0	10	3	2014	0.15	0.15	NA	-1.9416*	0	0
1	0	10	3	2015	0.13	0.14	NA	-1.9416*	0	0
1	0	10	3	2016	0.15	0.14	NA	-1.9416*	0	0
1	0	10	3	2017	0.15	0.14	NA	-1.9416*	0	0
1	0	10	3	2018	0.12	0.13	NA	-1.9416*	0	0
1	0	10	3	2019	0.12	0.13	NA	-1.9416*	0	0
0	1	10	3	1995	0.31	0.32	NA	-0.8570	1	1
0	1	10	3	1996	0.33	0.32	NA	-0.8570	1	1
0	1	10	3	1997	0.32	0.32	NA	-0.8570	1	1
0	1	10	3	1998	0.32	0.31	NA	-0.8570	1	1
0	1	10	3	1999	0.32	0.31	NA	-0.8570	1	1
0	1	10	3	2000	0.30	0.31	NA	-0.8570	1	1
0	1	10	3	2001	0.30	0.31	NA	-0.8570	1	1
0	1	10	3	2002	0.33	0.30	Joinpoint 1	NA	1	1
0	1	10	3	2003	0.30	0.29	NA	-3.2003*	1	1
0	1	10	3	2004	0.27	0.28	NA	-3.2003*	1	1
0	1	10	3	2005	0.30	0.28	NA	-3.2003*	1	1
0	1	10	3	2006	0.25	0.27	NA	-3.2003*	1	1
0	1	10	3	2007	0.26	0.26	NA	-3.2003*	1	1
0	1	10	3	2008	0.24	0.25	NA	-3.2003*	1	1
0	1	10	3	2009	0.24	0.24	NA	-3.2003*	1	1
0	1	10	3	2010	0.22	0.23	NA	-3.2003*	1	1
0	1	10	3	2011	0.23	0.23	NA	-3.2003*	1	1
0	1	10	3	2012	0.20	0.22	NA	-3.2003*	1	1
0	1	10	3	2013	0.21	0.21	NA	-3.2003*	1	1
0	1	10	3	2014	0.20	0.21	NA	-3.2003*	1	1
0	1	10	3	2015	0.22	0.20	NA	-3.2003*	1	1
0	1	10	3	2016	0.19	0.19	NA	-3.2003*	1	1
0	1	10	3	2017	0.19	0.19	NA	-3.2003*	1	1
0	1	10	3	2018	0.18	0.18	NA	-3.2003*	1	1
0	1	10	3	2019	0.18	0.17	NA	-3.2003*	1	1
1	1	10	3	1995	0.21	0.21	NA	-2.4870*	0	0
1	1	10	3	1996	0.20	0.20	NA	-2.4870*	0	0
1	1	10	3	1997	0.19	0.20	NA	-2.4870*	0	0
1	1	10	3	1998	0.20	0.19	NA	-2.4870*	0	0
1	1	10	3	1999	0.19	0.19	NA	-2.4870*	0	0
1	1	10	3	2000	0.18	0.18	NA	-2.4870*	0	0
1	1	10	3	2001	0.18	0.18	NA	-2.4870*	0	0
1	1	10	3	2002	0.17	0.17	NA	-2.4870*	0	0
1	1	10	3	2003	0.18	0.17	NA	-2.4870*	0	0
1	1	10	3	2004	0.16	0.17	NA	-2.4870*	0	0
1	1	10	3	2005	0.16	0.16	NA	-2.4870*	0	0
1	1	10	3	2006	0.16	0.16	NA	-2.4870*	0	0
1	1	10	3	2007	0.15	0.15	NA	-2.4870*	0	0
1	1	10	3	2008	0.14	0.15	NA	-2.4870*	0	0
1	1	10	3	2009	0.15	0.15	NA	-2.4870*	0	0
1	1	10	3	2010	0.14	0.14	NA	-2.4870*	0	0
1	1	10	3	2011	0.14	0.14	NA	-2.4870*	0	0
1	1	10	3	2012	0.14	0.14	NA	-2.4870*	0	0
1	1	10	3	2013	0.14	0.13	NA	-2.4870*	0	0
1	1	10	3	2014	0.14	0.13	NA	-2.4870*	0	0
1	1	10	3	2015	0.11	0.13	NA	-2.4870*	0	0
1	1	10	3	2016	0.12	0.12	NA	-2.4870*	0	0
1	1	10	3	2017	0.12	0.12	NA	-2.4870*	0	0
1	1	10	3	2018	0.12	0.12	NA	-2.4870*	0	0
1	1	10	3	2019	0.11	0.11	NA	-2.4870*	0	0
0	0	11	3	1995	0.45	0.46	NA	0.8975*	0	0
0	0	11	3	1996	0.44	0.47	NA	0.8975*	0	0
0	0	11	3	1997	0.47	0.47	NA	0.8975*	0	0
0	0	11	3	1998	0.47	0.47	NA	0.8975*	0	0
0	0	11	3	1999	0.48	0.48	NA	0.8975*	0	0
0	0	11	3	2000	0.47	0.48	NA	0.8975*	0	0
0	0	11	3	2001	0.49	0.49	NA	0.8975*	0	0
0	0	11	3	2002	0.49	0.49	NA	0.8975*	0	0
0	0	11	3	2003	0.50	0.50	NA	0.8975*	0	0
0	0	11	3	2004	0.52	0.50	NA	0.8975*	0	0
0	0	11	3	2005	0.50	0.50	NA	0.8975*	0	0
0	0	11	3	2006	0.53	0.51	NA	0.8975*	0	0
0	0	11	3	2007	0.53	0.51	NA	0.8975*	0	0
0	0	11	3	2008	0.53	0.52	NA	0.8975*	0	0
0	0	11	3	2009	0.54	0.52	NA	0.8975*	0	0
0	0	11	3	2010	0.54	0.53	NA	0.8975*	0	0
0	0	11	3	2011	0.53	0.53	NA	0.8975*	0	0
0	0	11	3	2012	0.55	0.54	NA	0.8975*	0	0
0	0	11	3	2013	0.50	0.54	NA	0.8975*	0	0
0	0	11	3	2014	0.53	0.55	NA	0.8975*	0	0
0	0	11	3	2015	0.57	0.55	NA	0.8975*	0	0
0	0	11	3	2016	0.54	0.56	NA	0.8975*	0	0
0	0	11	3	2017	0.55	0.56	NA	0.8975*	0	0
0	0	11	3	2018	0.55	0.57	NA	0.8975*	0	0
0	0	11	3	2019	0.58	0.57	NA	0.8975*	0	0
1	0	11	3	1995	0.29	0.29	NA	2.2916*	0	0
1	0	11	3	1996	0.30	0.29	NA	2.2916*	0	0
1	0	11	3	1997	0.28	0.30	NA	2.2916*	0	0
1	0	11	3	1998	0.30	0.31	NA	2.2916*	0	0
1	0	11	3	1999	0.33	0.31	NA	2.2916*	0	0
1	0	11	3	2000	0.33	0.32	NA	2.2916*	0	0
1	0	11	3	2001	0.32	0.33	NA	2.2916*	0	0
1	0	11	3	2002	0.36	0.34	NA	2.2916*	0	0
1	0	11	3	2003	0.34	0.34	NA	2.2916*	0	0
1	0	11	3	2004	0.36	0.35	NA	2.2916*	0	0
1	0	11	3	2005	0.36	0.36	NA	2.2916*	0	0
1	0	11	3	2006	0.39	0.37	NA	2.2916*	0	0
1	0	11	3	2007	0.37	0.38	NA	2.2916*	0	0
1	0	11	3	2008	0.40	0.39	NA	2.2916*	0	0
1	0	11	3	2009	0.38	0.39	NA	2.2916*	0	0
1	0	11	3	2010	0.40	0.40	NA	2.2916*	0	0
1	0	11	3	2011	0.39	0.41	NA	2.2916*	0	0
1	0	11	3	2012	0.43	0.42	NA	2.2916*	0	0
1	0	11	3	2013	0.42	0.43	NA	2.2916*	0	0
1	0	11	3	2014	0.46	0.44	NA	2.2916*	0	0
1	0	11	3	2015	0.46	0.45	NA	2.2916*	0	0
1	0	11	3	2016	0.47	0.46	NA	2.2916*	0	0
1	0	11	3	2017	0.47	0.47	NA	2.2916*	0	0
1	0	11	3	2018	0.48	0.48	NA	2.2916*	0	0
1	0	11	3	2019	0.49	0.50	NA	2.2916*	0	0
0	1	11	3	1995	0.52	0.50	NA	1.0487*	0	0
0	1	11	3	1996	0.51	0.51	NA	1.0487*	0	0
0	1	11	3	1997	0.51	0.51	NA	1.0487*	0	0
0	1	11	3	1998	0.52	0.52	NA	1.0487*	0	0
0	1	11	3	1999	0.51	0.52	NA	1.0487*	0	0
0	1	11	3	2000	0.54	0.53	NA	1.0487*	0	0
0	1	11	3	2001	0.52	0.54	NA	1.0487*	0	0
0	1	11	3	2002	0.52	0.54	NA	1.0487*	0	0
0	1	11	3	2003	0.55	0.55	NA	1.0487*	0	0
0	1	11	3	2004	0.56	0.55	NA	1.0487*	0	0
0	1	11	3	2005	0.55	0.56	NA	1.0487*	0	0
0	1	11	3	2006	0.57	0.56	NA	1.0487*	0	0
0	1	11	3	2007	0.58	0.57	NA	1.0487*	0	0
0	1	11	3	2008	0.58	0.58	NA	1.0487*	0	0
0	1	11	3	2009	0.58	0.58	NA	1.0487*	0	0
0	1	11	3	2010	0.60	0.59	NA	1.0487*	0	0
0	1	11	3	2011	0.60	0.59	NA	1.0487*	0	0
0	1	11	3	2012	0.61	0.60	NA	1.0487*	0	0
0	1	11	3	2013	0.60	0.61	NA	1.0487*	0	0
0	1	11	3	2014	0.63	0.61	NA	1.0487*	0	0
0	1	11	3	2015	0.60	0.62	NA	1.0487*	0	0
0	1	11	3	2016	0.62	0.63	NA	1.0487*	0	0
0	1	11	3	2017	0.61	0.63	NA	1.0487*	0	0
0	1	11	3	2018	0.63	0.64	NA	1.0487*	0	0
0	1	11	3	2019	0.66	0.65	NA	1.0487*	0	0
1	1	11	3	1995	0.52	0.51	NA	0.6290*	0	0
1	1	11	3	1996	0.51	0.52	NA	0.6290*	0	0
1	1	11	3	1997	0.52	0.52	NA	0.6290*	0	0
1	1	11	3	1998	0.51	0.52	NA	0.6290*	0	0
1	1	11	3	1999	0.52	0.53	NA	0.6290*	0	0
1	1	11	3	2000	0.56	0.53	NA	0.6290*	0	0
1	1	11	3	2001	0.52	0.53	NA	0.6290*	0	0
1	1	11	3	2002	0.55	0.54	NA	0.6290*	0	0
1	1	11	3	2003	0.54	0.54	NA	0.6290*	0	0
1	1	11	3	2004	0.53	0.54	NA	0.6290*	0	0
1	1	11	3	2005	0.57	0.55	NA	0.6290*	0	0
1	1	11	3	2006	0.55	0.55	NA	0.6290*	0	0
1	1	11	3	2007	0.56	0.55	NA	0.6290*	0	0
1	1	11	3	2008	0.55	0.56	NA	0.6290*	0	0
1	1	11	3	2009	0.54	0.56	NA	0.6290*	0	0
1	1	11	3	2010	0.57	0.56	NA	0.6290*	0	0
1	1	11	3	2011	0.55	0.57	NA	0.6290*	0	0
1	1	11	3	2012	0.58	0.57	NA	0.6290*	0	0
1	1	11	3	2013	0.56	0.57	NA	0.6290*	0	0
1	1	11	3	2014	0.58	0.58	NA	0.6290*	0	0
1	1	11	3	2015	0.57	0.58	NA	0.6290*	0	0
1	1	11	3	2016	0.59	0.59	NA	0.6290*	0	0
1	1	11	3	2017	0.59	0.59	NA	0.6290*	0	0
1	1	11	3	2018	0.58	0.59	NA	0.6290*	0	0
1	1	11	3	2019	0.61	0.60	NA	0.6290*	0	0
0	0	12	3	1995	0.19	0.19	NA	-1.0497*	2	2
0	0	12	3	1996	0.19	0.19	NA	-1.0497*	2	2
0	0	12	3	1997	0.18	0.19	NA	-1.0497*	2	2
0	0	12	3	1998	0.19	0.18	NA	-1.0497*	2	2
0	0	12	3	1999	0.19	0.18	NA	-1.0497*	2	2
0	0	12	3	2000	0.17	0.18	NA	-1.0497*	2	2
0	0	12	3	2001	0.19	0.18	NA	-1.0497*	2	2
0	0	12	3	2002	0.17	0.18	NA	-1.0497*	2	2
0	0	12	3	2003	0.16	0.18	NA	-1.0497*	2	2
0	0	12	3	2004	0.18	0.17	NA	-1.0497*	2	2
0	0	12	3	2005	0.17	0.17	NA	-1.0497*	2	2
0	0	12	3	2006	0.17	0.17	NA	-1.0497*	2	2
0	0	12	3	2007	0.17	0.17	NA	-1.0497*	2	2
0	0	12	3	2008	0.17	0.17	Joinpoint 1	NA	2	2
0	0	12	3	2009	0.17	0.17	NA	2.5019*	2	2
0	0	12	3	2010	0.18	0.17	NA	2.5019*	2	2
0	0	12	3	2011	0.18	0.18	NA	2.5019*	2	2
0	0	12	3	2012	0.17	0.18	NA	2.5019*	2	2
0	0	12	3	2013	0.20	0.19	NA	2.5019*	2	2
0	0	12	3	2014	0.19	0.19	NA	2.5019*	2	2
0	0	12	3	2015	0.19	0.20	NA	2.5019*	2	2
0	0	12	3	2016	0.21	0.20	NA	2.5019*	2	2
0	0	12	3	2017	0.20	0.21	Joinpoint 2	NA	2	2
0	0	12	3	2018	0.20	0.19	NA	-6.6708	2	2
0	0	12	3	2019	0.18	0.18	NA	-6.6708	2	2
1	0	12	3	1995	0.51	0.52	NA	-1.1904*	0	0
1	0	12	3	1996	0.49	0.51	NA	-1.1904*	0	0
1	0	12	3	1997	0.51	0.50	NA	-1.1904*	0	0
1	0	12	3	1998	0.50	0.50	NA	-1.1904*	0	0
1	0	12	3	1999	0.47	0.49	NA	-1.1904*	0	0
1	0	12	3	2000	0.48	0.49	NA	-1.1904*	0	0
1	0	12	3	2001	0.49	0.48	NA	-1.1904*	0	0
1	0	12	3	2002	0.46	0.47	NA	-1.1904*	0	0
1	0	12	3	2003	0.48	0.47	NA	-1.1904*	0	0
1	0	12	3	2004	0.48	0.46	NA	-1.1904*	0	0
1	0	12	3	2005	0.45	0.46	NA	-1.1904*	0	0
1	0	12	3	2006	0.45	0.45	NA	-1.1904*	0	0
1	0	12	3	2007	0.46	0.45	NA	-1.1904*	0	0
1	0	12	3	2008	0.45	0.44	NA	-1.1904*	0	0
1	0	12	3	2009	0.44	0.44	NA	-1.1904*	0	0
1	0	12	3	2010	0.45	0.43	NA	-1.1904*	0	0
1	0	12	3	2011	0.45	0.43	NA	-1.1904*	0	0
1	0	12	3	2012	0.41	0.42	NA	-1.1904*	0	0
1	0	12	3	2013	0.41	0.42	NA	-1.1904*	0	0
1	0	12	3	2014	0.39	0.41	NA	-1.1904*	0	0
1	0	12	3	2015	0.41	0.41	NA	-1.1904*	0	0
1	0	12	3	2016	0.39	0.40	NA	-1.1904*	0	0
1	0	12	3	2017	0.38	0.40	NA	-1.1904*	0	0
1	0	12	3	2018	0.40	0.39	NA	-1.1904*	0	0
1	0	12	3	2019	0.39	0.39	NA	-1.1904*	0	0
0	1	12	3	1995	0.17	0.17	NA	-0.9326	2	2
0	1	12	3	1996	0.16	0.17	NA	-0.9326	2	2
0	1	12	3	1997	0.17	0.17	NA	-0.9326	2	2
0	1	12	3	1998	0.16	0.17	NA	-0.9326	2	2
0	1	12	3	1999	0.17	0.16	NA	-0.9326	2	2
0	1	12	3	2000	0.16	0.16	NA	-0.9326	2	2
0	1	12	3	2001	0.17	0.16	NA	-0.9326	2	2
