"variable"	"age_group"	"sex"	"cancer_site"	"rate_type"	"year"	"value"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
BMI	20-49	Women	Endometrium	rate	2015	4.22	4.61	NA	2.2901*	0	0
BMI	20-49	Women	Endometrium	rate	2016	4.57	4.72	NA	2.2901*	0	0
BMI	20-49	Women	Endometrium	rate	2017	4.84	4.83	NA	2.2901*	0	0
BMI	20-49	Women	Endometrium	rate	2018	5.07	4.94	NA	2.2901*	0	0
BMI	20-49	Women	Endometrium	rate	2019	5.18	5.05	NA	2.2901*	0	0
BMI	50+	Women	Endometrium	rate	2005	57.45	57.98	NA	2.4454*	1	1
BMI	50+	Women	Endometrium	rate	2006	59.59	59.40	NA	2.4454*	1	1
BMI	50+	Women	Endometrium	rate	2007	61.61	60.85	NA	2.4454*	1	1
BMI	50+	Women	Endometrium	rate	2008	62.38	62.34	NA	2.4454*	1	1
BMI	50+	Women	Endometrium	rate	2009	62.99	63.86	NA	2.4454*	1	1
BMI	50+	Women	Endometrium	rate	2010	65.94	65.43	NA	2.4454*	1	1
BMI	50+	Women	Endometrium	rate	2011	67.45	67.03	NA	2.4454*	1	1
BMI	50+	Women	Endometrium	rate	2012	67.83	68.67	Joinpoint 1	NA	1	1
BMI	50+	Women	Endometrium	rate	2013	68.97	68.77	NA	0.1553	1	1
BMI	50+	Women	Endometrium	rate	2014	70.10	68.88	NA	0.1553	1	1
BMI	50+	Women	Endometrium	rate	2015	67.05	68.99	NA	0.1553	1	1
BMI	50+	Women	Endometrium	rate	2016	70.21	69.09	NA	0.1553	1	1
BMI	50+	Women	Endometrium	rate	2017	68.29	69.20	NA	0.1553	1	1
BMI	50+	Women	Endometrium	rate	2018	70.69	69.31	NA	0.1553	1	1
BMI	50+	Women	Endometrium	rate	2019	68.73	69.42	NA	0.1553	1	1
BMI	20-49	Men	Gallbladder	attributable_rate	2005	0.02	0.02	NA	5.5689*	0	0
BMI	20-49	Men	Gallbladder	attributable_rate	2006	0.02	0.02	NA	5.5689*	0	0
BMI	20-49	Men	Gallbladder	attributable_rate	2007	0.02	0.02	NA	5.5689*	0	0
BMI	20-49	Men	Gallbladder	attributable_rate	2008	0.02	0.02	NA	5.5689*	0	0
BMI	20-49	Men	Gallbladder	attributable_rate	2009	0.02	0.02	NA	5.5689*	0	0
BMI	20-49	Men	Gallbladder	attributable_rate	2010	0.02	0.02	NA	5.5689*	0	0
BMI	20-49	Men	Gallbladder	attributable_rate	2011	0.02	0.02	NA	5.5689*	0	0
BMI	20-49	Men	Gallbladder	attributable_rate	2012	0.02	0.02	NA	5.5689*	0	0
BMI	20-49	Men	Gallbladder	attributable_rate	2013	0.02	0.02	NA	5.5689*	0	0
BMI	20-49	Men	Gallbladder	attributable_rate	2014	0.04	0.03	NA	5.5689*	0	0
BMI	20-49	Men	Gallbladder	attributable_rate	2015	0.03	0.03	NA	5.5689*	0	0
BMI	20-49	Men	Gallbladder	attributable_rate	2016	0.03	0.03	NA	5.5689*	0	0
BMI	20-49	Men	Gallbladder	attributable_rate	2017	0.04	0.03	NA	5.5689*	0	0
BMI	20-49	Men	Gallbladder	attributable_rate	2018	0.02	0.03	NA	5.5689*	0	0
BMI	20-49	Men	Gallbladder	attributable_rate	2019	0.04	0.03	NA	5.5689*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2005	0.60	0.68	NA	5.2724*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2006	0.73	0.71	NA	5.2724*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2007	0.75	0.75	NA	5.2724*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2008	0.83	0.79	NA	5.2724*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2009	0.78	0.83	NA	5.2724*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2010	0.94	0.88	NA	5.2724*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2011	0.98	0.92	NA	5.2724*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2012	1.00	0.97	NA	5.2724*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2013	1.20	1.02	NA	5.2724*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2014	1.05	1.08	NA	5.2724*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2015	1.10	1.13	NA	5.2724*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2016	1.14	1.19	NA	5.2724*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2017	1.18	1.26	NA	5.2724*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2018	1.36	1.32	NA	5.2724*	0	0
BMI	50+	Men	Gallbladder	attributable_rate	2019	1.34	1.39	NA	5.2724*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2005	0.03	0.04	NA	4.3132*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2006	0.03	0.04	NA	4.3132*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2007	0.04	0.04	NA	4.3132*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2008	0.03	0.04	NA	4.3132*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2009	0.04	0.04	NA	4.3132*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2010	0.05	0.04	NA	4.3132*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2011	0.06	0.05	NA	4.3132*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2012	0.05	0.05	NA	4.3132*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2013	0.06	0.05	NA	4.3132*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2014	0.05	0.05	NA	4.3132*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2015	0.04	0.05	NA	4.3132*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2016	0.06	0.06	NA	4.3132*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2017	0.06	0.06	NA	4.3132*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2018	0.06	0.06	NA	4.3132*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2019	0.07	0.06	NA	4.3132*	0	0
BMI	50+	Women	Gallbladder	attributable_rate	2005	1.41	1.45	NA	5.8508*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2006	1.59	1.54	NA	5.8508*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2007	1.64	1.63	NA	5.8508*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2008	1.71	1.72	NA	5.8508*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2009	1.79	1.82	NA	5.8508*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2010	2.01	1.93	Joinpoint 1	NA	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2011	1.94	1.99	NA	3.0262*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2012	2.06	2.05	NA	3.0262*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2013	2.15	2.11	NA	3.0262*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2014	2.14	2.17	NA	3.0262*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2015	2.18	2.24	NA	3.0262*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2016	2.29	2.31	NA	3.0262*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2017	2.26	2.38	NA	3.0262*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2018	2.61	2.45	NA	3.0262*	1	1
BMI	50+	Women	Gallbladder	attributable_rate	2019	2.53	2.52	NA	3.0262*	1	1
BMI	20-49	Men	Gallbladder	non_attributable_rate	2005	0.20	0.18	NA	2.5119	0	0
BMI	20-49	Men	Gallbladder	non_attributable_rate	2006	0.20	0.19	NA	2.5119	0	0
BMI	20-49	Men	Gallbladder	non_attributable_rate	2007	0.24	0.19	NA	2.5119	0	0
BMI	20-49	Men	Gallbladder	non_attributable_rate	2008	0.18	0.20	NA	2.5119	0	0
BMI	20-49	Men	Gallbladder	non_attributable_rate	2009	0.23	0.20	NA	2.5119	0	0
BMI	20-49	Men	Gallbladder	non_attributable_rate	2010	0.16	0.21	NA	2.5119	0	0
BMI	20-49	Men	Gallbladder	non_attributable_rate	2011	0.21	0.21	NA	2.5119	0	0
BMI	20-49	Men	Gallbladder	non_attributable_rate	2012	0.18	0.22	NA	2.5119	0	0
BMI	20-49	Men	Gallbladder	non_attributable_rate	2013	0.17	0.23	NA	2.5119	0	0
BMI	20-49	Men	Gallbladder	non_attributable_rate	2014	0.32	0.23	NA	2.5119	0	0
BMI	20-49	Men	Gallbladder	non_attributable_rate	2015	0.27	0.24	NA	2.5119	0	0
BMI	20-49	Men	Gallbladder	non_attributable_rate	2016	0.22	0.24	NA	2.5119	0	0
BMI	20-49	Men	Gallbladder	non_attributable_rate	2017	0.30	0.25	NA	2.5119	0	0
BMI	20-49	Men	Gallbladder	non_attributable_rate	2018	0.21	0.25	NA	2.5119	0	0
BMI	20-49	Men	Gallbladder	non_attributable_rate	2019	0.30	0.26	NA	2.5119	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2005	5.47	6.17	NA	1.9041*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2006	6.51	6.29	NA	1.9041*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2007	6.48	6.41	NA	1.9041*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2008	7.01	6.53	NA	1.9041*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2009	6.23	6.66	NA	1.9041*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2010	7.16	6.78	NA	1.9041*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2011	7.05	6.91	NA	1.9041*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2012	7.01	7.04	NA	1.9041*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2013	8.09	7.18	NA	1.9041*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2014	7.16	7.31	NA	1.9041*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2015	7.31	7.45	NA	1.9041*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2016	7.44	7.60	NA	1.9041*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2017	7.18	7.74	NA	1.9041*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2018	8.18	7.89	NA	1.9041*	0	0
BMI	50+	Men	Gallbladder	non_attributable_rate	2019	7.88	8.04	NA	1.9041*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2005	0.19	0.19	NA	2.3723*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2006	0.18	0.20	NA	2.3723*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2007	0.22	0.20	NA	2.3723*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2008	0.18	0.21	NA	2.3723*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2009	0.19	0.21	NA	2.3723*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2010	0.27	0.22	NA	2.3723*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2011	0.29	0.22	NA	2.3723*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2012	0.23	0.23	NA	2.3723*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2013	0.26	0.24	NA	2.3723*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2014	0.22	0.24	NA	2.3723*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2015	0.19	0.25	NA	2.3723*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2016	0.27	0.25	NA	2.3723*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2017	0.26	0.26	NA	2.3723*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2018	0.25	0.26	NA	2.3723*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2019	0.29	0.27	NA	2.3723*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2005	5.40	5.63	NA	2.7542*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2006	5.93	5.79	NA	2.7542*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2007	5.89	5.95	NA	2.7542*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2008	6.00	6.11	NA	2.7542*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2009	6.21	6.28	NA	2.7542*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2010	6.86	6.45	NA	2.7542*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2011	6.59	6.63	NA	2.7542*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2012	7.01	6.81	NA	2.7542*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2013	7.33	7.00	NA	2.7542*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2014	7.16	7.19	NA	2.7542*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2015	7.16	7.39	NA	2.7542*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2016	7.45	7.59	NA	2.7542*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2017	7.33	7.80	NA	2.7542*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2018	8.51	8.02	NA	2.7542*	0	0
BMI	50+	Women	Gallbladder	non_attributable_rate	2019	8.12	8.24	NA	2.7542*	0	0
BMI	20-49	Men	Gallbladder	rate	2005	0.21	0.20	NA	2.7895*	0	0
BMI	20-49	Men	Gallbladder	rate	2006	0.21	0.21	NA	2.7895*	0	0
BMI	20-49	Men	Gallbladder	rate	2007	0.26	0.21	NA	2.7895*	0	0
BMI	20-49	Men	Gallbladder	rate	2008	0.19	0.22	NA	2.7895*	0	0
BMI	20-49	Men	Gallbladder	rate	2009	0.25	0.22	NA	2.7895*	0	0
BMI	20-49	Men	Gallbladder	rate	2010	0.18	0.23	NA	2.7895*	0	0
BMI	20-49	Men	Gallbladder	rate	2011	0.23	0.24	NA	2.7895*	0	0
BMI	20-49	Men	Gallbladder	rate	2012	0.19	0.24	NA	2.7895*	0	0
BMI	20-49	Men	Gallbladder	rate	2013	0.19	0.25	NA	2.7895*	0	0
BMI	20-49	Men	Gallbladder	rate	2014	0.35	0.26	NA	2.7895*	0	0
BMI	20-49	Men	Gallbladder	rate	2015	0.30	0.26	NA	2.7895*	0	0
BMI	20-49	Men	Gallbladder	rate	2016	0.25	0.27	NA	2.7895*	0	0
BMI	20-49	Men	Gallbladder	rate	2017	0.33	0.28	NA	2.7895*	0	0
BMI	20-49	Men	Gallbladder	rate	2018	0.23	0.29	NA	2.7895*	0	0
BMI	20-49	Men	Gallbladder	rate	2019	0.34	0.29	NA	2.7895*	0	0
BMI	50+	Men	Gallbladder	rate	2005	6.07	6.84	NA	2.3051*	0	0
BMI	50+	Men	Gallbladder	rate	2006	7.24	7.00	NA	2.3051*	0	0
BMI	50+	Men	Gallbladder	rate	2007	7.23	7.16	NA	2.3051*	0	0
BMI	50+	Men	Gallbladder	rate	2008	7.84	7.33	NA	2.3051*	0	0
BMI	50+	Men	Gallbladder	rate	2009	7.01	7.49	NA	2.3051*	0	0
BMI	50+	Men	Gallbladder	rate	2010	8.09	7.67	NA	2.3051*	0	0
BMI	50+	Men	Gallbladder	rate	2011	8.03	7.84	NA	2.3051*	0	0
BMI	50+	Men	Gallbladder	rate	2012	8.01	8.02	NA	2.3051*	0	0
BMI	50+	Men	Gallbladder	rate	2013	9.30	8.21	NA	2.3051*	0	0
BMI	50+	Men	Gallbladder	rate	2014	8.20	8.40	NA	2.3051*	0	0
BMI	50+	Men	Gallbladder	rate	2015	8.41	8.59	NA	2.3051*	0	0
BMI	50+	Men	Gallbladder	rate	2016	8.58	8.79	NA	2.3051*	0	0
BMI	50+	Men	Gallbladder	rate	2017	8.36	8.99	NA	2.3051*	0	0
BMI	50+	Men	Gallbladder	rate	2018	9.54	9.20	NA	2.3051*	0	0
BMI	50+	Men	Gallbladder	rate	2019	9.22	9.41	NA	2.3051*	0	0
BMI	20-49	Women	Gallbladder	rate	2005	0.23	0.23	NA	2.7010*	0	0
BMI	20-49	Women	Gallbladder	rate	2006	0.21	0.24	NA	2.7010*	0	0
BMI	20-49	Women	Gallbladder	rate	2007	0.27	0.24	NA	2.7010*	0	0
BMI	20-49	Women	Gallbladder	rate	2008	0.21	0.25	NA	2.7010*	0	0
BMI	20-49	Women	Gallbladder	rate	2009	0.23	0.26	NA	2.7010*	0	0
BMI	20-49	Women	Gallbladder	rate	2010	0.32	0.26	NA	2.7010*	0	0
BMI	20-49	Women	Gallbladder	rate	2011	0.35	0.27	NA	2.7010*	0	0
BMI	20-49	Women	Gallbladder	rate	2012	0.28	0.28	NA	2.7010*	0	0
BMI	20-49	Women	Gallbladder	rate	2013	0.32	0.29	NA	2.7010*	0	0
BMI	20-49	Women	Gallbladder	rate	2014	0.27	0.29	NA	2.7010*	0	0
BMI	20-49	Women	Gallbladder	rate	2015	0.23	0.30	NA	2.7010*	0	0
BMI	20-49	Women	Gallbladder	rate	2016	0.34	0.31	NA	2.7010*	0	0
BMI	20-49	Women	Gallbladder	rate	2017	0.32	0.32	NA	2.7010*	0	0
BMI	20-49	Women	Gallbladder	rate	2018	0.30	0.33	NA	2.7010*	0	0
BMI	20-49	Women	Gallbladder	rate	2019	0.35	0.33	NA	2.7010*	0	0
BMI	50+	Women	Gallbladder	rate	2005	6.81	7.16	NA	3.0046*	0	0
BMI	50+	Women	Gallbladder	rate	2006	7.53	7.37	NA	3.0046*	0	0
BMI	50+	Women	Gallbladder	rate	2007	7.52	7.59	NA	3.0046*	0	0
BMI	50+	Women	Gallbladder	rate	2008	7.71	7.82	NA	3.0046*	0	0
BMI	50+	Women	Gallbladder	rate	2009	8.01	8.06	NA	3.0046*	0	0
BMI	50+	Women	Gallbladder	rate	2010	8.86	8.30	NA	3.0046*	0	0
BMI	50+	Women	Gallbladder	rate	2011	8.52	8.55	NA	3.0046*	0	0
BMI	50+	Women	Gallbladder	rate	2012	9.06	8.81	NA	3.0046*	0	0
BMI	50+	Women	Gallbladder	rate	2013	9.48	9.07	NA	3.0046*	0	0
BMI	50+	Women	Gallbladder	rate	2014	9.30	9.34	NA	3.0046*	0	0
BMI	50+	Women	Gallbladder	rate	2015	9.34	9.62	NA	3.0046*	0	0
BMI	50+	Women	Gallbladder	rate	2016	9.74	9.91	NA	3.0046*	0	0
BMI	50+	Women	Gallbladder	rate	2017	9.59	10.21	NA	3.0046*	0	0
BMI	50+	Women	Gallbladder	rate	2018	11.12	10.52	NA	3.0046*	0	0
BMI	50+	Women	Gallbladder	rate	2019	10.66	10.83	NA	3.0046*	0	0
BMI	20-49	Men	Kidney	attributable_rate	2005	0.48	0.49	NA	8.2678*	1	1
BMI	20-49	Men	Kidney	attributable_rate	2006	0.54	0.53	NA	8.2678*	1	1
BMI	20-49	Men	Kidney	attributable_rate	2007	0.60	0.58	NA	8.2678*	1	1
BMI	20-49	Men	Kidney	attributable_rate	2008	0.61	0.63	NA	8.2678*	1	1
BMI	20-49	Men	Kidney	attributable_rate	2009	0.66	0.68	NA	8.2678*	1	1
BMI	20-49	Men	Kidney	attributable_rate	2010	0.77	0.73	NA	8.2678*	1	1
BMI	20-49	Men	Kidney	attributable_rate	2011	0.77	0.79	NA	8.2678*	1	1
BMI	20-49	Men	Kidney	attributable_rate	2012	0.85	0.86	NA	8.2678*	1	1
BMI	20-49	Men	Kidney	attributable_rate	2013	0.94	0.93	NA	8.2678*	1	1
BMI	20-49	Men	Kidney	attributable_rate	2014	1.05	1.01	NA	8.2678*	1	1
BMI	20-49	Men	Kidney	attributable_rate	2015	1.04	1.09	Joinpoint 1	NA	1	1
BMI	20-49	Men	Kidney	attributable_rate	2016	1.09	1.09	NA	0.2706	1	1
BMI	20-49	Men	Kidney	attributable_rate	2017	1.15	1.10	NA	0.2706	1	1
BMI	20-49	Men	Kidney	attributable_rate	2018	1.07	1.10	NA	0.2706	1	1
BMI	20-49	Men	Kidney	attributable_rate	2019	1.10	1.10	NA	0.2706	1	1
BMI	50+	Men	Kidney	attributable_rate	2005	7.84	7.89	NA	5.5588*	1	1
BMI	50+	Men	Kidney	attributable_rate	2006	8.51	8.33	NA	5.5588*	1	1
BMI	50+	Men	Kidney	attributable_rate	2007	8.97	8.79	NA	5.5588*	1	1
BMI	50+	Men	Kidney	attributable_rate	2008	9.34	9.28	NA	5.5588*	1	1
BMI	50+	Men	Kidney	attributable_rate	2009	9.55	9.79	NA	5.5588*	1	1
BMI	50+	Men	Kidney	attributable_rate	2010	9.94	10.34	NA	5.5588*	1	1
BMI	50+	Men	Kidney	attributable_rate	2011	10.72	10.91	NA	5.5588*	1	1
BMI	50+	Men	Kidney	attributable_rate	2012	11.30	11.52	NA	5.5588*	1	1
BMI	50+	Men	Kidney	attributable_rate	2013	13.05	12.16	NA	5.5588*	1	1
BMI	50+	Men	Kidney	attributable_rate	2014	13.10	12.83	Joinpoint 1	NA	1	1
BMI	50+	Men	Kidney	attributable_rate	2015	12.82	12.96	NA	0.9988	1	1
BMI	50+	Men	Kidney	attributable_rate	2016	13.01	13.09	NA	0.9988	1	1
BMI	50+	Men	Kidney	attributable_rate	2017	12.59	13.22	NA	0.9988	1	1
BMI	50+	Men	Kidney	attributable_rate	2018	13.26	13.35	NA	0.9988	1	1
BMI	50+	Men	Kidney	attributable_rate	2019	14.04	13.49	NA	0.9988	1	1
BMI	20-49	Women	Kidney	attributable_rate	2005	0.40	0.36	NA	7.4739*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2006	0.35	0.38	NA	7.4739*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2007	0.39	0.41	NA	7.4739*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2008	0.48	0.44	NA	7.4739*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2009	0.48	0.48	NA	7.4739*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2010	0.44	0.51	NA	7.4739*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2011	0.54	0.55	NA	7.4739*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2012	0.59	0.59	NA	7.4739*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2013	0.69	0.63	NA	7.4739*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2014	0.70	0.68	NA	7.4739*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2015	0.73	0.73	Joinpoint 1	NA	1	1
BMI	20-49	Women	Kidney	attributable_rate	2016	0.76	0.74	NA	1.1751	1	1
BMI	20-49	Women	Kidney	attributable_rate	2017	0.72	0.75	NA	1.1751	1	1
BMI	20-49	Women	Kidney	attributable_rate	2018	0.73	0.76	NA	1.1751	1	1
BMI	20-49	Women	Kidney	attributable_rate	2019	0.80	0.77	NA	1.1751	1	1
BMI	50+	Women	Kidney	attributable_rate	2005	5.28	5.55	NA	5.8754*	1	1
BMI	50+	Women	Kidney	attributable_rate	2006	5.99	5.88	NA	5.8754*	1	1
BMI	50+	Women	Kidney	attributable_rate	2007	6.22	6.22	NA	5.8754*	1	1
BMI	50+	Women	Kidney	attributable_rate	2008	6.94	6.59	NA	5.8754*	1	1
BMI	50+	Women	Kidney	attributable_rate	2009	6.97	6.98	NA	5.8754*	1	1
BMI	50+	Women	Kidney	attributable_rate	2010	7.64	7.39	NA	5.8754*	1	1
BMI	50+	Women	Kidney	attributable_rate	2011	7.75	7.82	NA	5.8754*	1	1
BMI	50+	Women	Kidney	attributable_rate	2012	7.80	8.28	NA	5.8754*	1	1
BMI	50+	Women	Kidney	attributable_rate	2013	8.72	8.77	Joinpoint 1	NA	1	1
BMI	50+	Women	Kidney	attributable_rate	2014	9.11	8.80	NA	0.3489	1	1
BMI	50+	Women	Kidney	attributable_rate	2015	8.79	8.83	NA	0.3489	1	1
BMI	50+	Women	Kidney	attributable_rate	2016	8.88	8.86	NA	0.3489	1	1
BMI	50+	Women	Kidney	attributable_rate	2017	9.03	8.89	NA	0.3489	1	1
BMI	50+	Women	Kidney	attributable_rate	2018	8.46	8.92	NA	0.3489	1	1
BMI	50+	Women	Kidney	attributable_rate	2019	9.22	8.95	NA	0.3489	1	1
BMI	20-49	Men	Kidney	non_attributable_rate	2005	2.62	2.69	NA	5.4697*	1	1
BMI	20-49	Men	Kidney	non_attributable_rate	2006	2.92	2.84	NA	5.4697*	1	1
BMI	20-49	Men	Kidney	non_attributable_rate	2007	3.13	3.00	NA	5.4697*	1	1
BMI	20-49	Men	Kidney	non_attributable_rate	2008	3.12	3.16	NA	5.4697*	1	1
BMI	20-49	Men	Kidney	non_attributable_rate	2009	3.21	3.33	NA	5.4697*	1	1
BMI	20-49	Men	Kidney	non_attributable_rate	2010	3.60	3.51	NA	5.4697*	1	1
BMI	20-49	Men	Kidney	non_attributable_rate	2011	3.51	3.71	NA	5.4697*	1	1
BMI	20-49	Men	Kidney	non_attributable_rate	2012	3.85	3.91	NA	5.4697*	1	1
BMI	20-49	Men	Kidney	non_attributable_rate	2013	4.20	4.12	NA	5.4697*	1	1
BMI	20-49	Men	Kidney	non_attributable_rate	2014	4.67	4.35	NA	5.4697*	1	1
BMI	20-49	Men	Kidney	non_attributable_rate	2015	4.55	4.59	NA	5.4697*	1	1
BMI	20-49	Men	Kidney	non_attributable_rate	2016	4.80	4.84	NA	5.4697*	1	1
BMI	20-49	Men	Kidney	non_attributable_rate	2017	5.06	5.10	Joinpoint 1	NA	1	1
BMI	20-49	Men	Kidney	non_attributable_rate	2018	4.82	4.93	NA	-3.3484	1	1
BMI	20-49	Men	Kidney	non_attributable_rate	2019	4.82	4.77	NA	-3.3484	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2005	33.75	33.82	NA	3.5579*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2006	36.09	35.02	NA	3.5579*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2007	37.10	36.27	NA	3.5579*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2008	38.10	37.56	NA	3.5579*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2009	37.78	38.89	NA	3.5579*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2010	38.36	40.28	NA	3.5579*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2011	40.11	41.71	NA	3.5579*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2012	41.81	43.20	NA	3.5579*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2013	47.30	44.73	NA	3.5579*	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2014	48.06	46.32	Joinpoint 1	NA	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2015	46.51	46.16	NA	-0.3482	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2016	46.76	46.00	NA	-0.3482	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2017	43.43	45.84	NA	-0.3482	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2018	45.20	45.68	NA	-0.3482	1	1
BMI	50+	Men	Kidney	non_attributable_rate	2019	47.04	45.52	NA	-0.3482	1	1
BMI	20-49	Women	Kidney	non_attributable_rate	2005	1.57	1.43	NA	4.3140*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2006	1.34	1.49	NA	4.3140*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2007	1.45	1.56	NA	4.3140*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2008	1.76	1.63	NA	4.3140*	0	0
