"sex"	"exposure"	"imd"	"year"	"value"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
Women	Healthy Weight	All	1998	0.43	0.43	NA	-1.5629*	0	0
Women	Healthy Weight	All	1999	0.43	0.43	NA	-1.5629*	0	0
Women	Healthy Weight	All	2000	0.42	0.42	NA	-1.5629*	0	0
Men	Heavy Drinker	1	2011	0.02	0.02	NA	-3.2192	0	0
Men	Heavy Drinker	1	2012	0.02	0.01	NA	-3.2192	0	0
Men	Heavy Drinker	1	2013	0.02	0.01	NA	-3.2192	0	0
Men	Heavy Drinker	1	2014	0.01	0.01	NA	-3.2192	0	0
Men	Heavy Drinker	1	2015	0.01	0.01	NA	-3.2192	0	0
Men	Heavy Drinker	1	2016	0.01	0.01	NA	-3.2192	0	0
Men	Heavy Drinker	1	2017	0.01	0.01	NA	-3.2192	0	0
Men	Heavy Drinker	1	2018	0.01	0.01	NA	-3.2192	0	0
Men	Heavy Drinker	1	2019	0.01	0.01	NA	-3.2192	0	0
Men	Heavy Drinker	2	2011	0.01	0.02	NA	-4.4997*	1	1
Men	Heavy Drinker	2	2012	0.02	0.01	NA	-4.4997*	1	1
Men	Heavy Drinker	2	2013	0.01	0.01	NA	-4.4997*	1	1
Men	Heavy Drinker	2	2014	0.01	0.01	NA	-4.4997*	1	1
Men	Heavy Drinker	2	2015	0.01	0.01	NA	-4.4997*	1	1
Men	Heavy Drinker	2	2016	0.01	0.01	NA	-4.4997*	1	1
Men	Heavy Drinker	2	2017	0.01	0.01	Joinpoint 1	NA	1	1
Men	Heavy Drinker	2	2018	0.01	0.01	NA	11.9006	1	1
Men	Heavy Drinker	2	2019	0.01	0.01	NA	11.9006	1	1
Men	Heavy Drinker	3	2011	0.02	0.01	NA	-1.6772	0	0
Men	Heavy Drinker	3	2012	0.01	0.01	NA	-1.6772	0	0
Men	Heavy Drinker	3	2013	0.01	0.01	NA	-1.6772	0	0
Men	Heavy Drinker	3	2014	0.01	0.01	NA	-1.6772	0	0
Men	Heavy Drinker	3	2015	0.01	0.01	NA	-1.6772	0	0
Men	Heavy Drinker	3	2016	0.01	0.01	NA	-1.6772	0	0
Men	Heavy Drinker	3	2017	0.02	0.01	NA	-1.6772	0	0
Men	Heavy Drinker	3	2018	0.01	0.01	NA	-1.6772	0	0
Men	Heavy Drinker	3	2019	0.01	0.01	NA	-1.6772	0	0
Men	Heavy Drinker	4	2011	0.01	0.01	NA	-1.4718	0	0
Men	Heavy Drinker	4	2012	0.01	0.01	NA	-1.4718	0	0
Men	Heavy Drinker	4	2013	0.01	0.01	NA	-1.4718	0	0
Men	Heavy Drinker	4	2014	0.01	0.01	NA	-1.4718	0	0
Men	Heavy Drinker	4	2015	0.01	0.01	NA	-1.4718	0	0
Men	Heavy Drinker	4	2016	0.01	0.01	NA	-1.4718	0	0
Men	Heavy Drinker	4	2017	0.01	0.01	NA	-1.4718	0	0
Men	Heavy Drinker	4	2018	0.01	0.01	NA	-1.4718	0	0
Men	Heavy Drinker	4	2019	0.01	0.01	NA	-1.4718	0	0
Men	Heavy Drinker	5	2011	0.02	0.01	NA	-0.6236	0	0
Men	Heavy Drinker	5	2012	0.01	0.01	NA	-0.6236	0	0
Men	Heavy Drinker	5	2013	0.01	0.01	NA	-0.6236	0	0
Men	Heavy Drinker	5	2014	0.02	0.01	NA	-0.6236	0	0
Men	Heavy Drinker	5	2015	0.01	0.01	NA	-0.6236	0	0
Men	Heavy Drinker	5	2016	0.01	0.01	NA	-0.6236	0	0
Men	Heavy Drinker	5	2017	0.01	0.01	NA	-0.6236	0	0
Men	Heavy Drinker	5	2018	0.01	0.01	NA	-0.6236	0	0
Men	Heavy Drinker	5	2019	0.02	0.01	NA	-0.6236	0	0
Men	Heavy Drinker	All	2005	0.07	NA	NA	NA	NA	NA
Women	Heavy Drinker	1	2011	0.01	0.01	NA	-34.1513	1	1
Women	Heavy Drinker	1	2012	0.00	0.00	NA	-34.1513	1	1
Women	Heavy Drinker	1	2013	0.00	0.00	Joinpoint 1	NA	1	1
Women	Heavy Drinker	1	2014	0.00	0.00	NA	5.5858	1	1
Women	Heavy Drinker	1	2015	0.00	0.00	NA	5.5858	1	1
Women	Heavy Drinker	1	2016	0.00	0.00	NA	5.5858	1	1
Women	Heavy Drinker	1	2017	0.00	0.00	NA	5.5858	1	1
Women	Heavy Drinker	1	2018	0.00	0.00	NA	5.5858	1	1
Women	Heavy Drinker	1	2019	0.00	0.00	NA	5.5858	1	1
Women	Heavy Drinker	2	2011	0.00	0.00	NA	0.2898	0	0
Women	Heavy Drinker	2	2012	0.01	0.00	NA	0.2898	0	0
Women	Heavy Drinker	2	2013	0.00	0.00	NA	0.2898	0	0
Women	Heavy Drinker	2	2014	0.00	0.00	NA	0.2898	0	0
Women	Heavy Drinker	2	2015	0.00	0.00	NA	0.2898	0	0
Women	Heavy Drinker	2	2016	0.00	0.00	NA	0.2898	0	0
Women	Heavy Drinker	2	2017	0.00	0.00	NA	0.2898	0	0
Women	Heavy Drinker	2	2018	0.01	0.00	NA	0.2898	0	0
Women	Heavy Drinker	2	2019	0.00	0.00	NA	0.2898	0	0
Women	Heavy Drinker	3	2011	0.00	0.00	NA	1.0316	0	0
Women	Heavy Drinker	3	2012	0.00	0.00	NA	1.0316	0	0
Women	Heavy Drinker	3	2013	0.00	0.00	NA	1.0316	0	0
Women	Heavy Drinker	3	2014	0.00	0.00	NA	1.0316	0	0
Women	Heavy Drinker	3	2015	0.00	0.00	NA	1.0316	0	0
Women	Heavy Drinker	3	2016	0.01	0.00	NA	1.0316	0	0
Women	Heavy Drinker	3	2017	0.00	0.00	NA	1.0316	0	0
Women	Heavy Drinker	3	2018	0.00	0.00	NA	1.0316	0	0
Women	Heavy Drinker	3	2019	0.00	0.00	NA	1.0316	0	0
Women	Heavy Drinker	4	2011	0.00	0.00	NA	1.3287	0	0
Women	Heavy Drinker	4	2012	0.00	0.00	NA	1.3287	0	0
Women	Heavy Drinker	4	2013	0.00	0.00	NA	1.3287	0	0
Women	Heavy Drinker	4	2014	0.00	0.00	NA	1.3287	0	0
Women	Heavy Drinker	4	2015	0.00	0.00	NA	1.3287	0	0
Women	Heavy Drinker	4	2016	0.00	0.00	NA	1.3287	0	0
Women	Heavy Drinker	4	2017	0.00	0.00	NA	1.3287	0	0
Women	Heavy Drinker	4	2018	0.01	0.00	NA	1.3287	0	0
Women	Heavy Drinker	4	2019	0.00	0.00	NA	1.3287	0	0
Women	Heavy Drinker	5	2011	0.00	0.00	NA	-4.5302	0	0
Women	Heavy Drinker	5	2012	0.01	0.00	NA	-4.5302	0	0
Women	Heavy Drinker	5	2013	0.00	0.00	NA	-4.5302	0	0
Women	Heavy Drinker	5	2014	0.00	0.00	NA	-4.5302	0	0
Women	Heavy Drinker	5	2015	0.00	0.00	NA	-4.5302	0	0
Women	Heavy Drinker	5	2016	0.00	0.00	NA	-4.5302	0	0
Women	Heavy Drinker	5	2017	0.00	0.00	NA	-4.5302	0	0
Women	Heavy Drinker	5	2018	0.00	0.00	NA	-4.5302	0	0
Women	Heavy Drinker	5	2019	0.00	0.00	NA	-4.5302	0	0
Women	Heavy Drinker	All	2005	0.01	NA	NA	NA	NA	NA
Men	Light Drinker	1	2011	0.09	0.09	NA	0.2603	0	0
Men	Light Drinker	1	2012	0.09	0.09	NA	0.2603	0	0
Men	Light Drinker	1	2013	0.09	0.09	NA	0.2603	0	0
Men	Light Drinker	1	2014	0.11	0.09	NA	0.2603	0	0
Men	Light Drinker	1	2015	0.10	0.09	NA	0.2603	0	0
Men	Light Drinker	1	2016	0.09	0.10	NA	0.2603	0	0
Men	Light Drinker	1	2017	0.10	0.10	NA	0.2603	0	0
Men	Light Drinker	1	2018	0.09	0.10	NA	0.2603	0	0
Men	Light Drinker	1	2019	0.09	0.10	NA	0.2603	0	0
Men	Light Drinker	2	2011	0.10	0.10	NA	-0.2035	0	0
Men	Light Drinker	2	2012	0.09	0.10	NA	-0.2035	0	0
Men	Light Drinker	2	2013	0.10	0.10	NA	-0.2035	0	0
Men	Light Drinker	2	2014	0.09	0.10	NA	-0.2035	0	0
Men	Light Drinker	2	2015	0.11	0.10	NA	-0.2035	0	0
Men	Light Drinker	2	2016	0.08	0.10	NA	-0.2035	0	0
Men	Light Drinker	2	2017	0.11	0.10	NA	-0.2035	0	0
Men	Light Drinker	2	2018	0.10	0.10	NA	-0.2035	0	0
Men	Light Drinker	2	2019	0.09	0.10	NA	-0.2035	0	0
Men	Light Drinker	3	2011	0.09	0.10	NA	0.7541	0	0
Men	Light Drinker	3	2012	0.10	0.10	NA	0.7541	0	0
Men	Light Drinker	3	2013	0.10	0.10	NA	0.7541	0	0
Men	Light Drinker	3	2014	0.09	0.10	NA	0.7541	0	0
Men	Light Drinker	3	2015	0.10	0.10	NA	0.7541	0	0
Men	Light Drinker	3	2016	0.11	0.10	NA	0.7541	0	0
Men	Light Drinker	3	2017	0.10	0.10	NA	0.7541	0	0
Men	Light Drinker	3	2018	0.11	0.10	NA	0.7541	0	0
Men	Light Drinker	3	2019	0.10	0.10	NA	0.7541	0	0
Men	Light Drinker	4	2011	0.09	0.09	NA	2.0350*	0	0
Men	Light Drinker	4	2012	0.09	0.09	NA	2.0350*	0	0
Men	Light Drinker	4	2013	0.09	0.09	NA	2.0350*	0	0
Men	Light Drinker	4	2014	0.09	0.09	NA	2.0350*	0	0
Men	Light Drinker	4	2015	0.10	0.09	NA	2.0350*	0	0
Men	Light Drinker	4	2016	0.10	0.10	NA	2.0350*	0	0
Men	Light Drinker	4	2017	0.09	0.10	NA	2.0350*	0	0
Men	Light Drinker	4	2018	0.11	0.10	NA	2.0350*	0	0
Men	Light Drinker	4	2019	0.10	0.10	NA	2.0350*	0	0
Men	Light Drinker	5	2011	0.08	0.07	NA	1.9978	0	0
Men	Light Drinker	5	2012	0.08	0.08	NA	1.9978	0	0
Men	Light Drinker	5	2013	0.07	0.08	NA	1.9978	0	0
Men	Light Drinker	5	2014	0.08	0.08	NA	1.9978	0	0
Men	Light Drinker	5	2015	0.08	0.08	NA	1.9978	0	0
Men	Light Drinker	5	2016	0.09	0.08	NA	1.9978	0	0
Men	Light Drinker	5	2017	0.09	0.08	NA	1.9978	0	0
Men	Light Drinker	5	2018	0.08	0.09	NA	1.9978	0	0
Men	Light Drinker	5	2019	0.08	0.09	NA	1.9978	0	0
Men	Light Drinker	All	2005	0.46	NA	NA	NA	NA	NA
Women	Light Drinker	1	2011	0.13	0.13	NA	-0.8570	0	0
Women	Light Drinker	1	2012	0.13	0.13	NA	-0.8570	0	0
Women	Light Drinker	1	2013	0.13	0.13	NA	-0.8570	0	0
Women	Light Drinker	1	2014	0.13	0.13	NA	-0.8570	0	0
Women	Light Drinker	1	2015	0.13	0.13	NA	-0.8570	0	0
Women	Light Drinker	1	2016	0.12	0.12	NA	-0.8570	0	0
Women	Light Drinker	1	2017	0.13	0.12	NA	-0.8570	0	0
Women	Light Drinker	1	2018	0.12	0.12	NA	-0.8570	0	0
Women	Light Drinker	1	2019	0.12	0.12	NA	-0.8570	0	0
Women	Light Drinker	2	2011	0.13	0.13	NA	-0.4323	0	0
Women	Light Drinker	2	2012	0.12	0.13	NA	-0.4323	0	0
Women	Light Drinker	2	2013	0.13	0.13	NA	-0.4323	0	0
Women	Light Drinker	2	2014	0.12	0.13	NA	-0.4323	0	0
Women	Light Drinker	2	2015	0.13	0.12	NA	-0.4323	0	0
Women	Light Drinker	2	2016	0.12	0.12	NA	-0.4323	0	0
Women	Light Drinker	2	2017	0.13	0.12	NA	-0.4323	0	0
Women	Light Drinker	2	2018	0.13	0.12	NA	-0.4323	0	0
Women	Light Drinker	2	2019	0.11	0.12	NA	-0.4323	0	0
Women	Light Drinker	3	2011	0.13	0.13	NA	-0.6114	0	0
Women	Light Drinker	3	2012	0.12	0.12	NA	-0.6114	0	0
Women	Light Drinker	3	2013	0.13	0.12	NA	-0.6114	0	0
Women	Light Drinker	3	2014	0.12	0.12	NA	-0.6114	0	0
Women	Light Drinker	3	2015	0.12	0.12	NA	-0.6114	0	0
Women	Light Drinker	3	2016	0.13	0.12	NA	-0.6114	0	0
Women	Light Drinker	3	2017	0.11	0.12	NA	-0.6114	0	0
Women	Light Drinker	3	2018	0.13	0.12	NA	-0.6114	0	0
Women	Light Drinker	3	2019	0.12	0.12	NA	-0.6114	0	0
Women	Light Drinker	4	2011	0.11	0.11	NA	1.4362*	0	0
Women	Light Drinker	4	2012	0.12	0.11	NA	1.4362*	0	0
Women	Light Drinker	4	2013	0.11	0.11	NA	1.4362*	0	0
Women	Light Drinker	4	2014	0.12	0.11	NA	1.4362*	0	0
Women	Light Drinker	4	2015	0.12	0.12	NA	1.4362*	0	0
Women	Light Drinker	4	2016	0.11	0.12	NA	1.4362*	0	0
Women	Light Drinker	4	2017	0.12	0.12	NA	1.4362*	0	0
Women	Light Drinker	4	2018	0.13	0.12	NA	1.4362*	0	0
Women	Light Drinker	4	2019	0.12	0.12	NA	1.4362*	0	0
Women	Light Drinker	5	2011	0.09	0.09	NA	4.3315	1	1
Women	Light Drinker	5	2012	0.09	0.09	NA	4.3315	1	1
Women	Light Drinker	5	2013	0.10	0.10	NA	4.3315	1	1
Women	Light Drinker	5	2014	0.10	0.10	NA	4.3315	1	1
Women	Light Drinker	5	2015	0.10	0.11	Joinpoint 1	NA	1	1
Women	Light Drinker	5	2016	0.11	0.10	NA	-0.7143	1	1
Women	Light Drinker	5	2017	0.11	0.10	NA	-0.7143	1	1
Women	Light Drinker	5	2018	0.10	0.10	NA	-0.7143	1	1
Women	Light Drinker	5	2019	0.10	0.10	NA	-0.7143	1	1
Women	Light Drinker	All	2005	0.63	NA	NA	NA	NA	NA
Men	Meets Recommendations	1	2003	0.07	0.07	NA	2.8267	0	0
Men	Meets Recommendations	1	2004	0.07	0.07	NA	2.8267	0	0
Men	Meets Recommendations	1	2006	0.07	0.07	NA	2.8267	0	0
Men	Meets Recommendations	1	2008	0.09	0.08	NA	2.8267	0	0
Men	Meets Recommendations	1	2012	0.09	0.09	NA	2.8267	0	0
Men	Meets Recommendations	2	2003	0.07	0.08	NA	1.9288	0	0
Men	Meets Recommendations	2	2004	0.08	0.08	NA	1.9288	0	0
Men	Meets Recommendations	2	2006	0.09	0.08	NA	1.9288	0	0
Men	Meets Recommendations	2	2008	0.08	0.08	NA	1.9288	0	0
Men	Meets Recommendations	2	2012	0.09	0.09	NA	1.9288	0	0
Men	Meets Recommendations	3	2003	0.07	0.08	NA	2.3048	0	0
Men	Meets Recommendations	3	2004	0.08	0.08	NA	2.3048	0	0
Men	Meets Recommendations	3	2006	0.09	0.08	NA	2.3048	0	0
Men	Meets Recommendations	3	2008	0.08	0.09	NA	2.3048	0	0
Men	Meets Recommendations	3	2012	0.09	0.09	NA	2.3048	0	0
Men	Meets Recommendations	4	2003	0.08	0.08	NA	1.3783	0	0
Men	Meets Recommendations	4	2004	0.08	0.08	NA	1.3783	0	0
Men	Meets Recommendations	4	2006	0.09	0.08	NA	1.3783	0	0
Men	Meets Recommendations	4	2008	0.09	0.09	NA	1.3783	0	0
Men	Meets Recommendations	4	2012	0.09	0.09	NA	1.3783	0	0
Men	Meets Recommendations	5	2003	0.06	0.06	NA	0.6405	0	0
Men	Meets Recommendations	5	2004	0.06	0.06	NA	0.6405	0	0
Men	Meets Recommendations	5	2006	0.07	0.06	NA	0.6405	0	0
Men	Meets Recommendations	5	2008	0.07	0.06	NA	0.6405	0	0
Men	Meets Recommendations	5	2012	0.06	0.07	NA	0.6405	0	0
Women	Meets Recommendations	1	2003	0.05	0.05	NA	4.2616*	0	0
Women	Meets Recommendations	1	2004	0.06	0.05	NA	4.2616*	0	0
Women	Meets Recommendations	1	2006	0.06	0.06	NA	4.2616*	0	0
Women	Meets Recommendations	1	2008	0.07	0.06	NA	4.2616*	0	0
Women	Meets Recommendations	1	2012	0.08	0.08	NA	4.2616*	0	0
Women	Meets Recommendations	2	2003	0.05	0.05	NA	3.9799	0	0
Women	Meets Recommendations	2	2004	0.05	0.05	NA	3.9799	0	0
Women	Meets Recommendations	2	2006	0.07	0.06	NA	3.9799	0	0
Women	Meets Recommendations	2	2008	0.06	0.06	NA	3.9799	0	0
Women	Meets Recommendations	2	2012	0.07	0.07	NA	3.9799	0	0
Women	Meets Recommendations	3	2003	0.05	0.05	NA	2.8530	0	0
Women	Meets Recommendations	3	2004	0.05	0.05	NA	2.8530	0	0
Women	Meets Recommendations	3	2006	0.07	0.06	NA	2.8530	0	0
Women	Meets Recommendations	3	2008	0.06	0.06	NA	2.8530	0	0
Women	Meets Recommendations	3	2012	0.06	0.07	NA	2.8530	0	0
Women	Meets Recommendations	4	2003	0.05	0.05	NA	2.8489	0	0
Women	Meets Recommendations	4	2004	0.05	0.05	NA	2.8489	0	0
Women	Meets Recommendations	4	2006	0.06	0.06	NA	2.8489	0	0
Women	Meets Recommendations	4	2008	0.06	0.06	NA	2.8489	0	0
Women	Meets Recommendations	4	2012	0.06	0.07	NA	2.8489	0	0
Women	Meets Recommendations	5	2003	0.04	0.04	NA	2.5970	0	0
Women	Meets Recommendations	5	2004	0.04	0.04	NA	2.5970	0	0
Women	Meets Recommendations	5	2006	0.05	0.05	NA	2.5970	0	0
Women	Meets Recommendations	5	2008	0.05	0.05	NA	2.5970	0	0
Women	Meets Recommendations	5	2012	0.05	0.05	NA	2.5970	0	0
Men	Moderate Drinker	1	2011	0.08	0.08	NA	-2.4357	0	0
Men	Moderate Drinker	1	2012	0.08	0.08	NA	-2.4357	0	0
Men	Moderate Drinker	1	2013	0.07	0.08	NA	-2.4357	0	0
Men	Moderate Drinker	1	2014	0.08	0.07	NA	-2.4357	0	0
Men	Moderate Drinker	1	2015	0.08	0.07	NA	-2.4357	0	0
Men	Moderate Drinker	1	2016	0.06	0.07	NA	-2.4357	0	0
Men	Moderate Drinker	1	2017	0.07	0.07	NA	-2.4357	0	0
Men	Moderate Drinker	1	2018	0.07	0.07	NA	-2.4357	0	0
Men	Moderate Drinker	1	2019	0.07	0.07	NA	-2.4357	0	0
Men	Moderate Drinker	2	2011	0.08	0.08	NA	-1.5042	0	0
Men	Moderate Drinker	2	2012	0.09	0.08	NA	-1.5042	0	0
Men	Moderate Drinker	2	2013	0.08	0.08	NA	-1.5042	0	0
Men	Moderate Drinker	2	2014	0.07	0.08	NA	-1.5042	0	0
Men	Moderate Drinker	2	2015	0.07	0.07	NA	-1.5042	0	0
Men	Moderate Drinker	2	2016	0.07	0.07	NA	-1.5042	0	0
Men	Moderate Drinker	2	2017	0.07	0.07	NA	-1.5042	0	0
Men	Moderate Drinker	2	2018	0.07	0.07	NA	-1.5042	0	0
Men	Moderate Drinker	2	2019	0.07	0.07	NA	-1.5042	0	0
Men	Moderate Drinker	3	2011	0.07	0.07	NA	-1.4708*	0	0
Men	Moderate Drinker	3	2012	0.07	0.07	NA	-1.4708*	0	0
Men	Moderate Drinker	3	2013	0.07	0.07	NA	-1.4708*	0	0
Men	Moderate Drinker	3	2014	0.07	0.07	NA	-1.4708*	0	0
Men	Moderate Drinker	3	2015	0.08	0.07	NA	-1.4708*	0	0
Men	Moderate Drinker	3	2016	0.07	0.07	NA	-1.4708*	0	0
Men	Moderate Drinker	3	2017	0.06	0.07	NA	-1.4708*	0	0
Men	Moderate Drinker	3	2018	0.07	0.07	NA	-1.4708*	0	0
Men	Moderate Drinker	3	2019	0.06	0.07	NA	-1.4708*	0	0
Men	Moderate Drinker	4	2011	0.06	0.06	NA	-1.3129	0	0
Men	Moderate Drinker	4	2012	0.06	0.06	NA	-1.3129	0	0
Men	Moderate Drinker	4	2013	0.06	0.06	NA	-1.3129	0	0
Men	Moderate Drinker	4	2014	0.06	0.06	NA	-1.3129	0	0
Men	Moderate Drinker	4	2015	0.05	0.06	NA	-1.3129	0	0
Men	Moderate Drinker	4	2016	0.06	0.06	NA	-1.3129	0	0
Men	Moderate Drinker	4	2017	0.05	0.06	NA	-1.3129	0	0
Men	Moderate Drinker	4	2018	0.05	0.06	NA	-1.3129	0	0
Men	Moderate Drinker	4	2019	0.06	0.05	NA	-1.3129	0	0
Men	Moderate Drinker	5	2011	0.05	0.05	NA	-2.0513	0	0
Men	Moderate Drinker	5	2012	0.05	0.05	NA	-2.0513	0	0
Men	Moderate Drinker	5	2013	0.05	0.05	NA	-2.0513	0	0
Men	Moderate Drinker	5	2014	0.05	0.05	NA	-2.0513	0	0
Men	Moderate Drinker	5	2015	0.06	0.05	NA	-2.0513	0	0
Men	Moderate Drinker	5	2016	0.05	0.05	NA	-2.0513	0	0
Men	Moderate Drinker	5	2017	0.04	0.05	NA	-2.0513	0	0
Men	Moderate Drinker	5	2018	0.05	0.04	NA	-2.0513	0	0
Men	Moderate Drinker	5	2019	0.04	0.04	NA	-2.0513	0	0
Men	Moderate Drinker	All	2005	0.36	NA	NA	NA	NA	NA
Women	Moderate Drinker	1	2011	0.05	0.05	NA	-2.1302	0	0
Women	Moderate Drinker	1	2012	0.05	0.05	NA	-2.1302	0	0
Women	Moderate Drinker	1	2013	0.04	0.05	NA	-2.1302	0	0
Women	Moderate Drinker	1	2014	0.05	0.05	NA	-2.1302	0	0
Women	Moderate Drinker	1	2015	0.05	0.05	NA	-2.1302	0	0
Women	Moderate Drinker	1	2016	0.05	0.04	NA	-2.1302	0	0
Women	Moderate Drinker	1	2017	0.04	0.04	NA	-2.1302	0	0
Women	Moderate Drinker	1	2018	0.04	0.04	NA	-2.1302	0	0
Women	Moderate Drinker	1	2019	0.04	0.04	NA	-2.1302	0	0
Women	Moderate Drinker	2	2011	0.05	0.05	NA	-5.4290*	1	1
Women	Moderate Drinker	2	2012	0.05	0.05	NA	-5.4290*	1	1
Women	Moderate Drinker	2	2013	0.04	0.04	NA	-5.4290*	1	1
Women	Moderate Drinker	2	2014	0.04	0.04	NA	-5.4290*	1	1
Women	Moderate Drinker	2	2015	0.04	0.04	NA	-5.4290*	1	1
Women	Moderate Drinker	2	2016	0.04	0.04	NA	-5.4290*	1	1
Women	Moderate Drinker	2	2017	0.04	0.04	Joinpoint 1	NA	1	1
Women	Moderate Drinker	2	2018	0.04	0.04	NA	12.8510	1	1
Women	Moderate Drinker	2	2019	0.05	0.05	NA	12.8510	1	1
Women	Moderate Drinker	3	2011	0.05	0.04	NA	-1.8890	0	0
Women	Moderate Drinker	3	2012	0.04	0.04	NA	-1.8890	0	0
Women	Moderate Drinker	3	2013	0.04	0.04	NA	-1.8890	0	0
Women	Moderate Drinker	3	2014	0.03	0.04	NA	-1.8890	0	0
Women	Moderate Drinker	3	2015	0.04	0.04	NA	-1.8890	0	0
Women	Moderate Drinker	3	2016	0.04	0.04	NA	-1.8890	0	0
Women	Moderate Drinker	3	2017	0.04	0.04	NA	-1.8890	0	0
Women	Moderate Drinker	3	2018	0.04	0.04	NA	-1.8890	0	0
Women	Moderate Drinker	3	2019	0.04	0.04	NA	-1.8890	0	0
Women	Moderate Drinker	4	2011	0.03	0.03	NA	-1.4170	0	0
Women	Moderate Drinker	4	2012	0.03	0.03	NA	-1.4170	0	0
Women	Moderate Drinker	4	2013	0.04	0.03	NA	-1.4170	0	0
Women	Moderate Drinker	4	2014	0.03	0.03	NA	-1.4170	0	0
Women	Moderate Drinker	4	2015	0.03	0.03	NA	-1.4170	0	0
Women	Moderate Drinker	4	2016	0.03	0.03	NA	-1.4170	0	0
Women	Moderate Drinker	4	2017	0.03	0.03	NA	-1.4170	0	0
Women	Moderate Drinker	4	2018	0.03	0.03	NA	-1.4170	0	0
Women	Moderate Drinker	4	2019	0.03	0.03	NA	-1.4170	0	0
Women	Moderate Drinker	5	2011	0.03	0.02	NA	0.4445	0	0
Women	Moderate Drinker	5	2012	0.02	0.02	NA	0.4445	0	0
Women	Moderate Drinker	5	2013	0.02	0.02	NA	0.4445	0	0
Women	Moderate Drinker	5	2014	0.02	0.02	NA	0.4445	0	0
Women	Moderate Drinker	5	2015	0.03	0.03	NA	0.4445	0	0
Women	Moderate Drinker	5	2016	0.03	0.03	NA	0.4445	0	0
Women	Moderate Drinker	5	2017	0.02	0.03	NA	0.4445	0	0
Women	Moderate Drinker	5	2018	0.02	0.03	NA	0.4445	0	0
Women	Moderate Drinker	5	2019	0.03	0.03	NA	0.4445	0	0
Women	Moderate Drinker	All	2005	0.18	NA	NA	NA	NA	NA
Men	Never	1	2001	0.07	0.07	NA	24.1601*	1	1
Men	Never	1	2002	0.08	0.09	NA	24.1601*	1	1
Men	Never	1	2003	0.11	0.11	Joinpoint 1	NA	1	1
Men	Never	1	2004	0.11	0.11	NA	0.1276	1	1
Men	Never	1	2005	0.11	0.11	NA	0.1276	1	1
Men	Never	1	2006	0.10	0.11	NA	0.1276	1	1
Men	Never	1	2007	0.12	0.11	NA	0.1276	1	1
Men	Never	1	2008	0.12	0.11	NA	0.1276	1	1
Men	Never	1	2009	0.11	0.11	NA	0.1276	1	1
Men	Never	1	2010	0.12	0.11	NA	0.1276	1	1
Men	Never	1	2011	0.11	0.11	NA	0.1276	1	1
Men	Never	1	2012	0.12	0.11	NA	0.1276	1	1
Men	Never	1	2013	0.10	0.11	NA	0.1276	1	1
Men	Never	1	2014	0.12	0.11	NA	0.1276	1	1
Men	Never	1	2015	0.12	0.11	NA	0.1276	1	1
Men	Never	1	2016	0.10	0.11	NA	0.1276	1	1
Men	Never	1	2017	0.11	0.11	NA	0.1276	1	1
Men	Never	1	2018	0.11	0.11	NA	0.1276	1	1
Men	Never	1	2019	0.11	0.11	NA	0.1276	1	1
Men	Never	2	2001	0.07	0.06	NA	24.0125	1	1
Men	Never	2	2002	0.07	0.08	NA	24.0125	1	1
Men	Never	2	2003	0.09	0.10	Joinpoint 1	NA	1	1
Men	Never	2	2004	0.11	0.10	NA	0.9431*	1	1
Men	Never	2	2005	0.10	0.10	NA	0.9431*	1	1
Men	Never	2	2006	0.10	0.10	NA	0.9431*	1	1
Men	Never	2	2007	0.10	0.10	NA	0.9431*	1	1
Men	Never	2	2008	0.10	0.10	NA	0.9431*	1	1
Men	Never	2	2009	0.10	0.10	NA	0.9431*	1	1
Men	Never	2	2010	0.09	0.10	NA	0.9431*	1	1
Men	Never	2	2011	0.10	0.10	NA	0.9431*	1	1
Men	Never	2	2012	0.11	0.11	NA	0.9431*	1	1
Men	Never	2	2013	0.11	0.11	NA	0.9431*	1	1
Men	Never	2	2014	0.10	0.11	NA	0.9431*	1	1
Men	Never	2	2015	0.12	0.11	NA	0.9431*	1	1
Men	Never	2	2016	0.10	0.11	NA	0.9431*	1	1
Men	Never	2	2017	0.11	0.11	NA	0.9431*	1	1
Men	Never	2	2018	0.12	0.11	NA	0.9431*	1	1
Men	Never	2	2019	0.11	0.11	NA	0.9431*	1	1
Men	Never	3	2001	0.09	0.08	NA	1.7310*	0	0
Men	Never	3	2002	0.08	0.09	NA	1.7310*	0	0
Men	Never	3	2003	0.08	0.09	NA	1.7310*	0	0
Men	Never	3	2004	0.08	0.09	NA	1.7310*	0	0
Men	Never	3	2005	0.09	0.09	NA	1.7310*	0	0
Men	Never	3	2006	0.10	0.09	NA	1.7310*	0	0
Men	Never	3	2007	0.10	0.09	NA	1.7310*	0	0
Men	Never	3	2008	0.10	0.09	NA	1.7310*	0	0
Men	Never	3	2009	0.11	0.10	NA	1.7310*	0	0
Men	Never	3	2010	0.10	0.10	NA	1.7310*	0	0
Men	Never	3	2011	0.10	0.10	NA	1.7310*	0	0
Men	Never	3	2012	0.11	0.10	NA	1.7310*	0	0
Men	Never	3	2013	0.10	0.10	NA	1.7310*	0	0
Men	Never	3	2014	0.10	0.10	NA	1.7310*	0	0
Men	Never	3	2015	0.10	0.11	NA	1.7310*	0	0
Men	Never	3	2016	0.11	0.11	NA	1.7310*	0	0
