"sex"	"age_group"	"cancer_site"	"Model"	"#Obs"	"#Param"	"DF"	"SSE"	"MSE"	"Auto Corr"	"Segment"	"Joinpoint"	"Joinpoint 95% LCL"	"Joinpoint 95% UCL"	"Intercept Estimate"	"Intercept Std Error"	"Intercept Test Statistic"	"Intercept P-Value"	"Slope Estimate"	"Slope Std Error"	"Slope Test Statistic"	"Slope P-Value"	"SlopeChg Estimate"	"SlopeChg Std Error"	"SlopeChg Test Statistic"	"SlopeChg P-Value"	"Covar-Int vs Int"	"Covar-Int vs Slope"	"Covar-Slope vs Slope"	"Corr-Int vs Int"	"Corr-Int vs Slope"	"Corr-Slope vs Slope"
Men	65+	Brain and CNS	1	19	4	15	0.013326	0.000888	Uncorrelated	0	NA	NA	NA	-16.481853	4.499589	-3.662969	0.002558	0.009856	0.002243	4.395063	0.000611	NA	NA	NA	NA	20.246299	0.000000	167.093972	1.000000	0.000000	1.000000
Men	65+	Brain and CNS	1	19	4	15	0.013326	0.000888	Uncorrelated	1	2013	2003	2017	15.736064	12.926483	1.217351	0.243593	-0.006149	0.006410	-0.959227	0.353718	-0.016005	0.006791	-2.356688	0.033533	0.000005	0.000000	0.000041	1.000000	0.000000	1.000000
Men	65+	Colorectum	2	19	6	13	0.002491	0.000192	Uncorrelated	0	NA	NA	NA	-18.280862	3.295678	-5.546920	0.000174	0.012037	0.001644	7.322723	0.000015	NA	NA	NA	NA	10.861495	0.000000	0.000081	1.000000	0.000000	1.000000
Men	65+	Colorectum	2	19	6	13	0.002491	0.000192	Uncorrelated	1	2010	2008	2012	72.049114	18.114181	3.977498	0.002168	-0.032904	0.009003	-3.654721	0.003789	-0.044940	0.009152	-4.910491	0.000464	0.000003	0.000000	65.951305	1.000000	0.000000	1.000000
Men	65+	Colorectum	2	19	6	13	0.002491	0.000192	Uncorrelated	2	2014	2012	2017	17.899062	8.121041	2.204035	0.049734	-0.006017	0.004026	-1.494401	0.163193	0.026887	0.009862	2.726202	0.019712	328.123560	0.000000	0.000016	1.000000	0.000000	1.000000
Men	65+	Gallbladder	0	19	2	17	0.080207	0.004718	Uncorrelated	0	NA	NA	NA	-57.642222	5.782843	-9.967800	0.000000	0.029906	0.002877	10.394843	0.000000	NA	NA	NA	NA	33.441271	-0.016637	0.000008	1.000000	-0.999996	1.000000
Men	65+	Hodgkin Lymphoma	1	19	4	15	0.075412	0.005027	Uncorrelated	0	NA	NA	NA	-71.853330	10.146022	-7.081921	0.000005	0.036540	0.005055	7.228020	0.000004	NA	NA	NA	NA	102.941769	0.000000	1892.251119	1.000000	0.000000	1.000000
Men	65+	Hodgkin Lymphoma	1	19	4	15	0.075412	0.005027	Uncorrelated	1	2014	2003	2017	24.826285	43.500013	0.570719	0.577236	-0.011464	0.021567	-0.531556	0.603366	-0.048004	0.022151	-2.167091	0.047964	0.000026	0.000000	0.000465	1.000000	0.000000	1.000000
Men	65+	Kidney	1	19	4	15	0.023533	0.001569	Uncorrelated	0	NA	NA	NA	-68.898518	5.817457	-11.843408	0.000000	0.036396	0.002899	12.556532	0.000000	NA	NA	NA	NA	33.842807	0.000000	622.090434	1.000000	0.000000	1.000000
Men	65+	Kidney	1	19	4	15	0.023533	0.001569	Uncorrelated	1	2014	2012	2016	10.223564	24.941741	0.409898	0.688084	-0.002890	0.012366	-0.233705	0.818596	-0.039286	0.012701	-3.093161	0.007940	0.000008	0.000000	0.000153	1.000000	0.000000	1.000000
Men	65+	Larynx	1	19	4	15	0.015361	0.001024	Uncorrelated	0	NA	NA	NA	8.482603	5.536267	1.532188	0.147758	-0.002652	0.002759	-0.961045	0.352835	NA	NA	NA	NA	30.650257	0.000000	252.958491	1.000000	0.000000	1.000000
Men	65+	Larynx	1	19	4	15	0.015361	0.001024	Uncorrelated	1	2013	2009	2016	61.099627	15.904669	3.841616	0.001797	-0.028790	0.007887	-3.650226	0.002624	-0.026139	0.008356	-3.128144	0.007406	0.000008	0.000000	0.000062	1.000000	0.000000	1.000000
Men	65+	Leukaemia	1	19	4	15	0.024032	0.001602	Uncorrelated	0	NA	NA	NA	-38.778404	5.370199	-7.221036	0.000004	0.021449	0.002675	8.018085	0.000001	NA	NA	NA	NA	28.839041	0.000000	1325.276730	1.000000	0.000000	1.000000
Men	65+	Leukaemia	1	19	4	15	0.024032	0.001602	Uncorrelated	1	2015	2012	2017	104.486750	36.404350	2.870172	0.012349	-0.049650	0.018044	-2.751589	0.015596	-0.071099	0.018241	-3.897670	0.001609	0.000007	0.000000	0.000326	1.000000	0.000000	1.000000
Men	65+	Liver	1	19	4	15	0.016401	0.001093	Uncorrelated	0	NA	NA	NA	-105.674708	5.505300	-19.195085	0.000000	0.054429	0.002744	19.837748	0.000000	NA	NA	NA	NA	30.308333	0.000000	250.136570	1.000000	0.000000	1.000000
Men	65+	Liver	1	19	4	15	0.016401	0.001093	Uncorrelated	1	2013	2010	2016	-49.730115	15.815706	-3.144350	0.007172	0.026638	0.007843	3.396310	0.004345	-0.027792	0.008309	-3.344680	0.004815	0.000008	0.000000	0.000062	1.000000	0.000000	1.000000
Men	65+	Lung	2	19	6	13	0.001654	0.000127	Uncorrelated	0	NA	NA	NA	75.413884	30.316310	2.487568	0.030165	-0.034660	0.015147	-2.288304	0.042905	NA	NA	NA	NA	919.078649	0.000000	0.000023	1.000000	0.000000	1.000000
Men	65+	Lung	2	19	6	13	0.001654	0.000127	Uncorrelated	1	2003	2003	2005	2.993852	9.606020	0.311664	0.761123	0.001495	0.004790	0.312184	0.760739	0.036156	0.015886	2.275939	0.043848	0.000229	0.000000	4.229985	1.000000	0.000000	1.000000
Men	65+	Lung	2	19	6	13	0.001654	0.000127	Uncorrelated	2	2008	2006	2013	29.645670	2.056693	14.414245	0.000000	-0.011778	0.001021	-11.533045	0.000000	-0.013273	0.004897	-2.710128	0.020286	92.275611	0.000000	0.000001	1.000000	0.000000	1.000000
Men	65+	Melanoma	2	19	6	13	0.008668	0.000667	Uncorrelated	0	NA	NA	NA	-170.877690	7.118857	-24.003530	0.000000	0.087167	0.003552	24.537985	0.000000	NA	NA	NA	NA	50.678122	0.000000	0.000035	1.000000	0.000000	1.000000
Men	65+	Melanoma	2	19	6	13	0.008668	0.000667	Uncorrelated	1	2008	2003	2011	-105.638538	11.953732	-8.837285	0.000003	0.054677	0.005944	9.198457	0.000002	-0.032490	0.006925	-4.691811	0.000659	0.000013	0.000000	143.745642	1.000000	0.000000	1.000000
Men	65+	Melanoma	2	19	6	13	0.008668	0.000667	Uncorrelated	2	2014	2007	2017	-48.625973	11.989397	-4.055748	0.001897	0.026369	0.005944	4.436124	0.001001	-0.028308	0.008406	-3.367478	0.006280	142.891709	0.000000	0.000035	1.000000	0.000000	1.000000
Men	65+	MultipleMyeloma	0	19	2	17	0.037014	0.002177	Uncorrelated	0	NA	NA	NA	-49.281892	3.928450	-12.544871	0.000000	0.026446	0.001954	13.530992	0.000000	NA	NA	NA	NA	15.432716	-0.007678	0.000004	1.000000	-0.999996	1.000000
Men	65+	Non-Hodgkin Lymphoma	1	19	4	15	0.005245	0.000350	Uncorrelated	0	NA	NA	NA	-52.497498	4.242086	-12.375398	0.000000	0.028360	0.002115	13.407551	0.000000	NA	NA	NA	NA	17.995291	0.000000	35.701255	1.000000	0.000000	1.000000
Men	65+	Non-Hodgkin Lymphoma	1	19	4	15	0.005245	0.000350	Uncorrelated	1	2011	2009	2013	12.245713	5.975053	2.049474	0.059637	-0.003835	0.002965	-1.293473	0.216783	-0.032195	0.003642	-8.840276	0.000000	0.000004	0.000000	0.000009	1.000000	0.000000	1.000000
Men	65+	Oesophagus	0	19	2	17	0.005252	0.000309	Uncorrelated	0	NA	NA	NA	-3.805256	1.479779	-2.571503	0.019812	0.004083	0.000736	5.545828	0.000036	NA	NA	NA	NA	2.189746	-0.001089	0.000001	1.000000	-0.999996	1.000000
Men	65+	Oral	0	19	2	17	0.033156	0.001950	Uncorrelated	0	NA	NA	NA	-52.890931	3.718037	-14.225500	0.000000	0.028175	0.001850	15.231506	0.000000	NA	NA	NA	NA	13.823797	-0.006877	0.000003	1.000000	-0.999996	1.000000
Men	65+	Pancreas	0	19	2	17	0.008397	0.000494	Uncorrelated	0	NA	NA	NA	-21.064755	1.871061	-11.258185	0.000000	0.012585	0.000931	13.519346	0.000000	NA	NA	NA	NA	3.500871	-0.001742	0.000001	1.000000	-0.999996	1.000000
Men	65+	Prostate	0	19	2	17	0.020919	0.001231	Uncorrelated	0	NA	NA	NA	-4.773953	2.953267	-1.616499	0.124391	0.005647	0.001469	3.843511	0.001302	NA	NA	NA	NA	8.721787	-0.004339	0.000002	1.000000	-0.999996	1.000000
Men	65+	Stomach	0	19	2	17	0.016464	0.000968	Uncorrelated	0	NA	NA	NA	84.591171	2.620032	32.286312	0.000000	-0.039920	0.001303	-30.625365	0.000000	NA	NA	NA	NA	6.864568	-0.003415	0.000002	1.000000	-0.999996	1.000000
Men	65+	Testis	0	19	2	17	0.196994	0.011588	Uncorrelated	0	NA	NA	NA	-20.442468	9.062788	-2.255649	0.037560	0.010452	0.004509	2.318156	0.033162	NA	NA	NA	NA	82.134126	-0.040862	0.000020	1.000000	-0.999996	1.000000
Men	65+	Thyroid	0	19	2	17	0.115744	0.006808	Uncorrelated	0	NA	NA	NA	-86.971996	6.946797	-12.519725	0.000000	0.044080	0.003456	12.754184	0.000000	NA	NA	NA	NA	48.257995	-0.024009	0.000012	1.000000	-0.999996	1.000000
Women	20-34	Bladder	0	19	2	17	2.325281	0.136781	Uncorrelated	0	NA	NA	NA	49.986882	31.136764	1.605397	0.126821	-0.025859	0.015491	-1.669296	0.113369	NA	NA	NA	NA	969.498047	-0.482334	0.000240	1.000000	-0.999996	1.000000
Women	20-34	Brain and CNS	0	19	2	17	0.236299	0.013900	Uncorrelated	0	NA	NA	NA	-40.586164	9.925836	-4.088942	0.000765	0.020635	0.004938	4.178695	0.000630	NA	NA	NA	NA	98.522228	-0.049016	0.000024	1.000000	-0.999996	1.000000
Women	20-34	Breast	1	19	4	15	0.016235	0.001082	Uncorrelated	0	NA	NA	NA	49.643805	14.849145	3.343210	0.004829	-0.023511	0.007412	-3.172228	0.006785	NA	NA	NA	NA	220.497101	0.000000	27.254011	1.000000	0.000000	1.000000
Women	20-34	Breast	1	19	4	15	0.016235	0.001082	Uncorrelated	1	2007	2006	2009	-52.084715	5.220537	-9.976888	0.000000	0.027176	0.002593	10.481314	0.000000	0.050687	0.007852	6.455263	0.000015	0.000055	0.000000	0.000007	1.000000	0.000000	1.000000
Women	20-34	Cervix	1	19	4	15	0.075660	0.005044	Uncorrelated	0	NA	NA	NA	-73.000588	10.845882	-6.730720	0.000010	0.037602	0.005404	6.958236	0.000007	NA	NA	NA	NA	117.633147	0.000000	2162.304531	1.000000	0.000000	1.000000
Women	20-34	Cervix	1	19	4	15	0.075660	0.005044	Uncorrelated	1	2014	2008	2016	80.303103	46.500586	1.726927	0.106168	-0.038517	0.023054	-1.670688	0.116978	-0.076119	0.023679	-3.214592	0.006237	0.000029	0.000000	0.000532	1.000000	0.000000	1.000000
Women	20-34	Colorectum	1	19	4	15	0.201243	0.013416	Uncorrelated	0	NA	NA	NA	-158.069837	13.638087	-11.590323	0.000000	0.079188	0.006792	11.659204	0.000000	NA	NA	NA	NA	185.997426	0.000000	26299.526919	1.000000	0.000000	1.000000
Women	20-34	Colorectum	1	19	4	15	0.201243	0.013416	Uncorrelated	1	2016	2014	2017	399.438799	162.171289	2.463067	0.027347	-0.197354	0.080362	-2.455805	0.027732	-0.276542	0.080649	-3.428963	0.004071	0.000046	0.000000	0.006458	1.000000	0.000000	1.000000
Women	20-34	Endometrium	1	19	4	15	0.618445	0.041230	Uncorrelated	0	NA	NA	NA	-652.934137	510.964929	-1.277845	0.222086	0.325648	0.255291	1.275595	0.222858	NA	NA	NA	NA	261085.158762	0.000000	387.796970	1.000000	0.000000	1.000000
Women	20-34	Endometrium	1	19	4	15	0.618445	0.041230	Uncorrelated	1	2003	2003	2013	-88.544141	19.692561	-4.496324	0.000503	0.043876	0.009790	4.481697	0.000517	-0.281772	0.255479	-1.102919	0.288661	0.065173	0.000000	0.000096	1.000000	0.000000	1.000000
Women	20-34	Hodgkin Lymphoma	0	19	2	17	0.054938	0.003232	Uncorrelated	0	NA	NA	NA	-30.383072	4.786012	-6.348306	0.000007	0.015779	0.002381	6.626770	0.000004	NA	NA	NA	NA	22.905915	-0.011396	0.000006	1.000000	-0.999996	1.000000
Women	20-34	Kidney	0	19	2	17	0.328180	0.019305	Uncorrelated	0	NA	NA	NA	-71.021180	11.697459	-6.071505	0.000012	0.035096	0.005820	6.030597	0.000014	NA	NA	NA	NA	136.830542	-0.068074	0.000034	1.000000	-0.999996	1.000000
Women	20-34	Leukaemia	0	19	2	17	0.188013	0.011060	Uncorrelated	0	NA	NA	NA	-28.646370	8.853804	-3.235487	0.004862	0.014582	0.004405	3.310488	0.004135	NA	NA	NA	NA	78.389853	-0.039000	0.000019	1.000000	-0.999996	1.000000
Women	20-34	Liver	0	19	2	17	2.500545	0.147091	Uncorrelated	0	NA	NA	NA	-80.637708	32.288891	-2.497382	0.023071	0.039327	0.016064	2.448123	0.025510	NA	NA	NA	NA	1042.572455	-0.518689	0.000258	1.000000	-0.999996	1.000000
Women	20-34	Lung	0	19	2	17	0.762875	0.044875	Uncorrelated	0	NA	NA	NA	-44.796283	17.834567	-2.511767	0.022401	0.022045	0.008873	2.484500	0.023687	NA	NA	NA	NA	318.071777	-0.158243	0.000079	1.000000	-0.999996	1.000000
Women	20-34	Melanoma	0	19	2	17	0.069140	0.004067	Uncorrelated	0	NA	NA	NA	-6.052063	5.369068	-1.127209	0.275314	0.004131	0.002671	1.546655	0.140359	NA	NA	NA	NA	28.826892	-0.014342	0.000007	1.000000	-0.999996	1.000000
Women	20-34	Non-Hodgkin Lymphoma	1	19	4	15	0.088500	0.005900	Uncorrelated	0	NA	NA	NA	246.626626	220.719607	1.117375	0.282643	-0.122762	0.110277	-1.113210	0.284367	NA	NA	NA	NA	48717.145126	0.000000	72.360916	1.000000	0.000000	1.000000
Women	20-34	Non-Hodgkin Lymphoma	1	19	4	15	0.088500	0.005900	Uncorrelated	1	2003	2003	2006	-39.086315	8.506522	-4.594864	0.000417	0.019881	0.004229	4.701170	0.000340	0.142643	0.110358	1.292542	0.217096	0.012161	0.000000	0.000018	1.000000	0.000000	1.000000
Women	20-34	Oral	1	19	4	15	0.160957	0.010730	Uncorrelated	0	NA	NA	NA	-85.475434	23.389099	-3.654499	0.002602	0.042578	0.011662	3.650888	0.002620	NA	NA	NA	NA	547.049936	0.000000	1085.304422	1.000000	0.000000	1.000000
Women	20-34	Oral	1	19	4	15	0.160957	0.010730	Uncorrelated	1	2011	2007	2014	51.590807	32.943959	1.566017	0.139663	-0.025580	0.016345	-1.564970	0.139908	-0.068158	0.020079	-3.394439	0.004361	0.000136	0.000000	0.000267	1.000000	0.000000	1.000000
Women	20-34	Ovary	0	19	2	17	0.078755	0.004633	Uncorrelated	0	NA	NA	NA	-53.006516	5.730254	-9.250291	0.000000	0.027151	0.002851	9.523737	0.000000	NA	NA	NA	NA	32.835806	-0.016336	0.000008	1.000000	-0.999996	1.000000
Women	20-34	Pancreas	0	19	2	17	1.195224	0.070307	Uncorrelated	0	NA	NA	NA	-120.258044	22.323403	-5.387084	0.000049	0.059163	0.011106	5.327098	0.000056	NA	NA	NA	NA	498.334327	-0.247926	0.000123	1.000000	-0.999996	1.000000
Women	20-34	Stomach	0	19	2	17	1.023626	0.060213	Uncorrelated	0	NA	NA	NA	-57.766785	20.658863	-2.796223	0.012404	0.028272	0.010278	2.750729	0.013647	NA	NA	NA	NA	426.788613	-0.212331	0.000106	1.000000	-0.999996	1.000000
Women	20-34	Thyroid	1	19	4	15	0.023636	0.001576	Uncorrelated	0	NA	NA	NA	-112.391076	4.830409	-23.267402	0.000000	0.056774	0.002406	23.600808	0.000000	NA	NA	NA	NA	23.332855	0.000000	3299.201874	1.000000	0.000000	1.000000
Women	20-34	Thyroid	1	19	4	15	0.023636	0.001576	Uncorrelated	1	2016	2012	2017	-17.963586	57.438679	-0.312744	0.759085	0.009935	0.028463	0.349031	0.732260	-0.046839	0.028565	-1.639756	0.123324	0.000006	0.000000	0.000810	1.000000	0.000000	1.000000
Women	35-49	Bladder	0	19	2	17	0.366279	0.021546	Uncorrelated	0	NA	NA	NA	7.534668	12.357821	0.609708	0.550118	-0.003706	0.006148	-0.602773	0.554617	NA	NA	NA	NA	152.715731	-0.075977	0.000038	1.000000	-0.999996	1.000000
Women	35-49	Brain and CNS	0	19	2	17	0.102184	0.006011	Uncorrelated	0	NA	NA	NA	-25.374941	6.527199	-3.887569	0.001183	0.013326	0.003247	4.103721	0.000741	NA	NA	NA	NA	42.604331	-0.021196	0.000011	1.000000	-0.999996	1.000000
Women	35-49	Breast	2	19	6	13	0.003659	0.000281	Uncorrelated	0	NA	NA	NA	-18.447137	7.350819	-2.509535	0.029010	0.011594	0.003669	3.160119	0.009077	NA	NA	NA	NA	54.034547	0.000000	0.000024	1.000000	0.000000	1.000000
Women	35-49	Breast	2	19	6	13	0.003659	0.000281	Uncorrelated	1	2007	2003	2011	-44.486589	9.755768	-4.560030	0.000817	0.024569	0.004854	5.061950	0.000365	0.012974	0.006084	2.132416	0.056343	0.000013	0.000000	54.738044	1.000000	0.000000	1.000000
Women	35-49	Breast	2	19	6	13	0.003659	0.000281	Uncorrelated	2	2013	2009	2014	20.573996	7.398516	2.780827	0.017877	-0.007751	0.003669	-2.112696	0.058304	-0.032320	0.006084	-5.312043	0.000248	95.175000	0.000000	0.000013	1.000000	0.000000	1.000000
Women	35-49	Cervix	1	19	4	15	0.050807	0.003387	Uncorrelated	0	NA	NA	NA	146.022988	167.813280	0.870152	0.398892	-0.071601	0.083844	-0.853985	0.407489	NA	NA	NA	NA	28161.296870	0.000000	41.828749	1.000000	0.000000	1.000000
Women	35-49	Cervix	1	19	4	15	0.050807	0.003387	Uncorrelated	1	2003	2003	2017	-20.349984	6.467515	-3.146492	0.007141	0.011461	0.003215	3.564425	0.003111	0.083062	0.083905	0.989947	0.339002	0.007030	0.000000	0.000010	1.000000	0.000000	1.000000
Women	35-49	Colorectum	1	19	4	15	0.016317	0.001088	Uncorrelated	0	NA	NA	NA	52.225399	95.364882	0.547638	0.592565	-0.024884	0.047647	-0.522255	0.609658	NA	NA	NA	NA	9094.460802	0.000000	13.508253	1.000000	0.000000	1.000000
Women	35-49	Colorectum	1	19	4	15	0.016317	0.001088	Uncorrelated	1	2003	2003	2012	-65.696686	3.675358	-17.874910	0.000000	0.033989	0.001827	18.602028	0.000000	0.058873	0.047682	1.234702	0.237264	0.002270	0.000000	0.000003	1.000000	0.000000	1.000000
Women	35-49	Endometrium	1	19	4	15	0.052305	0.003487	Uncorrelated	0	NA	NA	NA	-102.873484	27.995737	-3.674612	0.002500	0.052209	0.013973	3.736278	0.002213	NA	NA	NA	NA	783.761299	0.000000	96.874921	1.000000	0.000000	1.000000
Women	35-49	Endometrium	1	19	4	15	0.052305	0.003487	Uncorrelated	1	2007	2003	2015	-42.684460	9.842506	-4.336747	0.000683	0.022219	0.004888	4.545390	0.000458	-0.029990	0.014804	-2.025807	0.062282	0.000195	0.000000	0.000024	1.000000	0.000000	1.000000
Women	35-49	Gallbladder	0	19	2	17	0.270013	0.015883	Uncorrelated	0	NA	NA	NA	-69.326517	10.610315	-6.533879	0.000005	0.034150	0.005279	6.469272	0.000006	NA	NA	NA	NA	112.578790	-0.056009	0.000028	1.000000	-0.999996	1.000000
Women	35-49	Hodgkin Lymphoma	1	19	4	15	0.185057	0.012337	Uncorrelated	0	NA	NA	NA	-101.480958	35.206160	-2.882477	0.012052	0.050935	0.017564	2.900029	0.011641	NA	NA	NA	NA	1239.473724	0.000000	637.316854	1.000000	0.000000	1.000000
Women	35-49	Hodgkin Lymphoma	1	19	4	15	0.185057	0.012337	Uncorrelated	1	2009	2005	2013	28.603410	25.245135	1.133027	0.276235	-0.013816	0.012532	-1.102485	0.288843	-0.064751	0.021576	-3.001063	0.009531	0.000308	0.000000	0.000157	1.000000	0.000000	1.000000
Women	35-49	Kidney	0	19	2	17	0.142189	0.008364	Uncorrelated	0	NA	NA	NA	-97.088412	7.699613	-12.609519	0.000000	0.048965	0.003831	12.782340	0.000000	NA	NA	NA	NA	59.284036	-0.029494	0.000015	1.000000	-0.999996	1.000000
Women	35-49	Larynx	0	19	2	17	1.157440	0.068085	Uncorrelated	0	NA	NA	NA	-4.662588	21.967725	-0.212247	0.834438	0.001850	0.010929	0.169229	0.867614	NA	NA	NA	NA	482.580936	-0.240088	0.000119	1.000000	-0.999996	1.000000
Women	35-49	Leukaemia	0	19	2	17	0.053239	0.003132	Uncorrelated	0	NA	NA	NA	-32.076379	4.711391	-6.808261	0.000003	0.016633	0.002344	7.096277	0.000002	NA	NA	NA	NA	22.197202	-0.011043	0.000005	1.000000	-0.999996	1.000000
Women	35-49	Liver	0	19	2	17	0.361086	0.021240	Uncorrelated	0	NA	NA	NA	-88.105751	12.269902	-7.180640	0.000002	0.043783	0.006104	7.172376	0.000002	NA	NA	NA	NA	150.550487	-0.074900	0.000037	1.000000	-0.999996	1.000000
Women	35-49	Lung	0	19	2	17	0.065058	0.003827	Uncorrelated	0	NA	NA	NA	4.548106	5.208199	0.873259	0.394690	-0.001237	0.002591	-0.477257	0.639257	NA	NA	NA	NA	27.125340	-0.013495	0.000007	1.000000	-0.999996	1.000000
Women	35-49	Melanoma	1	19	4	15	0.039053	0.002604	Uncorrelated	0	NA	NA	NA	-95.713820	16.183323	-5.914349	0.000038	0.049178	0.008073	6.091315	0.000028	NA	NA	NA	NA	261.899951	0.000000	134.664616	1.000000	0.000000	1.000000
Women	35-49	Melanoma	1	19	4	15	0.039053	0.002604	Uncorrelated	1	2009	2005	2015	-18.844687	11.604508	-1.623911	0.126689	0.010916	0.005760	1.894943	0.078941	-0.038262	0.009918	-3.857918	0.001740	0.000065	0.000000	0.000033	1.000000	0.000000	1.000000
Women	35-49	MultipleMyeloma	0	19	2	17	0.225342	0.013255	Uncorrelated	0	NA	NA	NA	-117.738260	9.692968	-12.146771	0.000000	0.058829	0.004822	12.199144	0.000000	NA	NA	NA	NA	93.953627	-0.046743	0.000023	1.000000	-0.999996	1.000000
Women	35-49	Non-Hodgkin Lymphoma	1	19	4	15	0.072236	0.004816	Uncorrelated	0	NA	NA	NA	-34.870242	14.606094	-2.387376	0.031624	0.018340	0.007283	2.518202	0.024586	NA	NA	NA	NA	213.337994	0.000000	423.245948	1.000000	0.000000	1.000000
Women	35-49	Non-Hodgkin Lymphoma	1	19	4	15	0.072236	0.004816	Uncorrelated	1	2011	2008	2015	37.432186	20.572942	1.819486	0.090284	-0.017613	0.010207	-1.725557	0.106421	-0.035953	0.012539	-2.867278	0.012419	0.000053	0.000000	0.000104	1.000000	0.000000	1.000000
Women	35-49	Oesophagus	0	19	2	17	0.296004	0.017412	Uncorrelated	0	NA	NA	NA	25.570414	11.109244	2.301724	0.034269	-0.012689	0.005527	-2.295810	0.034676	NA	NA	NA	NA	123.415303	-0.061400	0.000031	1.000000	-0.999996	1.000000
Women	35-49	Oral	0	19	2	17	0.125475	0.007381	Uncorrelated	0	NA	NA	NA	-50.180289	7.232919	-6.937765	0.000002	0.025687	0.003598	7.138361	0.000002	NA	NA	NA	NA	52.315113	-0.026027	0.000013	1.000000	-0.999996	1.000000
Women	35-49	Ovary	2	19	6	13	0.009758	0.000751	Uncorrelated	0	NA	NA	NA	41.023649	39.814032	1.030382	0.324955	-0.019224	0.019887	-0.966674	0.354480	NA	NA	NA	NA	1585.157137	0.000000	0.000028	1.000000	0.000000	1.000000
Women	35-49	Ovary	2	19	6	13	0.009758	0.000751	Uncorrelated	1	2004	2003	2010	-38.381554	10.672642	-3.596256	0.004197	0.020399	0.005315	3.837963	0.002756	0.039623	0.020585	1.924853	0.080487	0.000395	0.000000	114.814714	1.000000	0.000000	1.000000
Women	35-49	Ovary	2	19	6	13	0.009758	0.000751	Uncorrelated	2	2012	2009	2016	28.922253	10.715163	2.699189	0.020687	-0.013052	0.005315	-2.455702	0.031921	-0.033451	0.007517	-4.450293	0.000978	113.905295	0.000000	0.000028	1.000000	0.000000	1.000000
Women	35-49	Pancreas	0	19	2	17	0.160977	0.009469	Uncorrelated	0	NA	NA	NA	-54.241915	8.192516	-6.620910	0.000004	0.027331	0.004076	6.705639	0.000004	NA	NA	NA	NA	67.117323	-0.033391	0.000017	1.000000	-0.999996	1.000000
Women	35-49	Stomach	0	19	2	17	0.180201	0.010600	Uncorrelated	0	NA	NA	NA	-9.073975	8.667918	-1.046846	0.309827	0.004828	0.004312	1.119676	0.278423	NA	NA	NA	NA	75.132800	-0.037379	0.000019	1.000000	-0.999996	1.000000
Women	35-49	Thyroid	1	19	4	15	0.046680	0.003112	Uncorrelated	0	NA	NA	NA	-163.361679	11.009578	-14.838141	0.000000	0.082384	0.005488	15.010786	0.000000	NA	NA	NA	NA	121.210812	0.000000	480.944055	1.000000	0.000000	1.000000
Women	35-49	Thyroid	1	19	4	15	0.046680	0.003112	Uncorrelated	1	2012	2009	2015	-72.584295	21.930437	-3.309751	0.005161	0.037266	0.010878	3.425752	0.004098	-0.045118	0.012184	-3.702968	0.002363	0.000030	0.000000	0.000118	1.000000	0.000000	1.000000
Women	50-64	Bladder	0	19	2	17	0.102862	0.006051	Uncorrelated	0	NA	NA	NA	43.631036	6.548808	6.662439	0.000004	-0.020751	0.003258	-6.369131	0.000007	NA	NA	NA	NA	42.886885	-0.021337	0.000011	1.000000	-0.999996	1.000000
Women	50-64	Brain and CNS	1	19	4	15	0.025610	0.001707	Uncorrelated	0	NA	NA	NA	-21.812365	10.945758	-1.992769	0.066154	0.012005	0.005459	2.198990	0.045186	NA	NA	NA	NA	119.809608	0.000000	121.007694	1.000000	0.000000	1.000000
Women	50-64	Brain and CNS	1	19	4	15	0.025610	0.001707	Uncorrelated	1	2010	2006	2013	26.316263	11.000350	2.392312	0.031327	-0.011940	0.005459	-2.187088	0.046204	-0.023945	0.007721	-3.101425	0.007810	0.000030	0.000000	0.000030	1.000000	0.000000	1.000000
Women	50-64	Breast	0	19	2	17	0.005797	0.000341	Uncorrelated	0	NA	NA	NA	8.975747	1.554620	5.773595	0.000022	-0.001625	0.000773	-2.100418	0.050919	NA	NA	NA	NA	2.416844	-0.001202	0.000001	1.000000	-0.999996	1.000000
Women	50-64	Cervix	1	19	4	15	0.035950	0.002397	Uncorrelated	0	NA	NA	NA	56.543839	18.334544	3.084006	0.008085	-0.027049	0.009149	-2.956560	0.010410	NA	NA	NA	NA	336.155519	0.000000	86.423078	1.000000	0.000000	1.000000
Women	50-64	Cervix	1	19	4	15	0.035950	0.002397	Uncorrelated	1	2008	2006	2016	-18.719682	9.296401	-2.013648	0.063682	0.010432	0.004616	2.260100	0.040279	0.037482	0.010247	3.657678	0.002585	0.000084	0.000000	0.000021	1.000000	0.000000	1.000000
Women	50-64	Colorectum	2	19	6	13	0.010490	0.000807	Uncorrelated	0	NA	NA	NA	47.510447	81.779341	0.580959	0.572979	-0.021717	0.040859	-0.531499	0.605640	NA	NA	NA	NA	6687.860534	0.000000	0.000167	1.000000	0.000000	1.000000
Women	50-64	Colorectum	2	19	6	13	0.010490	0.000807	Uncorrelated	1	2003	2003	2013	-72.577431	25.912584	-2.800857	0.017248	0.038237	0.012921	2.959385	0.012990	0.059954	0.042853	1.399052	0.189357	0.001669	0.000000	30.780333	1.000000	0.000000	1.000000
