"sex"	"age_group"	"cancer_site"	"year"	"Rate"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
Men	20-49	Stomach	2019	1.80	1.54	NA	-1.3838*	0	0
Men	20-49	Testis	2001	13.60	12.94	NA	0.7214*	0	0
Men	20-49	Testis	2002	12.30	13.03	NA	0.7214*	0	0
Men	20-49	Testis	2003	12.60	13.12	NA	0.7214*	0	0
Men	20-49	Testis	2004	13.00	13.22	NA	0.7214*	0	0
Men	20-49	Testis	2005	13.80	13.32	NA	0.7214*	0	0
Men	20-49	Testis	2006	13.50	13.41	NA	0.7214*	0	0
Men	20-49	Testis	2007	13.10	13.51	NA	0.7214*	0	0
Men	20-49	Testis	2008	14.00	13.61	NA	0.7214*	0	0
Men	20-49	Testis	2009	13.90	13.70	NA	0.7214*	0	0
Men	20-49	Testis	2010	14.30	13.80	NA	0.7214*	0	0
Men	20-49	Testis	2011	13.50	13.90	NA	0.7214*	0	0
Men	20-49	Testis	2012	14.10	14.00	NA	0.7214*	0	0
Men	20-49	Testis	2013	14.50	14.10	NA	0.7214*	0	0
Men	20-49	Testis	2014	14.70	14.20	NA	0.7214*	0	0
Men	20-49	Testis	2015	14.20	14.31	NA	0.7214*	0	0
Men	20-49	Testis	2016	14.40	14.41	NA	0.7214*	0	0
Men	20-49	Testis	2017	13.40	14.51	NA	0.7214*	0	0
Men	20-49	Testis	2018	15.10	14.62	NA	0.7214*	0	0
Men	20-49	Testis	2019	14.60	14.72	NA	0.7214*	0	0
Men	20-49	Thyroid	2001	1.20	1.09	NA	7.4951*	1	1
Men	20-49	Thyroid	2002	1.10	1.18	NA	7.4951*	1	1
Men	20-49	Thyroid	2003	1.40	1.26	NA	7.4951*	1	1
Men	20-49	Thyroid	2004	1.30	1.36	NA	7.4951*	1	1
Men	20-49	Thyroid	2005	1.50	1.46	NA	7.4951*	1	1
Men	20-49	Thyroid	2006	1.40	1.57	NA	7.4951*	1	1
Men	20-49	Thyroid	2007	1.60	1.69	NA	7.4951*	1	1
Men	20-49	Thyroid	2008	1.70	1.82	NA	7.4951*	1	1
Men	20-49	Thyroid	2009	2.00	1.95	NA	7.4951*	1	1
Men	20-49	Thyroid	2010	2.10	2.10	NA	7.4951*	1	1
Men	20-49	Thyroid	2011	2.40	2.25	NA	7.4951*	1	1
Men	20-49	Thyroid	2012	2.50	2.42	Joinpoint 1	NA	1	1
Men	20-49	Thyroid	2013	2.50	2.51	NA	3.5807*	1	1
Men	20-49	Thyroid	2014	2.70	2.60	NA	3.5807*	1	1
Men	20-49	Thyroid	2015	2.70	2.69	NA	3.5807*	1	1
Men	20-49	Thyroid	2016	2.70	2.79	NA	3.5807*	1	1
Men	20-49	Thyroid	2017	2.80	2.89	NA	3.5807*	1	1
Men	20-49	Thyroid	2018	3.10	2.99	NA	3.5807*	1	1
Men	20-49	Thyroid	2019	3.10	3.10	NA	3.5807*	1	1
Men	50+	Bladder	2001	82.70	81.52	NA	-2.8395	2	2
Men	50+	Bladder	2002	77.50	79.21	NA	-2.8395	2	2
Men	50+	Bladder	2003	77.00	76.96	NA	-2.8395	2	2
Men	50+	Bladder	2004	74.40	74.77	Joinpoint 1	NA	2	2
Men	50+	Bladder	2005	76.90	75.39	NA	0.8271	2	2
Men	50+	Bladder	2006	75.10	76.02	NA	0.8271	2	2
Men	50+	Bladder	2007	77.60	76.64	NA	0.8271	2	2
Men	50+	Bladder	2008	77.00	77.28	Joinpoint 2	NA	2	2
Men	50+	Bladder	2009	76.40	75.84	NA	-1.8604*	2	2
Men	50+	Bladder	2010	72.70	74.43	NA	-1.8604*	2	2
Men	50+	Bladder	2011	73.70	73.04	NA	-1.8604*	2	2
Men	50+	Bladder	2012	73.30	71.69	NA	-1.8604*	2	2
Men	50+	Bladder	2013	71.50	70.35	NA	-1.8604*	2	2
Men	50+	Bladder	2014	68.40	69.04	NA	-1.8604*	2	2
Men	50+	Bladder	2015	66.20	67.76	NA	-1.8604*	2	2
Men	50+	Bladder	2016	64.30	66.50	NA	-1.8604*	2	2
Men	50+	Bladder	2017	65.20	65.26	NA	-1.8604*	2	2
Men	50+	Bladder	2018	64.40	64.05	NA	-1.8604*	2	2
Men	50+	Bladder	2019	64.50	62.86	NA	-1.8604*	2	2
Men	50+	Brain and CNS	2001	19.50	19.47	NA	0.8157*	1	1
Men	50+	Brain and CNS	2002	19.60	19.63	NA	0.8157*	1	1
Men	50+	Brain and CNS	2003	19.60	19.79	NA	0.8157*	1	1
Men	50+	Brain and CNS	2004	19.70	19.95	NA	0.8157*	1	1
Men	50+	Brain and CNS	2005	20.60	20.12	NA	0.8157*	1	1
Men	50+	Brain and CNS	2006	20.00	20.28	NA	0.8157*	1	1
Men	50+	Brain and CNS	2007	20.40	20.45	NA	0.8157*	1	1
Men	50+	Brain and CNS	2008	21.00	20.61	NA	0.8157*	1	1
Men	50+	Brain and CNS	2009	21.60	20.78	NA	0.8157*	1	1
Men	50+	Brain and CNS	2010	20.60	20.95	NA	0.8157*	1	1
Men	50+	Brain and CNS	2011	20.40	21.12	NA	0.8157*	1	1
Men	50+	Brain and CNS	2012	21.50	21.29	NA	0.8157*	1	1
Men	50+	Brain and CNS	2013	22.20	21.47	Joinpoint 1	NA	1	1
Men	50+	Brain and CNS	2014	20.10	21.30	NA	-0.7973	1	1
Men	50+	Brain and CNS	2015	21.10	21.13	NA	-0.7973	1	1
Men	50+	Brain and CNS	2016	21.40	20.96	NA	-0.7973	1	1
Men	50+	Brain and CNS	2017	21.40	20.79	NA	-0.7973	1	1
Men	50+	Brain and CNS	2018	20.10	20.63	NA	-0.7973	1	1
Men	50+	Brain and CNS	2019	20.50	20.46	NA	-0.7973	1	1
Men	50+	Colorectum	2001	195.70	193.13	NA	1.3279*	2	2
Men	50+	Colorectum	2002	194.20	195.69	NA	1.3279*	2	2
Men	50+	Colorectum	2003	196.80	198.29	NA	1.3279*	2	2
Men	50+	Colorectum	2004	201.40	200.92	NA	1.3279*	2	2
Men	50+	Colorectum	2005	202.90	203.59	NA	1.3279*	2	2
Men	50+	Colorectum	2006	205.40	206.30	NA	1.3279*	2	2
Men	50+	Colorectum	2007	207.20	209.03	NA	1.3279*	2	2
Men	50+	Colorectum	2008	215.40	211.81	NA	1.3279*	2	2
Men	50+	Colorectum	2009	215.70	214.62	NA	1.3279*	2	2
Men	50+	Colorectum	2010	216.90	217.47	NA	1.3279*	2	2
Men	50+	Colorectum	2011	217.00	220.36	Joinpoint 1	NA	2	2
Men	50+	Colorectum	2012	217.30	213.26	NA	-3.2232	2	2
Men	50+	Colorectum	2013	206.30	206.39	NA	-3.2232	2	2
Men	50+	Colorectum	2014	199.20	199.73	Joinpoint 2	NA	2	2
Men	50+	Colorectum	2015	200.80	199.66	NA	-0.0361	2	2
Men	50+	Colorectum	2016	200.20	199.59	NA	-0.0361	2	2
Men	50+	Colorectum	2017	195.40	199.52	NA	-0.0361	2	2
Men	50+	Colorectum	2018	198.10	199.44	NA	-0.0361	2	2
Men	50+	Colorectum	2019	202.50	199.37	NA	-0.0361	2	2
Men	50+	Gallbladder	2001	5.50	5.31	NA	2.9621*	0	0
Men	50+	Gallbladder	2002	5.20	5.47	NA	2.9621*	0	0
Men	50+	Gallbladder	2003	5.30	5.63	NA	2.9621*	0	0
Men	50+	Gallbladder	2004	5.30	5.80	NA	2.9621*	0	0
Men	50+	Gallbladder	2005	5.60	5.97	NA	2.9621*	0	0
Men	50+	Gallbladder	2006	6.50	6.14	NA	2.9621*	0	0
Men	50+	Gallbladder	2007	6.70	6.33	NA	2.9621*	0	0
Men	50+	Gallbladder	2008	7.30	6.51	NA	2.9621*	0	0
Men	50+	Gallbladder	2009	6.50	6.71	NA	2.9621*	0	0
Men	50+	Gallbladder	2010	7.30	6.91	NA	2.9621*	0	0
Men	50+	Gallbladder	2011	7.40	7.11	NA	2.9621*	0	0
Men	50+	Gallbladder	2012	7.40	7.32	NA	2.9621*	0	0
Men	50+	Gallbladder	2013	8.50	7.54	NA	2.9621*	0	0
Men	50+	Gallbladder	2014	7.50	7.76	NA	2.9621*	0	0
Men	50+	Gallbladder	2015	7.80	7.99	NA	2.9621*	0	0
Men	50+	Gallbladder	2016	7.90	8.23	NA	2.9621*	0	0
Men	50+	Gallbladder	2017	7.70	8.47	NA	2.9621*	0	0
Men	50+	Gallbladder	2018	8.90	8.72	NA	2.9621*	0	0
Men	50+	Gallbladder	2019	8.80	8.98	NA	2.9621*	0	0
Men	50+	Hodgkin Lymphoma	2001	3.20	3.17	NA	3.2428*	1	1
Men	50+	Hodgkin Lymphoma	2002	3.40	3.28	NA	3.2428*	1	1
Men	50+	Hodgkin Lymphoma	2003	3.20	3.38	NA	3.2428*	1	1
Men	50+	Hodgkin Lymphoma	2004	3.40	3.49	NA	3.2428*	1	1
Men	50+	Hodgkin Lymphoma	2005	3.80	3.60	NA	3.2428*	1	1
Men	50+	Hodgkin Lymphoma	2006	3.70	3.72	NA	3.2428*	1	1
Men	50+	Hodgkin Lymphoma	2007	4.00	3.84	NA	3.2428*	1	1
Men	50+	Hodgkin Lymphoma	2008	3.80	3.97	NA	3.2428*	1	1
Men	50+	Hodgkin Lymphoma	2009	4.30	4.10	NA	3.2428*	1	1
Men	50+	Hodgkin Lymphoma	2010	4.20	4.23	NA	3.2428*	1	1
Men	50+	Hodgkin Lymphoma	2011	3.90	4.37	NA	3.2428*	1	1
Men	50+	Hodgkin Lymphoma	2012	4.50	4.51	NA	3.2428*	1	1
Men	50+	Hodgkin Lymphoma	2013	4.60	4.65	NA	3.2428*	1	1
Men	50+	Hodgkin Lymphoma	2014	5.20	4.80	Joinpoint 1	NA	1	1
Men	50+	Hodgkin Lymphoma	2015	4.90	4.77	NA	-0.7196	1	1
Men	50+	Hodgkin Lymphoma	2016	4.50	4.74	NA	-0.7196	1	1
Men	50+	Hodgkin Lymphoma	2017	4.70	4.70	NA	-0.7196	1	1
Men	50+	Hodgkin Lymphoma	2018	4.80	4.67	NA	-0.7196	1	1
Men	50+	Hodgkin Lymphoma	2019	4.60	4.63	NA	-0.7196	1	1
Men	50+	Kaposi Sarcoma	2001	0.30	0.28	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2002	0.20	0.30	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2003	0.30	0.31	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2004	0.40	0.33	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2005	0.30	0.35	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2006	0.30	0.36	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2007	0.40	0.38	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2008	0.60	0.40	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2009	0.50	0.43	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2010	0.50	0.45	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2011	0.40	0.47	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2012	0.50	0.50	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2013	0.70	0.52	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2014	0.70	0.55	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2015	0.50	0.58	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2016	0.60	0.61	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2017	0.50	0.64	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2018	0.60	0.68	NA	5.3039*	0	0
Men	50+	Kaposi Sarcoma	2019	0.70	0.71	NA	5.3039*	0	0
Men	50+	Kidney	2001	34.30	33.49	NA	4.0653*	1	1
Men	50+	Kidney	2002	35.70	34.85	NA	4.0653*	1	1
Men	50+	Kidney	2003	35.00	36.27	NA	4.0653*	1	1
Men	50+	Kidney	2004	37.50	37.74	NA	4.0653*	1	1
Men	50+	Kidney	2005	39.00	39.28	NA	4.0653*	1	1
Men	50+	Kidney	2006	41.50	40.88	NA	4.0653*	1	1
Men	50+	Kidney	2007	43.40	42.54	NA	4.0653*	1	1
Men	50+	Kidney	2008	44.60	44.27	NA	4.0653*	1	1
Men	50+	Kidney	2009	45.00	46.07	NA	4.0653*	1	1
Men	50+	Kidney	2010	45.90	47.94	NA	4.0653*	1	1
Men	50+	Kidney	2011	48.30	49.89	NA	4.0653*	1	1
Men	50+	Kidney	2012	50.50	51.92	NA	4.0653*	1	1
Men	50+	Kidney	2013	57.40	54.03	NA	4.0653*	1	1
Men	50+	Kidney	2014	58.20	56.22	Joinpoint 1	NA	1	1
Men	50+	Kidney	2015	57.00	56.51	NA	0.5072	1	1
Men	50+	Kidney	2016	57.30	56.80	NA	0.5072	1	1
Men	50+	Kidney	2017	54.30	57.08	NA	0.5072	1	1
Men	50+	Kidney	2018	56.90	57.37	NA	0.5072	1	1
Men	50+	Kidney	2019	59.50	57.66	NA	0.5072	1	1
Men	50+	Larynx	2001	18.80	17.88	NA	-0.5415*	1	1
Men	50+	Larynx	2002	17.10	17.78	NA	-0.5415*	1	1
Men	50+	Larynx	2003	17.10	17.69	NA	-0.5415*	1	1
Men	50+	Larynx	2004	17.80	17.59	NA	-0.5415*	1	1
Men	50+	Larynx	2005	17.40	17.50	NA	-0.5415*	1	1
Men	50+	Larynx	2006	17.20	17.40	NA	-0.5415*	1	1
Men	50+	Larynx	2007	17.50	17.31	NA	-0.5415*	1	1
Men	50+	Larynx	2008	17.50	17.21	NA	-0.5415*	1	1
Men	50+	Larynx	2009	17.20	17.12	NA	-0.5415*	1	1
Men	50+	Larynx	2010	17.30	17.03	NA	-0.5415*	1	1
Men	50+	Larynx	2011	16.80	16.94	NA	-0.5415*	1	1
Men	50+	Larynx	2012	16.70	16.84	Joinpoint 1	NA	1	1
Men	50+	Larynx	2013	16.20	16.37	NA	-2.8183*	1	1
Men	50+	Larynx	2014	16.00	15.91	NA	-2.8183*	1	1
Men	50+	Larynx	2015	15.50	15.46	NA	-2.8183*	1	1
Men	50+	Larynx	2016	15.00	15.02	NA	-2.8183*	1	1
Men	50+	Larynx	2017	14.90	14.60	NA	-2.8183*	1	1
Men	50+	Larynx	2018	13.70	14.19	NA	-2.8183*	1	1
Men	50+	Larynx	2019	14.00	13.79	NA	-2.8183*	1	1
Men	50+	Leukaemia	2001	39.00	36.97	NA	2.4785*	1	1
Men	50+	Leukaemia	2002	37.70	37.89	NA	2.4785*	1	1
Men	50+	Leukaemia	2003	39.10	38.83	NA	2.4785*	1	1
Men	50+	Leukaemia	2004	39.50	39.79	NA	2.4785*	1	1
Men	50+	Leukaemia	2005	39.80	40.78	NA	2.4785*	1	1
Men	50+	Leukaemia	2006	42.00	41.79	NA	2.4785*	1	1
Men	50+	Leukaemia	2007	40.30	42.82	NA	2.4785*	1	1
Men	50+	Leukaemia	2008	43.50	43.89	NA	2.4785*	1	1
Men	50+	Leukaemia	2009	46.50	44.97	NA	2.4785*	1	1
Men	50+	Leukaemia	2010	44.70	46.09	NA	2.4785*	1	1
Men	50+	Leukaemia	2011	45.60	47.23	NA	2.4785*	1	1
Men	50+	Leukaemia	2012	48.30	48.40	NA	2.4785*	1	1
Men	50+	Leukaemia	2013	54.00	49.60	NA	2.4785*	1	1
Men	50+	Leukaemia	2014	50.30	50.83	NA	2.4785*	1	1
Men	50+	Leukaemia	2015	51.40	52.09	Joinpoint 1	NA	1	1
Men	50+	Leukaemia	2016	49.80	49.70	NA	-4.5916*	1	1
Men	50+	Leukaemia	2017	49.40	47.42	NA	-4.5916*	1	1
Men	50+	Leukaemia	2018	43.80	45.24	NA	-4.5916*	1	1
Men	50+	Leukaemia	2019	43.30	43.16	NA	-4.5916*	1	1
Men	50+	Liver	2001	15.20	15.18	NA	6.0941*	1	1
Men	50+	Liver	2002	16.90	16.10	NA	6.0941*	1	1
Men	50+	Liver	2003	16.70	17.08	NA	6.0941*	1	1
Men	50+	Liver	2004	17.20	18.12	NA	6.0941*	1	1
Men	50+	Liver	2005	19.30	19.23	NA	6.0941*	1	1
Men	50+	Liver	2006	20.90	20.40	NA	6.0941*	1	1
Men	50+	Liver	2007	21.90	21.64	NA	6.0941*	1	1
Men	50+	Liver	2008	22.60	22.96	NA	6.0941*	1	1
Men	50+	Liver	2009	24.30	24.36	NA	6.0941*	1	1
Men	50+	Liver	2010	25.90	25.85	NA	6.0941*	1	1
Men	50+	Liver	2011	26.60	27.42	NA	6.0941*	1	1
Men	50+	Liver	2012	29.20	29.09	NA	6.0941*	1	1
Men	50+	Liver	2013	32.40	30.87	NA	6.0941*	1	1
Men	50+	Liver	2014	32.70	32.75	Joinpoint 1	NA	1	1
Men	50+	Liver	2015	32.40	33.32	NA	1.7340	1	1
Men	50+	Liver	2016	34.70	33.89	NA	1.7340	1	1
Men	50+	Liver	2017	34.00	34.48	NA	1.7340	1	1
Men	50+	Liver	2018	34.30	35.08	NA	1.7340	1	1
Men	50+	Liver	2019	36.50	35.69	NA	1.7340	1	1
Men	50+	Lung	2001	243.90	242.37	NA	-2.6537	2	2
Men	50+	Lung	2002	233.00	235.94	NA	-2.6537	2	2
Men	50+	Lung	2003	227.30	229.68	Joinpoint 1	NA	2	2
Men	50+	Lung	2004	231.30	228.96	NA	-0.3131	2	2
Men	50+	Lung	2005	226.30	228.25	NA	-0.3131	2	2
Men	50+	Lung	2006	232.00	227.53	NA	-0.3131	2	2
Men	50+	Lung	2007	227.40	226.82	NA	-0.3131	2	2
Men	50+	Lung	2008	229.30	226.11	NA	-0.3131	2	2
Men	50+	Lung	2009	222.40	225.40	NA	-0.3131	2	2
Men	50+	Lung	2010	222.50	224.69	NA	-0.3131	2	2
Men	50+	Lung	2011	223.40	223.99	NA	-0.3131	2	2
Men	50+	Lung	2012	225.70	223.29	NA	-0.3131	2	2
Men	50+	Lung	2013	222.20	222.59	Joinpoint 2	NA	2	2
Men	50+	Lung	2014	218.70	219.29	NA	-1.4819*	2	2
Men	50+	Lung	2015	213.90	216.04	NA	-1.4819*	2	2
Men	50+	Lung	2016	215.80	212.84	NA	-1.4819*	2	2
Men	50+	Lung	2017	209.00	209.69	NA	-1.4819*	2	2
Men	50+	Lung	2018	205.40	206.58	NA	-1.4819*	2	2
Men	50+	Lung	2019	204.30	203.52	NA	-1.4819*	2	2
Men	50+	Melanoma	2001	27.10	26.40	NA	7.9397*	2	2
Men	50+	Melanoma	2002	28.40	28.50	NA	7.9397*	2	2
Men	50+	Melanoma	2003	30.20	30.76	NA	7.9397*	2	2
Men	50+	Melanoma	2004	32.40	33.21	NA	7.9397*	2	2
Men	50+	Melanoma	2005	35.90	35.84	NA	7.9397*	2	2
Men	50+	Melanoma	2006	39.50	38.69	NA	7.9397*	2	2
Men	50+	Melanoma	2007	41.10	41.76	NA	7.9397*	2	2
Men	50+	Melanoma	2008	46.50	45.08	Joinpoint 1	NA	2	2
Men	50+	Melanoma	2009	46.30	47.29	NA	4.9130*	2	2
Men	50+	Melanoma	2010	50.40	49.61	NA	4.9130*	2	2
Men	50+	Melanoma	2011	51.90	52.05	NA	4.9130*	2	2
Men	50+	Melanoma	2012	53.10	54.61	NA	4.9130*	2	2
Men	50+	Melanoma	2013	57.70	57.29	NA	4.9130*	2	2
Men	50+	Melanoma	2014	60.60	60.11	Joinpoint 2	NA	2	2
Men	50+	Melanoma	2015	63.10	61.49	NA	2.2954*	2	2
Men	50+	Melanoma	2016	62.00	62.90	NA	2.2954*	2	2
Men	50+	Melanoma	2017	62.60	64.34	NA	2.2954*	2	2
Men	50+	Melanoma	2018	66.90	65.82	NA	2.2954*	2	2
Men	50+	Melanoma	2019	67.60	67.33	NA	2.2954*	2	2
Men	50+	MultipleMyeloma	2001	22.80	22.18	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2002	22.90	22.84	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2003	24.10	23.53	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2004	24.50	24.23	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2005	24.00	24.96	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2006	25.20	25.71	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2007	25.70	26.48	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2008	28.10	27.27	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2009	28.50	28.09	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2010	27.50	28.93	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2011	27.60	29.80	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2012	28.90	30.69	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2013	36.10	31.61	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2014	34.20	32.55	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2015	34.10	33.53	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2016	34.40	34.53	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2017	36.10	35.57	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2018	35.40	36.63	NA	2.9957*	0	0
Men	50+	MultipleMyeloma	2019	37.40	37.73	NA	2.9957*	0	0
Men	50+	Non-Hodgkin Lymphoma	2001	47.80	46.05	NA	2.7549*	1	1
Men	50+	Non-Hodgkin Lymphoma	2002	46.80	47.32	NA	2.7549*	1	1
Men	50+	Non-Hodgkin Lymphoma	2003	47.90	48.62	NA	2.7549*	1	1
Men	50+	Non-Hodgkin Lymphoma	2004	50.20	49.96	NA	2.7549*	1	1
Men	50+	Non-Hodgkin Lymphoma	2005	50.30	51.34	NA	2.7549*	1	1
Men	50+	Non-Hodgkin Lymphoma	2006	52.50	52.75	NA	2.7549*	1	1
Men	50+	Non-Hodgkin Lymphoma	2007	53.40	54.20	NA	2.7549*	1	1
Men	50+	Non-Hodgkin Lymphoma	2008	55.20	55.70	NA	2.7549*	1	1
Men	50+	Non-Hodgkin Lymphoma	2009	58.80	57.23	NA	2.7549*	1	1
Men	50+	Non-Hodgkin Lymphoma	2010	58.20	58.81	NA	2.7549*	1	1
Men	50+	Non-Hodgkin Lymphoma	2011	60.90	60.43	Joinpoint 1	NA	1	1
Men	50+	Non-Hodgkin Lymphoma	2012	61.10	60.13	NA	-0.4868	1	1
Men	50+	Non-Hodgkin Lymphoma	2013	59.80	59.84	NA	-0.4868	1	1
Men	50+	Non-Hodgkin Lymphoma	2014	59.50	59.55	NA	-0.4868	1	1
Men	50+	Non-Hodgkin Lymphoma	2015	58.80	59.26	NA	-0.4868	1	1
Men	50+	Non-Hodgkin Lymphoma	2016	59.70	58.97	NA	-0.4868	1	1
Men	50+	Non-Hodgkin Lymphoma	2017	58.10	58.68	NA	-0.4868	1	1
Men	50+	Non-Hodgkin Lymphoma	2018	57.10	58.40	NA	-0.4868	1	1
Men	50+	Non-Hodgkin Lymphoma	2019	59.40	58.11	NA	-0.4868	1	1
Men	50+	Oesophagus	2001	48.20	47.94	NA	1.1544*	1	1
Men	50+	Oesophagus	2002	48.50	48.49	NA	1.1544*	1	1
Men	50+	Oesophagus	2003	49.10	49.05	NA	1.1544*	1	1
Men	50+	Oesophagus	2004	49.10	49.62	NA	1.1544*	1	1
Men	50+	Oesophagus	2005	50.30	50.19	NA	1.1544*	1	1
Men	50+	Oesophagus	2006	50.20	50.77	NA	1.1544*	1	1
Men	50+	Oesophagus	2007	51.10	51.35	NA	1.1544*	1	1
Men	50+	Oesophagus	2008	53.70	51.95	NA	1.1544*	1	1
Men	50+	Oesophagus	2009	51.90	52.55	NA	1.1544*	1	1
Men	50+	Oesophagus	2010	52.80	53.15	Joinpoint 1	NA	1	1
Men	50+	Oesophagus	2011	52.60	53.16	NA	0.0196	1	1
Men	50+	Oesophagus	2012	54.30	53.17	NA	0.0196	1	1
Men	50+	Oesophagus	2013	53.00	53.19	NA	0.0196	1	1
Men	50+	Oesophagus	2014	52.10	53.20	NA	0.0196	1	1
Men	50+	Oesophagus	2015	54.40	53.21	NA	0.0196	1	1
Men	50+	Oesophagus	2016	53.40	53.22	NA	0.0196	1	1
Men	50+	Oesophagus	2017	52.90	53.23	NA	0.0196	1	1
Men	50+	Oesophagus	2018	53.80	53.24	NA	0.0196	1	1
Men	50+	Oesophagus	2019	52.60	53.25	NA	0.0196	1	1
Men	50+	Oral	2001	30.30	28.69	NA	3.6833*	1	1
Men	50+	Oral	2002	28.40	29.74	NA	3.6833*	1	1
Men	50+	Oral	2003	31.70	30.84	NA	3.6833*	1	1
Men	50+	Oral	2004	31.00	31.97	NA	3.6833*	1	1
Men	50+	Oral	2005	31.80	33.15	NA	3.6833*	1	1
Men	50+	Oral	2006	35.20	34.37	NA	3.6833*	1	1
Men	50+	Oral	2007	34.70	35.64	NA	3.6833*	1	1
Men	50+	Oral	2008	37.50	36.95	NA	3.6833*	1	1
Men	50+	Oral	2009	39.30	38.31	NA	3.6833*	1	1
Men	50+	Oral	2010	39.90	39.72	NA	3.6833*	1	1
Men	50+	Oral	2011	40.70	41.19	NA	3.6833*	1	1
Men	50+	Oral	2012	43.40	42.70	NA	3.6833*	1	1
Men	50+	Oral	2013	44.60	44.28	Joinpoint 1	NA	1	1
Men	50+	Oral	2014	44.00	45.04	NA	1.7142*	1	1
Men	50+	Oral	2015	46.70	45.81	NA	1.7142*	1	1
Men	50+	Oral	2016	46.90	46.59	NA	1.7142*	1	1
Men	50+	Oral	2017	45.90	47.39	NA	1.7142*	1	1
Men	50+	Oral	2018	47.40	48.20	NA	1.7142*	1	1
Men	50+	Oral	2019	50.50	49.03	NA	1.7142*	1	1
Men	50+	Pancreas	2001	36.10	36.26	NA	1.4379*	0	0
Men	50+	Pancreas	2002	37.20	36.79	NA	1.4379*	0	0
Men	50+	Pancreas	2003	36.30	37.31	NA	1.4379*	0	0
Men	50+	Pancreas	2004	38.50	37.85	NA	1.4379*	0	0
Men	50+	Pancreas	2005	38.10	38.40	NA	1.4379*	0	0
Men	50+	Pancreas	2006	39.50	38.95	NA	1.4379*	0	0
Men	50+	Pancreas	2007	38.40	39.51	NA	1.4379*	0	0
Men	50+	Pancreas	2008	41.10	40.08	NA	1.4379*	0	0
Men	50+	Pancreas	2009	40.60	40.65	NA	1.4379*	0	0
Men	50+	Pancreas	2010	40.90	41.24	NA	1.4379*	0	0
Men	50+	Pancreas	2011	41.10	41.83	NA	1.4379*	0	0
Men	50+	Pancreas	2012	42.90	42.43	NA	1.4379*	0	0
Men	50+	Pancreas	2013	44.50	43.04	NA	1.4379*	0	0
Men	50+	Pancreas	2014	43.40	43.66	NA	1.4379*	0	0
Men	50+	Pancreas	2015	44.20	44.29	NA	1.4379*	0	0
Men	50+	Pancreas	2016	45.50	44.92	NA	1.4379*	0	0
Men	50+	Pancreas	2017	46.30	45.57	NA	1.4379*	0	0
Men	50+	Pancreas	2018	45.50	46.23	NA	1.4379*	0	0
Men	50+	Pancreas	2019	45.90	46.89	NA	1.4379*	0	0
Men	50+	Prostate	2001	371.80	372.01	NA	1.3902*	0	0
Men	50+	Prostate	2002	372.00	377.18	NA	1.3902*	0	0
Men	50+	Prostate	2003	372.50	382.42	NA	1.3902*	0	0
Men	50+	Prostate	2004	400.40	387.74	NA	1.3902*	0	0
Men	50+	Prostate	2005	385.60	393.13	NA	1.3902*	0	0
Men	50+	Prostate	2006	402.10	398.59	NA	1.3902*	0	0
Men	50+	Prostate	2007	400.30	404.14	NA	1.3902*	0	0
Men	50+	Prostate	2008	401.20	409.75	NA	1.3902*	0	0
Men	50+	Prostate	2009	433.80	415.45	NA	1.3902*	0	0
Men	50+	Prostate	2010	429.00	421.23	NA	1.3902*	0	0
Men	50+	Prostate	2011	425.30	427.08	NA	1.3902*	0	0
