"incmort"	"Cancer label"	"Sex"	"Year"	"ASR (World)"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
"Mortality"	Breast	2	2012	15.66	16.77	NA	-1.5816*	0	0
"Mortality"	Breast	2	2013	16.66	16.50	NA	-1.5816*	0	0
"Mortality"	Breast	2	2014	17.35	16.24	NA	-1.5816*	0	0
"Mortality"	Breast	2	2015	15.59	15.99	NA	-1.5816*	0	0
"Mortality"	Breast	2	2016	15.19	15.73	NA	-1.5816*	0	0
"Incidence"	Colorectum	2	1993	29.64	29.88	NA	-1.0607*	1	1
"Incidence"	Colorectum	2	1994	28.20	29.56	NA	-1.0607*	1	1
"Incidence"	Colorectum	2	1995	31.57	29.25	NA	-1.0607*	1	1
"Incidence"	Colorectum	2	1996	29.38	28.94	NA	-1.0607*	1	1
"Incidence"	Colorectum	2	1997	27.59	28.63	NA	-1.0607*	1	1
"Incidence"	Colorectum	2	1998	29.50	28.33	NA	-1.0607*	1	1
"Incidence"	Colorectum	2	1999	27.59	28.03	NA	-1.0607*	1	1
"Incidence"	Colorectum	2	2000	27.01	27.73	NA	-1.0607*	1	1
"Incidence"	Colorectum	2	2001	26.82	27.44	NA	-1.0607*	1	1
"Incidence"	Colorectum	2	2002	27.31	27.15	NA	-1.0607*	1	1
"Incidence"	Colorectum	2	2003	26.24	26.86	NA	-1.0607*	1	1
"Incidence"	Colorectum	2	2004	28.65	26.57	NA	-1.0607*	1	1
"Incidence"	Colorectum	2	2005	24.30	26.29	Joinpoint 1	NA	1	1
"Incidence"	Colorectum	2	2006	26.78	26.77	NA	1.8367*	1	1
"Incidence"	Colorectum	2	2007	29.25	27.27	NA	1.8367*	1	1
"Incidence"	Colorectum	2	2008	28.81	27.77	NA	1.8367*	1	1
"Incidence"	Colorectum	2	2009	25.75	28.28	NA	1.8367*	1	1
"Incidence"	Colorectum	2	2010	29.11	28.80	NA	1.8367*	1	1
"Incidence"	Colorectum	2	2011	30.83	29.33	NA	1.8367*	1	1
"Incidence"	Colorectum	2	2012	29.94	29.86	NA	1.8367*	1	1
"Incidence"	Colorectum	2	2013	29.48	30.41	NA	1.8367*	1	1
"Mortality"	Colorectum	2	1996	11.84	11.62	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	1997	12.79	11.42	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	1998	11.06	11.24	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	1999	10.63	11.05	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2000	11.81	10.87	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2001	9.11	10.69	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2002	9.29	10.52	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2003	11.86	10.35	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2004	10.58	10.18	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2005	10.61	10.01	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2006	8.79	9.84	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2007	9.62	9.68	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2008	9.68	9.52	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2009	9.88	9.37	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2010	8.55	9.21	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2011	8.37	9.06	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2012	8.27	8.91	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2013	9.15	8.77	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2014	9.19	8.62	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2015	8.12	8.48	NA	-1.6405*	0	0
"Mortality"	Colorectum	2	2016	9.31	8.34	NA	-1.6405*	0	0
"Incidence"	Lung	2	1993	24.24	22.97	NA	-0.1192	1	1
"Incidence"	Lung	2	1994	22.66	22.94	NA	-0.1192	1	1
"Incidence"	Lung	2	1995	23.32	22.91	NA	-0.1192	1	1
"Incidence"	Lung	2	1996	22.13	22.89	NA	-0.1192	1	1
"Incidence"	Lung	2	1997	22.12	22.86	NA	-0.1192	1	1
"Incidence"	Lung	2	1998	21.68	22.83	NA	-0.1192	1	1
"Incidence"	Lung	2	1999	23.67	22.80	NA	-0.1192	1	1
"Incidence"	Lung	2	2000	23.46	22.78	NA	-0.1192	1	1
"Incidence"	Lung	2	2001	21.35	22.75	NA	-0.1192	1	1
"Incidence"	Lung	2	2002	22.98	22.72	NA	-0.1192	1	1
"Incidence"	Lung	2	2003	23.77	22.69	NA	-0.1192	1	1
"Incidence"	Lung	2	2004	22.69	22.67	Joinpoint 1	NA	1	1
"Incidence"	Lung	2	2005	24.02	23.25	NA	2.5725*	1	1
"Incidence"	Lung	2	2006	22.80	23.85	NA	2.5725*	1	1
"Incidence"	Lung	2	2007	26.04	24.46	NA	2.5725*	1	1
"Incidence"	Lung	2	2008	24.04	25.09	NA	2.5725*	1	1
"Incidence"	Lung	2	2009	26.91	25.74	NA	2.5725*	1	1
"Incidence"	Lung	2	2010	23.94	26.40	NA	2.5725*	1	1
"Incidence"	Lung	2	2011	26.12	27.08	NA	2.5725*	1	1
"Incidence"	Lung	2	2012	29.52	27.78	NA	2.5725*	1	1
"Incidence"	Lung	2	2013	29.04	28.49	NA	2.5725*	1	1
"Mortality"	Lung	2	1996	19.22	18.22	NA	0.8722*	0	0
"Mortality"	Lung	2	1997	17.54	18.38	NA	0.8722*	0	0
"Mortality"	Lung	2	1998	19.38	18.54	NA	0.8722*	0	0
"Mortality"	Lung	2	1999	18.95	18.70	NA	0.8722*	0	0
"Mortality"	Lung	2	2000	20.91	18.86	NA	0.8722*	0	0
"Mortality"	Lung	2	2001	18.02	19.03	NA	0.8722*	0	0
"Mortality"	Lung	2	2002	19.10	19.19	NA	0.8722*	0	0
"Mortality"	Lung	2	2003	19.03	19.36	NA	0.8722*	0	0
"Mortality"	Lung	2	2004	19.63	19.53	NA	0.8722*	0	0
"Mortality"	Lung	2	2005	18.27	19.70	NA	0.8722*	0	0
"Mortality"	Lung	2	2006	19.08	19.87	NA	0.8722*	0	0
"Mortality"	Lung	2	2007	19.34	20.04	NA	0.8722*	0	0
"Mortality"	Lung	2	2008	19.61	20.22	NA	0.8722*	0	0
"Mortality"	Lung	2	2009	21.32	20.40	NA	0.8722*	0	0
"Mortality"	Lung	2	2010	21.06	20.57	NA	0.8722*	0	0
"Mortality"	Lung	2	2011	18.64	20.75	NA	0.8722*	0	0
"Mortality"	Lung	2	2012	21.71	20.93	NA	0.8722*	0	0
"Mortality"	Lung	2	2013	19.67	21.12	NA	0.8722*	0	0
"Mortality"	Lung	2	2014	22.73	21.30	NA	0.8722*	0	0
"Mortality"	Lung	2	2015	21.79	21.49	NA	0.8722*	0	0
"Mortality"	Lung	2	2016	23.51	21.67	NA	0.8722*	0	0
"Incidence"	Oesophagus	2	1993	3.42	3.32	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	1994	2.99	3.31	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	1995	3.32	3.30	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	1996	3.35	3.29	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	1997	3.97	3.29	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	1998	2.78	3.28	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	1999	3.70	3.27	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	2000	4.05	3.27	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	2001	3.46	3.26	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	2002	3.13	3.25	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	2003	2.99	3.25	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	2004	2.51	3.24	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	2005	2.52	3.23	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	2006	3.49	3.22	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	2007	3.80	3.22	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	2008	2.95	3.21	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	2009	2.72	3.20	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	2010	3.19	3.20	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	2011	3.05	3.19	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	2012	4.17	3.18	NA	-0.2159	0	0
"Incidence"	Oesophagus	2	2013	3.26	3.18	NA	-0.2159	0	0
"Mortality"	Oesophagus	2	1996	2.84	3.01	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	1997	2.85	2.99	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	1998	3.23	2.96	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	1999	3.33	2.93	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2000	3.18	2.90	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2001	3.41	2.87	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2002	2.54	2.84	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2003	2.66	2.82	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2004	2.46	2.79	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2005	2.62	2.76	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2006	2.06	2.73	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2007	2.76	2.71	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2008	3.20	2.68	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2009	2.77	2.65	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2010	2.60	2.63	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2011	2.63	2.60	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2012	2.25	2.58	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2013	2.56	2.55	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2014	2.70	2.53	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2015	2.50	2.50	NA	-0.9730*	0	0
"Mortality"	Oesophagus	2	2016	2.70	2.48	NA	-0.9730*	0	0
"Incidence"	Pancreas	2	1993	5.15	4.92	NA	-4.5118	1	1
"Incidence"	Pancreas	2	1994	4.92	4.69	NA	-4.5118	1	1
"Incidence"	Pancreas	2	1995	3.82	4.48	NA	-4.5118	1	1
"Incidence"	Pancreas	2	1996	4.14	4.28	NA	-4.5118	1	1
"Incidence"	Pancreas	2	1997	4.66	4.09	NA	-4.5118	1	1
"Incidence"	Pancreas	2	1998	3.64	3.90	Joinpoint 1	NA	1	1
"Incidence"	Pancreas	2	1999	3.19	4.02	NA	2.9563*	1	1
"Incidence"	Pancreas	2	2000	5.23	4.14	NA	2.9563*	1	1
"Incidence"	Pancreas	2	2001	3.97	4.26	NA	2.9563*	1	1
"Incidence"	Pancreas	2	2002	4.84	4.38	NA	2.9563*	1	1
"Incidence"	Pancreas	2	2003	5.23	4.51	NA	2.9563*	1	1
"Incidence"	Pancreas	2	2004	4.77	4.65	NA	2.9563*	1	1
"Incidence"	Pancreas	2	2005	4.00	4.79	NA	2.9563*	1	1
"Incidence"	Pancreas	2	2006	5.36	4.93	NA	2.9563*	1	1
"Incidence"	Pancreas	2	2007	4.59	5.07	NA	2.9563*	1	1
"Incidence"	Pancreas	2	2008	5.85	5.22	NA	2.9563*	1	1
"Incidence"	Pancreas	2	2009	5.36	5.38	NA	2.9563*	1	1
"Incidence"	Pancreas	2	2010	5.03	5.54	NA	2.9563*	1	1
"Incidence"	Pancreas	2	2011	5.66	5.70	NA	2.9563*	1	1
"Incidence"	Pancreas	2	2012	5.93	5.87	NA	2.9563*	1	1
"Incidence"	Pancreas	2	2013	6.10	6.04	NA	2.9563*	1	1
"Mortality"	Pancreas	2	1996	4.12	4.15	NA	1.3797*	0	0
"Mortality"	Pancreas	2	1997	4.45	4.21	NA	1.3797*	0	0
"Mortality"	Pancreas	2	1998	3.64	4.27	NA	1.3797*	0	0
"Mortality"	Pancreas	2	1999	3.61	4.33	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2000	5.14	4.39	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2001	4.87	4.45	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2002	4.54	4.51	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2003	5.16	4.57	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2004	4.14	4.63	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2005	4.37	4.70	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2006	5.11	4.76	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2007	4.73	4.83	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2008	5.55	4.89	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2009	5.00	4.96	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2010	4.55	5.03	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2011	5.23	5.10	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2012	6.17	5.17	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2013	5.73	5.24	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2014	4.46	5.31	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2015	4.92	5.39	NA	1.3797*	0	0
"Mortality"	Pancreas	2	2016	5.41	5.46	NA	1.3797*	0	0
