"variable"	"age_group"	"sex"	"cancer_site"	"rate_type"	"Model"	"#Obs"	"#Param"	"DF"	"SSE"	"MSE"	"Auto Corr"	"Segment"	"Joinpoint"	"Joinpoint 95% LCL"	"Joinpoint 95% UCL"	"Intercept Estimate"	"Intercept Std Error"	"Intercept Test Statistic"	"Intercept P-Value"	"Slope Estimate"	"Slope Std Error"	"Slope Test Statistic"	"Slope P-Value"	"SlopeChg Estimate"	"SlopeChg Std Error"	"SlopeChg Test Statistic"	"SlopeChg P-Value"	"Covar-Int vs Int"	"Covar-Int vs Slope"	"Covar-Slope vs Slope"	"Corr-Int vs Int"	"Corr-Int vs Slope"	"Corr-Slope vs Slope"
BMI	50+	Men	Liver	non_attributable_rate	1	15	4	11	0.006493	0.000590	Uncorrelated	1	2014	2012	2016	-23.588759	15.921685	-1.481549	0.169269	0.013307	0.007894	1.685823	0.122728	-0.039483	0.008526	-4.630755	0.000935	0.000010	0.000000	0.000062	1.000000	0.000000	1.000000
BMI	50+	Men	MultipleMyeloma	Rate	0	15	2	13	0.036128	0.002779	Uncorrelated	0	NA	NA	NA	-60.500373	6.338713	-9.544583	0.000000	0.031769	0.003150	10.084080	0.000000	NA	NA	NA	NA	40.179280	-0.019970	0.000010	1.000000	-0.999998	1.000000
BMI	50+	Men	MultipleMyeloma	attributable_rate	0	15	2	13	0.038581	0.002968	Uncorrelated	0	NA	NA	NA	-86.123381	6.550352	-13.147901	0.000000	0.043367	0.003256	13.320500	0.000000	NA	NA	NA	NA	42.907113	-0.021326	0.000011	1.000000	-0.999998	1.000000
BMI	50+	Men	MultipleMyeloma	non_attributable_rate	0	15	2	13	0.036103	0.002777	Uncorrelated	0	NA	NA	NA	-57.993433	6.336490	-9.152297	0.000000	0.030470	0.003149	9.675091	0.000000	NA	NA	NA	NA	40.151101	-0.019956	0.000010	1.000000	-0.999998	1.000000
BMI	50+	Men	Pancreas	Rate	0	15	2	13	0.004464	0.000343	Uncorrelated	0	NA	NA	NA	-24.617291	2.228146	-11.048328	0.000000	0.014098	0.001107	12.730535	0.000000	NA	NA	NA	NA	4.964635	-0.002468	0.000001	1.000000	-0.999998	1.000000
BMI	50+	Men	Pancreas	attributable_rate	1	15	4	11	0.004350	0.000395	Uncorrelated	0	NA	NA	NA	-79.884538	5.192751	-15.383857	0.000000	0.040589	0.002585	15.699530	0.000000	NA	NA	NA	NA	26.964663	0.000000	65.231710	1.000000	0.000000	1.000000
BMI	50+	Men	Pancreas	attributable_rate	1	15	4	11	0.004350	0.000395	Uncorrelated	1	2013	2010	2017	-47.726148	8.076615	-5.909177	0.000149	0.024614	0.004005	6.145412	0.000109	-0.015975	0.004767	-3.351087	0.007352	0.000007	0.000000	0.000016	1.000000	0.000000	1.000000
BMI	50+	Men	Pancreas	non_attributable_rate	0	15	2	13	0.004400	0.000338	Uncorrelated	0	NA	NA	NA	-18.391111	2.212127	-8.313768	0.000001	0.010930	0.001099	9.941333	0.000000	NA	NA	NA	NA	4.893506	-0.002432	0.000001	1.000000	-0.999998	1.000000
BMI	50+	Men	Thyroid	Rate	1	15	4	11	0.043644	0.003968	Uncorrelated	0	NA	NA	NA	-132.613060	16.934066	-7.831141	0.000014	0.066706	0.008429	7.913738	0.000013	NA	NA	NA	NA	286.762604	0.000000	1734.303837	1.000000	0.000000	1.000000
BMI	50+	Men	Thyroid	Rate	1	15	4	11	0.043644	0.003968	Uncorrelated	1	2014	2007	2017	-32.879143	41.644974	-0.789510	0.448129	0.017185	0.020647	0.832341	0.424648	-0.049520	0.022301	-2.220514	0.050650	0.000071	0.000000	0.000426	1.000000	0.000000	1.000000
BMI	50+	Men	Thyroid	attributable_rate	1	15	4	11	0.046239	0.004204	Uncorrelated	0	NA	NA	NA	-171.077272	17.289849	-9.894665	0.000002	0.084709	0.008606	9.842855	0.000002	NA	NA	NA	NA	298.938890	0.000000	1807.944470	1.000000	0.000000	1.000000
BMI	50+	Men	Thyroid	attributable_rate	1	15	4	11	0.046239	0.004204	Uncorrelated	1	2014	2009	2017	-55.340703	42.519930	-1.301524	0.222264	0.027243	0.021081	1.292337	0.225304	-0.057466	0.022770	-2.523778	0.030191	0.000074	0.000000	0.000444	1.000000	0.000000	1.000000
BMI	50+	Men	Thyroid	non_attributable_rate	1	15	4	11	0.043531	0.003957	Uncorrelated	0	NA	NA	NA	-128.621952	16.908682	-7.606858	0.000018	0.064666	0.008416	7.683284	0.000017	NA	NA	NA	NA	285.903537	0.000000	1729.108309	1.000000	0.000000	1.000000
BMI	50+	Men	Thyroid	non_attributable_rate	1	15	4	11	0.043531	0.003957	Uncorrelated	1	2014	2007	2017	-30.285541	41.582548	-0.728323	0.483122	0.015840	0.020616	0.768316	0.460059	-0.048826	0.022268	-2.192686	0.053094	0.000071	0.000000	0.000425	1.000000	0.000000	1.000000
BMI	50+	Women	Breast	Rate	0	15	2	13	0.003940	0.000303	Uncorrelated	0	NA	NA	NA	-1.773090	2.093172	-0.847083	0.412272	0.003795	0.001040	3.648268	0.002947	NA	NA	NA	NA	4.381369	-0.002178	0.000001	1.000000	-0.999998	1.000000
BMI	50+	Women	Breast	attributable_rate	1	15	4	11	0.002517	0.000229	Uncorrelated	0	NA	NA	NA	-26.163366	3.602301	-7.262960	0.000027	0.014680	0.001793	8.186905	0.000010	NA	NA	NA	NA	12.976570	0.000000	78.480646	1.000000	0.000000	1.000000
BMI	50+	Women	Breast	attributable_rate	1	15	4	11	0.002517	0.000229	Uncorrelated	1	2014	2007	2016	1.572710	8.858930	0.177528	0.862638	0.000908	0.004392	0.206765	0.840343	-0.013772	0.004744	-2.902932	0.015754	0.000003	0.000000	0.000019	1.000000	0.000000	1.000000
BMI	50+	Women	Breast	non_attributable_rate	0	15	2	13	0.004006	0.000308	Uncorrelated	0	NA	NA	NA	-0.669721	2.110852	-0.317275	0.756073	0.003205	0.001049	3.054601	0.009218	NA	NA	NA	NA	4.455696	-0.002215	0.000001	1.000000	-0.999998	1.000000
BMI	50+	Women	Colorectum	Rate	2	15	6	9	0.001345	0.000149	Uncorrelated	0	NA	NA	NA	-11.639827	6.098475	-1.908646	0.097953	0.008297	0.003038	2.731065	0.029294	NA	NA	NA	NA	37.191393	0.000000	0.000016	1.000000	0.000000	1.000000
BMI	50+	Women	Colorectum	Rate	2	15	6	9	0.001345	0.000149	Uncorrelated	1	2011	2007	2013	33.236125	8.093644	4.106447	0.004536	-0.014019	0.004019	-3.488373	0.010151	-0.022315	0.005038	-4.429653	0.003046	0.000009	0.000000	1316.002146	1.000000	0.000000	1.000000
BMI	50+	Women	Colorectum	Rate	2	15	6	9	0.001345	0.000149	Uncorrelated	2	2017	2013	2017	-37.800947	36.276744	-1.042016	0.332050	0.021200	0.017972	1.179631	0.276679	0.035219	0.018416	1.912427	0.097409	65.507076	0.000000	0.000323	1.000000	0.000000	1.000000
BMI	50+	Women	Colorectum	attributable_rate	2	15	6	9	0.001719	0.000191	Uncorrelated	0	NA	NA	NA	-61.161590	11.841754	-5.164910	0.001302	0.032089	0.005902	5.437305	0.000969	NA	NA	NA	NA	140.227129	0.000000	0.000006	1.000000	0.000000	1.000000
BMI	50+	Women	Colorectum	attributable_rate	2	15	6	9	0.001719	0.000191	Uncorrelated	1	2009	2007	2012	15.035262	5.020266	2.994913	0.020086	-0.005838	0.002494	-2.341065	0.051764	-0.037928	0.006407	-5.919736	0.000588	0.000035	0.000000	1419.093834	1.000000	0.000000	1.000000
BMI	50+	Women	Colorectum	attributable_rate	2	15	6	9	0.001719	0.000191	Uncorrelated	2	2017	2010	2017	-37.400057	37.670862	-0.992811	0.353873	0.020158	0.018663	1.080130	0.315888	0.025997	0.018829	1.380695	0.209846	25.203075	0.000000	0.000348	1.000000	0.000000	1.000000
BMI	50+	Women	Colorectum	non_attributable_rate	2	15	6	9	0.001183	0.000131	Uncorrelated	0	NA	NA	NA	-6.966206	5.914145	-1.177889	0.277330	0.005875	0.002946	1.994378	0.086332	NA	NA	NA	NA	34.977106	0.000000	0.000015	1.000000	0.000000	1.000000
BMI	50+	Women	Colorectum	non_attributable_rate	2	15	6	9	0.001183	0.000131	Uncorrelated	1	2011	2007	2013	34.506585	7.849009	4.396298	0.003171	-0.014747	0.003897	-3.784100	0.006855	-0.020623	0.004885	-4.221323	0.003930	0.000009	0.000000	1237.650532	1.000000	0.000000	1.000000
BMI	50+	Women	Colorectum	non_attributable_rate	2	15	6	9	0.001183	0.000131	Uncorrelated	2	2017	2015	2017	-36.126114	35.180258	-1.026886	0.338644	0.020271	0.017429	1.163079	0.282908	0.035019	0.017859	1.960808	0.090712	61.606942	0.000000	0.000304	1.000000	0.000000	1.000000
BMI	50+	Women	Endometrium	Rate	1	15	4	11	0.002682	0.000244	Uncorrelated	0	NA	NA	NA	-43.336601	5.961552	-7.269349	0.000027	0.023636	0.002969	7.961321	0.000012	NA	NA	NA	NA	35.540101	0.000000	35.823853	1.000000	0.000000	1.000000
BMI	50+	Women	Endometrium	Rate	1	15	4	11	0.002682	0.000244	Uncorrelated	1	2012	2009	2014	0.189782	5.985303	0.031708	0.975329	0.002003	0.002969	0.674650	0.515192	-0.021633	0.004199	-5.152455	0.000430	0.000009	0.000000	0.000009	1.000000	0.000000	1.000000
BMI	50+	Women	Endometrium	attributable_rate	1	15	4	11	0.002602	0.000237	Uncorrelated	0	NA	NA	NA	-85.608710	9.942444	-8.610429	0.000006	0.044167	0.004954	8.915592	0.000005	NA	NA	NA	NA	98.852190	0.000000	16.606989	1.000000	0.000000	1.000000
BMI	50+	Women	Endometrium	attributable_rate	1	15	4	11	0.002602	0.000237	Uncorrelated	1	2010	2009	2012	-17.486597	4.075167	-4.291013	0.001584	0.010275	0.002022	5.080658	0.000477	-0.033892	0.005351	-6.333926	0.000085	0.000025	0.000000	0.000004	1.000000	0.000000	1.000000
BMI	50+	Women	Endometrium	non_attributable_rate	1	15	4	11	0.003007	0.000273	Uncorrelated	0	NA	NA	NA	-28.463417	5.277945	-5.392898	0.000304	0.016016	0.002628	6.094905	0.000116	NA	NA	NA	NA	27.856702	0.000000	67.389690	1.000000	0.000000	1.000000
BMI	50+	Women	Endometrium	non_attributable_rate	1	15	4	11	0.003007	0.000273	Uncorrelated	1	2013	2010	2015	9.093001	8.209122	1.107670	0.293935	-0.002641	0.004071	-0.648674	0.531163	-0.018657	0.004845	-3.850421	0.003210	0.000007	0.000000	0.000017	1.000000	0.000000	1.000000
BMI	50+	Women	Gallbladder	Rate	0	15	2	13	0.020992	0.001615	Uncorrelated	0	NA	NA	NA	-56.674152	4.831710	-11.729626	0.000000	0.029265	0.002401	12.186271	0.000000	NA	NA	NA	NA	23.345421	-0.011603	0.000006	1.000000	-0.999998	1.000000
BMI	50+	Women	Gallbladder	attributable_rate	1	15	4	11	0.014138	0.001285	Uncorrelated	0	NA	NA	NA	-115.689085	21.114846	-5.479040	0.000270	0.057902	0.010521	5.503714	0.000260	NA	NA	NA	NA	445.836721	0.000000	74.899762	1.000000	0.000000	1.000000
BMI	50+	Women	Gallbladder	attributable_rate	1	15	4	11	0.014138	0.001285	Uncorrelated	1	2010	2007	2014	-57.012389	8.654465	-6.587627	0.000062	0.028710	0.004295	6.684486	0.000055	-0.029192	0.011364	-2.568951	0.027941	0.000111	0.000000	0.000018	1.000000	0.000000	1.000000
BMI	50+	Women	Gallbladder	non_attributable_rate	0	15	2	13	0.020567	0.001582	Uncorrelated	0	NA	NA	NA	-52.087764	4.782589	-10.891123	0.000000	0.026857	0.002377	11.298596	0.000000	NA	NA	NA	NA	22.873156	-0.011368	0.000006	1.000000	-0.999998	1.000000
BMI	50+	Women	Kidney	Rate	1	15	4	11	0.012985	0.001180	Uncorrelated	0	NA	NA	NA	-86.808315	8.622854	-10.067237	0.000001	0.044806	0.004292	10.439143	0.000001	NA	NA	NA	NA	74.353612	0.000000	449.681208	1.000000	0.000000	1.000000
BMI	50+	Women	Kidney	Rate	1	15	4	11	0.012985	0.001180	Uncorrelated	1	2014	2011	2015	19.115425	21.205688	0.901429	0.388555	-0.007788	0.010513	-0.740742	0.475883	-0.052594	0.011356	-4.631419	0.000934	0.000018	0.000000	0.000111	1.000000	0.000000	1.000000
BMI	50+	Women	Kidney	attributable_rate	2	15	6	9	0.010272	0.001141	Uncorrelated	0	NA	NA	NA	-163.257430	50.358727	-3.241890	0.014216	0.082271	0.025104	3.277194	0.013539	NA	NA	NA	NA	2536.001402	0.000000	0.000126	1.000000	0.000000	1.000000
BMI	50+	Women	Kidney	attributable_rate	2	15	6	9	0.010272	0.001141	Uncorrelated	1	2008	2007	2014	-84.595251	22.577246	-3.746925	0.007197	0.043096	0.011227	3.838686	0.006385	-0.039174	0.027500	-1.424518	0.197315	0.000630	0.000000	512.778214	1.000000	0.000000	1.000000
BMI	50+	Women	Kidney	attributable_rate	2	15	6	9	0.010272	0.001141	Uncorrelated	2	2014	2010	2017	2.232217	22.644607	0.098576	0.924238	-0.000016	0.011227	-0.001382	0.998936	-0.043112	0.015877	-2.715338	0.029967	509.732015	0.000000	0.000126	1.000000	0.000000	1.000000
BMI	50+	Women	Kidney	non_attributable_rate	1	15	4	11	0.012114	0.001101	Uncorrelated	0	NA	NA	NA	-80.523091	8.269865	-9.736929	0.000002	0.041510	0.004116	10.083939	0.000001	NA	NA	NA	NA	68.390666	0.000000	413.618067	1.000000	0.000000	1.000000
BMI	50+	Women	Kidney	non_attributable_rate	1	15	4	11	0.012114	0.001101	Uncorrelated	1	2014	2012	2015	21.040408	20.337602	1.034557	0.325246	-0.008919	0.010083	-0.884567	0.397160	-0.050429	0.010891	-4.630320	0.000936	0.000017	0.000000	0.000102	1.000000	0.000000	1.000000
BMI	50+	Women	Liver	Rate	1	15	4	11	0.023030	0.002094	Uncorrelated	0	NA	NA	NA	-109.939404	14.505075	-7.579375	0.000019	0.055985	0.007222	7.752193	0.000015	NA	NA	NA	NA	210.397211	0.000000	508.983551	1.000000	0.000000	1.000000
BMI	50+	Women	Liver	Rate	1	15	4	11	0.023030	0.002094	Uncorrelated	1	2013	2009	2016	-13.722591	22.560664	-0.608253	0.556582	0.008187	0.011188	0.731798	0.481090	-0.047798	0.013316	-3.589384	0.004934	0.000052	0.000000	0.000125	1.000000	0.000000	1.000000
BMI	50+	Women	Liver	attributable_rate	1	15	4	11	0.026301	0.002391	Uncorrelated	0	NA	NA	NA	-136.331202	15.599126	-8.739669	0.000005	0.068379	0.007767	8.804244	0.000005	NA	NA	NA	NA	243.332728	0.000000	588.659685	1.000000	0.000000	1.000000
BMI	50+	Women	Liver	attributable_rate	1	15	4	11	0.026301	0.002391	Uncorrelated	1	2013	2008	2015	-24.685543	24.262310	-1.017444	0.332926	0.012916	0.012032	1.073504	0.308266	-0.055462	0.014321	-3.872848	0.003095	0.000060	0.000000	0.000145	1.000000	0.000000	1.000000
BMI	50+	Women	Liver	non_attributable_rate	1	15	4	11	0.022877	0.002080	Uncorrelated	0	NA	NA	NA	-103.053828	14.337439	-7.187743	0.000030	0.052431	0.007138	7.344941	0.000025	NA	NA	NA	NA	205.562159	0.000000	497.286809	1.000000	0.000000	1.000000
BMI	50+	Women	Liver	non_attributable_rate	1	15	4	11	0.022877	0.002080	Uncorrelated	1	2013	2009	2016	-10.841698	22.299928	-0.486176	0.637320	0.006623	0.011059	0.598862	0.562585	-0.045808	0.013163	-3.480209	0.005919	0.000051	0.000000	0.000122	1.000000	0.000000	1.000000
BMI	50+	Women	MultipleMyeloma	Rate	0	15	2	13	0.046605	0.003585	Uncorrelated	0	NA	NA	NA	-48.479515	7.199403	-6.733824	0.000014	0.025616	0.003578	7.158929	0.000007	NA	NA	NA	NA	51.831409	-0.025761	0.000013	1.000000	-0.999998	1.000000
BMI	50+	Women	MultipleMyeloma	attributable_rate	0	15	2	13	0.046128	0.003548	Uncorrelated	0	NA	NA	NA	-63.830675	7.162415	-8.911893	0.000001	0.032077	0.003560	9.010701	0.000001	NA	NA	NA	NA	51.300191	-0.025497	0.000013	1.000000	-0.999998	1.000000
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	0	15	2	13	0.046860	0.003605	Uncorrelated	0	NA	NA	NA	-47.226064	7.219041	-6.541875	0.000019	0.024944	0.003588	6.951973	0.000010	NA	NA	NA	NA	52.114558	-0.025902	0.000013	1.000000	-0.999998	1.000000
BMI	50+	Women	Pancreas	Rate	1	15	4	11	0.001890	0.000172	Uncorrelated	0	NA	NA	NA	-20.101436	3.919460	-5.128624	0.000445	0.011809	0.001951	6.051293	0.000123	NA	NA	NA	NA	15.362163	0.000000	37.163460	1.000000	0.000000	1.000000
BMI	50+	Women	Pancreas	Rate	1	15	4	11	0.001890	0.000172	Uncorrelated	1	2013	2010	2016	4.598469	6.096184	0.754319	0.468048	-0.000461	0.003023	-0.152652	0.881709	-0.012270	0.003598	-3.410028	0.006658	0.000004	0.000000	0.000009	1.000000	0.000000	1.000000
BMI	50+	Women	Pancreas	attributable_rate	1	15	4	11	0.002670	0.000243	Uncorrelated	0	NA	NA	NA	-48.025892	7.390167	-6.498620	0.000069	0.024647	0.003681	6.695212	0.000054	NA	NA	NA	NA	54.614574	0.000000	22.937815	1.000000	0.000000	1.000000
BMI	50+	Women	Pancreas	attributable_rate	1	15	4	11	0.002670	0.000243	Uncorrelated	1	2011	2007	2015	-10.701579	4.789344	-2.234456	0.049467	0.006087	0.002376	2.561535	0.028299	-0.018560	0.004382	-4.235916	0.001728	0.000014	0.000000	0.000006	1.000000	0.000000	1.000000
BMI	50+	Women	Pancreas	non_attributable_rate	1	15	4	11	0.001951	0.000177	Uncorrelated	0	NA	NA	NA	-17.797024	3.881715	-4.584835	0.001003	0.010599	0.001933	5.484366	0.000268	NA	NA	NA	NA	15.067711	0.000000	36.451134	1.000000	0.000000	1.000000
BMI	50+	Women	Pancreas	non_attributable_rate	1	15	4	11	0.001951	0.000177	Uncorrelated	1	2013	2010	2016	5.304252	6.037477	0.878554	0.400260	-0.000877	0.002994	-0.292824	0.775643	-0.011476	0.003564	-3.220336	0.009170	0.000004	0.000000	0.000009	1.000000	0.000000	1.000000
BMI	50+	Women	Thyroid	Rate	1	15	4	11	0.016136	0.001467	Uncorrelated	0	NA	NA	NA	-110.926884	10.308097	-10.761141	0.000001	0.056242	0.005131	10.961368	0.000001	NA	NA	NA	NA	106.256868	0.000000	642.628051	1.000000	0.000000	1.000000
BMI	50+	Women	Thyroid	Rate	1	15	4	11	0.016136	0.001467	Uncorrelated	1	2014	2011	2016	-40.642204	25.350109	-1.603236	0.139965	0.021344	0.012568	1.698270	0.120303	-0.034898	0.013575	-2.570715	0.027856	0.000026	0.000000	0.000158	1.000000	0.000000	1.000000
BMI	50+	Women	Thyroid	attributable_rate	1	15	4	11	0.013204	0.001200	Uncorrelated	0	NA	NA	NA	-134.980218	9.392030	-14.371783	0.000000	0.067067	0.004675	14.346021	0.000000	NA	NA	NA	NA	88.210226	0.000000	533.484251	1.000000	0.000000	1.000000
BMI	50+	Women	Thyroid	attributable_rate	1	15	4	11	0.013204	0.001200	Uncorrelated	1	2014	2011	2016	-49.733349	23.097278	-2.153213	0.056756	0.024740	0.011451	2.160464	0.056066	-0.042327	0.012369	-3.422085	0.006525	0.000022	0.000000	0.000131	1.000000	0.000000	1.000000
BMI	50+	Women	Thyroid	non_attributable_rate	1	15	4	11	0.016710	0.001519	Uncorrelated	0	NA	NA	NA	-108.629661	10.476635	-10.368755	0.000001	0.055047	0.005215	10.555732	0.000001	NA	NA	NA	NA	109.759888	0.000000	663.813872	1.000000	0.000000	1.000000
BMI	50+	Women	Thyroid	non_attributable_rate	1	15	4	11	0.016710	0.001519	Uncorrelated	1	2014	2011	2017	-39.879887	25.764586	-1.547857	0.152696	0.020911	0.012774	1.637001	0.132672	-0.034136	0.013797	-2.474123	0.032872	0.000027	0.000000	0.000163	1.000000	0.000000	1.000000
