"variable"	"age_group"	"sex"	"cancer_site"	"rate_type"	"Model"	"# Joinpoints"	"# Observations"	"# Parameters"	"D.F."	"SSE"	"BIC"	"BIC3"	"Weight"	"WBIC"
BMI	50+	Men	Thyroid	attributable_rate	1	0	15	2	13	       0.0931205	      -4.7208375	      -4.7208375	       0.0000000	      -4.7208375
BMI	50+	Men	Thyroid	attributable_rate	2	1	15	4	11	       0.0462390	      -5.0598344	      -4.8792977	       0.5034496	      -4.9689432
BMI	50+	Men	Thyroid	attributable_rate	3	2	15	6	9	       0.0433121	      -4.7641532	      -4.4030798	       0.6057072	      -4.5454484
BMI	50+	Men	Thyroid	non_attributable_rate	1	0	15	2	13	       0.0773757	      -4.9060589	      -4.9060589	       0.0000000	      -4.9060589
BMI	50+	Men	Thyroid	non_attributable_rate	2	1	15	4	11	       0.0435312	      -5.1201814	      -4.9396447	       0.4374054	      -5.0412137
BMI	50+	Men	Thyroid	non_attributable_rate	3	2	15	6	9	       0.0407531	      -4.8250534	      -4.4639801	       0.5726469	      -4.6182859
BMI	50+	Women	Breast	Rate	1	0	15	2	13	       0.0039396	      -7.8836502	      -7.8836502	       0.0000000	      -7.8836502
BMI	50+	Women	Breast	Rate	2	1	15	4	11	       0.0031729	      -7.7390007	      -7.5584640	       0.1946071	      -7.7038670
BMI	50+	Women	Breast	Rate	3	2	15	6	9	       0.0022553	      -7.7193157	      -7.3582424	       0.6613414	      -7.4805230
BMI	50+	Women	Breast	attributable_rate	1	0	15	2	13	       0.0052095	      -7.6042552	      -7.6042552	       0.0000000	      -7.6042552
BMI	50+	Women	Breast	attributable_rate	2	1	15	4	11	       0.0025170	      -7.9705919	      -7.7900552	       0.5168419	      -7.8772830
BMI	50+	Women	Breast	attributable_rate	3	2	15	6	9	       0.0018834	      -7.8995111	      -7.5384377	       0.7099126	      -7.6431805
BMI	50+	Women	Breast	non_attributable_rate	1	0	15	2	13	       0.0040064	      -7.8668282	      -7.8668282	       0.0000000	      -7.8668282
BMI	50+	Women	Breast	non_attributable_rate	2	1	15	4	11	       0.0033468	      -7.6856527	      -7.5051161	       0.1646453	      -7.6559282
BMI	50+	Women	Breast	non_attributable_rate	3	2	15	6	9	       0.0022838	      -7.7067416	      -7.3456682	       0.6980396	      -7.4546981
BMI	50+	Women	Colorectum	Rate	1	0	15	2	13	       0.0074235	      -7.2500812	      -7.2500812	       0.0000000	      -7.2500812
BMI	50+	Women	Colorectum	Rate	2	1	15	4	11	       0.0031099	      -7.7590768	      -7.5785401	       0.5810785	      -7.6541708
BMI	50+	Women	Colorectum	Rate	3	2	15	6	9	       0.0013449	      -8.2362659	      -7.8751926	       0.8118615	      -7.9431243
BMI	50+	Women	Colorectum	attributable_rate	1	0	15	2	13	       0.0142895	      -6.5952068	      -6.5952068	       0.0000000	      -6.5952068
BMI	50+	Women	Colorectum	attributable_rate	2	1	15	4	11	       0.0033897	      -7.6729090	      -7.4923723	       0.7627823	      -7.5351988
BMI	50+	Women	Colorectum	attributable_rate	3	2	15	6	9	       0.0017186	      -7.9910808	      -7.6300075	       0.8908585	      -7.6694156
BMI	50+	Women	Colorectum	non_attributable_rate	1	0	15	2	13	       0.0064831	      -7.3855292	      -7.3855292	       0.0000000	      -7.3855292
BMI	50+	Women	Colorectum	non_attributable_rate	2	1	15	4	11	       0.0031013	      -7.7618250	      -7.5812883	       0.5216304	      -7.6676516
BMI	50+	Women	Colorectum	non_attributable_rate	3	2	15	6	9	       0.0011827	      -8.3647667	      -8.0036933	       0.8066211	      -8.0735173
BMI	50+	Women	Endometrium	Rate	1	0	15	2	13	       0.0109809	      -6.8585726	      -6.8585726	       0.0000000	      -6.8585726
BMI	50+	Women	Endometrium	Rate	2	1	15	4	11	       0.0026817	      -7.9072233	      -7.7266866	       0.7557900	      -7.7707754
BMI	50+	Women	Endometrium	Rate	3	2	15	6	9	       0.0024794	      -7.6245734	      -7.2635000	       0.5830933	      -7.4140339
BMI	50+	Women	Endometrium	attributable_rate	1	0	15	2	13	       0.0189085	      -6.3151194	      -6.3151194	       0.0000000	      -6.3151194
BMI	50+	Women	Endometrium	attributable_rate	2	1	15	4	11	       0.0026019	      -7.9374056	      -7.7568689	       0.8623941	      -7.7817118
BMI	50+	Women	Endometrium	attributable_rate	3	2	15	6	9	       0.0020455	      -7.8169214	      -7.4558480	       0.7009588	      -7.5638239
BMI	50+	Women	Endometrium	non_attributable_rate	1	0	15	2	13	       0.0088547	      -7.0737878	      -7.0737878	       0.0000000	      -7.0737878
BMI	50+	Women	Endometrium	non_attributable_rate	2	1	15	4	11	       0.0030069	      -7.7927502	      -7.6122135	       0.6604172	      -7.6735206
BMI	50+	Women	Endometrium	non_attributable_rate	3	2	15	6	9	       0.0027937	      -7.5052333	      -7.1441599	       0.7162421	      -7.2466173
BMI	50+	Women	Gallbladder	Rate	1	0	15	2	13	       0.0209916	      -6.2106107	      -6.2106107	       0.0000000	      -6.2106107
BMI	50+	Women	Gallbladder	Rate	2	1	15	4	11	       0.0166700	      -6.0800472	      -5.8995105	       0.2058714	      -6.0428798
BMI	50+	Women	Gallbladder	Rate	3	2	15	6	9	       0.0139658	      -5.8959767	      -5.5349033	       0.4795611	      -5.7228200
BMI	50+	Women	Gallbladder	attributable_rate	1	0	15	2	13	       0.0262357	      -5.9876106	      -5.9876106	       0.0000000	      -5.9876106
BMI	50+	Women	Gallbladder	attributable_rate	2	1	15	4	11	       0.0141376	      -6.2448223	      -6.0642856	       0.4611322	      -6.1615710
BMI	50+	Women	Gallbladder	attributable_rate	3	2	15	6	9	       0.0115417	      -6.0866183	      -5.7255449	       0.6914140	      -5.8369671
BMI	50+	Women	Gallbladder	non_attributable_rate	1	0	15	2	13	       0.0205669	      -6.2310476	      -6.2310476	       0.0000000	      -6.2310476
BMI	50+	Women	Gallbladder	non_attributable_rate	2	1	15	4	11	       0.0176577	      -6.0224860	      -5.8419493	       0.1414513	      -5.9969489
BMI	50+	Women	Gallbladder	non_attributable_rate	3	2	15	6	9	       0.0144123	      -5.8645039	      -5.5034305	       0.5040520	      -5.6825041
BMI	50+	Women	Kidney	Rate	1	0	15	2	13	       0.0522538	      -5.2986193	      -5.2986193	       0.0000000	      -5.2986193
BMI	50+	Women	Kidney	Rate	2	1	15	4	11	       0.0129851	      -6.3298572	      -6.1493205	       0.7514998	      -6.1941839
BMI	50+	Women	Kidney	Rate	3	2	15	6	9	       0.0103024	      -6.2002090	      -5.8391356	       0.6650719	      -5.9600692
BMI	50+	Women	Kidney	attributable_rate	1	0	15	2	13	       0.0652443	      -5.0765941	      -5.0765941	       0.0000000	      -5.0765941
BMI	50+	Women	Kidney	attributable_rate	2	1	15	4	11	       0.0163233	      -6.1010647	      -5.9205281	       0.7498124	      -5.9656961
BMI	50+	Women	Kidney	attributable_rate	3	2	15	6	9	       0.0102724	      -6.2031229	      -5.8420495	       0.6335508	      -5.9743646
BMI	50+	Women	Kidney	non_attributable_rate	1	0	15	2	13	       0.0482166	      -5.3790293	      -5.3790293	       0.0000000	      -5.3790293
BMI	50+	Women	Kidney	non_attributable_rate	2	1	15	4	11	       0.0121142	      -6.3992787	      -6.2187420	       0.7487541	      -6.2641012
BMI	50+	Women	Kidney	non_attributable_rate	3	2	15	6	9	       0.0104677	      -6.1842946	      -5.8232213	       0.6754665	      -5.9404017
BMI	50+	Women	Liver	Rate	1	0	15	2	13	       0.0614112	      -5.1371401	      -5.1371401	       0.0000000	      -5.1371401
BMI	50+	Women	Liver	Rate	2	1	15	4	11	       0.0230295	      -5.7568813	      -5.5763446	       0.6249945	      -5.6440469
BMI	50+	Women	Liver	Rate	3	2	15	6	9	       0.0200280	      -5.5354535	      -5.1743802	       0.7064483	      -5.2803739
BMI	50+	Women	Liver	attributable_rate	1	0	15	2	13	       0.0779786	      -4.8982977	      -4.8982977	       0.0000000	      -4.8982977
BMI	50+	Women	Liver	attributable_rate	2	1	15	4	11	       0.0263006	      -5.6240656	      -5.4435290	       0.6627198	      -5.5044204
BMI	50+	Women	Liver	attributable_rate	3	2	15	6	9	       0.0230730	      -5.3939223	      -5.0328490	       0.3179333	      -5.2791251
BMI	50+	Women	Liver	non_attributable_rate	1	0	15	2	13	       0.0581304	      -5.1920428	      -5.1920428	       0.0000000	      -5.1920428
BMI	50+	Women	Liver	non_attributable_rate	2	1	15	4	11	       0.0228773	      -5.7635141	      -5.5829774	       0.6064491	      -5.6540278
BMI	50+	Women	Liver	non_attributable_rate	3	2	15	6	9	       0.0196791	      -5.5530295	      -5.1919562	       0.6920338	      -5.3031545
BMI	50+	Women	MultipleMyeloma	Rate	1	0	15	2	13	       0.0466054	      -5.4130152	      -5.4130152	       0.0000000	      -5.4130152
BMI	50+	Women	MultipleMyeloma	Rate	2	1	15	4	11	       0.0388424	      -5.2341454	      -5.0536087	       0.1665683	      -5.2040737
BMI	50+	Women	MultipleMyeloma	Rate	3	2	15	6	9	       0.0217253	      -5.4541075	      -5.0930341	       0.6001251	      -5.2374183
BMI	50+	Women	MultipleMyeloma	attributable_rate	1	0	15	2	13	       0.0461278	      -5.4233171	      -5.4233171	       0.0000000	      -5.4233171
BMI	50+	Women	MultipleMyeloma	attributable_rate	2	1	15	4	11	       0.0336559	      -5.3774702	      -5.1969335	       0.2703764	      -5.3286573
BMI	50+	Women	MultipleMyeloma	attributable_rate	3	2	15	6	9	       0.0227653	      -5.4073498	      -5.0462764	       0.4744116	      -5.2360524
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	1	0	15	2	13	       0.0468600	      -5.4075672	      -5.4075672	       0.0000000	      -5.4075672
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	2	1	15	4	11	       0.0394992	      -5.2173772	      -5.0368405	       0.1570801	      -5.1890185
BMI	50+	Women	MultipleMyeloma	non_attributable_rate	3	2	15	6	9	       0.0216803	      -5.4561825	      -5.0951092	       0.6106996	      -5.2356751
BMI	50+	Women	Pancreas	Rate	1	0	15	2	13	       0.0044195	      -7.7687150	      -7.7687150	       0.0000000	      -7.7687150
BMI	50+	Women	Pancreas	Rate	2	1	15	4	11	       0.0018901	      -8.2570351	      -8.0764984	       0.5723267	      -8.1537091
BMI	50+	Women	Pancreas	Rate	3	2	15	6	9	       0.0018055	      -7.9417676	      -7.5806943	       0.3917103	      -7.8003315
BMI	50+	Women	Pancreas	attributable_rate	1	0	15	2	13	       0.0084576	      -7.1196709	      -7.1196709	       0.0000000	      -7.1196709
BMI	50+	Women	Pancreas	attributable_rate	2	1	15	4	11	       0.0026704	      -7.9114452	      -7.7309085	       0.6842638	      -7.7879105
BMI	50+	Women	Pancreas	attributable_rate	3	2	15	6	9	       0.0018804	      -7.9011191	      -7.5400457	       0.5637299	      -7.6975713
BMI	50+	Women	Pancreas	non_attributable_rate	1	0	15	2	13	       0.0041632	      -7.8284581	      -7.8284581	       0.0000000	      -7.8284581
BMI	50+	Women	Pancreas	non_attributable_rate	2	1	15	4	11	       0.0019506	      -8.2255188	      -8.0449822	       0.5314611	      -8.1295706
BMI	50+	Women	Pancreas	non_attributable_rate	3	2	15	6	9	       0.0017756	      -7.9584653	      -7.5973920	       0.4067121	      -7.8116124
BMI	50+	Women	Thyroid	Rate	1	0	15	2	13	       0.0334251	      -5.7454237	      -5.7454237	       0.0000000	      -5.7454237
BMI	50+	Women	Thyroid	Rate	2	1	15	4	11	       0.0161357	      -6.1126258	      -5.9320891	       0.5172593	      -6.0192416
BMI	50+	Women	Thyroid	Rate	3	2	15	6	9	       0.0123502	      -6.0189122	      -5.6578388	       0.6696956	      -5.7771029
BMI	50+	Women	Thyroid	attributable_rate	1	0	15	2	13	       0.0386379	      -5.6004995	      -5.6004995	       0.0000000	      -5.6004995
BMI	50+	Women	Thyroid	attributable_rate	2	1	15	4	11	       0.0132037	      -6.3131601	      -6.1326234	       0.6582699	      -6.1943182
BMI	50+	Women	Thyroid	attributable_rate	3	2	15	6	9	       0.0117852	      -6.0657448	      -5.7046715	       0.6016602	      -5.8485014
BMI	50+	Women	Thyroid	non_attributable_rate	1	0	15	2	13	       0.0332529	      -5.7505896	      -5.7505896	       0.0000000	      -5.7505896
BMI	50+	Women	Thyroid	non_attributable_rate	2	1	15	4	11	       0.0167104	      -6.0776300	      -5.8970933	       0.4974770	      -5.9878172
BMI	50+	Women	Thyroid	non_attributable_rate	3	2	15	6	9	       0.0123244	      -6.0210050	      -5.6599317	       0.6688439	      -5.7795033
