"variable"	"age_group"	"sex"	"cancer_site"	"rate_type"	"year"	"incidence_rate"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
BMI	20-49	Men	Thyroid	attributable_rate	2010	0.18	0.19	NA	15.2433*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2011	0.21	0.21	Joinpoint 2	NA	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2012	0.22	0.22	NA	3.3533*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2013	0.22	0.23	NA	3.3533*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2014	0.24	0.24	NA	3.3533*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2015	0.25	0.24	NA	3.3533*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2016	0.25	0.25	NA	3.3533*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2017	0.25	0.26	NA	3.3533*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2018	0.27	0.27	NA	3.3533*	2	2
BMI	20-49	Men	Thyroid	attributable_rate	2019	0.28	0.28	NA	3.3533*	2	2
BMI	20-49	Men	Thyroid	non_attributable_rate	2005	1.39	1.28	NA	8.4811*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2006	1.29	1.39	NA	8.4811*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2007	1.47	1.51	NA	8.4811*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2008	1.56	1.63	NA	8.4811*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2009	1.83	1.77	NA	8.4811*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2010	1.92	1.92	NA	8.4811*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2011	2.19	2.09	NA	8.4811*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2012	2.28	2.26	Joinpoint 1	NA	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2013	2.28	2.33	NA	3.0491*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2014	2.46	2.40	NA	3.0491*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2015	2.45	2.48	NA	3.0491*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2016	2.45	2.55	NA	3.0491*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2017	2.55	2.63	NA	3.0491*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2018	2.83	2.71	NA	3.0491*	1	1
BMI	20-49	Men	Thyroid	non_attributable_rate	2019	2.82	2.79	NA	3.0491*	1	1
BMI	20-49	Women	Colorectum	Rate	2005	7.30	7.23	NA	3.3716*	0	0
BMI	20-49	Women	Colorectum	Rate	2006	7.60	7.47	NA	3.3716*	0	0
BMI	20-49	Women	Colorectum	Rate	2007	7.60	7.73	NA	3.3716*	0	0
BMI	20-49	Women	Colorectum	Rate	2008	7.40	7.99	NA	3.3716*	0	0
BMI	20-49	Women	Colorectum	Rate	2009	8.10	8.25	NA	3.3716*	0	0
BMI	20-49	Women	Colorectum	Rate	2010	8.40	8.53	NA	3.3716*	0	0
BMI	20-49	Women	Colorectum	Rate	2011	8.70	8.82	NA	3.3716*	0	0
BMI	20-49	Women	Colorectum	Rate	2012	9.90	9.12	NA	3.3716*	0	0
BMI	20-49	Women	Colorectum	Rate	2013	9.90	9.43	NA	3.3716*	0	0
BMI	20-49	Women	Colorectum	Rate	2014	9.70	9.74	NA	3.3716*	0	0
BMI	20-49	Women	Colorectum	Rate	2015	10.80	10.07	NA	3.3716*	0	0
BMI	20-49	Women	Colorectum	Rate	2016	10.90	10.41	NA	3.3716*	0	0
BMI	20-49	Women	Colorectum	Rate	2017	10.30	10.76	NA	3.3716*	0	0
BMI	20-49	Women	Colorectum	Rate	2018	10.50	11.13	NA	3.3716*	0	0
BMI	20-49	Women	Colorectum	Rate	2019	11.20	11.50	NA	3.3716*	0	0
BMI	20-49	Women	Colorectum	attributable_rate	2005	0.86	0.88	NA	2.2080	2	2
BMI	20-49	Women	Colorectum	attributable_rate	2006	0.91	0.90	NA	2.2080	2	2
BMI	20-49	Women	Colorectum	attributable_rate	2007	0.94	0.92	NA	2.2080	2	2
BMI	20-49	Women	Colorectum	attributable_rate	2008	0.93	0.94	Joinpoint 1	NA	2	2
BMI	20-49	Women	Colorectum	attributable_rate	2009	1.03	1.03	NA	9.3454*	2	2
BMI	20-49	Women	Colorectum	attributable_rate	2010	1.10	1.12	NA	9.3454*	2	2
BMI	20-49	Women	Colorectum	attributable_rate	2011	1.18	1.23	NA	9.3454*	2	2
BMI	20-49	Women	Colorectum	attributable_rate	2012	1.37	1.34	Joinpoint 2	NA	2	2
BMI	20-49	Women	Colorectum	attributable_rate	2013	1.38	1.37	NA	2.3468*	2	2
BMI	20-49	Women	Colorectum	attributable_rate	2014	1.36	1.40	NA	2.3468*	2	2
BMI	20-49	Women	Colorectum	attributable_rate	2015	1.52	1.44	NA	2.3468*	2	2
BMI	20-49	Women	Colorectum	attributable_rate	2016	1.54	1.47	NA	2.3468*	2	2
BMI	20-49	Women	Colorectum	attributable_rate	2017	1.45	1.51	NA	2.3468*	2	2
BMI	20-49	Women	Colorectum	attributable_rate	2018	1.49	1.54	NA	2.3468*	2	2
BMI	20-49	Women	Colorectum	attributable_rate	2019	1.60	1.58	NA	2.3468*	2	2
BMI	20-49	Women	Colorectum	non_attributable_rate	2005	6.44	6.35	NA	3.1534*	0	0
BMI	20-49	Women	Colorectum	non_attributable_rate	2006	6.69	6.56	NA	3.1534*	0	0
BMI	20-49	Women	Colorectum	non_attributable_rate	2007	6.66	6.76	NA	3.1534*	0	0
BMI	20-49	Women	Colorectum	non_attributable_rate	2008	6.47	6.98	NA	3.1534*	0	0
BMI	20-49	Women	Colorectum	non_attributable_rate	2009	7.07	7.20	NA	3.1534*	0	0
BMI	20-49	Women	Colorectum	non_attributable_rate	2010	7.30	7.42	NA	3.1534*	0	0
BMI	20-49	Women	Colorectum	non_attributable_rate	2011	7.52	7.66	NA	3.1534*	0	0
BMI	20-49	Women	Colorectum	non_attributable_rate	2012	8.53	7.90	NA	3.1534*	0	0
BMI	20-49	Women	Colorectum	non_attributable_rate	2013	8.52	8.15	NA	3.1534*	0	0
BMI	20-49	Women	Colorectum	non_attributable_rate	2014	8.34	8.40	NA	3.1534*	0	0
BMI	20-49	Women	Colorectum	non_attributable_rate	2015	9.28	8.67	NA	3.1534*	0	0
BMI	20-49	Women	Colorectum	non_attributable_rate	2016	9.36	8.94	NA	3.1534*	0	0
BMI	20-49	Women	Colorectum	non_attributable_rate	2017	8.85	9.22	NA	3.1534*	0	0
BMI	20-49	Women	Colorectum	non_attributable_rate	2018	9.01	9.51	NA	3.1534*	0	0
BMI	20-49	Women	Colorectum	non_attributable_rate	2019	9.60	9.81	NA	3.1534*	0	0
BMI	20-49	Women	Endometrium	Rate	2005	3.40	3.59	NA	2.3179*	0	0
BMI	20-49	Women	Endometrium	Rate	2006	3.60	3.67	NA	2.3179*	0	0
BMI	20-49	Women	Endometrium	Rate	2007	3.90	3.76	NA	2.3179*	0	0
BMI	20-49	Women	Endometrium	Rate	2008	4.20	3.85	NA	2.3179*	0	0
BMI	20-49	Women	Endometrium	Rate	2009	3.90	3.93	NA	2.3179*	0	0
BMI	20-49	Women	Endometrium	Rate	2010	4.00	4.03	NA	2.3179*	0	0
BMI	20-49	Women	Endometrium	Rate	2011	3.90	4.12	NA	2.3179*	0	0
BMI	20-49	Women	Endometrium	Rate	2012	4.20	4.21	NA	2.3179*	0	0
BMI	20-49	Women	Endometrium	Rate	2013	4.50	4.31	NA	2.3179*	0	0
BMI	20-49	Women	Endometrium	Rate	2014	4.80	4.41	NA	2.3179*	0	0
BMI	20-49	Women	Endometrium	Rate	2015	4.10	4.51	NA	2.3179*	0	0
BMI	20-49	Women	Endometrium	Rate	2016	4.50	4.62	NA	2.3179*	0	0
BMI	20-49	Women	Endometrium	Rate	2017	4.70	4.73	NA	2.3179*	0	0
BMI	20-49	Women	Endometrium	Rate	2018	4.90	4.84	NA	2.3179*	0	0
BMI	20-49	Women	Endometrium	Rate	2019	5.00	4.95	NA	2.3179*	0	0
BMI	20-49	Women	Endometrium	attributable_rate	2005	0.85	0.92	NA	3.8491*	0	0
BMI	20-49	Women	Endometrium	attributable_rate	2006	0.92	0.96	NA	3.8491*	0	0
BMI	20-49	Women	Endometrium	attributable_rate	2007	1.03	1.00	NA	3.8491*	0	0
BMI	20-49	Women	Endometrium	attributable_rate	2008	1.13	1.03	NA	3.8491*	0	0
BMI	20-49	Women	Endometrium	attributable_rate	2009	1.06	1.07	NA	3.8491*	0	0
BMI	20-49	Women	Endometrium	attributable_rate	2010	1.12	1.12	NA	3.8491*	0	0
BMI	20-49	Women	Endometrium	attributable_rate	2011	1.13	1.16	NA	3.8491*	0	0
BMI	20-49	Women	Endometrium	attributable_rate	2012	1.25	1.20	NA	3.8491*	0	0
BMI	20-49	Women	Endometrium	attributable_rate	2013	1.34	1.25	NA	3.8491*	0	0
BMI	20-49	Women	Endometrium	attributable_rate	2014	1.44	1.30	NA	3.8491*	0	0
BMI	20-49	Women	Endometrium	attributable_rate	2015	1.24	1.35	NA	3.8491*	0	0
BMI	20-49	Women	Endometrium	attributable_rate	2016	1.36	1.40	NA	3.8491*	0	0
BMI	20-49	Women	Endometrium	attributable_rate	2017	1.42	1.45	NA	3.8491*	0	0
BMI	20-49	Women	Endometrium	attributable_rate	2018	1.49	1.51	NA	3.8491*	0	0
BMI	20-49	Women	Endometrium	attributable_rate	2019	1.54	1.57	NA	3.8491*	0	0
BMI	20-49	Women	Endometrium	non_attributable_rate	2005	2.55	2.67	NA	1.7251*	0	0
BMI	20-49	Women	Endometrium	non_attributable_rate	2006	2.68	2.71	NA	1.7251*	0	0
BMI	20-49	Women	Endometrium	non_attributable_rate	2007	2.87	2.76	NA	1.7251*	0	0
BMI	20-49	Women	Endometrium	non_attributable_rate	2008	3.07	2.81	NA	1.7251*	0	0
BMI	20-49	Women	Endometrium	non_attributable_rate	2009	2.84	2.86	NA	1.7251*	0	0
BMI	20-49	Women	Endometrium	non_attributable_rate	2010	2.88	2.91	NA	1.7251*	0	0
BMI	20-49	Women	Endometrium	non_attributable_rate	2011	2.77	2.96	NA	1.7251*	0	0
BMI	20-49	Women	Endometrium	non_attributable_rate	2012	2.95	3.01	NA	1.7251*	0	0
BMI	20-49	Women	Endometrium	non_attributable_rate	2013	3.16	3.06	NA	1.7251*	0	0
BMI	20-49	Women	Endometrium	non_attributable_rate	2014	3.36	3.11	NA	1.7251*	0	0
BMI	20-49	Women	Endometrium	non_attributable_rate	2015	2.86	3.17	NA	1.7251*	0	0
BMI	20-49	Women	Endometrium	non_attributable_rate	2016	3.14	3.22	NA	1.7251*	0	0
BMI	20-49	Women	Endometrium	non_attributable_rate	2017	3.28	3.28	NA	1.7251*	0	0
BMI	20-49	Women	Endometrium	non_attributable_rate	2018	3.41	3.33	NA	1.7251*	0	0
BMI	20-49	Women	Endometrium	non_attributable_rate	2019	3.46	3.39	NA	1.7251*	0	0
BMI	20-49	Women	Gallbladder	Rate	2005	0.20	0.23	NA	3.6572*	0	0
BMI	20-49	Women	Gallbladder	Rate	2006	0.20	0.24	NA	3.6572*	0	0
BMI	20-49	Women	Gallbladder	Rate	2007	0.30	0.24	NA	3.6572*	0	0
BMI	20-49	Women	Gallbladder	Rate	2008	0.20	0.25	NA	3.6572*	0	0
BMI	20-49	Women	Gallbladder	Rate	2009	0.30	0.26	NA	3.6572*	0	0
BMI	20-49	Women	Gallbladder	Rate	2010	0.30	0.27	NA	3.6572*	0	0
BMI	20-49	Women	Gallbladder	Rate	2011	0.30	0.28	NA	3.6572*	0	0
BMI	20-49	Women	Gallbladder	Rate	2012	0.30	0.29	NA	3.6572*	0	0
BMI	20-49	Women	Gallbladder	Rate	2013	0.40	0.30	NA	3.6572*	0	0
BMI	20-49	Women	Gallbladder	Rate	2014	0.30	0.31	NA	3.6572*	0	0
BMI	20-49	Women	Gallbladder	Rate	2015	0.40	0.33	NA	3.6572*	0	0
BMI	20-49	Women	Gallbladder	Rate	2016	0.30	0.34	NA	3.6572*	0	0
BMI	20-49	Women	Gallbladder	Rate	2017	0.30	0.35	NA	3.6572*	0	0
BMI	20-49	Women	Gallbladder	Rate	2018	0.30	0.36	NA	3.6572*	0	0
BMI	20-49	Women	Gallbladder	Rate	2019	0.40	0.38	NA	3.6572*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2005	0.03	0.04	NA	5.3124*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2006	0.03	0.04	NA	5.3124*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2007	0.05	0.04	NA	5.3124*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2008	0.03	0.04	NA	5.3124*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2009	0.05	0.04	NA	5.3124*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2010	0.05	0.05	NA	5.3124*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2011	0.05	0.05	NA	5.3124*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2012	0.05	0.05	NA	5.3124*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2013	0.07	0.05	NA	5.3124*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2014	0.06	0.06	NA	5.3124*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2015	0.07	0.06	NA	5.3124*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2016	0.06	0.06	NA	5.3124*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2017	0.06	0.07	NA	5.3124*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2018	0.06	0.07	NA	5.3124*	0	0
BMI	20-49	Women	Gallbladder	attributable_rate	2019	0.08	0.07	NA	5.3124*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2005	0.17	0.19	NA	3.3186*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2006	0.17	0.20	NA	3.3186*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2007	0.25	0.21	NA	3.3186*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2008	0.17	0.21	NA	3.3186*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2009	0.25	0.22	NA	3.3186*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2010	0.25	0.23	NA	3.3186*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2011	0.25	0.23	NA	3.3186*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2012	0.25	0.24	NA	3.3186*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2013	0.33	0.25	NA	3.3186*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2014	0.24	0.26	NA	3.3186*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2015	0.33	0.27	NA	3.3186*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2016	0.24	0.28	NA	3.3186*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2017	0.24	0.28	NA	3.3186*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2018	0.24	0.29	NA	3.3186*	0	0
BMI	20-49	Women	Gallbladder	non_attributable_rate	2019	0.32	0.30	NA	3.3186*	0	0
BMI	20-49	Women	Kidney	Rate	2005	1.90	1.69	NA	5.9355*	1	1
BMI	20-49	Women	Kidney	Rate	2006	1.60	1.79	NA	5.9355*	1	1
BMI	20-49	Women	Kidney	Rate	2007	1.80	1.90	NA	5.9355*	1	1
BMI	20-49	Women	Kidney	Rate	2008	2.20	2.01	NA	5.9355*	1	1
BMI	20-49	Women	Kidney	Rate	2009	2.20	2.13	NA	5.9355*	1	1
BMI	20-49	Women	Kidney	Rate	2010	2.00	2.26	NA	5.9355*	1	1
BMI	20-49	Women	Kidney	Rate	2011	2.40	2.39	NA	5.9355*	1	1
BMI	20-49	Women	Kidney	Rate	2012	2.40	2.53	NA	5.9355*	1	1
BMI	20-49	Women	Kidney	Rate	2013	2.90	2.68	NA	5.9355*	1	1
BMI	20-49	Women	Kidney	Rate	2014	2.90	2.84	NA	5.9355*	1	1
BMI	20-49	Women	Kidney	Rate	2015	3.00	3.01	Joinpoint 1	NA	1	1
BMI	20-49	Women	Kidney	Rate	2016	3.10	3.01	NA	-0.1181	1	1
BMI	20-49	Women	Kidney	Rate	2017	2.90	3.00	NA	-0.1181	1	1
BMI	20-49	Women	Kidney	Rate	2018	2.90	3.00	NA	-0.1181	1	1
BMI	20-49	Women	Kidney	Rate	2019	3.10	2.99	NA	-0.1181	1	1
BMI	20-49	Women	Kidney	attributable_rate	2005	0.39	0.34	NA	8.2159*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2006	0.33	0.37	NA	8.2159*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2007	0.38	0.40	NA	8.2159*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2008	0.48	0.43	NA	8.2159*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2009	0.48	0.47	NA	8.2159*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2010	0.45	0.51	NA	8.2159*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2011	0.56	0.55	NA	8.2159*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2012	0.57	0.60	NA	8.2159*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2013	0.69	0.64	NA	8.2159*	1	1
BMI	20-49	Women	Kidney	attributable_rate	2014	0.69	0.70	Joinpoint 1	NA	1	1
BMI	20-49	Women	Kidney	attributable_rate	2015	0.72	0.71	NA	1.1265	1	1
BMI	20-49	Women	Kidney	attributable_rate	2016	0.75	0.71	NA	1.1265	1	1
BMI	20-49	Women	Kidney	attributable_rate	2017	0.70	0.72	NA	1.1265	1	1
BMI	20-49	Women	Kidney	attributable_rate	2018	0.70	0.73	NA	1.1265	1	1
BMI	20-49	Women	Kidney	attributable_rate	2019	0.76	0.74	NA	1.1265	1	1
BMI	20-49	Women	Kidney	non_attributable_rate	2005	1.51	1.41	NA	4.2027*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2006	1.27	1.47	NA	4.2027*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2007	1.42	1.53	NA	4.2027*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2008	1.72	1.59	NA	4.2027*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2009	1.72	1.66	NA	4.2027*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2010	1.55	1.73	NA	4.2027*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2011	1.84	1.80	NA	4.2027*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2012	1.83	1.88	NA	4.2027*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2013	2.21	1.95	NA	4.2027*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2014	2.21	2.04	NA	4.2027*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2015	2.28	2.12	NA	4.2027*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2016	2.35	2.21	NA	4.2027*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2017	2.20	2.30	NA	4.2027*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2018	2.20	2.40	NA	4.2027*	0	0
BMI	20-49	Women	Kidney	non_attributable_rate	2019	2.34	2.50	NA	4.2027*	0	0
BMI	20-49	Women	Liver	Rate	2005	0.50	0.55	NA	2.1388*	0	0
BMI	20-49	Women	Liver	Rate	2006	0.50	0.56	NA	2.1388*	0	0
BMI	20-49	Women	Liver	Rate	2007	0.60	0.58	NA	2.1388*	0	0
BMI	20-49	Women	Liver	Rate	2008	0.70	0.59	NA	2.1388*	0	0
BMI	20-49	Women	Liver	Rate	2009	0.70	0.60	NA	2.1388*	0	0
BMI	20-49	Women	Liver	Rate	2010	0.60	0.61	NA	2.1388*	0	0
BMI	20-49	Women	Liver	Rate	2011	0.60	0.63	NA	2.1388*	0	0
BMI	20-49	Women	Liver	Rate	2012	0.60	0.64	NA	2.1388*	0	0
BMI	20-49	Women	Liver	Rate	2013	0.70	0.66	NA	2.1388*	0	0
BMI	20-49	Women	Liver	Rate	2014	0.70	0.67	NA	2.1388*	0	0
BMI	20-49	Women	Liver	Rate	2015	0.70	0.68	NA	2.1388*	0	0
BMI	20-49	Women	Liver	Rate	2016	0.60	0.70	NA	2.1388*	0	0
BMI	20-49	Women	Liver	Rate	2017	0.70	0.71	NA	2.1388*	0	0
BMI	20-49	Women	Liver	Rate	2018	0.70	0.73	NA	2.1388*	0	0
BMI	20-49	Women	Liver	Rate	2019	0.80	0.74	NA	2.1388*	0	0
BMI	20-49	Women	Liver	attributable_rate	2005	0.08	0.07	NA	13.6009*	1	1
BMI	20-49	Women	Liver	attributable_rate	2006	0.08	0.08	NA	13.6009*	1	1
BMI	20-49	Women	Liver	attributable_rate	2007	0.10	0.09	NA	13.6009*	1	1
BMI	20-49	Women	Liver	attributable_rate	2008	0.12	0.11	Joinpoint 1	NA	1	1
BMI	20-49	Women	Liver	attributable_rate	2009	0.12	0.11	NA	2.4607*	1	1
BMI	20-49	Women	Liver	attributable_rate	2010	0.10	0.11	NA	2.4607*	1	1
BMI	20-49	Women	Liver	attributable_rate	2011	0.11	0.12	NA	2.4607*	1	1
BMI	20-49	Women	Liver	attributable_rate	2012	0.11	0.12	NA	2.4607*	1	1
BMI	20-49	Women	Liver	attributable_rate	2013	0.13	0.12	NA	2.4607*	1	1
BMI	20-49	Women	Liver	attributable_rate	2014	0.13	0.12	NA	2.4607*	1	1
BMI	20-49	Women	Liver	attributable_rate	2015	0.13	0.13	NA	2.4607*	1	1
BMI	20-49	Women	Liver	attributable_rate	2016	0.11	0.13	NA	2.4607*	1	1
BMI	20-49	Women	Liver	attributable_rate	2017	0.13	0.13	NA	2.4607*	1	1
BMI	20-49	Women	Liver	attributable_rate	2018	0.13	0.14	NA	2.4607*	1	1
BMI	20-49	Women	Liver	attributable_rate	2019	0.15	0.14	NA	2.4607*	1	1
BMI	20-49	Women	Liver	non_attributable_rate	2005	0.42	0.47	NA	1.7715*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2006	0.42	0.48	NA	1.7715*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2007	0.50	0.48	NA	1.7715*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2008	0.58	0.49	NA	1.7715*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2009	0.58	0.50	NA	1.7715*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2010	0.50	0.51	NA	1.7715*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2011	0.49	0.52	NA	1.7715*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2012	0.49	0.53	NA	1.7715*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2013	0.57	0.54	NA	1.7715*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2014	0.57	0.55	NA	1.7715*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2015	0.57	0.56	NA	1.7715*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2016	0.49	0.57	NA	1.7715*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2017	0.57	0.58	NA	1.7715*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2018	0.57	0.59	NA	1.7715*	0	0
BMI	20-49	Women	Liver	non_attributable_rate	2019	0.65	0.60	NA	1.7715*	0	0
BMI	20-49	Women	MultipleMyeloma	Rate	2005	0.60	0.66	NA	6.3887*	0	0
BMI	20-49	Women	MultipleMyeloma	Rate	2006	0.70	0.70	NA	6.3887*	0	0
BMI	20-49	Women	MultipleMyeloma	Rate	2007	0.70	0.75	NA	6.3887*	0	0
BMI	20-49	Women	MultipleMyeloma	Rate	2008	0.90	0.79	NA	6.3887*	0	0
BMI	20-49	Women	MultipleMyeloma	Rate	2009	0.80	0.85	NA	6.3887*	0	0
BMI	20-49	Women	MultipleMyeloma	Rate	2010	0.90	0.90	NA	6.3887*	0	0
BMI	20-49	Women	MultipleMyeloma	Rate	2011	0.90	0.96	NA	6.3887*	0	0
BMI	20-49	Women	MultipleMyeloma	Rate	2012	1.00	1.02	NA	6.3887*	0	0
BMI	20-49	Women	MultipleMyeloma	Rate	2013	1.40	1.08	NA	6.3887*	0	0
BMI	20-49	Women	MultipleMyeloma	Rate	2014	1.30	1.15	NA	6.3887*	0	0
BMI	20-49	Women	MultipleMyeloma	Rate	2015	1.20	1.23	NA	6.3887*	0	0
BMI	20-49	Women	MultipleMyeloma	Rate	2016	1.20	1.30	NA	6.3887*	0	0
BMI	20-49	Women	MultipleMyeloma	Rate	2017	1.50	1.39	NA	6.3887*	0	0
BMI	20-49	Women	MultipleMyeloma	Rate	2018	1.50	1.48	NA	6.3887*	0	0
BMI	20-49	Women	MultipleMyeloma	Rate	2019	1.30	1.57	NA	6.3887*	0	0
BMI	20-49	Women	MultipleMyeloma	attributable_rate	2005	0.04	0.04	NA	11.1098*	1	1
BMI	20-49	Women	MultipleMyeloma	attributable_rate	2006	0.04	0.04	NA	11.1098*	1	1
BMI	20-49	Women	MultipleMyeloma	attributable_rate	2007	0.05	0.05	NA	11.1098*	1	1
BMI	20-49	Women	MultipleMyeloma	attributable_rate	2008	0.06	0.05	NA	11.1098*	1	1
BMI	20-49	Women	MultipleMyeloma	attributable_rate	2009	0.05	0.06	NA	11.1098*	1	1
BMI	20-49	Women	MultipleMyeloma	attributable_rate	2010	0.06	0.06	NA	11.1098*	1	1
BMI	20-49	Women	MultipleMyeloma	attributable_rate	2011	0.06	0.07	NA	11.1098*	1	1
BMI	20-49	Women	MultipleMyeloma	attributable_rate	2012	0.07	0.08	NA	11.1098*	1	1
BMI	20-49	Women	MultipleMyeloma	attributable_rate	2013	0.10	0.09	Joinpoint 1	NA	1	1
BMI	20-49	Women	MultipleMyeloma	attributable_rate	2014	0.10	0.09	NA	3.1895	1	1
BMI	20-49	Women	MultipleMyeloma	attributable_rate	2015	0.09	0.09	NA	3.1895	1	1
BMI	20-49	Women	MultipleMyeloma	attributable_rate	2016	0.09	0.10	NA	3.1895	1	1
BMI	20-49	Women	MultipleMyeloma	attributable_rate	2017	0.11	0.10	NA	3.1895	1	1
BMI	20-49	Women	MultipleMyeloma	attributable_rate	2018	0.11	0.10	NA	3.1895	1	1
BMI	20-49	Women	MultipleMyeloma	attributable_rate	2019	0.10	0.11	NA	3.1895	1	1
BMI	20-49	Women	MultipleMyeloma	non_attributable_rate	2005	0.56	0.62	NA	6.2785*	0	0
BMI	20-49	Women	MultipleMyeloma	non_attributable_rate	2006	0.66	0.66	NA	6.2785*	0	0
BMI	20-49	Women	MultipleMyeloma	non_attributable_rate	2007	0.65	0.70	NA	6.2785*	0	0
BMI	20-49	Women	MultipleMyeloma	non_attributable_rate	2008	0.84	0.74	NA	6.2785*	0	0
BMI	20-49	Women	MultipleMyeloma	non_attributable_rate	2009	0.75	0.79	NA	6.2785*	0	0
BMI	20-49	Women	MultipleMyeloma	non_attributable_rate	2010	0.84	0.84	NA	6.2785*	0	0
BMI	20-49	Women	MultipleMyeloma	non_attributable_rate	2011	0.84	0.89	NA	6.2785*	0	0
BMI	20-49	Women	MultipleMyeloma	non_attributable_rate	2012	0.93	0.95	NA	6.2785*	0	0
BMI	20-49	Women	MultipleMyeloma	non_attributable_rate	2013	1.30	1.01	NA	6.2785*	0	0
