"Sex"	"Cancer label"	"incmort"	"Year"	"ASR (World)"	"Model"	"Flag"	"APC"	"Joinpoints"	"Final Selected Model"
1	Oesophagus	"Incidence"	1977	7.40	7.55	NA	1.5856*	2	2
1	Oesophagus	"Incidence"	1978	7.33	7.67	NA	1.5856*	2	2
1	Oesophagus	"Incidence"	1979	8.49	7.79	NA	1.5856*	2	2
1	Oesophagus	"Incidence"	1980	8.12	7.91	NA	1.5856*	2	2
1	Oesophagus	"Incidence"	1981	8.37	8.04	NA	1.5856*	2	2
1	Oesophagus	"Incidence"	1982	8.36	8.17	NA	1.5856*	2	2
1	Oesophagus	"Incidence"	1983	8.74	8.30	NA	1.5856*	2	2
1	Oesophagus	"Incidence"	1984	8.08	8.43	NA	1.5856*	2	2
1	Oesophagus	"Incidence"	1985	8.65	8.56	NA	1.5856*	2	2
1	Oesophagus	"Incidence"	1986	7.87	8.70	NA	1.5856*	2	2
1	Oesophagus	"Incidence"	1987	8.93	8.84	NA	1.5856*	2	2
1	Oesophagus	"Incidence"	1988	8.81	8.98	NA	1.5856*	2	2
1	Oesophagus	"Incidence"	1989	9.01	9.12	NA	1.5856*	2	2
1	Oesophagus	"Incidence"	1990	9.93	9.26	NA	1.5856*	2	2
1	Oesophagus	"Incidence"	1991	9.21	9.41	Joinpoint 1	NA	2	2
1	Oesophagus	"Incidence"	1992	9.89	10.14	NA	7.7745	2	2
1	Oesophagus	"Incidence"	1993	11.31	10.93	NA	7.7745	2	2
1	Oesophagus	"Incidence"	1994	11.45	11.78	Joinpoint 2	NA	2	2
1	Oesophagus	"Incidence"	1995	11.49	11.76	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	1996	12.50	11.74	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	1997	11.14	11.72	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	1998	11.73	11.71	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	1999	11.33	11.69	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	2000	11.19	11.67	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	2001	11.66	11.65	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	2002	12.23	11.63	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	2003	11.85	11.61	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	2004	12.06	11.59	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	2005	11.73	11.58	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	2006	11.67	11.56	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	2007	11.75	11.54	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	2008	11.61	11.52	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	2009	11.65	11.50	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	2010	11.42	11.49	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	2011	11.00	11.47	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	2012	11.41	11.45	NA	-0.1581	2	2
1	Oesophagus	"Incidence"	2013	11.15	11.43	NA	-0.1581	2	2
1	Oesophagus	"Mortality"	1950	6.47	6.13	NA	-1.0875*	2	2
1	Oesophagus	"Mortality"	1951	5.83	6.07	NA	-1.0875*	2	2
1	Oesophagus	"Mortality"	1952	6.57	6.00	NA	-1.0875*	2	2
1	Oesophagus	"Mortality"	1953	5.25	5.93	NA	-1.0875*	2	2
1	Oesophagus	"Mortality"	1954	5.76	5.87	NA	-1.0875*	2	2
1	Oesophagus	"Mortality"	1955	5.84	5.81	NA	-1.0875*	2	2
1	Oesophagus	"Mortality"	1956	5.81	5.74	NA	-1.0875*	2	2
1	Oesophagus	"Mortality"	1957	5.79	5.68	NA	-1.0875*	2	2
1	Oesophagus	"Mortality"	1958	5.67	5.62	NA	-1.0875*	2	2
1	Oesophagus	"Mortality"	1959	5.90	5.56	NA	-1.0875*	2	2
1	Oesophagus	"Mortality"	1960	5.34	5.50	NA	-1.0875*	2	2
1	Oesophagus	"Mortality"	1961	4.55	5.44	NA	-1.0875*	2	2
1	Oesophagus	"Mortality"	1962	6.22	5.38	NA	-1.0875*	2	2
1	Oesophagus	"Mortality"	1963	5.10	5.32	NA	-1.0875*	2	2
1	Oesophagus	"Mortality"	1964	5.21	5.26	Joinpoint 1	NA	2	2
1	Oesophagus	"Mortality"	1965	5.74	5.39	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1966	5.29	5.52	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1967	6.00	5.66	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1968	6.27	5.80	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1969	5.97	5.94	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1970	5.54	6.09	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1971	6.48	6.24	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1972	6.42	6.39	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1973	6.35	6.55	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1974	6.12	6.71	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1975	6.25	6.87	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1976	7.15	7.04	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1977	6.93	7.21	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1978	7.67	7.39	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1979	8.64	7.57	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1980	7.47	7.76	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1981	8.00	7.95	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1982	8.65	8.14	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1983	8.23	8.34	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1984	8.84	8.55	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1985	8.59	8.76	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1986	9.40	8.98	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1987	9.51	9.20	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1988	9.07	9.42	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1989	9.56	9.65	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1990	9.35	9.89	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1991	10.64	10.13	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1992	9.87	10.38	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1993	10.88	10.64	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1994	10.45	10.90	NA	2.4571*	2	2
1	Oesophagus	"Mortality"	1995	11.18	11.17	Joinpoint 2	NA	2	2
1	Oesophagus	"Mortality"	1996	10.60	11.11	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	1997	10.56	11.05	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	1998	11.58	10.99	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	1999	10.77	10.93	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2000	10.30	10.87	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2001	11.25	10.81	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2002	10.53	10.76	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2003	11.32	10.70	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2004	11.21	10.64	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2005	10.84	10.58	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2006	10.71	10.53	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2007	10.08	10.47	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2008	10.93	10.41	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2009	10.37	10.36	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2010	10.69	10.30	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2011	10.53	10.25	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2012	10.19	10.19	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2013	9.97	10.14	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2014	9.87	10.08	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2015	9.90	10.03	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2016	9.81	9.98	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2017	9.51	9.92	NA	-0.5349*	2	2
1	Oesophagus	"Mortality"	2018	9.87	9.87	NA	-0.5349*	2	2
1	Pancreas	"Incidence"	1975	9.11	9.12	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1976	8.80	9.02	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1977	9.21	8.92	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1978	8.61	8.82	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1979	8.55	8.73	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1980	8.83	8.63	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1981	8.30	8.54	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1982	8.14	8.44	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1983	8.77	8.35	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1984	9.20	8.26	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1985	7.54	8.17	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1986	7.93	8.08	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1987	8.21	7.99	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1988	7.91	7.90	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1989	7.79	7.81	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1990	8.52	7.73	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1991	7.35	7.64	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1992	8.03	7.56	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1993	7.04	7.47	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1994	6.87	7.39	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1995	6.55	7.31	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1996	8.20	7.23	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1997	7.32	7.15	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1998	6.96	7.07	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	1999	6.59	6.99	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	2000	7.56	6.92	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	2001	6.40	6.84	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	2002	6.64	6.77	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	2003	7.07	6.69	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	2004	6.45	6.62	NA	-1.1004*	1	1
1	Pancreas	"Incidence"	2005	6.40	6.55	Joinpoint 1	NA	1	1
1	Pancreas	"Incidence"	2006	6.45	6.66	NA	1.7622	1	1
1	Pancreas	"Incidence"	2007	6.93	6.78	NA	1.7622	1	1
1	Pancreas	"Incidence"	2008	7.25	6.90	NA	1.7622	1	1
1	Pancreas	"Incidence"	2009	7.44	7.02	NA	1.7622	1	1
1	Pancreas	"Incidence"	2010	6.82	7.14	NA	1.7622	1	1
1	Pancreas	"Incidence"	2011	7.40	7.27	NA	1.7622	1	1
1	Pancreas	"Incidence"	2012	7.43	7.40	NA	1.7622	1	1
1	Pancreas	"Incidence"	2013	7.24	7.53	NA	1.7622	1	1
1	Pancreas	"Mortality"	1955	6.42	6.63	NA	2.4404*	2	2
1	Pancreas	"Mortality"	1956	6.17	6.79	NA	2.4404*	2	2
1	Pancreas	"Mortality"	1957	7.40	6.95	NA	2.4404*	2	2
1	Pancreas	"Mortality"	1958	8.03	7.12	NA	2.4404*	2	2
1	Pancreas	"Mortality"	1959	7.57	7.30	NA	2.4404*	2	2
1	Pancreas	"Mortality"	1960	6.71	7.47	NA	2.4404*	2	2
1	Pancreas	"Mortality"	1961	6.92	7.66	NA	2.4404*	2	2
1	Pancreas	"Mortality"	1962	7.99	7.84	NA	2.4404*	2	2
1	Pancreas	"Mortality"	1963	8.81	8.03	NA	2.4404*	2	2
1	Pancreas	"Mortality"	1964	8.03	8.23	NA	2.4404*	2	2
1	Pancreas	"Mortality"	1965	8.92	8.43	NA	2.4404*	2	2
1	Pancreas	"Mortality"	1966	9.30	8.64	NA	2.4404*	2	2
1	Pancreas	"Mortality"	1967	8.91	8.85	NA	2.4404*	2	2
1	Pancreas	"Mortality"	1968	8.68	9.06	NA	2.4404*	2	2
1	Pancreas	"Mortality"	1969	9.08	9.29	NA	2.4404*	2	2
1	Pancreas	"Mortality"	1970	9.46	9.51	Joinpoint 1	NA	2	2
1	Pancreas	"Mortality"	1971	9.48	9.39	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1972	9.54	9.26	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1973	8.71	9.14	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1974	8.78	9.02	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1975	8.46	8.90	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1976	8.46	8.79	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1977	9.72	8.67	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1978	8.66	8.56	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1979	8.48	8.45	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1980	8.69	8.33	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1981	7.58	8.22	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1982	7.83	8.12	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1983	8.39	8.01	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1984	8.07	7.91	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1985	7.25	7.80	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1986	7.15	7.70	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1987	7.41	7.60	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1988	7.66	7.50	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1989	7.95	7.40	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1990	7.86	7.30	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1991	7.30	7.21	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1992	7.40	7.11	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1993	7.42	7.02	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1994	6.11	6.93	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1995	6.35	6.84	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1996	6.98	6.75	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1997	6.54	6.66	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1998	6.88	6.57	NA	-1.3131*	2	2
1	Pancreas	"Mortality"	1999	6.09	6.48	Joinpoint 2	NA	2	2
1	Pancreas	"Mortality"	2000	7.02	6.49	NA	0.0724	2	2
1	Pancreas	"Mortality"	2001	6.65	6.49	NA	0.0724	2	2
1	Pancreas	"Mortality"	2002	6.64	6.50	NA	0.0724	2	2
1	Pancreas	"Mortality"	2003	6.78	6.50	NA	0.0724	2	2
1	Pancreas	"Mortality"	2004	6.48	6.51	NA	0.0724	2	2
1	Pancreas	"Mortality"	2005	6.20	6.51	NA	0.0724	2	2
1	Pancreas	"Mortality"	2006	5.74	6.52	NA	0.0724	2	2
1	Pancreas	"Mortality"	2007	7.01	6.52	NA	0.0724	2	2
1	Pancreas	"Mortality"	2008	6.48	6.53	NA	0.0724	2	2
1	Pancreas	"Mortality"	2009	6.02	6.53	NA	0.0724	2	2
1	Pancreas	"Mortality"	2010	6.65	6.54	NA	0.0724	2	2
1	Pancreas	"Mortality"	2011	6.80	6.54	NA	0.0724	2	2
1	Pancreas	"Mortality"	2012	6.86	6.54	NA	0.0724	2	2
1	Pancreas	"Mortality"	2013	6.48	6.55	NA	0.0724	2	2
1	Pancreas	"Mortality"	2014	6.75	6.55	NA	0.0724	2	2
1	Pancreas	"Mortality"	2015	6.47	6.56	NA	0.0724	2	2
1	Pancreas	"Mortality"	2016	6.10	6.56	NA	0.0724	2	2
1	Pancreas	"Mortality"	2017	6.73	6.57	NA	0.0724	2	2
1	Pancreas	"Mortality"	2018	6.80	6.57	NA	0.0724	2	2
1	Prostate	"Incidence"	1975	20.32	21.28	NA	2.7005*	4	4
1	Prostate	"Incidence"	1976	22.03	21.85	NA	2.7005*	4	4
1	Prostate	"Incidence"	1977	22.17	22.45	NA	2.7005*	4	4
1	Prostate	"Incidence"	1978	23.47	23.05	NA	2.7005*	4	4
1	Prostate	"Incidence"	1979	24.32	23.67	NA	2.7005*	4	4
1	Prostate	"Incidence"	1980	24.97	24.31	NA	2.7005*	4	4
1	Prostate	"Incidence"	1981	24.80	24.97	NA	2.7005*	4	4
1	Prostate	"Incidence"	1982	24.83	25.64	NA	2.7005*	4	4
1	Prostate	"Incidence"	1983	26.86	26.34	NA	2.7005*	4	4
1	Prostate	"Incidence"	1984	27.48	27.05	NA	2.7005*	4	4
1	Prostate	"Incidence"	1985	27.88	27.78	NA	2.7005*	4	4
1	Prostate	"Incidence"	1986	28.71	28.53	NA	2.7005*	4	4
1	Prostate	"Incidence"	1987	29.46	29.30	NA	2.7005*	4	4
1	Prostate	"Incidence"	1988	29.87	30.09	NA	2.7005*	4	4
1	Prostate	"Incidence"	1989	30.34	30.90	NA	2.7005*	4	4
1	Prostate	"Incidence"	1990	32.20	31.74	NA	2.7005*	4	4
1	Prostate	"Incidence"	1991	31.45	32.59	Joinpoint 1	NA	4	4
1	Prostate	"Incidence"	1992	33.74	35.44	NA	8.7434*	4	4
1	Prostate	"Incidence"	1993	41.41	38.54	NA	8.7434*	4	4
1	Prostate	"Incidence"	1994	43.01	41.91	NA	8.7434*	4	4
1	Prostate	"Incidence"	1995	45.48	45.58	NA	8.7434*	4	4
1	Prostate	"Incidence"	1996	50.89	49.56	Joinpoint 2	NA	4	4
1	Prostate	"Incidence"	1997	44.35	47.75	NA	-3.6655	4	4
1	Prostate	"Incidence"	1998	44.65	46.00	NA	-3.6655	4	4
1	Prostate	"Incidence"	1999	46.45	44.31	Joinpoint 3	NA	4	4
1	Prostate	"Incidence"	2000	46.87	47.26	NA	6.6644*	4	4
1	Prostate	"Incidence"	2001	49.99	50.41	NA	6.6644*	4	4
1	Prostate	"Incidence"	2002	55.46	53.77	NA	6.6644*	4	4
1	Prostate	"Incidence"	2003	55.94	57.36	Joinpoint 4	NA	4	4
1	Prostate	"Incidence"	2004	60.50	57.76	NA	0.7061*	4	4
1	Prostate	"Incidence"	2005	55.56	58.17	NA	0.7061*	4	4
1	Prostate	"Incidence"	2006	58.40	58.58	NA	0.7061*	4	4
1	Prostate	"Incidence"	2007	57.91	58.99	NA	0.7061*	4	4
1	Prostate	"Incidence"	2008	60.66	59.41	NA	0.7061*	4	4
1	Prostate	"Incidence"	2009	61.99	59.83	NA	0.7061*	4	4
1	Prostate	"Incidence"	2010	58.51	60.25	NA	0.7061*	4	4
1	Prostate	"Incidence"	2011	61.89	60.68	NA	0.7061*	4	4
1	Prostate	"Incidence"	2012	59.06	61.10	NA	0.7061*	4	4
1	Prostate	"Incidence"	2013	62.57	61.54	NA	0.7061*	4	4
1	Prostate	"Mortality"	1950	10.05	10.01	NA	2.1216*	3	3
1	Prostate	"Mortality"	1951	10.39	10.22	NA	2.1216*	3	3
1	Prostate	"Mortality"	1952	9.87	10.44	NA	2.1216*	3	3
1	Prostate	"Mortality"	1953	10.92	10.66	NA	2.1216*	3	3
1	Prostate	"Mortality"	1954	10.67	10.89	NA	2.1216*	3	3
1	Prostate	"Mortality"	1955	10.69	11.12	NA	2.1216*	3	3
1	Prostate	"Mortality"	1956	13.01	11.35	NA	2.1216*	3	3
1	Prostate	"Mortality"	1957	11.63	11.59	NA	2.1216*	3	3
1	Prostate	"Mortality"	1958	12.17	11.84	NA	2.1216*	3	3
1	Prostate	"Mortality"	1959	11.46	12.09	NA	2.1216*	3	3
1	Prostate	"Mortality"	1960	11.56	12.35	NA	2.1216*	3	3
1	Prostate	"Mortality"	1961	12.33	12.61	NA	2.1216*	3	3
1	Prostate	"Mortality"	1962	12.53	12.88	NA	2.1216*	3	3
1	Prostate	"Mortality"	1963	13.83	13.15	Joinpoint 1	NA	3	3
1	Prostate	"Mortality"	1964	12.27	12.73	NA	-3.1683*	3	3
1	Prostate	"Mortality"	1965	12.93	12.33	NA	-3.1683*	3	3
1	Prostate	"Mortality"	1966	12.26	11.94	NA	-3.1683*	3	3
1	Prostate	"Mortality"	1967	11.62	11.56	NA	-3.1683*	3	3
1	Prostate	"Mortality"	1968	11.06	11.20	NA	-3.1683*	3	3
1	Prostate	"Mortality"	1969	11.45	10.84	NA	-3.1683*	3	3
1	Prostate	"Mortality"	1970	9.50	10.50	Joinpoint 2	NA	3	3
1	Prostate	"Mortality"	1971	11.37	10.68	NA	1.7374*	3	3
1	Prostate	"Mortality"	1972	11.44	10.87	NA	1.7374*	3	3
1	Prostate	"Mortality"	1973	12.86	11.05	NA	1.7374*	3	3
1	Prostate	"Mortality"	1974	12.19	11.25	NA	1.7374*	3	3
1	Prostate	"Mortality"	1975	10.79	11.44	NA	1.7374*	3	3
1	Prostate	"Mortality"	1976	11.29	11.64	NA	1.7374*	3	3
1	Prostate	"Mortality"	1977	11.72	11.84	NA	1.7374*	3	3
1	Prostate	"Mortality"	1978	10.91	12.05	NA	1.7374*	3	3
1	Prostate	"Mortality"	1979	12.37	12.26	NA	1.7374*	3	3
1	Prostate	"Mortality"	1980	12.39	12.47	NA	1.7374*	3	3
1	Prostate	"Mortality"	1981	12.34	12.69	NA	1.7374*	3	3
1	Prostate	"Mortality"	1982	12.09	12.91	NA	1.7374*	3	3
1	Prostate	"Mortality"	1983	11.93	13.13	NA	1.7374*	3	3
1	Prostate	"Mortality"	1984	13.08	13.36	NA	1.7374*	3	3
1	Prostate	"Mortality"	1985	12.87	13.59	NA	1.7374*	3	3
1	Prostate	"Mortality"	1986	13.39	13.83	NA	1.7374*	3	3
1	Prostate	"Mortality"	1987	13.74	14.07	NA	1.7374*	3	3
1	Prostate	"Mortality"	1988	14.76	14.31	NA	1.7374*	3	3
1	Prostate	"Mortality"	1989	14.72	14.56	NA	1.7374*	3	3
1	Prostate	"Mortality"	1990	15.12	14.81	NA	1.7374*	3	3
1	Prostate	"Mortality"	1991	14.80	15.07	NA	1.7374*	3	3
1	Prostate	"Mortality"	1992	15.40	15.33	NA	1.7374*	3	3
1	Prostate	"Mortality"	1993	16.66	15.60	NA	1.7374*	3	3
1	Prostate	"Mortality"	1994	16.61	15.87	NA	1.7374*	3	3
1	Prostate	"Mortality"	1995	16.97	16.15	Joinpoint 3	NA	3	3
1	Prostate	"Mortality"	1996	16.13	15.98	NA	-1.0546*	3	3
1	Prostate	"Mortality"	1997	15.06	15.81	NA	-1.0546*	3	3
1	Prostate	"Mortality"	1998	14.48	15.64	NA	-1.0546*	3	3
1	Prostate	"Mortality"	1999	16.12	15.48	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2000	15.78	15.31	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2001	15.51	15.15	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2002	15.60	14.99	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2003	15.44	14.83	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2004	15.46	14.68	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2005	14.16	14.52	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2006	14.16	14.37	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2007	14.04	14.22	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2008	13.67	14.07	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2009	13.12	13.92	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2010	13.61	13.77	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2011	13.93	13.63	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2012	13.46	13.48	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2013	12.98	13.34	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2014	13.26	13.20	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2015	14.40	13.06	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2016	12.45	12.92	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2017	13.23	12.79	NA	-1.0546*	3	3
1	Prostate	"Mortality"	2018	12.08	12.65	NA	-1.0546*	3	3
2	All sites excl. non-melanoma skin cancer	"Incidence"	1975	205.93	207.26	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1976	205.73	209.99	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1977	215.19	212.76	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1978	219.43	215.56	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1979	216.09	218.40	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1980	226.42	221.28	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1981	224.96	224.19	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1982	226.47	227.14	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1983	230.50	230.13	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1984	237.20	233.16	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1985	234.51	236.23	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1986	234.62	239.35	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1987	241.88	242.50	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1988	242.28	245.69	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1989	243.46	248.93	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1990	258.67	252.21	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1991	256.07	255.53	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1992	261.04	258.89	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1993	262.08	262.30	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1994	263.64	265.76	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1995	263.82	269.26	NA	1.3170*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1996	279.12	272.80	Joinpoint 1	NA	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1997	271.03	269.33	NA	-1.2731	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1998	264.90	265.90	NA	-1.2731	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	1999	264.34	262.52	Joinpoint 2	NA	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	2000	268.36	264.47	NA	0.7452*	2	2
2	All sites excl. non-melanoma skin cancer	"Incidence"	2001	262.76	266.44	NA	0.7452*	2	2
